class	lig_vol
Prenol	129.49
Prenol	414.75
Prenol	489.03
Prenol	562.85
Prenol	392.42
Prenol	474.07
Prenol	278.18
Prenol	216.67
Prenol	429.3
Prenol	584.08
Prenol	568.87
Prenol	540.17
Prenol	405.26
Prenol	503.88
Prenol	310.78
Prenol	544.38
Prenol	316.44
Prenol	802.35
Prenol	697.45
Prenol	815.87
Prenol	273.58
Prenol	384.09
Prenol	533.35
Prenol	389.72
Prenol	506.79
Prenol	498.95
Prenol	534.13
Prenol	494.21
Prenol	596.73
Prenol	430.89
Prenol	661.23
Prenol	495.53
Prenol	438.59
Prenol	272.23
Prenol	311.46
Prenol	334.6
Prenol	258.72
Prenol	556.39
Prenol	547.62
Prenol	526.74
Prenol	586.1
Prenol	526.3
Prenol	366.52
Prenol	306.47
Prenol	462.36
Prenol	580.5
Prenol	130.28
Prenol	598.63
Prenol	564.42
Prenol	589.01
Prenol	372.78
Prenol	519.72
Prenol	529.74
Prenol	568.67
Prenol	451.85
Prenol	579.33
Prenol	496.05
Prenol	240.75
Prenol	197.3
Prenol	665.89
Prenol	561.33
Prenol	395.26
Prenol	597.71
Prenol	665.16
Prenol	487.49
Prenol	839.64
Prenol	466.17
Prenol	524.2
Prenol	676.22
Prenol	720.12
Prenol	502.06
Prenol	623.76
Prenol	404.55
Prenol	456.51
Prenol	259.85
Prenol	470.38
Prenol	618.13
Prenol	520.33
Prenol	402.98
Prenol	532.86
Prenol	728.37
Prenol	483.06
Prenol	405.88
Prenol	447.01
Prenol	390.04
Prenol	575
Prenol	431.69
Prenol	524.81
Prenol	316.77
Prenol	433.22
Prenol	254.13
Prenol	779.64
Prenol	531.75
Prenol	455.13
Prenol	523.68
Prenol	398.55
Prenol	562.12
Prenol	487.94
Prenol	531.31
Prenol	308.97
Prenol	743.87
Prenol	439.74
Prenol	589.89
Prenol	510.72
Prenol	603.09
Prenol	403.88
Prenol	542.85
Prenol	643.59
Prenol	131.7
Prenol	278.15
Prenol	420.52
Prenol	637.41
Prenol	58.96
Prenol	227.36
Prenol	317.19
Prenol	453.15
Prenol	235.76
Prenol	396.65
Prenol	413.78
Prenol	298.68
Prenol	462.43
Prenol	276.93
Prenol	736.29
Prenol	434.21
Prenol	584.6
Prenol	444.76
Prenol	480.77
Prenol	339.93
Prenol	217.41
Prenol	517.51
Prenol	652.48
Prenol	523.74
Prenol	404.33
Prenol	491.46
Prenol	364.88
Prenol	257.37
Prenol	440.38
Prenol	295.95
Prenol	631.12
Prenol	455.78
Prenol	423.65
Prenol	391.04
Prenol	414.54
Prenol	333.07
Prenol	472.4
Prenol	423.54
Prenol	426.39
Prenol	510.81
Prenol	454.18
Prenol	465.61
Prenol	313.69
Prenol	303.83
Prenol	499.23
Prenol	247.86
Prenol	607.44
Prenol	549.1
Prenol	566.45
Prenol	495.17
Prenol	459.46
Prenol	462.81
Prenol	598.75
Prenol	665.64
Prenol	579.84
Prenol	443.54
Prenol	240.63
Prenol	523.07
Prenol	596.61
Prenol	531.5
Prenol	268.39
Prenol	684.12
Prenol	508.57
Prenol	643.87
Prenol	208.32
Prenol	627.33
Prenol	432.2
Prenol	734.58
Prenol	475.43
Prenol	739.29
Prenol	341.09
Prenol	592.21
Prenol	501.56
Prenol	300.06
Prenol	184.14
Prenol	674.96
Prenol	527.58
Prenol	463.55
Prenol	414.16
Prenol	247.45
Prenol	674.67
Prenol	495.98
Prenol	307.84
Prenol	559.52
Prenol	433.83
Prenol	385.55
Prenol	449.82
Prenol	546.64
Prenol	489.89
Prenol	263.11
Prenol	512.7
Prenol	415.34
Prenol	531.25
Prenol	439.36
Prenol	542.4
Prenol	460.18
Prenol	518.82
Prenol	270.76
Prenol	442.62
Prenol	1033.79
Prenol	188.51
Prenol	697.69
Prenol	308.32
Prenol	428.8
Prenol	420.73
Prenol	640.5
Prenol	512.76
Prenol	544.99
Prenol	414.13
Prenol	232.34
Prenol	274.11
Prenol	579.35
Prenol	578.27
Prenol	630.39
Prenol	666.97
Prenol	528.83
Prenol	651.43
Prenol	622.54
Prenol	737.59
Prenol	404.1
Prenol	385.44
Prenol	436.95
Prenol	561.4
Prenol	533.03
Prenol	454.34
Prenol	681.28
Prenol	498.61
Prenol	593.94
Prenol	294.27
Prenol	479.87
Prenol	591.11
Prenol	466.28
Prenol	718.66
Prenol	675.42
Prenol	455.59
Prenol	401.64
Prenol	421.44
Prenol	593.28
Prenol	448.5
Prenol	210.5
Prenol	592.79
Prenol	510.95
Prenol	590.38
Prenol	514.93
Prenol	702.95
Prenol	414.28
Prenol	841.2
Prenol	515.73
Prenol	531.11
Prenol	538.64
Prenol	544.25
Prenol	570.03
Prenol	369.07
Prenol	500.64
Prenol	948.28
Prenol	564.84
Prenol	585.87
Prenol	467.88
Prenol	383.59
Prenol	657.6
Prenol	552.48
Prenol	597.56
Prenol	557.94
Prenol	379.77
Prenol	717.31
Prenol	334.14
Prenol	710.18
Prenol	580.58
Prenol	445.77
Prenol	491.16
Prenol	740.4
Prenol	381.14
Prenol	252.88
Prenol	574.53
Prenol	534.34
Prenol	212.76
Prenol	620.38
Prenol	414.29
Prenol	256.2
Prenol	378.56
Prenol	415.51
Prenol	651.27
Prenol	255.82
Prenol	625.56
Prenol	372.42
Prenol	474.46
Prenol	492.04
Prenol	275.4
Prenol	468.13
Prenol	469.71
Prenol	527.51
Prenol	431.98
Prenol	500.74
Prenol	593.05
Prenol	541.35
Prenol	221.61
Prenol	618.03
Prenol	378.84
Prenol	500.63
Prenol	359.75
Prenol	272.69
Prenol	524.4
Prenol	407.96
Prenol	372.68
Prenol	871.71
Prenol	457.23
Prenol	126.34
Prenol	504.1
Prenol	266.52
Prenol	527.78
Prenol	687.35
Prenol	258.82
Prenol	251
Prenol	529.12
Prenol	351.09
Prenol	543.15
Prenol	508.96
Prenol	487.73
Prenol	739.91
Prenol	217.61
Prenol	568.6
Prenol	512.35
Prenol	417.94
Prenol	191.03
Prenol	361.78
Prenol	499.31
Prenol	290.36
Prenol	399.16
Prenol	480.27
Prenol	251.84
Prenol	409.61
Prenol	595.04
Prenol	627.96
Prenol	375.58
Prenol	542.72
Prenol	663.54
Prenol	384.24
Prenol	586.01
Prenol	327.49
Prenol	406.71
Prenol	491.09
Prenol	639.86
Prenol	475.11
Prenol	461.62
Prenol	457.04
Prenol	562.16
Prenol	416.74
Prenol	564.65
Prenol	524.12
Prenol	429.84
Prenol	558.34
Prenol	290.87
Prenol	638.85
Prenol	950.11
Prenol	730.25
Prenol	425.45
Prenol	428.7
Prenol	502.94
Prenol	169.37
Prenol	416.99
Prenol	536.6
Prenol	457.64
Prenol	530.69
Prenol	357.13
Prenol	479.07
Prenol	298.5
Prenol	605.9
Prenol	546.54
Prenol	630.39
Prenol	512.25
Prenol	421.41
Prenol	175.37
Prenol	649.51
Prenol	586.19
Prenol	424.28
Prenol	462.85
Prenol	483.33
Prenol	716.05
Prenol	194.33
Prenol	521.73
Prenol	615.6
Prenol	417.92
Prenol	379.79
Prenol	545.77
Prenol	634.76
Prenol	472.52
Prenol	305.62
Prenol	655.26
Prenol	740.93
Prenol	373.36
Prenol	281.96
Prenol	288.88
Prenol	560.4
Prenol	129.18
Prenol	258.15
Prenol	539.92
Prenol	465.56
Prenol	434.89
Prenol	497.45
Prenol	565.56
Prenol	431.8
Prenol	543.31
Prenol	516.9
Prenol	282.72
Prenol	511.59
Prenol	426.61
Prenol	221.56
Prenol	363.57
Prenol	556.41
Prenol	355.17
Prenol	250.92
Prenol	556.4
Prenol	571.61
Prenol	602.04
Prenol	364.93
Prenol	555.36
Prenol	465.49
Prenol	568.13
Prenol	459.1
Prenol	608.13
Prenol	398.68
Prenol	376.66
Prenol	472.63
Prenol	542.27
Prenol	516.94
Prenol	360.94
Prenol	607.56
Prenol	218.82
Prenol	437.42
Prenol	562.57
Prenol	594.29
Prenol	513.05
Prenol	231.37
Prenol	389.06
Prenol	449.07
Prenol	392.97
Prenol	389
Prenol	383.34
Prenol	624.6
Prenol	526.53
Prenol	370.28
Prenol	544.84
Prenol	412.69
Prenol	553.66
Prenol	695.16
Prenol	617.97
Prenol	461.58
Prenol	364.76
Prenol	499.73
Prenol	680.24
Prenol	492.02
Prenol	338.95
Prenol	491.95
Prenol	274.88
Prenol	422.29
Prenol	556.07
Prenol	399.78
Prenol	554.83
Prenol	453.55
Prenol	429.33
Prenol	463.98
Prenol	373.95
Prenol	644.18
Prenol	218.43
Prenol	364.65
Prenol	224.53
Prenol	563.49
Prenol	565.62
Prenol	510.31
Prenol	783.41
Prenol	460.72
Prenol	473.02
Prenol	300.69
Prenol	380.07
Prenol	571.93
Prenol	455.96
Prenol	481.22
Prenol	406.87
Prenol	478.93
Prenol	429.69
Prenol	229.35
Prenol	584.04
Prenol	420.21
Prenol	444.21
Prenol	675.52
Prenol	519.94
Prenol	522.75
Prenol	541.15
Prenol	512.78
Prenol	569.92
Prenol	415.36
Prenol	510.77
Prenol	717.87
Prenol	525.32
Prenol	505.26
Prenol	416.75
Prenol	589.76
Prenol	461.41
Prenol	413.66
Prenol	366.36
Prenol	383.86
Prenol	520.16
Prenol	205.83
Prenol	406.55
Prenol	534.24
Prenol	360.19
Prenol	307.51
Prenol	323.31
Prenol	605.79
Prenol	369.11
Prenol	437.6
Prenol	535.88
Prenol	516.35
Prenol	335.37
Prenol	625.67
Prenol	477.47
Prenol	496.13
Prenol	650.31
Prenol	662.15
Prenol	572.1
Prenol	482.48
Prenol	540.36
Prenol	205.22
Prenol	465.12
Prenol	470.61
Prenol	149.56
Prenol	624.37
Prenol	598.26
Prenol	678.37
Prenol	451.4
Prenol	280.67
Prenol	522.04
Prenol	662.2
Prenol	280.78
Prenol	337.14
Prenol	609.24
Prenol	530.54
Prenol	284.35
Prenol	170.24
Prenol	553.84
Prenol	656.4
Prenol	565.65
Prenol	562.68
Prenol	632.7
Prenol	141.05
Prenol	504.8
Prenol	426.85
Prenol	484.03
Prenol	914.48
Prenol	256.11
Prenol	179.46
Prenol	360.09
Prenol	180.69
Prenol	509.38
Prenol	508.76
Prenol	503.54
Prenol	291.23
Prenol	453.68
Prenol	445.34
Prenol	556.82
Prenol	540.09
Prenol	609.14
Prenol	515.73
Prenol	249.92
Prenol	685.95
Prenol	599.49
Prenol	327.66
Prenol	663.88
Prenol	483.16
Prenol	429.11
Prenol	536.11
Prenol	399.22
Prenol	417.65
Prenol	633.46
Prenol	491.63
Prenol	276.75
Prenol	609.52
Prenol	434.67
Prenol	555.32
Prenol	485
Prenol	392.86
Prenol	446.84
Prenol	510.3
Prenol	438.94
Prenol	450.43
Prenol	142.83
Prenol	110.99
Prenol	432.97
Prenol	452.07
Prenol	160.72
Prenol	280.36
Prenol	156.77
Prenol	390.68
Prenol	235.59
Prenol	130.5
Prenol	371.13
Prenol	251.47
Prenol	405.68
Prenol	483.73
Prenol	331.53
Prenol	496.31
Prenol	191.66
Prenol	415.07
Prenol	461.92
Prenol	425.63
Prenol	578.05
Prenol	495.84
Prenol	467.45
Prenol	414.37
Prenol	587.92
Prenol	247.65
Prenol	106.64
Prenol	522.71
Prenol	703.44
Prenol	622.29
Prenol	584.9
Prenol	279.37
Prenol	577.21
Prenol	288.86
Prenol	618.89
Prenol	524.49
Prenol	332.73
Prenol	398.24
Prenol	591.13
Prenol	556.29
Prenol	389.73
Prenol	584.35
Prenol	388.25
Prenol	234.34
Prenol	337.7
Prenol	120.89
Prenol	453.01
Prenol	312.87
Prenol	603.33
Prenol	133.78
Prenol	521.44
Prenol	764.44
Prenol	591.05
Prenol	439.7
Prenol	646.2
Prenol	433.23
Prenol	310.3
Prenol	670.02
Prenol	300.13
Prenol	275.38
Prenol	570.86
Prenol	227.13
Prenol	425.98
Prenol	477.96
Prenol	439.48
Prenol	491.37
Prenol	648.85
Prenol	266.5
Prenol	317.94
Prenol	508.02
Prenol	501.69
Prenol	638.58
Prenol	291.92
Prenol	489.58
Prenol	383.18
Prenol	492.93
Prenol	460.33
Prenol	508
Prenol	360.26
Prenol	559.87
Prenol	310.19
Prenol	604.11
Prenol	589.48
Prenol	534.73
Prenol	460.44
Prenol	372.01
Prenol	213.44
Prenol	467.51
Prenol	493
Prenol	389.42
Prenol	395.08
Prenol	343.43
Prenol	419.79
Prenol	587.19
Prenol	313.34
Prenol	250
Prenol	555.42
Prenol	285.48
Prenol	495.12
Prenol	345.15
Prenol	390.75
Prenol	467.27
Prenol	352.97
Prenol	581.57
Prenol	483.27
Prenol	424.23
Prenol	512.42
Prenol	527.47
Prenol	554.63
Prenol	463.84
Prenol	139.04
Prenol	205.56
Prenol	534.64
Prenol	423.48
Prenol	307.21
Prenol	406.57
Prenol	438.57
Prenol	357.58
Prenol	389.24
Prenol	607.41
Prenol	238.74
Prenol	272.85
Prenol	469.2
Prenol	514.4
Prenol	346.38
Prenol	627.16
Prenol	441.56
Prenol	461.36
Prenol	548.53
Prenol	466
Prenol	428.04
Prenol	211.27
Prenol	512.39
Prenol	568.64
Prenol	378.9
Prenol	474.89
Prenol	571.65
Prenol	370.8
Prenol	490.84
Prenol	395.87
Prenol	453.35
Prenol	396.8
Prenol	250.52
Prenol	506.04
Prenol	372.01
Prenol	554.86
Prenol	214.79
Prenol	444.32
Prenol	256.04
Prenol	500.75
Prenol	566.93
Prenol	580.87
Prenol	232.21
Prenol	299.16
Prenol	465.01
Prenol	435.09
Prenol	296.7
Prenol	323.96
Prenol	784.49
Prenol	537.67
Prenol	661.8
Prenol	182.11
Prenol	447.56
Prenol	592.76
Prenol	427.01
Prenol	385.96
Prenol	527.39
Prenol	188.68
Prenol	421.09
Prenol	595.56
Prenol	508.8
Prenol	377.58
Prenol	382.39
Prenol	516.46
Prenol	382.11
Prenol	466.13
Prenol	391.59
Prenol	620.27
Prenol	610.02
Prenol	679.56
Prenol	755.68
Prenol	518.09
Prenol	474.2
Prenol	537.22
Prenol	593.08
Prenol	533.64
Prenol	463.94
Prenol	665.09
Prenol	522.17
Prenol	349.12
Prenol	600.86
Prenol	506.08
Prenol	359.15
Prenol	453.71
Prenol	964.92
Prenol	137.87
Prenol	443.43
Prenol	128.25
Prenol	469.75
Prenol	516.43
Prenol	554.61
Prenol	179.6
Prenol	498.78
Prenol	342.8
Prenol	471.59
Prenol	457.83
Prenol	348.8
Prenol	582.21
Prenol	580.36
Prenol	689.15
Prenol	603.1
Prenol	658.19
Prenol	419.36
Prenol	621.11
Prenol	574.22
Prenol	151.8
Prenol	502.35
Prenol	546.69
Prenol	405.64
Prenol	528.77
Prenol	634.52
Prenol	593.29
Prenol	336.48
Prenol	603.27
Prenol	383.27
Prenol	263.68
Prenol	466.71
Prenol	389.86
Prenol	334.61
Prenol	316.6
Prenol	1219.39
Prenol	507.18
Prenol	620.97
Prenol	430.41
Prenol	438.86
Prenol	128.74
Prenol	218.19
Prenol	127.69
Prenol	404.58
Prenol	265.47
Prenol	386.9
Prenol	376.06
Prenol	520.39
Prenol	343.07
Prenol	717.57
Prenol	575.76
Prenol	513.28
Prenol	463.25
Prenol	205.02
Prenol	388.13
Prenol	857.92
Prenol	427.98
Prenol	467.35
Prenol	217.17
Prenol	507.15
Prenol	393.15
Prenol	202.55
Prenol	483.5
Prenol	600.23
Prenol	468.52
Prenol	139.6
Prenol	286.07
Prenol	585.68
Prenol	400.9
Prenol	436.72
Prenol	540.43
Prenol	223.63
Prenol	492.14
Prenol	377.46
Prenol	492.65
Prenol	339.93
Prenol	438.86
Prenol	551.57
Prenol	413.63
Prenol	263.28
Prenol	540.45
Prenol	592.78
Prenol	634.04
Prenol	571.85
Prenol	451.47
Prenol	405.35
Prenol	490.12
Prenol	711.94
Prenol	468.99
Prenol	576.4
Prenol	572.95
Prenol	666.43
Prenol	508.07
Prenol	451.89
Prenol	464.87
Prenol	268.89
Prenol	932.25
Prenol	484.92
Prenol	390.47
Prenol	203.3
Prenol	315.45
Prenol	500.59
Prenol	148.51
Prenol	417.38
Prenol	315.23
Prenol	769.47
Prenol	293.07
Prenol	421.94
Prenol	515.13
Prenol	496.06
Prenol	324.32
Prenol	375.94
Prenol	497.57
Prenol	274.54
Prenol	526.71
Prenol	413.48
Prenol	435.61
Prenol	581.4
Prenol	454.85
Prenol	637.17
Prenol	702.97
Prenol	332.7
Prenol	577.8
Prenol	457.84
Prenol	449.24
Prenol	267.03
Prenol	391.18
Prenol	463.86
Prenol	350.92
Prenol	671.45
Prenol	387.25
Prenol	198.22
Prenol	442.7
Prenol	391.02
Prenol	558.71
Prenol	669
Prenol	529.64
Prenol	449.24
Prenol	562.6
Prenol	559.19
Prenol	540.8
Prenol	510.49
Prenol	423.11
Prenol	332.45
Prenol	424.61
Prenol	428.05
Prenol	562.7
Prenol	460.93
Prenol	320.55
Prenol	484.84
Prenol	517.79
Prenol	203.53
Prenol	347
Prenol	658.22
Prenol	505.64
Prenol	425.04
Prenol	456.32
Prenol	594.37
Prenol	527.16
Prenol	554.62
Prenol	461.12
Prenol	451.63
Prenol	534.03
Prenol	549.52
Prenol	353.95
Prenol	532.22
Prenol	424.13
Prenol	519.85
Prenol	415.69
Prenol	491.52
Prenol	482.02
Prenol	652.52
Prenol	319.3
Prenol	412.14
Prenol	514.85
Prenol	563.43
Prenol	467.34
Prenol	417.4
Prenol	475.9
Prenol	377.85
Prenol	361.59
Prenol	510.08
Prenol	292.07
Prenol	348.37
Prenol	472.21
Prenol	295.26
Prenol	476.36
Prenol	411.19
Prenol	581.77
Prenol	482.1
Prenol	533.29
Prenol	506.6
Prenol	229.05
Prenol	502.79
Prenol	168.44
Prenol	262.39
Prenol	379.86
Prenol	260.28
Prenol	420.82
Prenol	556.85
Prenol	515.55
Prenol	520.33
Prenol	418.98
Prenol	498.5
Prenol	258.68
Prenol	410.36
Prenol	283.94
Prenol	486.13
Prenol	686.54
Prenol	619.95
Prenol	169.23
Prenol	572.31
Prenol	275.15
Prenol	426.11
Prenol	371.74
Prenol	428.58
Prenol	408.31
Prenol	604.51
Prenol	277.12
Prenol	509.19
Prenol	776.88
Prenol	444.77
Prenol	373.4
Prenol	553.91
Prenol	510.8
Prenol	706.23
Prenol	520.87
Prenol	773.29
Prenol	465.2
Prenol	437.13
Prenol	572.94
Prenol	479.02
Prenol	234.39
Prenol	369.51
Prenol	533.79
Prenol	532.96
Prenol	458.3
Prenol	251.82
Prenol	435.7
Prenol	461.56
Prenol	450.12
Prenol	515.71
Prenol	375.12
Prenol	548.16
Prenol	574.21
Prenol	483.46
Prenol	416.73
Prenol	473.58
Prenol	559.19
Prenol	400.92
Prenol	507.09
Prenol	420.41
Prenol	420.79
Prenol	381.99
Prenol	598.3
Prenol	476.48
Prenol	489.78
Prenol	539.51
Prenol	538.86
Prenol	520.98
Prenol	411.19
Prenol	249.77
Prenol	514.64
Prenol	502.61
Prenol	803.54
Prenol	254.53
Prenol	406.08
Prenol	526.61
Prenol	217.6
Prenol	568.82
Prenol	539.91
Prenol	457.49
Prenol	638.85
Prenol	422.09
Prenol	502.15
Prenol	211.96
Prenol	420.87
Prenol	352.55
Prenol	447.89
Prenol	488.48
Prenol	656.71
Prenol	618.77
Prenol	448.51
Prenol	534.8
Prenol	213.08
Prenol	432.52
Prenol	386.54
Prenol	533.37
Prenol	604.62
Prenol	279.81
Prenol	500.92
Prenol	609.75
Prenol	628.06
Prenol	245.39
Prenol	600.3
Prenol	411.02
Prenol	581.98
Prenol	503.24
Prenol	788.65
Prenol	576.04
Prenol	221.45
Prenol	453.25
Prenol	379.49
Prenol	515.31
Prenol	190.68
Prenol	639.25
Prenol	567.48
Prenol	476.04
Prenol	377.18
Prenol	417.38
Prenol	517.59
Prenol	470.94
Prenol	182.85
Prenol	527.37
Prenol	216.87
Prenol	496.83
Prenol	629.67
Prenol	413.53
Prenol	580.35
Prenol	179.33
Prenol	569.26
Prenol	547.52
Prenol	545.41
Prenol	273.95
Prenol	439.29
Prenol	505.96
Prenol	716.87
Prenol	129.66
Prenol	124.96
Prenol	473.25
Prenol	473.96
Prenol	376.04
Prenol	375.35
Prenol	285.47
Prenol	453.01
Prenol	455.46
Prenol	396.28
Prenol	824.76
Prenol	375.78
Prenol	373.61
Prenol	441.94
Prenol	651.17
Prenol	469.38
Prenol	494.74
Prenol	537.79
Prenol	531.73
Prenol	507.32
Prenol	457.3
Prenol	230.4
Prenol	457.82
Prenol	221.37
Prenol	545.39
Prenol	749.6
Prenol	487.45
Prenol	332.36
Prenol	307.17
Prenol	510.08
Prenol	532.15
Prenol	475.75
Prenol	503.99
Prenol	245.64
Prenol	524
Prenol	692.96
Prenol	495.85
Prenol	472.96
Prenol	665.3
Prenol	282.18
Prenol	400.9
Prenol	465.7
Prenol	431.68
Prenol	460.32
Prenol	569.97
Prenol	583.95
Prenol	523.98
Prenol	372.68
Prenol	677.43
Prenol	188.14
Prenol	359.94
Prenol	495.12
Prenol	758.17
Prenol	419.49
Prenol	326.34
Prenol	605.36
Prenol	545.74
Prenol	532.57
Prenol	187.3
Prenol	522.82
Prenol	375.05
Prenol	639.29
Prenol	512.38
Prenol	230.79
Prenol	434.23
Prenol	622.9
Prenol	371.84
Prenol	520.15
Prenol	490.17
Prenol	689.29
Prenol	714.2
Prenol	340.08
Prenol	206.53
Prenol	201.73
Prenol	594.15
Prenol	644.91
Prenol	536.82
Prenol	475.04
Prenol	386.47
Prenol	339.68
Prenol	432.82
Prenol	369.61
Prenol	425.16
Prenol	519.22
Prenol	266.34
Prenol	461.94
Prenol	425.97
Prenol	238.95
Prenol	529.17
Prenol	438.84
Prenol	445.94
Prenol	458.41
Prenol	554.9
Prenol	395.84
Prenol	367.97
Prenol	330.33
Prenol	383.18
Prenol	245.61
Prenol	408.54
Prenol	476.31
Prenol	529.13
Prenol	487.59
Prenol	245.95
Prenol	499.22
Prenol	607.61
Prenol	355.23
Prenol	484.16
Prenol	521.61
Prenol	322.35
Prenol	412.84
Prenol	243.51
Prenol	622.04
Prenol	324.5
Prenol	741.98
Prenol	824.76
Prenol	401.24
Prenol	326.97
Prenol	608.52
Prenol	400.07
Prenol	317.3
Prenol	614.33
Prenol	472.95
Prenol	267.64
Prenol	434.66
Prenol	379.46
Prenol	533.34
Prenol	296.21
Prenol	235.14
Prenol	227.59
Prenol	399.47
Prenol	548.34
Prenol	396.57
Prenol	677.74
Prenol	609.33
Prenol	454.59
Prenol	299.23
Prenol	500.26
Prenol	522.93
Prenol	824.38
Prenol	527.84
Prenol	580.16
Prenol	754.19
Prenol	580.92
Prenol	495.03
Prenol	129.13
Prenol	245.17
Prenol	473.99
Prenol	319.7
Prenol	461.97
Prenol	651.46
Prenol	591.04
Prenol	292.55
Prenol	740.06
Prenol	456.13
Prenol	568.04
Prenol	598.91
Prenol	277.62
Prenol	206.16
Prenol	399.79
Prenol	486.4
Prenol	517.42
Prenol	570.57
Prenol	688.32
Prenol	521.66
Prenol	368.23
Prenol	485.41
Prenol	348.95
Prenol	346.99
Prenol	531.26
Prenol	544.92
Prenol	474.78
Prenol	616.88
Prenol	496.21
Prenol	528.62
Prenol	520.09
Prenol	500.41
Prenol	561.84
Prenol	550.16
Prenol	324.91
Prenol	376.51
Prenol	431.11
Prenol	316.45
Prenol	521.93
Prenol	399.45
Prenol	282.4
Prenol	414.04
Prenol	416.47
Prenol	550.35
Prenol	642.62
Prenol	571.81
Prenol	474.53
Prenol	598.97
Prenol	569.27
Prenol	542.74
Prenol	458.15
Prenol	412.78
Prenol	287.37
Prenol	522.41
Prenol	396
Prenol	490.71
Prenol	345.65
Prenol	482.87
Prenol	461.42
Prenol	180.6
Prenol	532.18
Prenol	488.07
Prenol	722.62
Prenol	232.81
Prenol	607.07
Prenol	443.73
Prenol	449.06
Prenol	476.35
Prenol	683.99
Prenol	526.86
Prenol	211.64
Prenol	529.08
Prenol	547.9
Prenol	505.72
Prenol	422.16
Prenol	591.99
Prenol	418.51
Prenol	440.31
Prenol	597.61
Prenol	562.65
Prenol	709.82
Prenol	372.8
Prenol	455.93
Prenol	429.47
Prenol	429.62
Prenol	509.45
Prenol	444.96
Prenol	248.52
Prenol	720.13
Prenol	536.8
Prenol	466.28
Prenol	481.6
Prenol	499.5
Prenol	691.93
Prenol	441.37
Prenol	497.13
Prenol	246.33
Prenol	541.32
Prenol	392.43
Prenol	382.77
Prenol	546.02
Prenol	632.36
Prenol	448.9
Prenol	590.92
Prenol	409.94
Prenol	405.42
Prenol	263.35
Prenol	419.65
Prenol	608.37
Prenol	463.82
Prenol	602.4
Prenol	496.42
Prenol	771.95
Prenol	447.07
Prenol	216.47
Prenol	460.21
Prenol	395.68
Prenol	537.2
Prenol	735.74
Prenol	512.36
Prenol	501.36
Prenol	490.17
Prenol	548.43
Prenol	432.59
Prenol	496.61
Prenol	426.85
Prenol	208.35
Prenol	584.53
Prenol	263.64
Prenol	688.37
Prenol	503.37
Prenol	588.36
Prenol	614.61
Prenol	365.13
Prenol	485.13
Prenol	546.06
Prenol	518.97
Prenol	245.12
Prenol	291.84
Prenol	606.94
Prenol	516.24
Prenol	299.87
Prenol	496.66
Prenol	547.87
Prenol	532.02
Prenol	139.81
Prenol	415.05
Prenol	601.18
Prenol	480.15
Prenol	514.6
Prenol	682
Prenol	353.97
Prenol	635.08
Prenol	585.34
Prenol	466.59
Prenol	634.77
Prenol	437.9
Prenol	420.64
Prenol	485.4
Prenol	397.48
Prenol	211.11
Prenol	235.99
Prenol	930.11
Prenol	319.64
Prenol	510.58
Prenol	459.81
Prenol	502.85
Prenol	263.29
Prenol	372.54
Prenol	670.99
Prenol	626.32
Prenol	608.83
Prenol	480.46
Prenol	603.35
Prenol	546.69
Prenol	467.93
Prenol	457.3
Prenol	546.46
Prenol	381.96
Prenol	228.94
Prenol	533.3
Prenol	334.7
Prenol	474.21
Prenol	519.29
Prenol	569.08
Prenol	739
Prenol	484.97
Prenol	372.25
Prenol	125.86
Prenol	480.08
Prenol	587.41
Prenol	176.37
Prenol	496.3
Prenol	536.1
Prenol	576.64
Prenol	462.08
Prenol	525.46
Prenol	598.34
Prenol	491.33
Prenol	444.98
Prenol	628.02
Prenol	503.15
Prenol	408.31
Prenol	630.52
Prenol	235.78
Prenol	475.03
Prenol	299.01
Prenol	271.61
Prenol	250.93
Prenol	331.37
Prenol	313.35
Prenol	556.72
Prenol	834.85
Prenol	452.91
Prenol	609.28
Prenol	218.89
Prenol	444.65
Prenol	644.32
Prenol	440.43
Prenol	314.19
Prenol	500.36
Prenol	508.15
Prenol	670.98
Prenol	848.97
Prenol	305.17
Prenol	289.36
Prenol	476.42
Prenol	444.79
Prenol	505.07
Prenol	135.12
Prenol	520.34
Prenol	507.39
Prenol	412.96
Prenol	430.22
Prenol	139.7
Prenol	384.75
Prenol	250.51
Prenol	325.69
Prenol	353.1
Prenol	367.47
Prenol	863.9
Prenol	389.46
Prenol	162.53
Prenol	176.78
Prenol	512.97
Prenol	523.54
Prenol	244.89
Prenol	432.71
Prenol	557.6
Prenol	409.32
Prenol	564
Prenol	158.47
Prenol	797.55
Prenol	428.34
Prenol	592.99
Prenol	343.69
Prenol	391.92
Prenol	375.83
Prenol	448.22
Prenol	460.94
Prenol	344.76
Prenol	888.96
Prenol	694.83
Prenol	506.66
Prenol	460.96
Prenol	716.52
Prenol	670.67
Prenol	499.95
Prenol	335.42
Prenol	411.43
Prenol	537.82
Prenol	581.18
Prenol	132.93
Prenol	471.48
Prenol	465.83
Prenol	210.8
Prenol	515.45
Prenol	440.63
Prenol	631.46
Prenol	554.53
Prenol	430.8
Prenol	521.82
Prenol	393.25
Prenol	614.97
Prenol	517.75
Prenol	311.05
Prenol	214.55
Prenol	439.65
Prenol	317.66
Prenol	482.44
Prenol	482.85
Prenol	623.38
Prenol	570.38
Prenol	563.26
Prenol	549.29
Prenol	651.54
Prenol	644.74
Prenol	452.69
