class	GO_CC	lig_vol
Saccharolipid	receptor complex [GO:0043235]	475.8
Saccharolipid	extracellular region [GO:0005576]	475.8
Saccharolipid	plasma membrane [GO:0005886]	475.8
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	475.8
Saccharolipid	receptor complex [GO:0043235]	468.21
Saccharolipid	extracellular region [GO:0005576]	468.21
Saccharolipid	plasma membrane [GO:0005886]	468.21
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	468.21
Saccharolipid	cytoplasm [GO:0005737]	461.14
Saccharolipid	cytoplasm [GO:0005737]	346.24
Saccharolipid	cytoplasm [GO:0005737]	457.43
Saccharolipid	cytoplasm [GO:0005737]	319.39
Saccharolipid	cytoplasm [GO:0005737]	380.62
Saccharolipid	receptor complex [GO:0043235]	538.67
Saccharolipid	extracellular region [GO:0005576]	538.67
Saccharolipid	endosome membrane [GO:0010008]	538.67
Saccharolipid	plasma membrane [GO:0005886]	538.67
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	538.67
Saccharolipid	receptor complex [GO:0043235]	447.29
Saccharolipid	extracellular region [GO:0005576]	447.29
Saccharolipid	endosome membrane [GO:0010008]	447.29
Saccharolipid	plasma membrane [GO:0005886]	447.29
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	447.29
Saccharolipid	extracellular region [GO:0005576]	512.38
Saccharolipid	extracellular region [GO:0005576]	737.83
Saccharolipid	extracellular region [GO:0005576]	491.89
Saccharolipid	mitochondrial membrane [GO:0031966]	387.65
Saccharolipid	cytosol [GO:0005829]	387.65
Saccharolipid	glutamatergic synapse [GO:0098978]	387.65
Saccharolipid	histone acetyltransferase complex [GO:0000123]	387.65
Saccharolipid	plasma membrane [GO:0005886]	387.65
Saccharolipid	nucleoplasm [GO:0005654]	387.65
Saccharolipid	NSL complex [GO:0044545]	387.65
Saccharolipid	protein-containing complex [GO:0032991]	387.65
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	387.65
Saccharolipid	cell projection [GO:0042995]	387.65
Saccharolipid	nucleus [GO:0005634]	387.65
Saccharolipid	mitochondrial membrane [GO:0031966]	458.09
Saccharolipid	cytosol [GO:0005829]	458.09
Saccharolipid	glutamatergic synapse [GO:0098978]	458.09
Saccharolipid	histone acetyltransferase complex [GO:0000123]	458.09
Saccharolipid	plasma membrane [GO:0005886]	458.09
Saccharolipid	nucleoplasm [GO:0005654]	458.09
Saccharolipid	NSL complex [GO:0044545]	458.09
Saccharolipid	protein-containing complex [GO:0032991]	458.09
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	458.09
Saccharolipid	cell projection [GO:0042995]	458.09
Saccharolipid	nucleus [GO:0005634]	458.09
Saccharolipid	mitochondrial membrane [GO:0031966]	474.02
Saccharolipid	cytosol [GO:0005829]	474.02
Saccharolipid	glutamatergic synapse [GO:0098978]	474.02
Saccharolipid	histone acetyltransferase complex [GO:0000123]	474.02
Saccharolipid	plasma membrane [GO:0005886]	474.02
Saccharolipid	nucleoplasm [GO:0005654]	474.02
Saccharolipid	NSL complex [GO:0044545]	474.02
Saccharolipid	protein-containing complex [GO:0032991]	474.02
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	474.02
Saccharolipid	cell projection [GO:0042995]	474.02
Saccharolipid	nucleus [GO:0005634]	474.02
Saccharolipid	mitochondrial membrane [GO:0031966]	337.05
Saccharolipid	cytosol [GO:0005829]	337.05
Saccharolipid	glutamatergic synapse [GO:0098978]	337.05
Saccharolipid	histone acetyltransferase complex [GO:0000123]	337.05
Saccharolipid	plasma membrane [GO:0005886]	337.05
Saccharolipid	nucleoplasm [GO:0005654]	337.05
Saccharolipid	NSL complex [GO:0044545]	337.05
Saccharolipid	protein-containing complex [GO:0032991]	337.05
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	337.05
Saccharolipid	cell projection [GO:0042995]	337.05
Saccharolipid	nucleus [GO:0005634]	337.05
Saccharolipid	plasma membrane [GO:0005886]	226.21
