class	GO_CC	lig_vol
Sterol	synapse [GO:0045202]	325.09
Sterol	presynaptic membrane [GO:0042734]	325.09
Sterol	membrane raft [GO:0045121]	325.09
Sterol	cytosol [GO:0005829]	288.14
Sterol	plasma membrane [GO:0005886]	300.67
Sterol	postsynaptic membrane [GO:0045211]	441.76
Sterol	external side of plasma membrane [GO:0009897]	441.76
Sterol	membrane [GO:0016020]	441.76
Sterol	dendrite [GO:0030425]	441.76
Sterol	neuron projection [GO:0043005]	441.76
Sterol	dendritic spine membrane [GO:0032591]	441.76
Sterol	neuronal cell body [GO:0043025]	441.76
Sterol	plasma membrane [GO:0005886]	441.76
Sterol	cytoplasm [GO:0005737]	339.56
Sterol	mitochondrial inner membrane [GO:0005743]	371.91
Sterol	respiratory chain complex IV [GO:0045277]	371.91
Sterol	non-motile cilium [GO:0097730]	464.36
Sterol	ciliary membrane [GO:0060170]	464.36
Sterol	cilium [GO:0005929]	464.36
Sterol	plasma membrane [GO:0005886]	464.36
Sterol	synapse [GO:0045202]	464.36
Sterol	brush border membrane [GO:0031526]	464.36
Sterol	periplasmic space [GO:0042597]	464.36
Sterol	nucleoplasm [GO:0005654]	323.92
Sterol	nucleus [GO:0005634]	323.92
Sterol	RNA polymerase III complex [GO:0005666]	323.92
Sterol	plasma membrane [GO:0005886]	330.34
Sterol	endoplasmic reticulum membrane [GO:0005789]	328.69
Sterol	endoplasmic reticulum [GO:0005783]	328.69
Sterol	Golgi membrane [GO:0000139]	328.69
Sterol	Golgi apparatus [GO:0005794]	328.69
Sterol	mitochondrion [GO:0005739]	340.41
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	340.41
Sterol	mitochondrial respirasome [GO:0005746]	340.41
Sterol	respiratory chain complex IV [GO:0045277]	340.41
Sterol	GABA-ergic synapse [GO:0098982]	325.77
Sterol	plasma membrane [GO:0005886]	325.77
Sterol	postsynaptic membrane [GO:0045211]	325.77
Sterol	presynapse [GO:0098793]	325.77
Sterol	presynaptic membrane [GO:0042734]	325.77
Sterol	axon [GO:0030424]	325.77
Sterol	cell surface [GO:0009986]	325.77
Sterol	neuronal cell body [GO:0043025]	325.77
Sterol	plasma membrane [GO:0005886]	312.22
Sterol	voltage-gated calcium channel complex [GO:0005891]	277.0
Sterol	plasma membrane [GO:0005886]	277.0
