class	GO_CC	lig_vol
Sphingolipid	plasma membrane [GO:0005886]	488.8
Sphingolipid	astrocyte projection [GO:0097449]	488.8
Sphingolipid	axon [GO:0030424]	488.8
Sphingolipid	calyx of Held [GO:0044305]	488.8
Sphingolipid	neuronal cell body [GO:0043025]	488.8
Sphingolipid	recycling endosome [GO:0055037]	707.2
Sphingolipid	endosome [GO:0005768]	707.2
Sphingolipid	Golgi membrane [GO:0000139]	707.2
Sphingolipid	plasma membrane [GO:0005886]	707.2
Sphingolipid	endoplasmic reticulum membrane [GO:0005789]	707.2
Sphingolipid	mitochondrion [GO:0005739]	707.2
Sphingolipid	external side of plasma membrane [GO:0009897]	707.2
Sphingolipid	Golgi apparatus [GO:0005794]	707.2
Sphingolipid	membrane [GO:0016020]	476.25
Sphingolipid	cytosol [GO:0005829]	476.25
Sphingolipid	endoplasmic reticulum [GO:0005783]	476.25
Sphingolipid	endoplasmic reticulum membrane [GO:0005789]	476.25
Sphingolipid	membrane raft [GO:0045121]	913.68
Sphingolipid	endosome membrane [GO:0010008]	913.68
Sphingolipid	plasma membrane [GO:0005886]	913.68
Sphingolipid	extracellular space [GO:0005615]	913.68
Sphingolipid	external side of plasma membrane [GO:0009897]	913.68
Sphingolipid	apical plasma membrane [GO:0016324]	540.71
Sphingolipid	gap junction [GO:0005921]	540.71
Sphingolipid	plasma membrane [GO:0005886]	540.71
Sphingolipid	endoplasmic reticulum [GO:0005783]	540.71
Sphingolipid	cytoplasm [GO:0005737]	575.13
Sphingolipid	plasma membrane [GO:0005886]	245.94
Sphingolipid	cytoplasm [GO:0005737]	245.94
Sphingolipid	postsynapse [GO:0098794]	245.94
Sphingolipid	membrane [GO:0016020]	604.5
Sphingolipid	endoplasmic reticulum membrane [GO:0005789]	604.5
Sphingolipid	endoplasmic reticulum [GO:0005783]	604.5
Sphingolipid	vacuole [GO:0005773]	604.5
Sphingolipid	endocytic vesicle lumen [GO:0071682]	125.74
Sphingolipid	cytosol [GO:0005829]	125.74
Sphingolipid	extracellular exosome [GO:0070062]	125.74
Sphingolipid	membrane [GO:0016020]	125.74
Sphingolipid	blood microparticle [GO:0072562]	125.74
Sphingolipid	extracellular region [GO:0005576]	125.74
Sphingolipid	extracellular space [GO:0005615]	125.74
Sphingolipid	hemoglobin complex [GO:0005833]	125.74
Sphingolipid	haptoglobin-hemoglobin complex [GO:0031838]	125.74
Sphingolipid	late endosome [GO:0005770]	492.97
Sphingolipid	endoplasmic reticulum [GO:0005783]	492.97
Sphingolipid	cytoplasm [GO:0005737]	492.97
Sphingolipid	endosome membrane [GO:0010008]	492.97
Sphingolipid	lysosome [GO:0005764]	492.97
Sphingolipid	early endosome [GO:0005769]	492.97
Sphingolipid	extracellular space [GO:0005615]	492.97
Sphingolipid	external side of plasma membrane [GO:0009897]	492.97
Sphingolipid	lysosomal membrane [GO:0005765]	492.97
Sphingolipid	cell surface [GO:0009986]	492.97
Sphingolipid	recycling endosome [GO:0055037]	799.44
Sphingolipid	endosome [GO:0005768]	799.44
Sphingolipid	Golgi membrane [GO:0000139]	799.44
Sphingolipid	plasma membrane [GO:0005886]	799.44
Sphingolipid	endoplasmic reticulum membrane [GO:0005789]	799.44
Sphingolipid	mitochondrion [GO:0005739]	799.44
Sphingolipid	external side of plasma membrane [GO:0009897]	799.44
Sphingolipid	Golgi apparatus [GO:0005794]	799.44
Sphingolipid	very-low-density lipoprotein particle [GO:0034361]	322.39
Sphingolipid	low-density lipoprotein particle [GO:0034362]	322.39
Sphingolipid	spherical high-density lipoprotein particle [GO:0034366]	322.39
Sphingolipid	extracellular region [GO:0005576]	322.39
Sphingolipid	high-density lipoprotein particle [GO:0034364]	322.39
Sphingolipid	discoidal high-density lipoprotein particle [GO:0034365]	322.39
Sphingolipid	plasma membrane [GO:0005886]	256.88
Sphingolipid	membrane [GO:0016020]	256.88
Sphingolipid	endosome membrane [GO:0010008]	256.88
Sphingolipid	voltage-gated sodium channel complex [GO:0001518]	283.27
Sphingolipid	axon [GO:0030424]	283.27
Sphingolipid	plasma membrane [GO:0005886]	283.27
Sphingolipid	voltage-gated calcium channel complex [GO:0005891]	283.27
Sphingolipid	endosome membrane [GO:0010008]	572.67
Sphingolipid	cytosol [GO:0005829]	572.67
Sphingolipid	plasma membrane [GO:0005886]	572.67
Sphingolipid	nuclear outer membrane [GO:0005640]	572.67
Sphingolipid	Golgi apparatus [GO:0005794]	572.67
Sphingolipid	endosome membrane [GO:0010008]	536.18
Sphingolipid	cytosol [GO:0005829]	536.18
Sphingolipid	plasma membrane [GO:0005886]	536.18
Sphingolipid	nuclear outer membrane [GO:0005640]	536.18
Sphingolipid	Golgi apparatus [GO:0005794]	536.18
Sphingolipid	cytoplasm [GO:0005737]	388.29
Sphingolipid	apical plasma membrane [GO:0016324]	488.23
Sphingolipid	gap junction [GO:0005921]	488.23
Sphingolipid	plasma membrane [GO:0005886]	488.23
Sphingolipid	endoplasmic reticulum [GO:0005783]	488.23
Sphingolipid	late endosome [GO:0005770]	564.93
Sphingolipid	endoplasmic reticulum [GO:0005783]	564.93
Sphingolipid	cytoplasm [GO:0005737]	564.93
Sphingolipid	endosome membrane [GO:0010008]	564.93
Sphingolipid	lysosome [GO:0005764]	564.93
Sphingolipid	early endosome [GO:0005769]	564.93
Sphingolipid	extracellular space [GO:0005615]	564.93
Sphingolipid	external side of plasma membrane [GO:0009897]	564.93
Sphingolipid	lysosomal membrane [GO:0005765]	564.93
Sphingolipid	cell surface [GO:0009986]	564.93
Sphingolipid	membrane [GO:0016020]	356.36
Sphingolipid	cytosol [GO:0005829]	356.36
Sphingolipid	endoplasmic reticulum [GO:0005783]	356.36
Sphingolipid	endoplasmic reticulum membrane [GO:0005789]	356.36
Sphingolipid	endoplasmic reticulum membrane [GO:0005789]	516.04
Sphingolipid	endoplasmic reticulum [GO:0005783]	516.04
Sphingolipid	membrane raft [GO:0045121]	391.0
Sphingolipid	endosome [GO:0005768]	391.0
Sphingolipid	intracellular membrane-bounded organelle [GO:0043231]	391.0
Sphingolipid	nucleoplasm [GO:0005654]	391.0
Sphingolipid	plasma membrane [GO:0005886]	391.0
Sphingolipid	external side of plasma membrane [GO:0009897]	391.0
Sphingolipid	cytoplasm [GO:0005737]	391.0
Sphingolipid	late endosome [GO:0005770]	959.19
Sphingolipid	endoplasmic reticulum [GO:0005783]	959.19
Sphingolipid	cytoplasm [GO:0005737]	959.19
Sphingolipid	endosome membrane [GO:0010008]	959.19
Sphingolipid	lysosome [GO:0005764]	959.19
Sphingolipid	early endosome [GO:0005769]	959.19
Sphingolipid	extracellular space [GO:0005615]	959.19
Sphingolipid	external side of plasma membrane [GO:0009897]	959.19
Sphingolipid	lysosomal membrane [GO:0005765]	959.19
Sphingolipid	cell surface [GO:0009986]	959.19
Sphingolipid	endocytic vesicle lumen [GO:0071682]	340.48
Sphingolipid	cytosol [GO:0005829]	340.48
Sphingolipid	extracellular exosome [GO:0070062]	340.48
Sphingolipid	membrane [GO:0016020]	340.48
