class	hydrophobicity_score
Glycerophospholipid	54.27
Glycerophospholipid	57.2
Glycerophospholipid	31.75
Glycerophospholipid	42.0
Glycerophospholipid	58.0
Glycerophospholipid	54.95
Glycerophospholipid	9.75
Glycerophospholipid	23.5
Glycerophospholipid	27.75
Glycerophospholipid	38.0
Glycerophospholipid	49.83
Glycerophospholipid	57.36
Glycerophospholipid	29.33
Glycerophospholipid	68.2
Glycerophospholipid	49.0
Glycerophospholipid	48.93
Glycerophospholipid	10.0
Glycerophospholipid	33.79
Glycerophospholipid	33.9
Glycerophospholipid	41.67
Glycerophospholipid	28.5
Glycerophospholipid	24.0
Glycerophospholipid	15.12
Glycerophospholipid	40.27
Glycerophospholipid	55.72
Glycerophospholipid	56.06
Glycerophospholipid	44.65
Glycerophospholipid	0.0
Glycerophospholipid	53.23
Glycerophospholipid	42.8
Glycerophospholipid	18.15
Glycerophospholipid	47.43
Glycerophospholipid	49.83
Glycerophospholipid	23.89
Glycerophospholipid	70.47
Glycerophospholipid	30.75
Glycerophospholipid	85.67
Glycerophospholipid	37.67
Glycerophospholipid	43.25
Glycerophospholipid	42.86
Glycerophospholipid	71.43
Glycerophospholipid	31.5
Glycerophospholipid	44.81
Glycerophospholipid	48.86
Glycerophospholipid	47.4
Glycerophospholipid	92.75
Glycerophospholipid	61.38
Glycerophospholipid	81.0
Glycerophospholipid	46.44
Glycerophospholipid	49.82
Glycerophospholipid	50.2
Glycerophospholipid	60.4
Glycerophospholipid	45.5
Glycerophospholipid	0.0
Glycerophospholipid	70.52
Glycerophospholipid	42.6
Glycerophospholipid	47.0
Glycerophospholipid	71.27
Glycerophospholipid	27.33
Glycerophospholipid	39.9
Glycerophospholipid	41.0
Glycerophospholipid	58.84
Glycerophospholipid	38.0
Glycerophospholipid	4.4
Glycerophospholipid	53.13
Glycerophospholipid	72.69
Glycerophospholipid	49.33
Glycerophospholipid	53.7
Glycerophospholipid	42.83
Glycerophospholipid	73.33
Glycerophospholipid	40.4
Glycerophospholipid	74.75
Glycerophospholipid	33.83
Glycerophospholipid	68.54
Glycerophospholipid	38.67
Glycerophospholipid	45.27
Glycerophospholipid	56.0
Glycerophospholipid	51.0
Glycerophospholipid	47.78
Glycerophospholipid	98.0
Glycerophospholipid	60.05
Glycerophospholipid	32.11
Glycerophospholipid	-7.5
Glycerophospholipid	92.75
Glycerophospholipid	48.03
Glycerophospholipid	57.0
Glycerophospholipid	80.0
Glycerophospholipid	71.75
Glycerophospholipid	0.0
Glycerophospholipid	74.17
Glycerophospholipid	57.5
Glycerophospholipid	48.33
Glycerophospholipid	0.0
Glycerophospholipid	24.0
Glycerophospholipid	61.43
Glycerophospholipid	44.64
Glycerophospholipid	0.0
Glycerophospholipid	58.11
Glycerophospholipid	55.37
Glycerophospholipid	21.2
Glycerophospholipid	36.2
Glycerophospholipid	64.16
Glycerophospholipid	0.0
Glycerophospholipid	2.75
Glycerophospholipid	51.0
Glycerophospholipid	56.75
Glycerophospholipid	57.62
Glycerophospholipid	54.4
Glycerophospholipid	35.29
Glycerophospholipid	4.29
Glycerophospholipid	59.61
Glycerophospholipid	53.47
Glycerophospholipid	60.8
Glycerophospholipid	73.92
Glycerophospholipid	86.67
Glycerophospholipid	61.18
Glycerophospholipid	41.14
Glycerophospholipid	58.05
Glycerophospholipid	41.44
Glycerophospholipid	76.27
Glycerophospholipid	41.17
Glycerophospholipid	42.4
Glycerophospholipid	42.68
Glycerophospholipid	43.6
Glycerophospholipid	-6.0
Glycerophospholipid	52.8
Glycerophospholipid	37.93
Glycerophospholipid	63.4
Glycerophospholipid	4.29
Glycerophospholipid	63.0
Glycerophospholipid	47.04
Glycerophospholipid	100.0
Glycerophospholipid	45.57
Glycerophospholipid	72.62
Glycerophospholipid	57.7
Glycerophospholipid	40.46
Glycerophospholipid	62.62
Glycerophospholipid	28.5
Glycerophospholipid	65.67
Glycerophospholipid	32.0
Glycerophospholipid	38.71
Glycerophospholipid	52.25
Glycerophospholipid	37.0
Glycerophospholipid	61.23
Glycerophospholipid	74.89
Glycerophospholipid	52.8
Glycerophospholipid	-16.22
Glycerophospholipid	70.0
Glycerophospholipid	47.0
Glycerophospholipid	43.43
Glycerophospholipid	47.0
Glycerophospholipid	13.25
Glycerophospholipid	52.0
Glycerophospholipid	48.31
Glycerophospholipid	61.33
Glycerophospholipid	41.62
Glycerophospholipid	53.32
Glycerophospholipid	72.0
Glycerophospholipid	17.18
Glycerophospholipid	-16.8
Glycerophospholipid	0.0
Glycerophospholipid	66.9
Glycerophospholipid	51.47
Glycerophospholipid	41.17
Glycerophospholipid	74.64
Glycerophospholipid	53.81
Glycerophospholipid	15.3
Glycerophospholipid	46.77
Glycerophospholipid	45.82
Glycerophospholipid	14.12
Glycerophospholipid	57.19
Glycerophospholipid	76.0
Glycerophospholipid	71.8
Glycerophospholipid	62.84
Glycerophospholipid	44.5
Glycerophospholipid	61.75
Glycerophospholipid	37.77
Glycerophospholipid	24.75
Glycerophospholipid	58.43
Glycerophospholipid	57.8
Glycerophospholipid	0.0
Glycerophospholipid	19.17
Glycerophospholipid	44.38
Glycerophospholipid	41.17
Glycerophospholipid	27.0
Glycerophospholipid	74.17
Glycerophospholipid	57.64
Glycerophospholipid	64.27
Glycerophospholipid	0.0
Glycerophospholipid	45.56
Glycerophospholipid	10.0
Glycerophospholipid	48.81
Glycerophospholipid	82.33
Glycerophospholipid	67.33
Glycerophospholipid	0.0
Glycerophospholipid	30.33
Glycerophospholipid	60.72
Glycerophospholipid	51.58
Glycerophospholipid	71.86
Glycerophospholipid	32.43
Glycerophospholipid	54.2
Glycerophospholipid	56.0
Glycerophospholipid	59.73
Glycerophospholipid	93.8
Glycerophospholipid	21.4
Glycerophospholipid	48.33
Glycerophospholipid	16.67
Glycerophospholipid	60.75
Glycerophospholipid	77.18
Glycerophospholipid	100.0
Glycerophospholipid	16.38
Glycerophospholipid	34.88
Glycerophospholipid	62.77
Glycerophospholipid	50.85
Glycerophospholipid	70.81
Glycerophospholipid	66.63
Glycerophospholipid	62.55
Glycerophospholipid	70.42
Glycerophospholipid	46.1
Glycerophospholipid	93.8
Glycerophospholipid	42.5
Glycerophospholipid	53.39
Glycerophospholipid	39.12
Glycerophospholipid	98.0
Glycerophospholipid	52.77
Glycerophospholipid	63.17
Glycerophospholipid	17.56
Glycerophospholipid	47.75
Glycerophospholipid	16.38
Glycerophospholipid	0.0
Glycerophospholipid	46.75
Glycerophospholipid	46.32
Glycerophospholipid	40.25
Glycerophospholipid	63.64
Glycerophospholipid	41.56
Glycerophospholipid	35.93
Glycerophospholipid	15.5
Glycerophospholipid	52.0
Glycerophospholipid	57.88
Glycerophospholipid	62.44
Glycerophospholipid	36.62
Glycerophospholipid	43.93
Glycerophospholipid	38.28
Glycerophospholipid	19.67
Glycerophospholipid	60.54
Glycerophospholipid	63.2
Glycerophospholipid	24.15
Glycerophospholipid	40.83
Glycerophospholipid	58.38
Glycerophospholipid	29.33
Glycerophospholipid	27.87
Glycerophospholipid	61.58
Glycerophospholipid	74.73
Glycerophospholipid	40.8
Glycerophospholipid	55.84
Glycerophospholipid	62.65
Glycerophospholipid	56.8
Glycerophospholipid	71.6
Glycerophospholipid	42.14
Glycerophospholipid	46.38
Glycerophospholipid	67.08
Glycerophospholipid	-5.0
Glycerophospholipid	34.33
Glycerophospholipid	67.0
Glycerophospholipid	61.83
Glycerophospholipid	54.78
Glycerophospholipid	68.0
Glycerophospholipid	43.93
Glycerophospholipid	50.32
Glycerophospholipid	80.6
Glycerophospholipid	48.15
Glycerophospholipid	-15.8
Glycerophospholipid	67.25
Glycerophospholipid	57.68
Glycerophospholipid	59.9
Glycerophospholipid	56.33
Glycerophospholipid	34.86
Glycerophospholipid	30.78
Glycerophospholipid	66.62
Glycerophospholipid	10.4
Glycerophospholipid	71.6
Glycerophospholipid	64.83
Glycerophospholipid	42.33
Glycerophospholipid	61.83
Glycerophospholipid	72.33
Glycerophospholipid	60.0
Glycerophospholipid	61.44
Glycerophospholipid	24.5
Glycerophospholipid	99.25
Glycerophospholipid	48.46
Glycerophospholipid	64.89
Glycerophospholipid	45.58
Glycerophospholipid	61.92
Glycerophospholipid	7.29
Glycerophospholipid	35.67
Glycerophospholipid	98.0
Glycerophospholipid	51.79
Glycerophospholipid	23.0
Glycerophospholipid	33.47
Glycerophospholipid	47.77
Glycerophospholipid	93.0
Glycerophospholipid	40.77
Glycerophospholipid	19.5
Glycerophospholipid	88.0
Glycerophospholipid	45.79
Glycerophospholipid	0.0
Glycerophospholipid	56.21
Glycerophospholipid	72.6
Glycerophospholipid	70.12
Glycerophospholipid	53.44
Glycerophospholipid	37.09
Glycerophospholipid	51.0
Glycerophospholipid	49.6
Glycerophospholipid	61.9
Glycerophospholipid	44.92
Glycerophospholipid	36.33
Glycerophospholipid	56.06
Glycerophospholipid	84.0
Glycerophospholipid	63.77
Glycerophospholipid	78.73
Glycerophospholipid	63.77
Glycerophospholipid	36.71
Glycerophospholipid	40.87
Glycerophospholipid	50.24
Glycerophospholipid	50.84
Glycerophospholipid	80.83
Glycerophospholipid	8.75
Glycerophospholipid	0.0
Glycerophospholipid	64.36
Glycerophospholipid	85.15
Glycerophospholipid	20.2
Glycerophospholipid	46.33
Glycerophospholipid	38.71
Glycerophospholipid	47.33
Glycerophospholipid	60.24
Glycerophospholipid	0.0
Glycerophospholipid	56.33
Glycerophospholipid	52.83
Glycerophospholipid	67.2
Glycerophospholipid	76.62
Glycerophospholipid	43.25
Glycerophospholipid	76.0
Glycerophospholipid	31.5
Glycerophospholipid	66.62
Glycerophospholipid	18.0
Glycerophospholipid	0.0
Glycerophospholipid	36.61
Glycerophospholipid	81.0
Glycerophospholipid	35.67
Glycerophospholipid	57.38
Glycerophospholipid	0.0
Glycerophospholipid	16.38
Glycerophospholipid	45.33
Glycerophospholipid	69.0
Glycerophospholipid	55.62
Glycerophospholipid	41.73
Glycerophospholipid	54.88
Glycerophospholipid	32.0
Glycerophospholipid	51.5
Glycerophospholipid	50.6
Glycerophospholipid	73.21
Glycerophospholipid	60.56
Glycerophospholipid	46.8
Glycerophospholipid	39.25
Glycerophospholipid	57.0
Glycerophospholipid	52.54
Glycerophospholipid	32.5
Glycerophospholipid	43.21
Glycerophospholipid	47.35
Glycerophospholipid	80.38
Glycerophospholipid	53.2
Glycerophospholipid	25.4
Glycerophospholipid	91.75
Glycerophospholipid	29.83
Glycerophospholipid	44.92
Glycerophospholipid	29.64
Glycerophospholipid	41.21
Glycerophospholipid	63.79
Glycerophospholipid	46.5
Glycerophospholipid	78.75
Glycerophospholipid	66.0
Glycerophospholipid	54.88
Glycerophospholipid	10.0
Glycerophospholipid	57.0
Glycerophospholipid	0.0
Glycerophospholipid	48.2
Glycerophospholipid	62.43
Glycerophospholipid	70.67
Glycerophospholipid	33.8
Glycerophospholipid	50.0
Glycerophospholipid	65.83
Glycerophospholipid	56.67
Glycerophospholipid	46.74
Glycerophospholipid	54.5
Glycerophospholipid	48.83
Glycerophospholipid	38.5
Glycerophospholipid	65.0
Glycerophospholipid	55.69
Glycerophospholipid	64.6
Glycerophospholipid	47.67
Glycerophospholipid	65.56
Glycerophospholipid	47.67
Glycerophospholipid	0.0
Glycerophospholipid	47.5
Glycerophospholipid	34.77
Glycerophospholipid	53.56
Glycerophospholipid	0.0
Glycerophospholipid	0.0
Glycerophospholipid	60.09
Glycerophospholipid	36.11
Glycerophospholipid	70.67
Glycerophospholipid	18.3
Glycerophospholipid	43.73
Glycerophospholipid	0.0
Glycerophospholipid	64.47
Glycerophospholipid	49.08
Glycerophospholipid	-5.6
Glycerophospholipid	50.0
Glycerophospholipid	70.93
Glycerophospholipid	54.6
Glycerophospholipid	47.69
Glycerophospholipid	68.04
Glycerophospholipid	48.71
Glycerophospholipid	31.55
Glycerophospholipid	7.2
Glycerophospholipid	69.86
Glycerophospholipid	59.95
Glycerophospholipid	53.23
Glycerophospholipid	45.29
Glycerophospholipid	34.77
Glycerophospholipid	32.42
Glycerophospholipid	51.62
Glycerophospholipid	59.04
Glycerophospholipid	72.88
Glycerophospholipid	33.14
Glycerophospholipid	39.0
Glycerophospholipid	36.6
Glycerophospholipid	17.29
Glycerophospholipid	0.0
Glycerophospholipid	49.9
Glycerophospholipid	26.6
Glycerophospholipid	39.8
Glycerophospholipid	50.29
Glycerophospholipid	60.27
Glycerophospholipid	84.93
Glycerophospholipid	53.6
Glycerophospholipid	65.84
Glycerophospholipid	54.18
Glycerophospholipid	50.18
Glycerophospholipid	72.71
Glycerophospholipid	43.67
Glycerophospholipid	32.5
Glycerophospholipid	61.86
Glycerophospholipid	52.0
Glycerophospholipid	60.46
Glycerophospholipid	29.5
Glycerophospholipid	18.5
Glycerophospholipid	27.7
Glycerophospholipid	62.38
Glycerophospholipid	59.4
Glycerophospholipid	69.22
Glycerophospholipid	76.5
Glycerophospholipid	0.0
Glycerophospholipid	37.0
Glycerophospholipid	62.83
Glycerophospholipid	40.89
Glycerophospholipid	47.62
Glycerophospholipid	33.45
Glycerophospholipid	58.93
Glycerophospholipid	56.36
Glycerophospholipid	0.0
Glycerophospholipid	53.13
Glycerophospholipid	42.75
Glycerophospholipid	49.0
Glycerophospholipid	98.0
Glycerophospholipid	41.67
Glycerophospholipid	-4.75
Glycerophospholipid	61.86
Glycerophospholipid	72.71
Glycerophospholipid	55.67
Glycerophospholipid	0.0
Glycerophospholipid	50.56
Glycerophospholipid	54.0
Glycerophospholipid	60.89
Glycerophospholipid	50.0
Glycerophospholipid	65.25
Glycerophospholipid	64.21
Glycerophospholipid	57.5
Glycerophospholipid	99.0
Glycerophospholipid	73.08
Glycerophospholipid	48.83
Glycerophospholipid	48.44
Glycerophospholipid	22.4
Glycerophospholipid	57.0
Glycerophospholipid	58.92
Glycerophospholipid	22.0
Glycerophospholipid	86.0
Glycerophospholipid	61.55
Glycerophospholipid	65.54
Glycerophospholipid	67.26
Glycerophospholipid	74.86
Glycerophospholipid	41.4
Glycerophospholipid	49.19
Glycerophospholipid	51.0
Glycerophospholipid	-25.5
Glycerophospholipid	45.14
Glycerophospholipid	45.22
Glycerophospholipid	52.46
Glycerophospholipid	50.05
Glycerophospholipid	64.2
Glycerophospholipid	17.5
Glycerophospholipid	47.86
Glycerophospholipid	57.6
Glycerophospholipid	54.7
Glycerophospholipid	52.33
Glycerophospholipid	51.0
Glycerophospholipid	49.12
Glycerophospholipid	57.38
Glycerophospholipid	64.6
Glycerophospholipid	46.32
Glycerophospholipid	46.25
Glycerophospholipid	48.88
Glycerophospholipid	92.5
Glycerophospholipid	40.17
Glycerophospholipid	57.75
Glycerophospholipid	52.0
Glycerophospholipid	0.9
Glycerophospholipid	53.5
Glycerophospholipid	74.0
Glycerophospholipid	45.59
Glycerophospholipid	4.4
Glycerophospholipid	3.82
Glycerophospholipid	38.28
Glycerophospholipid	39.75
Glycerophospholipid	27.25
Glycerophospholipid	53.53
Glycerophospholipid	25.33
Glycerophospholipid	84.75
Glycerophospholipid	55.94
Glycerophospholipid	-8.75
Glycerophospholipid	57.5
Glycerophospholipid	17.31
Glycerophospholipid	65.0
Glycerophospholipid	78.0
Glycerophospholipid	49.09
Glycerophospholipid	55.47
Glycerophospholipid	86.5
Glycerophospholipid	71.5
Glycerophospholipid	57.92
Glycerophospholipid	51.67
Glycerophospholipid	68.92
Glycerophospholipid	78.5
Glycerophospholipid	20.0
Glycerophospholipid	53.75
Glycerophospholipid	42.5
Glycerophospholipid	62.86
Glycerophospholipid	70.71
Glycerophospholipid	40.62
Glycerophospholipid	0.0
Glycerophospholipid	0.0
Glycerophospholipid	84.44
Glycerophospholipid	52.2
Glycerophospholipid	70.5
Glycerophospholipid	56.06
Glycerophospholipid	53.55
Glycerophospholipid	0.9
Glycerophospholipid	56.44
Glycerophospholipid	0.0
Glycerophospholipid	50.22
Glycerophospholipid	30.27
Glycerophospholipid	61.86
Glycerophospholipid	65.21
Glycerophospholipid	16.38
Glycerophospholipid	62.33
Glycerophospholipid	36.08
Glycerophospholipid	34.44
Glycerophospholipid	45.79
Glycerophospholipid	58.31
Glycerophospholipid	79.4
Glycerophospholipid	34.25
Glycerophospholipid	25.62
Glycerophospholipid	40.62
Glycerophospholipid	11.5
Glycerophospholipid	89.75
Glycerophospholipid	55.17
Glycerophospholipid	41.17
Glycerophospholipid	89.0
Glycerophospholipid	52.6
Glycerophospholipid	-4.9
Glycerophospholipid	40.78
Glycerophospholipid	66.33
Glycerophospholipid	57.83
Glycerophospholipid	46.67
Glycerophospholipid	45.44
Glycerophospholipid	52.37
Glycerophospholipid	49.89
Glycerophospholipid	54.18
Glycerophospholipid	80.78
Glycerophospholipid	55.08
Glycerophospholipid	26.5
Glycerophospholipid	45.0
Glycerophospholipid	62.17
Glycerophospholipid	1.71
Glycerophospholipid	59.86
Glycerophospholipid	43.29
Glycerophospholipid	29.75
Glycerophospholipid	42.41
Glycerophospholipid	29.57
Glycerophospholipid	61.0
Glycerophospholipid	64.67
Glycerophospholipid	47.64
Glycerophospholipid	53.38
Glycerophospholipid	54.67
Glycerophospholipid	69.8
Glycerophospholipid	83.75
Glycerophospholipid	31.92
Glycerophospholipid	51.56
Glycerophospholipid	59.0
Glycerophospholipid	69.67
Glycerophospholipid	55.06
Glycerophospholipid	40.39
Glycerophospholipid	32.22
Glycerophospholipid	54.64
Glycerophospholipid	46.6
Glycerophospholipid	30.75
Glycerophospholipid	63.22
Glycerophospholipid	98.33
Glycerophospholipid	58.08
Glycerophospholipid	55.33
Glycerophospholipid	24.12
Glycerophospholipid	30.22
Glycerophospholipid	1.5
Glycerophospholipid	19.5
Glycerophospholipid	62.5
Glycerophospholipid	34.33
Glycerophospholipid	80.09
Glycerophospholipid	67.23
Glycerophospholipid	67.67
Glycerophospholipid	49.0
Glycerophospholipid	65.29
Glycerophospholipid	71.38
Glycerophospholipid	43.33
Glycerophospholipid	30.18
Glycerophospholipid	74.17
Glycerophospholipid	60.3
Glycerophospholipid	70.25
Glycerophospholipid	61.78
Glycerophospholipid	49.6
Glycerophospholipid	48.07
Glycerophospholipid	48.38
Glycerophospholipid	50.5
Glycerophospholipid	63.2
Glycerophospholipid	33.85
Glycerophospholipid	54.0
Glycerophospholipid	98.0
Glycerophospholipid	48.08
Glycerophospholipid	72.06
Glycerophospholipid	61.78
Glycerophospholipid	63.67
Glycerophospholipid	10.0
Glycerophospholipid	43.0
Glycerophospholipid	55.75
Glycerophospholipid	55.37
Glycerophospholipid	69.42
Glycerophospholipid	66.56
Glycerophospholipid	40.75
Glycerophospholipid	65.78
Glycerophospholipid	71.82
Glycerophospholipid	47.1
Glycerophospholipid	58.08
Glycerophospholipid	68.0
Glycerophospholipid	67.33
Glycerophospholipid	54.96
Glycerophospholipid	55.62
Glycerophospholipid	47.0
Glycerophospholipid	34.82
Glycerophospholipid	50.92
Glycerophospholipid	0.0
Glycerophospholipid	16.5
Glycerophospholipid	57.2
Glycerophospholipid	57.21
Glycerophospholipid	53.89
Glycerophospholipid	50.86
Glycerophospholipid	52.22
Glycerophospholipid	67.89
Glycerophospholipid	30.7
Glycerophospholipid	0.0
Glycerophospholipid	0.0
Glycerophospholipid	95.88
Glycerophospholipid	32.12
Glycerophospholipid	5.83
Glycerophospholipid	53.11
Glycerophospholipid	61.78
Glycerophospholipid	27.0
Glycerophospholipid	60.82
Glycerophospholipid	38.22
Glycerophospholipid	31.2
Glycerophospholipid	49.29
Glycerophospholipid	39.21
Glycerophospholipid	67.09
Glycerophospholipid	-18.5
Glycerophospholipid	50.25
Glycerophospholipid	68.75
Glycerophospholipid	0.0
Glycerophospholipid	56.0
Glycerophospholipid	36.6
Glycerophospholipid	40.44
Glycerophospholipid	56.06
Glycerophospholipid	43.0
Glycerophospholipid	66.05
Glycerophospholipid	50.24
Glycerophospholipid	-8.0
Glycerophospholipid	60.53
Glycerophospholipid	28.75
Glycerophospholipid	52.57
Glycerophospholipid	0.0
Glycerophospholipid	45.27
Glycerophospholipid	41.67
Glycerophospholipid	6.92
Glycerophospholipid	50.67
Glycerophospholipid	71.0
Glycerophospholipid	74.17
Glycerophospholipid	48.14
Glycerophospholipid	70.37
Glycerophospholipid	58.33
Glycerophospholipid	66.17
Glycerophospholipid	42.38
Glycerophospholipid	57.5
Glycerophospholipid	41.0
Glycerophospholipid	49.21
Glycerophospholipid	56.21
Glycerophospholipid	0.0
Glycerophospholipid	13.55
Glycerophospholipid	38.5
Glycerophospholipid	34.78
Glycerophospholipid	-3.89
Glycerophospholipid	58.73
Glycerophospholipid	68.1
Glycerophospholipid	57.0
Glycerophospholipid	14.36
Glycerophospholipid	15.83
Glycerophospholipid	17.88
Glycerophospholipid	31.5
Glycerophospholipid	57.88
Glycerophospholipid	59.27
Glycerophospholipid	36.15
Glycerophospholipid	60.0
Glycerophospholipid	16.0
Glycerophospholipid	51.38
Glycerophospholipid	46.18
Glycerophospholipid	49.17
Glycerophospholipid	50.62
Glycerophospholipid	27.69
Glycerophospholipid	8.13
Glycerophospholipid	57.68
Glycerophospholipid	74.6
Glycerophospholipid	60.38
Glycerophospholipid	98.0
Glycerophospholipid	72.57
Glycerophospholipid	25.0
Glycerophospholipid	53.5
Glycerophospholipid	41.67
Glycerophospholipid	34.25
Glycerophospholipid	82.27
Glycerophospholipid	57.82
Glycerophospholipid	50.06
Glycerophospholipid	58.17
Glycerophospholipid	84.2
Glycerophospholipid	65.5
Glycerophospholipid	36.07
Glycerophospholipid	44.74
Glycerophospholipid	35.6
Glycerophospholipid	41.08
Glycerophospholipid	57.6
Glycerophospholipid	59.15
Glycerophospholipid	79.55
Glycerophospholipid	61.91
Glycerophospholipid	40.0
Glycerophospholipid	24.75
Glycerophospholipid	66.5
Glycerophospholipid	43.09
Glycerophospholipid	39.17
Glycerophospholipid	55.38
Glycerophospholipid	15.11
Glycerophospholipid	32.5
Glycerophospholipid	99.25
Glycerophospholipid	55.0
Glycerophospholipid	74.1
Glycerophospholipid	51.33
Glycerophospholipid	67.82
Glycerophospholipid	97.75
Glycerophospholipid	56.55
Glycerophospholipid	48.9
Glycerophospholipid	74.06
Glycerophospholipid	14.83
Glycerophospholipid	47.43
Glycerophospholipid	81.0
Glycerophospholipid	41.5
Glycerophospholipid	68.0
Glycerophospholipid	55.38
Glycerophospholipid	65.4
Glycerophospholipid	52.43
Glycerophospholipid	29.12
Glycerophospholipid	42.3
Glycerophospholipid	29.64
Glycerophospholipid	31.42
Glycerophospholipid	37.5
Glycerophospholipid	45.0
Glycerophospholipid	66.25
Glycerophospholipid	40.75
Glycerophospholipid	63.8
Glycerophospholipid	15.4
Glycerophospholipid	43.5
Glycerophospholipid	25.13
Glycerophospholipid	61.29
Glycerophospholipid	0.0
Glycerophospholipid	43.04
Glycerophospholipid	35.48
Glycerophospholipid	62.95
Glycerophospholipid	50.36
Glycerophospholipid	67.4
Glycerophospholipid	60.68
Glycerophospholipid	39.5
Glycerophospholipid	50.9
Glycerophospholipid	58.33
Glycerophospholipid	52.11
Glycerophospholipid	42.5
Glycerophospholipid	71.5
Glycerophospholipid	86.2
Glycerophospholipid	21.33
Glycerophospholipid	74.25
Glycerophospholipid	44.9
Glycerophospholipid	35.14
Glycerophospholipid	46.89
Glycerophospholipid	90.67
Glycerophospholipid	53.43
Glycerophospholipid	64.33
Glycerophospholipid	24.75
Glycerophospholipid	58.77
Glycerophospholipid	60.23
Glycerophospholipid	47.0
Glycerophospholipid	59.23
Glycerophospholipid	35.73
Glycerophospholipid	61.07
Glycerophospholipid	54.4
Glycerophospholipid	67.67
Glycerophospholipid	17.6
Glycerophospholipid	9.27
Glycerophospholipid	0.0
Glycerophospholipid	57.64
Glycerophospholipid	57.36
Glycerophospholipid	54.17
Glycerophospholipid	0.0
Glycerophospholipid	53.33
Glycerophospholipid	0.0
Glycerophospholipid	40.82
Glycerophospholipid	35.5
Glycerophospholipid	33.2
Glycerophospholipid	50.53
Glycerophospholipid	44.89
Glycerophospholipid	51.31
Glycerophospholipid	0.0
Glycerophospholipid	85.44
Glycerophospholipid	32.41
Glycerophospholipid	33.0
Glycerophospholipid	0.0
Glycerophospholipid	43.45
Glycerophospholipid	54.15
Glycerophospholipid	72.0
Glycerophospholipid	52.54
Glycerophospholipid	0.0
Glycerophospholipid	47.64
Glycerophospholipid	63.82
Glycerophospholipid	40.33
Glycerophospholipid	63.12
Glycerophospholipid	25.33
Glycerophospholipid	49.9
Glycerophospholipid	38.33
Glycerophospholipid	47.35
Glycerophospholipid	35.4
Glycerophospholipid	60.24
Glycerophospholipid	46.27
Glycerophospholipid	46.0
Glycerophospholipid	60.05
Glycerophospholipid	8.5
Glycerophospholipid	36.47
Glycerophospholipid	30.33
Glycerophospholipid	30.86
Glycerophospholipid	43.14
Glycerophospholipid	35.49
Glycerophospholipid	45.53
Glycerophospholipid	36.88
Glycerophospholipid	38.43
Glycerophospholipid	53.0
Glycerophospholipid	28.5
Glycerophospholipid	62.88
Glycerophospholipid	25.82
Glycerophospholipid	43.25
Glycerophospholipid	-8.75
Glycerophospholipid	61.12
Glycerophospholipid	16.56
Glycerophospholipid	49.88
Glycerophospholipid	59.14
Glycerophospholipid	21.14
Glycerophospholipid	30.67
Glycerophospholipid	25.0
Glycerophospholipid	25.33
Glycerophospholipid	34.13
Glycerophospholipid	28.25
Glycerophospholipid	91.0
Glycerophospholipid	30.75
Glycerophospholipid	38.0
Glycerophospholipid	0.0
Glycerophospholipid	63.89
Glycerophospholipid	54.08
Glycerophospholipid	60.57
Glycerophospholipid	73.55
Glycerophospholipid	35.3
Glycerophospholipid	43.29
Glycerophospholipid	54.79
Glycerophospholipid	30.11
Glycerophospholipid	71.43
Glycerophospholipid	13.75
Glycerophospholipid	43.38
Glycerophospholipid	0.0
Glycerophospholipid	35.67
Glycerophospholipid	-21.0
Glycerophospholipid	53.13
Glycerophospholipid	52.41
Glycerophospholipid	59.14
Glycerophospholipid	75.1
Glycerophospholipid	40.62
Glycerophospholipid	57.74
Glycerophospholipid	65.57
Glycerophospholipid	61.78
Glycerophospholipid	40.75
Glycerophospholipid	50.75
Glycerophospholipid	21.89
Glycerophospholipid	60.87
Glycerophospholipid	45.27
Glycerophospholipid	52.24
Glycerophospholipid	75.0
Glycerophospholipid	-0.33
Glycerophospholipid	38.0
Glycerophospholipid	50.14
Glycerophospholipid	37.77
Glycerophospholipid	46.27
Glycerophospholipid	27.0
Glycerophospholipid	20.12
Glycerophospholipid	0.0
Glycerophospholipid	61.86
Glycerophospholipid	44.74
Glycerophospholipid	48.76
Glycerophospholipid	32.41
Glycerophospholipid	59.95
Glycerophospholipid	50.15
Glycerophospholipid	59.85
Glycerophospholipid	10.0
Glycerophospholipid	51.82
Glycerophospholipid	40.2
Glycerophospholipid	26.0
Glycerophospholipid	68.4
Glycerophospholipid	38.56
Glycerophospholipid	19.0
Glycerophospholipid	41.89
Glycerophospholipid	42.64
Glycerophospholipid	69.5
Glycerophospholipid	85.67
Glycerophospholipid	59.5
Glycerophospholipid	57.82
Glycerophospholipid	60.55
Glycerophospholipid	57.09
Glycerophospholipid	39.5
Glycerophospholipid	65.76
Glycerophospholipid	81.0
Glycerophospholipid	72.12
Glycerophospholipid	20.67
Glycerophospholipid	30.33
Glycerophospholipid	43.42
Glycerophospholipid	27.94
Glycerophospholipid	38.94
Glycerophospholipid	65.4
Glycerophospholipid	32.5
Glycerophospholipid	45.75
Glycerophospholipid	35.65
Glycerophospholipid	38.6
Glycerophospholipid	79.21
Glycerophospholipid	48.57
Glycerophospholipid	59.17
Glycerophospholipid	73.29
Glycerophospholipid	60.46
Glycerophospholipid	13.83
Glycerophospholipid	0.0
Glycerophospholipid	70.33
Glycerophospholipid	41.0
Glycerophospholipid	47.08
Glycerophospholipid	57.17
