class	hydrophobicity_score
Sterol	31.0
Sterol	64.73
Sterol	90.75
Sterol	45.45
Sterol	28.4
Sterol	60.86
Sterol	50.2
Sterol	72.67
Sterol	30.83
Sterol	0.0
Sterol	66.41
Sterol	59.58
Sterol	62.0
Sterol	24.5
Sterol	60.33
Sterol	73.6
Sterol	44.95
Sterol	67.5
Sterol	39.23
Sterol	55.14
Sterol	39.9
Sterol	59.07
Sterol	59.6
Sterol	58.5
Sterol	51.23
Sterol	64.86
Sterol	92.0
Sterol	58.8
Sterol	40.78
Sterol	64.4
Sterol	77.0
Sterol	9.33
Sterol	2.33
Sterol	77.5
Sterol	41.56
Sterol	48.86
Sterol	47.5
Sterol	58.5
Sterol	32.55
Sterol	2.33
Sterol	88.9
Sterol	60.13
Sterol	7.08
Sterol	60.85
Sterol	22.0
Sterol	67.19
Sterol	57.5
Sterol	76.29
Sterol	37.88
Sterol	62.17
Sterol	66.89
Sterol	17.28
Sterol	34.4
Sterol	63.6
Sterol	71.92
Sterol	40.6
Sterol	64.67
Sterol	72.88
Sterol	63.6
Sterol	63.36
Sterol	62.64
Sterol	46.1
Sterol	62.75
Sterol	71.62
Sterol	40.1
Sterol	43.75
Sterol	0.0
Sterol	56.0
Sterol	35.0
Sterol	43.12
Sterol	39.45
Sterol	63.29
Sterol	97.0
Sterol	40.67
Sterol	34.4
Sterol	61.0
Sterol	59.17
Sterol	61.09
Sterol	15.2
Sterol	46.29
Sterol	42.86
Sterol	75.4
Sterol	21.43
Sterol	55.62
Sterol	45.58
Sterol	26.0
Sterol	42.0
Sterol	77.2
Sterol	97.0
Sterol	52.38
Sterol	58.5
Sterol	61.52
Sterol	72.14
Sterol	75.4
Sterol	42.0
Sterol	0.0
Sterol	55.47
Sterol	59.05
Sterol	58.5
Sterol	43.82
Sterol	55.5
Sterol	59.81
Sterol	32.17
Sterol	49.57
Sterol	57.0
Sterol	85.67
Sterol	51.88
Sterol	75.53
Sterol	54.56
Sterol	55.75
Sterol	24.0
Sterol	64.73
Sterol	100.0
Sterol	57.91
Sterol	63.29
Sterol	13.38
Sterol	63.8
Sterol	38.0
Sterol	49.0
Sterol	58.25
Sterol	67.4
Sterol	50.15
Sterol	34.4
Sterol	56.75
Sterol	59.4
Sterol	31.86
Sterol	44.55
Sterol	38.92
Sterol	42.0
Sterol	67.19
Sterol	55.5
Sterol	60.36
Sterol	63.15
Sterol	61.67
Sterol	41.57
Sterol	49.4
Sterol	42.21
Sterol	26.3
Sterol	60.75
Sterol	72.0
Sterol	97.0
Sterol	41.76
Sterol	34.89
Sterol	100.0
Sterol	46.12
Sterol	50.56
Sterol	2.33
Sterol	88.75
Sterol	51.08
Sterol	49.86
Sterol	55.75
Sterol	72.0
Sterol	64.36
Sterol	37.36
Sterol	51.0
Sterol	35.09
Sterol	83.0
Sterol	64.58
Sterol	46.19
Sterol	0.0
Sterol	68.33
Sterol	63.0
Sterol	60.97
Sterol	63.78
Sterol	20.83
Sterol	68.25
Sterol	47.8
Sterol	48.64
Sterol	62.0
Sterol	68.0
Sterol	67.57
Sterol	71.46
Sterol	62.6
Sterol	70.67
Sterol	40.72
Sterol	5.2
Sterol	33.27
Sterol	64.86
Sterol	36.45
Sterol	80.0
Sterol	62.15
Sterol	57.08
Sterol	55.5
Sterol	33.68
Sterol	62.29
Sterol	58.67
Sterol	72.45
Sterol	29.0
Sterol	13.43
Sterol	52.25
Sterol	0.0
Sterol	98.67
Sterol	49.36
Sterol	55.75
Sterol	34.4
Sterol	64.9
Sterol	37.09
Sterol	66.44
Sterol	57.8
Sterol	38.54
Sterol	50.75
Sterol	59.73
Sterol	64.5
Sterol	57.62
Sterol	0.0
Sterol	73.25
Sterol	71.6
Sterol	37.69
Sterol	71.75
Sterol	47.71
Sterol	46.46
Sterol	40.42
Sterol	35.08
Sterol	37.14
Sterol	68.78
Sterol	65.31
Sterol	80.71
Sterol	60.75
Sterol	48.38
Sterol	33.33
Sterol	-14.0
Sterol	35.8
Sterol	27.91
Sterol	50.71
Sterol	78.67
Sterol	34.4
Sterol	43.07
Sterol	46.1
Sterol	57.18
Sterol	37.43
Sterol	59.78
Sterol	38.33
Sterol	39.0
Sterol	64.86
Sterol	60.8
Sterol	14.36
Sterol	69.25
Sterol	29.73
Sterol	28.4
Sterol	44.61
Sterol	65.67
Sterol	54.9
Sterol	16.0
Sterol	54.45
Sterol	19.33
Sterol	50.0
Sterol	66.25
Sterol	92.2
Sterol	34.6
Sterol	61.18
Sterol	53.13
Sterol	66.25
Sterol	51.19
Sterol	24.0
Sterol	57.69
Sterol	63.83
Sterol	38.83
Sterol	47.25
Sterol	75.0
Sterol	0.0
Sterol	65.33
Sterol	45.8
Sterol	38.67
Sterol	27.5
Sterol	42.71
Sterol	33.17
Sterol	45.8
Sterol	67.86
Sterol	34.4
Sterol	44.14
Sterol	41.67
Sterol	41.0
Sterol	70.6
Sterol	25.77
Sterol	63.0
Sterol	45.42
Sterol	8.17
Sterol	57.85
Sterol	62.81
Sterol	20.5
Sterol	49.7
Sterol	38.83
Sterol	54.12
Sterol	67.19
Sterol	61.1
Sterol	50.71
Sterol	67.29
Sterol	26.8
Sterol	29.89
Sterol	41.92
Sterol	13.0
Sterol	77.33
Sterol	59.81
Sterol	64.27
Sterol	9.14
Sterol	45.78
Sterol	28.39
Sterol	53.53
Sterol	56.45
Sterol	50.0
Sterol	55.0
Sterol	56.5
Sterol	43.0
Sterol	43.57
Sterol	44.96
Sterol	26.14
Sterol	97.0
Sterol	71.71
Sterol	46.45
Sterol	39.67
Sterol	47.3
Sterol	34.4
Sterol	50.93
Sterol	48.08
Sterol	55.75
Sterol	31.75
Sterol	55.43
Sterol	50.5
Sterol	59.94
Sterol	48.28
Sterol	97.0
Sterol	51.15
Sterol	65.8
Sterol	53.14
Sterol	60.0
Sterol	70.44
Sterol	61.9
Sterol	48.67
Sterol	53.13
Sterol	9.0
Sterol	40.42
Sterol	80.0
Sterol	63.15
Sterol	55.18
Sterol	38.86
Sterol	69.18
Sterol	65.95
Sterol	51.5
Sterol	45.86
Sterol	46.52
Sterol	67.94
Sterol	61.27
Sterol	64.11
Sterol	16.8
Sterol	44.42
Sterol	66.25
Sterol	52.7
Sterol	41.54
Sterol	62.56
Sterol	73.7
Sterol	98.67
Sterol	48.93
Sterol	85.5
Sterol	55.75
Sterol	52.8
Sterol	35.09
Sterol	62.5
Sterol	31.1
Sterol	50.67
Sterol	58.6
Sterol	9.07
Sterol	55.63
Sterol	52.0
Sterol	60.75
Sterol	72.14
Sterol	44.56
Sterol	55.0
Sterol	31.1
Sterol	26.14
Sterol	17.88
Sterol	66.5
Sterol	56.81
Sterol	55.69
Sterol	55.75
Sterol	61.6
Sterol	27.75
Sterol	39.5
Sterol	43.45
Sterol	3.83
Sterol	20.83
Sterol	27.75
Sterol	80.38
Sterol	39.32
Sterol	42.0
Sterol	54.97
Sterol	48.27
Sterol	51.17
Sterol	69.25
Sterol	44.0
Sterol	52.06
Sterol	64.25
Sterol	50.18
Sterol	31.86
Sterol	42.92
Sterol	44.75
Sterol	56.86
Sterol	34.15
Sterol	69.15
Sterol	40.42
Sterol	47.71
Sterol	98.5
Sterol	34.4
Sterol	41.78
Sterol	45.86
Sterol	74.78
Sterol	0.0
Sterol	53.6
Sterol	97.0
Sterol	61.64
Sterol	34.4
Sterol	48.33
Sterol	74.78
Sterol	42.09
Sterol	44.86
Sterol	45.17
Sterol	61.2
Sterol	86.18
Sterol	39.77
Sterol	25.6
Sterol	90.75
Sterol	81.29
Sterol	20.83
Sterol	12.33
Sterol	52.57
Sterol	66.25
Sterol	36.34
Sterol	26.23
Sterol	40.76
Sterol	58.7
Sterol	52.25
Sterol	55.44
Sterol	65.5
Sterol	87.38
Sterol	73.5
Sterol	59.94
Sterol	56.9
Sterol	58.67
Sterol	61.84
Sterol	34.78
Sterol	38.83
Sterol	61.43
Sterol	73.57
Sterol	42.2
Sterol	69.18
Sterol	3.09
Sterol	10.71
Sterol	0.0
Sterol	72.3
Sterol	56.14
Sterol	42.2
Sterol	67.23
Sterol	65.75
Sterol	46.78
Sterol	44.5
Sterol	79.43
Sterol	50.0
Sterol	64.69
Sterol	53.0
Sterol	77.5
Sterol	21.0
Sterol	30.75
Sterol	59.38
Sterol	17.0
Sterol	56.17
Sterol	89.0
Sterol	44.0
Sterol	60.97
Sterol	0.0
Sterol	44.0
Sterol	60.75
Sterol	20.83
Sterol	58.34
Sterol	34.73
Sterol	70.9
Sterol	44.86
Sterol	51.33
Sterol	49.79
Sterol	89.91
Sterol	85.67
Sterol	31.2
Sterol	47.7
Sterol	39.0
Sterol	61.87
Sterol	69.69
Sterol	-13.2
Sterol	76.0
Sterol	52.17
Sterol	67.83
Sterol	58.67
Sterol	59.15
Sterol	66.75
Sterol	5.2
Sterol	58.67
Sterol	85.57
Sterol	53.5
Sterol	51.0
Sterol	76.33
Sterol	47.75
Sterol	35.09
Sterol	55.0
Sterol	22.31
Sterol	58.5
Sterol	23.82
Sterol	16.0
Sterol	16.44
Sterol	85.67
Sterol	34.4
Sterol	63.82
Sterol	56.67
Sterol	54.43
Sterol	85.82
Sterol	39.6
Sterol	55.95
Sterol	39.0
Sterol	35.5
Sterol	77.2
Sterol	70.91
Sterol	34.19
Sterol	71.64
Sterol	47.4
Sterol	5.2
Sterol	55.75
Sterol	98.67
Sterol	35.75
Sterol	50.25
Sterol	0.0
Sterol	30.37
Sterol	29.18
Sterol	78.09
Sterol	75.44
Sterol	62.38
Sterol	64.86
Sterol	58.25
Sterol	53.13
Sterol	36.44
Sterol	0.0
Sterol	56.08
Sterol	40.42
Sterol	42.6
Sterol	58.83
Sterol	52.28
Sterol	85.94
Sterol	63.93
Sterol	60.0
Sterol	74.9
Sterol	78.0
Sterol	37.09
Sterol	71.0
Sterol	63.57
Sterol	50.83
Sterol	57.8
Sterol	79.0
Sterol	0.0
Sterol	34.4
Sterol	20.83
Sterol	63.18
Sterol	40.14
Sterol	49.86
Sterol	21.15
Sterol	61.2
Sterol	77.27
Sterol	67.19
Sterol	63.15
Sterol	68.62
Sterol	49.43
Sterol	48.67
Sterol	52.18
Sterol	67.22
Sterol	24.31
Sterol	42.12
Sterol	65.0
Sterol	61.54
Sterol	0.0
Sterol	42.0
Sterol	24.33
Sterol	54.33
Sterol	62.67
Sterol	43.2
Sterol	23.52
Sterol	21.2
Sterol	60.75
Sterol	53.0
Sterol	34.4
Sterol	55.1
Sterol	36.4
Sterol	50.67
Sterol	81.69
Sterol	60.75
Sterol	32.17
Sterol	32.87
Sterol	20.83
Sterol	59.5
Sterol	67.73
Sterol	58.29
Sterol	55.7
Sterol	65.12
Sterol	62.0
Sterol	68.43
Sterol	68.4
Sterol	31.0
Sterol	68.43
Sterol	62.0
Sterol	63.6
Sterol	52.04
Sterol	79.47
Sterol	34.4
Sterol	60.75
Sterol	73.0
Sterol	56.75
Sterol	53.13
Sterol	51.2
Sterol	43.7
Sterol	63.75
Sterol	77.88
Sterol	52.0
Sterol	77.5
Sterol	97.0
Sterol	18.93
Sterol	6.67
Sterol	44.14
Sterol	44.73
Sterol	55.75
Sterol	32.25
Sterol	52.0
Sterol	63.15
Sterol	70.36
Sterol	39.08
Sterol	54.14
Sterol	67.19
Sterol	88.8
Sterol	9.75
Sterol	85.67
Sterol	58.34
Sterol	0.0
Sterol	58.67
Sterol	52.6
Sterol	25.37
Sterol	63.2
Sterol	44.14
Sterol	47.33
Sterol	19.43
Sterol	45.67
Sterol	51.2
Sterol	60.97
Sterol	51.25
Sterol	41.14
Sterol	53.6
Sterol	66.95
Sterol	51.33
Sterol	64.0
Sterol	49.6
Sterol	63.0
Sterol	40.5
Sterol	32.83
Sterol	33.45
Sterol	69.5
Sterol	58.38
Sterol	45.2
Sterol	77.6
Sterol	42.06
Sterol	64.71
Sterol	72.0
Sterol	35.2
Sterol	32.25
Sterol	76.0
Sterol	51.0
Sterol	16.47
Sterol	47.03
Sterol	100.0
Sterol	47.13
Sterol	68.75
Sterol	57.09
Sterol	47.25
Sterol	49.33
Sterol	100.0
Sterol	68.29
Sterol	31.85
Sterol	84.0
Sterol	60.25
Sterol	75.14
Sterol	58.22
Sterol	39.0
Sterol	57.25
Sterol	70.44
Sterol	21.64
Sterol	59.21
Sterol	27.0
Sterol	15.67
Sterol	62.0
Sterol	42.86
Sterol	65.55
Sterol	52.04
Sterol	60.69
Sterol	32.36
Sterol	54.43
Sterol	54.88
Sterol	21.11
Sterol	43.36
Sterol	37.17
Sterol	17.53
Sterol	57.12
Sterol	60.75
Sterol	84.7
Sterol	21.0
Sterol	72.14
Sterol	51.11
Sterol	79.6
Sterol	34.4
Sterol	72.22
Sterol	38.0
Sterol	38.83
Sterol	24.25
Sterol	39.13
Sterol	29.82
Sterol	53.13
Sterol	28.4
Sterol	39.18
Sterol	48.15
Sterol	63.15
Sterol	67.47
Sterol	50.11
Sterol	0.0
Sterol	31.75
Sterol	34.75
Sterol	55.5
Sterol	32.83
Sterol	83.67
Sterol	66.75
Sterol	-12.83
Sterol	85.67
Sterol	50.45
Sterol	48.88
Sterol	72.18
Sterol	34.33
Sterol	80.38
Sterol	46.1
Sterol	48.67
Sterol	55.3
Sterol	41.64
Sterol	75.62
Sterol	34.63
Sterol	56.88
Sterol	70.17
Sterol	58.86
Sterol	44.75
Sterol	66.36
Sterol	43.5
Sterol	24.2
Sterol	87.33
Sterol	45.0
Sterol	53.71
Sterol	56.2
Sterol	88.9
Sterol	79.5
Sterol	48.36
Sterol	34.6
Sterol	67.0
Sterol	2.33
Sterol	77.5
Sterol	86.2
Sterol	60.92
Sterol	47.46
Sterol	60.75
Sterol	60.42
Sterol	58.5
Sterol	53.18
Sterol	39.38
Sterol	59.0
Sterol	77.88
Sterol	49.86
Sterol	46.9
Sterol	46.75
Sterol	49.57
Sterol	66.82
Sterol	55.75
Sterol	51.4
Sterol	39.57
Sterol	4.5
Sterol	16.47
Sterol	55.5
Sterol	72.14
Sterol	62.0
Sterol	49.57
Sterol	0.0
Sterol	58.0
Sterol	57.52
Sterol	58.9
Sterol	79.2
Sterol	50.14
Sterol	76.64
Sterol	16.4
Sterol	74.17
Sterol	81.69
Sterol	31.46
Sterol	36.1
Sterol	50.67
Sterol	51.16
Sterol	76.9
Sterol	62.6
Sterol	49.86
Sterol	46.64
Sterol	65.8
Sterol	76.08
Sterol	54.25
Sterol	61.2
Sterol	54.56
Sterol	0.0
Sterol	54.82
Sterol	48.61
Sterol	54.47
Sterol	79.64
Sterol	52.25
Sterol	20.5
Sterol	57.0
Sterol	48.0
Sterol	60.87
Sterol	41.21
Sterol	35.58
Sterol	62.67
Sterol	50.19
Sterol	63.5
Sterol	61.29
Sterol	67.0
Sterol	59.18
Sterol	71.4
Sterol	59.44
Sterol	46.14
Sterol	39.93
Sterol	65.95
Sterol	44.2
Sterol	41.56
Sterol	55.5
Sterol	81.25
Sterol	82.69
Sterol	64.86
Sterol	24.27
Sterol	67.0
Sterol	35.6
Sterol	9.0
Sterol	60.5
Sterol	33.5
Sterol	71.57
Sterol	49.57
Sterol	24.33
Sterol	31.5
Sterol	66.7
Sterol	63.0
Sterol	15.5
Sterol	56.6
Sterol	38.83
Sterol	74.07
Sterol	59.11
Sterol	55.0
Sterol	71.6
Sterol	73.75
Sterol	58.67
Sterol	79.42
Sterol	52.0
Sterol	35.58
Sterol	38.75
Sterol	79.88
Sterol	63.6
Sterol	41.67
Sterol	32.09
Sterol	48.67
Sterol	35.09
Sterol	40.33
Sterol	19.14
Sterol	-1.5
Sterol	55.8
Sterol	59.86
Sterol	56.42
Sterol	20.62
Sterol	40.33
Sterol	58.05
Sterol	60.0
Sterol	73.8
Sterol	86.27
Sterol	73.0
Sterol	53.57
Sterol	59.62
Sterol	65.39
Sterol	46.6
Sterol	20.75
Sterol	38.7
Sterol	61.12
Sterol	44.11
Sterol	61.0
Sterol	63.69
Sterol	59.0
Sterol	53.57
Sterol	51.8
Sterol	50.11
Sterol	58.5
Sterol	28.6
Sterol	6.73
Sterol	62.47
Sterol	51.0
Sterol	66.05
Sterol	41.5
Sterol	51.91
Sterol	33.11
Sterol	70.17
Sterol	59.14
Sterol	12.33
Sterol	26.92
Sterol	66.12
Sterol	85.67
Sterol	87.38
Sterol	77.0
Sterol	85.67
Sterol	55.5
Sterol	41.5
Sterol	45.95
Sterol	63.67
Sterol	28.74
Sterol	62.77
Sterol	39.0
Sterol	68.9
Sterol	76.0
Sterol	0.0
Sterol	57.94
Sterol	20.83
Sterol	64.0
Sterol	79.29
Sterol	79.0
Sterol	38.04
Sterol	89.91
Sterol	45.45
Sterol	75.33
Sterol	35.09
Sterol	30.9
Sterol	53.0
Sterol	60.97
Sterol	34.4
Sterol	62.0
Sterol	47.62
Sterol	73.5
Sterol	41.19
Sterol	61.18
Sterol	45.36
Sterol	0.0
Sterol	49.09
Sterol	45.92
Sterol	28.12
Sterol	44.0
Sterol	78.36
Sterol	68.0
Sterol	68.4
Sterol	40.57
Sterol	47.39
Sterol	43.57
Sterol	29.2
Sterol	33.11
Sterol	70.0
Sterol	12.5
Sterol	38.83
Sterol	63.0
Sterol	47.27
Sterol	28.4
Sterol	58.15
Sterol	41.64
Sterol	35.67
Sterol	0.0
Sterol	33.97
Sterol	59.86
Sterol	50.53
Sterol	34.4
Sterol	5.2
Sterol	0.0
Sterol	65.69
Sterol	67.55
Sterol	75.33
Sterol	49.86
Sterol	55.75
Sterol	29.5
Sterol	47.62
Sterol	45.52
Sterol	52.5
Sterol	22.86
Sterol	60.75
Sterol	72.0
Sterol	50.0
Sterol	57.78
Sterol	73.57
Sterol	54.96
Sterol	48.67
Sterol	53.57
Sterol	36.62
Sterol	61.2
Sterol	37.17
Sterol	35.22
Sterol	59.0
Sterol	53.57
Sterol	69.17
Sterol	70.0
Sterol	21.93
Sterol	34.78
Sterol	35.09
Sterol	41.75
Sterol	36.29
Sterol	44.14
Sterol	49.8
Sterol	0.0
Sterol	45.53
Sterol	55.13
Sterol	55.31
Sterol	52.25
Sterol	74.78
Sterol	56.75
Sterol	0.0
Sterol	34.4
Sterol	75.14
Sterol	57.31
Sterol	44.38
Sterol	20.83
Sterol	0.0
Sterol	25.8
Sterol	72.38
Sterol	49.86
Sterol	3.93
Sterol	43.14
Sterol	73.25
Sterol	40.71
Sterol	58.82
Sterol	3.75
Sterol	83.08
Sterol	73.25
Sterol	44.14
Sterol	40.57
Sterol	52.7
Sterol	62.56
Sterol	69.86
Sterol	53.5
Sterol	5.22
Sterol	63.75
Sterol	37.5
Sterol	40.32
Sterol	62.0
Sterol	71.56
Sterol	22.06
Sterol	89.0
Sterol	75.07
Sterol	42.75
Sterol	55.43
Sterol	34.4
Sterol	34.56
Sterol	85.67
Sterol	27.8
Sterol	56.6
Sterol	38.83
Sterol	34.56
Sterol	72.29
Sterol	64.2
Sterol	34.4
Sterol	60.97
Sterol	61.75
Sterol	79.29
Sterol	64.0
Sterol	50.0
Sterol	79.29
Sterol	32.6
Sterol	9.86
Sterol	56.6
Sterol	63.08
Sterol	35.58
Sterol	55.0
Sterol	52.93
Sterol	31.93
Sterol	42.6
Sterol	40.33
Sterol	63.62
Sterol	57.09
Sterol	44.14
Sterol	75.62
Sterol	0.0
Sterol	64.39
Sterol	83.11
Sterol	38.7
Sterol	34.4
Sterol	39.55
Sterol	43.91
Sterol	20.83
Sterol	76.08
Sterol	21.0
Sterol	52.1
Sterol	98.67
Sterol	21.0
Sterol	35.09
Sterol	60.83
Sterol	46.6
Sterol	63.2
Sterol	63.15
Sterol	35.21
Sterol	47.5
Sterol	55.5
Sterol	56.97
Sterol	58.75
Sterol	38.87
Sterol	49.57
Sterol	38.79
Sterol	40.17
Sterol	77.2
Sterol	59.55
Sterol	50.17
Sterol	45.44
Sterol	48.67
Sterol	0.0
Sterol	70.14
Sterol	25.81
Sterol	51.5
Sterol	84.41
Sterol	63.29
Sterol	97.33
Sterol	53.29
Sterol	24.0
Sterol	62.0
Sterol	45.91
Sterol	56.8
Sterol	54.38
Sterol	21.2
Sterol	29.38
Sterol	0.0
Sterol	16.4
Sterol	64.0
Sterol	63.08
Sterol	34.4
Sterol	49.86
Sterol	71.5
Sterol	78.73
Sterol	67.19
Sterol	51.5
Sterol	38.0
Sterol	15.0
Sterol	98.0
Sterol	73.82
Sterol	51.73
Sterol	52.5
Sterol	89.91
Sterol	48.0
Sterol	60.14
Sterol	85.67
Sterol	20.83
Sterol	32.25
Sterol	35.09
Sterol	42.1
Sterol	28.12
Sterol	46.91
Sterol	77.5
Sterol	58.14
Sterol	41.67
Sterol	95.12
Sterol	32.25
Sterol	16.8
Sterol	0.0
Sterol	42.64
Sterol	66.41
Sterol	64.56
Sterol	40.77
Sterol	29.5
Sterol	64.41
Sterol	52.69
Sterol	62.5
Sterol	59.23
Sterol	46.67
Sterol	50.62
Sterol	31.75
Sterol	0.0
Sterol	73.7
Sterol	24.83
Sterol	-5.67
Sterol	61.37
Sterol	57.89
Sterol	68.43
Sterol	75.43
Sterol	91.0
Sterol	64.86
Sterol	50.79
Sterol	73.33
Sterol	28.7
Sterol	27.7
Sterol	77.78
Sterol	44.88
Sterol	25.86
Sterol	61.41
Sterol	85.67
Sterol	75.5
Sterol	71.64
Sterol	34.12
Sterol	58.5
Sterol	69.28
Sterol	52.5
Sterol	64.65
Sterol	60.75
Sterol	67.8
Sterol	44.7
Sterol	62.0
Sterol	0.0
Sterol	54.08
Sterol	50.11
Sterol	65.89
Sterol	27.7
Sterol	0.0
Sterol	42.2
Sterol	66.21
Sterol	50.75
Sterol	60.75
Sterol	39.08
Sterol	52.5
Sterol	81.1
Sterol	58.34
Sterol	36.33
Sterol	43.57
Sterol	52.57
Sterol	98.67
Sterol	44.83
Sterol	61.86
Sterol	98.0
Sterol	63.95
Sterol	47.57
Sterol	58.38
Sterol	39.92
Sterol	72.88
Sterol	36.33
Sterol	74.88
Sterol	70.67
Sterol	45.53
Sterol	98.67
Sterol	60.04
Sterol	70.9
Sterol	52.83
Sterol	24.2
Sterol	63.2
Sterol	47.11
Sterol	0.0
Sterol	76.36
Sterol	40.33
Sterol	37.5
Sterol	37.71
Sterol	54.4
Sterol	38.56
Sterol	77.67
Sterol	38.2
Sterol	60.42
Sterol	57.86
Sterol	64.58
Sterol	71.88
Sterol	50.75
Sterol	44.5
Sterol	20.75
Sterol	77.55
Sterol	98.67
Sterol	75.33
Sterol	64.71
Sterol	61.62
Sterol	52.5
Sterol	52.25
Sterol	55.82
Sterol	100.0
Sterol	86.5
Sterol	37.0
Sterol	52.88
Sterol	61.18
Sterol	97.67
Sterol	23.35
Sterol	39.9
Sterol	55.25
Sterol	67.87
Sterol	50.0
Sterol	27.75
Sterol	25.32
Sterol	70.17
Sterol	60.5
Sterol	57.7
Sterol	72.14
Sterol	32.67
Sterol	43.88
Sterol	59.91
Sterol	62.93
Sterol	83.0
Sterol	85.67
Sterol	25.43
Sterol	58.9
Sterol	34.0
Sterol	69.62
Sterol	67.19
Sterol	49.0
Sterol	52.0
Sterol	59.58
Sterol	64.5
Sterol	42.04
Sterol	63.15
Sterol	72.57
Sterol	42.97
Sterol	76.0
Sterol	21.25
Sterol	61.18
Sterol	49.0
Sterol	52.0
Sterol	16.8
Sterol	49.14
Sterol	74.78
Sterol	5.2
Sterol	47.71
Sterol	61.63
Sterol	46.1
Sterol	75.15
Sterol	46.75
Sterol	79.33
Sterol	55.75
Sterol	56.5
Sterol	35.09
Sterol	72.58
Sterol	40.75
Sterol	60.33
Sterol	22.77
Sterol	75.29
Sterol	72.14
Sterol	-23.25
Sterol	40.71
Sterol	75.2
Sterol	42.92
Sterol	49.57
Sterol	25.8
Sterol	63.45
Sterol	83.92
Sterol	73.5
Sterol	74.13
Sterol	49.86
Sterol	45.78
Sterol	58.86
Sterol	34.4
Sterol	21.27
Sterol	43.12
Sterol	35.0
Sterol	18.67
Sterol	45.07
Sterol	60.86
Sterol	55.33
Sterol	0.0
Sterol	47.2
Sterol	65.7
Sterol	47.71
Sterol	34.4
Sterol	42.0
Sterol	59.81
Sterol	67.19
Sterol	57.56
Sterol	64.86
Sterol	69.56
Sterol	66.92
Sterol	55.53
Sterol	80.4
Sterol	35.58
Sterol	72.5
Sterol	45.85
Sterol	67.85
Sterol	58.44
Sterol	19.0
Sterol	65.55
Sterol	38.83
Sterol	69.29
Sterol	53.13
Sterol	43.0
Sterol	67.5
Sterol	63.32
Sterol	39.57
Sterol	46.38
Sterol	24.5
Sterol	21.0
Sterol	47.81
Sterol	75.14
Sterol	64.4
Sterol	20.83
Sterol	50.65
Sterol	49.15
Sterol	46.64
Sterol	63.67
Sterol	46.0
Sterol	58.9
Sterol	52.11
Sterol	40.42
Sterol	88.5
Sterol	75.14
Sterol	60.22
Sterol	59.81
Sterol	58.71
Sterol	55.85
Sterol	71.07
Sterol	70.44
Sterol	72.0
Sterol	55.5
Sterol	46.25
Sterol	84.18
Sterol	58.12
Sterol	34.78
Sterol	60.0
Sterol	50.0
Sterol	49.57
Sterol	57.8
Sterol	10.14
Sterol	47.13
Sterol	49.86
Sterol	34.0
Sterol	42.85
Sterol	33.25
Sterol	60.36
Sterol	68.0
Sterol	66.67
Sterol	51.05
Sterol	19.51
Sterol	64.0
Sterol	55.22
Sterol	53.13
Sterol	63.84
Sterol	60.36
Sterol	39.83
Sterol	83.0
Sterol	83.7
Sterol	72.0
Sterol	55.4
Sterol	35.09
Sterol	67.19
Sterol	71.64
Sterol	31.6
Sterol	27.5
Sterol	55.92
Sterol	60.97
Sterol	31.1
Sterol	66.09
Sterol	35.09
Sterol	58.86
Sterol	51.54
Sterol	74.8
Sterol	39.0
Sterol	39.08
Sterol	65.33
Sterol	59.45
Sterol	9.0
Sterol	31.1
Sterol	38.7
Sterol	67.19
Sterol	100.0
Sterol	61.2
Sterol	66.57
Sterol	31.0
Sterol	78.67
Sterol	57.21
Sterol	35.61
Sterol	28.9
Sterol	71.64
Sterol	70.93
Sterol	35.44
Sterol	77.6
Sterol	58.33
Sterol	89.82
Sterol	46.12
Sterol	52.53
Sterol	59.27
Sterol	-4.86
Sterol	82.43
Sterol	44.14
Sterol	79.6
Sterol	58.0
Sterol	48.47
Sterol	68.53
Sterol	59.0
Sterol	35.58
Sterol	62.0
Sterol	60.75
Sterol	35.23
Sterol	44.58
Sterol	35.09
Sterol	34.4
Sterol	15.22
Sterol	62.0
Sterol	10.9
Sterol	49.86
Sterol	23.17
Sterol	37.09
Sterol	87.75
Sterol	84.67
Sterol	47.1
Sterol	89.91
Sterol	53.0
Sterol	50.0
Sterol	45.92
Sterol	54.0
Sterol	50.27
Sterol	50.0
Sterol	34.4
Sterol	14.27
Sterol	50.35
Sterol	55.79
Sterol	75.62
Sterol	55.75
Sterol	44.2
Sterol	42.6
Sterol	44.14
Sterol	54.0
Sterol	61.33
Sterol	77.21
Sterol	56.29
Sterol	73.25
Sterol	83.25
Sterol	64.86
Sterol	28.4
Sterol	66.33
Sterol	49.53
Sterol	65.07
Sterol	17.4
Sterol	31.83
Sterol	54.5
Sterol	34.4
Sterol	50.21
Sterol	26.3
Sterol	60.75
Sterol	33.14
Sterol	35.09
Sterol	-17.6
Sterol	71.5
Sterol	88.75
Sterol	32.25
Sterol	38.83
Sterol	64.55
Sterol	67.33
Sterol	52.0
Sterol	32.25
Sterol	83.7
Sterol	51.52
Sterol	60.75
Sterol	64.86
Sterol	47.09
Sterol	34.86
Sterol	0.0
Sterol	52.89
Sterol	62.62
Sterol	56.47
Sterol	52.17
Sterol	69.36
Sterol	52.0
Sterol	58.82
Sterol	64.18
Sterol	29.0
Sterol	68.5
Sterol	75.9
Sterol	63.0
Sterol	56.8
Sterol	72.06
Sterol	58.38
Sterol	69.33
Sterol	59.73
Sterol	60.75
