class	GO_CC	hydrophobicity_score
Glycerophospholipid	voltage-gated calcium channel complex [GO:0005891]	56.21
Glycerophospholipid	cell-cell junction [GO:0005911]	64.69
Glycerophospholipid	cell surface [GO:0009986]	64.69
Glycerophospholipid	caveola [GO:0005901]	64.69
Glycerophospholipid	plasma membrane [GO:0005886]	64.69
Glycerophospholipid	basolateral plasma membrane [GO:0016323]	64.69
Glycerophospholipid	membrane raft [GO:0045121]	64.69
Glycerophospholipid	calcium channel complex [GO:0034704]	64.69
Glycerophospholipid	protein-containing complex [GO:0032991]	64.69
Glycerophospholipid	cation channel complex [GO:0034703]	64.69
Glycerophospholipid	cortical cytoskeleton [GO:0030863]	64.69
Glycerophospholipid	mitochondrion [GO:0005739]	32.5
Glycerophospholipid	cytoplasm [GO:0005737]	32.5
Glycerophospholipid	mitochondrial respirasome [GO:0005746]	32.5
Glycerophospholipid	nucleoplasm [GO:0005654]	32.5
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	24.75
Glycerophospholipid	membrane [GO:0016020]	62.8
Glycerophospholipid	methane monooxygenase complex [GO:0015050]	62.8
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	34.0
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	34.0
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	32.6
Glycerophospholipid	cortical cytoskeleton [GO:0030863]	57.86
Glycerophospholipid	basolateral plasma membrane [GO:0016323]	57.86
Glycerophospholipid	ankyrin-1 complex [GO:0170014]	57.86
Glycerophospholipid	Z disc [GO:0030018]	57.86
Glycerophospholipid	extracellular exosome [GO:0070062]	57.86
Glycerophospholipid	plasma membrane [GO:0005886]	57.86
Glycerophospholipid	membrane [GO:0016020]	57.86
Glycerophospholipid	blood microparticle [GO:0072562]	57.86
Glycerophospholipid	cytoplasmic side of plasma membrane [GO:0009898]	57.86
Glycerophospholipid	plasma membrane [GO:0005886]	69.5
Glycerophospholipid	cortical endoplasmic reticulum [GO:0032541]	69.5
Glycerophospholipid	membrane [GO:0016020]	35.25
Glycerophospholipid	sarcoplasmic reticulum membrane [GO:0033017]	35.25
Glycerophospholipid	endoplasmic reticulum membrane [GO:0005789]	35.25
Glycerophospholipid	perinuclear region of cytoplasm [GO:0048471]	35.25
Glycerophospholipid	sarcoplasmic reticulum [GO:0016529]	35.25
Glycerophospholipid	H zone [GO:0031673]	35.25
Glycerophospholipid	I band [GO:0031674]	35.25
Glycerophospholipid	endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]	35.25
Glycerophospholipid	endoplasmic reticulum [GO:0005783]	35.25
Glycerophospholipid	transmembrane transporter complex [GO:1902495]	38.62
Glycerophospholipid	plasma membrane [GO:0005886]	38.62
Glycerophospholipid	photosystem II [GO:0009523]	46.6
Glycerophospholipid	chloroplast thylakoid membrane [GO:0009535]	46.6
Glycerophospholipid	photosystem I [GO:0009522]	46.6
Glycerophospholipid	connexin complex [GO:0005922]	62.33
Glycerophospholipid	plasma membrane [GO:0005886]	62.33
Glycerophospholipid	mitochondrial respiratory chain complex IV [GO:0005751]	28.27
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	28.27
Glycerophospholipid	photosystem II [GO:0009523]	60.23
Glycerophospholipid	plasma membrane-derived thylakoid membrane [GO:0031676]	60.23
Glycerophospholipid	photosystem II [GO:0009523]	60.23
Glycerophospholipid	plasma membrane-derived thylakoid membrane [GO:0031676]	60.23
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	74.75
