class	GO_CC	hydrophobicity_score
Saccharolipid	cytosol [GO:0005829]	31.85
Saccharolipid	glutamatergic synapse [GO:0098978]	31.85
Saccharolipid	histone acetyltransferase complex [GO:0000123]	31.85
Saccharolipid	plasma membrane [GO:0005886]	31.85
Saccharolipid	nucleoplasm [GO:0005654]	31.85
Saccharolipid	NSL complex [GO:0044545]	31.85
Saccharolipid	protein-containing complex [GO:0032991]	31.85
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	31.85
Saccharolipid	cell projection [GO:0042995]	31.85
Saccharolipid	nucleus [GO:0005634]	31.85
Saccharolipid	mitochondrial membrane [GO:0031966]	34.53
Saccharolipid	cytosol [GO:0005829]	34.53
Saccharolipid	glutamatergic synapse [GO:0098978]	34.53
Saccharolipid	histone acetyltransferase complex [GO:0000123]	34.53
Saccharolipid	plasma membrane [GO:0005886]	34.53
Saccharolipid	nucleoplasm [GO:0005654]	34.53
