class	GO_CC	pock_vol
Saccharolipid	extracellular region [GO:0005576]	854.13
Saccharolipid	plasma membrane [GO:0005886]	854.13
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	854.13
Saccharolipid	receptor complex [GO:0043235]	1303.62
Saccharolipid	extracellular region [GO:0005576]	1303.62
Saccharolipid	plasma membrane [GO:0005886]	1303.62
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	1303.62
Saccharolipid	receptor complex [GO:0043235]	1357.52
Saccharolipid	extracellular region [GO:0005576]	1357.52
Saccharolipid	plasma membrane [GO:0005886]	1357.52
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	1357.52
Saccharolipid	cytoplasm [GO:0005737]	954.18
Saccharolipid	cytoplasm [GO:0005737]	1000.99
Saccharolipid	cytoplasm [GO:0005737]	1020.04
Saccharolipid	cytoplasm [GO:0005737]	1076.73
Saccharolipid	cytoplasm [GO:0005737]	1127.12
Saccharolipid	receptor complex [GO:0043235]	1702.62
Saccharolipid	extracellular region [GO:0005576]	1702.62
Saccharolipid	endosome membrane [GO:0010008]	1702.62
Saccharolipid	plasma membrane [GO:0005886]	1702.62
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	1702.62
Saccharolipid	receptor complex [GO:0043235]	1566.82
Saccharolipid	extracellular region [GO:0005576]	1566.82
Saccharolipid	endosome membrane [GO:0010008]	1566.82
Saccharolipid	plasma membrane [GO:0005886]	1566.82
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	1566.82
Saccharolipid	extracellular region [GO:0005576]	273.14
Saccharolipid	extracellular region [GO:0005576]	1028.99
Saccharolipid	extracellular region [GO:0005576]	805.88
Saccharolipid	mitochondrial membrane [GO:0031966]	893.63
Saccharolipid	cytosol [GO:0005829]	893.63
Saccharolipid	glutamatergic synapse [GO:0098978]	893.63
Saccharolipid	histone acetyltransferase complex [GO:0000123]	893.63
Saccharolipid	plasma membrane [GO:0005886]	893.63
Saccharolipid	nucleoplasm [GO:0005654]	893.63
Saccharolipid	NSL complex [GO:0044545]	893.63
Saccharolipid	protein-containing complex [GO:0032991]	893.63
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	893.63
Saccharolipid	cell projection [GO:0042995]	893.63
Saccharolipid	nucleus [GO:0005634]	893.63
Saccharolipid	mitochondrial membrane [GO:0031966]	921.16
Saccharolipid	cytosol [GO:0005829]	921.16
Saccharolipid	glutamatergic synapse [GO:0098978]	921.16
Saccharolipid	histone acetyltransferase complex [GO:0000123]	921.16
Saccharolipid	plasma membrane [GO:0005886]	921.16
Saccharolipid	nucleoplasm [GO:0005654]	921.16
Saccharolipid	NSL complex [GO:0044545]	921.16
Saccharolipid	protein-containing complex [GO:0032991]	921.16
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	921.16
Saccharolipid	cell projection [GO:0042995]	921.16
Saccharolipid	nucleus [GO:0005634]	921.16
Saccharolipid	mitochondrial membrane [GO:0031966]	961.38
Saccharolipid	cytosol [GO:0005829]	961.38
Saccharolipid	glutamatergic synapse [GO:0098978]	961.38
Saccharolipid	histone acetyltransferase complex [GO:0000123]	961.38
Saccharolipid	plasma membrane [GO:0005886]	961.38
Saccharolipid	nucleoplasm [GO:0005654]	961.38
Saccharolipid	NSL complex [GO:0044545]	961.38
Saccharolipid	protein-containing complex [GO:0032991]	961.38
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	961.38
Saccharolipid	cell projection [GO:0042995]	961.38
Saccharolipid	nucleus [GO:0005634]	961.38
Saccharolipid	mitochondrial membrane [GO:0031966]	941.01
Saccharolipid	cytosol [GO:0005829]	941.01
Saccharolipid	glutamatergic synapse [GO:0098978]	941.01
Saccharolipid	histone acetyltransferase complex [GO:0000123]	941.01
Saccharolipid	plasma membrane [GO:0005886]	941.01
Saccharolipid	nucleoplasm [GO:0005654]	941.01
Saccharolipid	NSL complex [GO:0044545]	941.01
Saccharolipid	protein-containing complex [GO:0032991]	941.01
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	941.01
Saccharolipid	cell projection [GO:0042995]	941.01
Saccharolipid	nucleus [GO:0005634]	941.01
Saccharolipid	plasma membrane [GO:0005886]	482.61
Saccharolipid	plasma membrane [GO:0005886]	953.98
Saccharolipid	membrane [GO:0016020]	930.6
Saccharolipid	extracellular region [GO:0005576]	930.6
Saccharolipid	host cell plasma membrane [GO:0020002]	930.6
Saccharolipid	membrane [GO:0016020]	845.08
Saccharolipid	extracellular region [GO:0005576]	845.08
Saccharolipid	host cell plasma membrane [GO:0020002]	845.08
Saccharolipid	mitochondrial membrane [GO:0031966]	933.69
Saccharolipid	cytosol [GO:0005829]	933.69
Saccharolipid	glutamatergic synapse [GO:0098978]	933.69
Saccharolipid	histone acetyltransferase complex [GO:0000123]	933.69
Saccharolipid	plasma membrane [GO:0005886]	933.69
Saccharolipid	nucleoplasm [GO:0005654]	933.69
Saccharolipid	NSL complex [GO:0044545]	933.69
Saccharolipid	protein-containing complex [GO:0032991]	933.69
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	933.69
Saccharolipid	cell projection [GO:0042995]	933.69
Saccharolipid	nucleus [GO:0005634]	933.69
Saccharolipid	cytoplasm [GO:0005737]	1156.49
Saccharolipid	extracellular region [GO:0005576]	1034.73
Saccharolipid	cytoplasm [GO:0005737]	1242.06
Saccharolipid	cytoplasm [GO:0005737]	1309.35
Saccharolipid	cytoplasm [GO:0005737]	1289.22
Saccharolipid	cytoplasm [GO:0005737]	1376.79
Saccharolipid	cytoplasm [GO:0005737]	1058.97
Saccharolipid	cytoplasm [GO:0005737]	954.27
Saccharolipid	cytoplasm [GO:0005737]	1432.42
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	1432.42
Saccharolipid	cytoplasm [GO:0005737]	1364.83
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	1364.83
Saccharolipid	cytoplasm [GO:0005737]	1564.66
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	1564.66
Saccharolipid	cytoplasm [GO:0005737]	1490.03
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	1490.03
Saccharolipid	cytoplasm [GO:0005737]	1572.79
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	1572.79
Saccharolipid	cytoplasm [GO:0005737]	1399.11
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	1399.11
Saccharolipid	membrane [GO:0016020]	1237.08
Saccharolipid	membrane [GO:0016020]	1138.93
Saccharolipid	cytoplasm [GO:0005737]	711.45
Saccharolipid	cytoplasm [GO:0005737]	641.07
Saccharolipid	cytoplasm [GO:0005737]	736.63
Saccharolipid	cytoplasm [GO:0005737]	621.51
Saccharolipid	cytoplasm [GO:0005737]	241.89
Saccharolipid	cytoplasm [GO:0005737]	592.08
Saccharolipid	cytoplasm [GO:0005737]	633.26
Saccharolipid	cytoplasm [GO:0005737]	493.73
Saccharolipid	cytoplasm [GO:0005737]	528.14
Saccharolipid	host cell [GO:0043657]	1025.88
Saccharolipid	extracellular region [GO:0005576]	1025.88
Saccharolipid	host cell Golgi apparatus [GO:0044177]	1025.88
Saccharolipid	host cell [GO:0043657]	0.0
Saccharolipid	extracellular region [GO:0005576]	0.0
Saccharolipid	host cell Golgi apparatus [GO:0044177]	0.0
Saccharolipid	host cell [GO:0043657]	1055.8
Saccharolipid	extracellular region [GO:0005576]	1055.8
Saccharolipid	host cell Golgi apparatus [GO:0044177]	1055.8
Saccharolipid	host cell [GO:0043657]	77.97
Saccharolipid	extracellular region [GO:0005576]	77.97
Saccharolipid	host cell Golgi apparatus [GO:0044177]	77.97
Saccharolipid	host cell [GO:0043657]	852.25
Saccharolipid	extracellular region [GO:0005576]	852.25
Saccharolipid	host cell Golgi apparatus [GO:0044177]	852.25
Saccharolipid	host cell [GO:0043657]	861.34
Saccharolipid	extracellular region [GO:0005576]	861.34
Saccharolipid	host cell Golgi apparatus [GO:0044177]	861.34
Saccharolipid	receptor complex [GO:0043235]	1288.68
Saccharolipid	extracellular region [GO:0005576]	1288.68
Saccharolipid	plasma membrane [GO:0005886]	1288.68
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	1288.68
Saccharolipid	receptor complex [GO:0043235]	1543.32
Saccharolipid	extracellular region [GO:0005576]	1543.32
Saccharolipid	plasma membrane [GO:0005886]	1543.32
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	1543.32
Saccharolipid	cytoplasm [GO:0005737]	1513.89
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	1513.89
Saccharolipid	mitochondrial intermembrane space [GO:0005758]	900.81
Saccharolipid	respirasome [GO:0070469]	900.81
Saccharolipid	mitochondrion [GO:0005739]	900.81
Saccharolipid	mitochondrial intermembrane space [GO:0005758]	714.0
Saccharolipid	respirasome [GO:0070469]	714.0
Saccharolipid	mitochondrion [GO:0005739]	714.0
Saccharolipid	tertiary granule membrane [GO:0070821]	1120.75
Saccharolipid	nucleoplasm [GO:0005654]	1120.75
Saccharolipid	plasma membrane [GO:0005886]	1120.75
Saccharolipid	peroxisome [GO:0005777]	1120.75
Saccharolipid	specific granule membrane [GO:0035579]	1120.75
Saccharolipid	external side of plasma membrane [GO:0009897]	1120.75
Saccharolipid	cell surface [GO:0009986]	1120.75
Saccharolipid	Golgi apparatus [GO:0005794]	1120.75
Saccharolipid	tertiary granule membrane [GO:0070821]	907.46
Saccharolipid	nucleoplasm [GO:0005654]	907.46
Saccharolipid	plasma membrane [GO:0005886]	907.46
Saccharolipid	peroxisome [GO:0005777]	907.46
Saccharolipid	specific granule membrane [GO:0035579]	907.46
Saccharolipid	external side of plasma membrane [GO:0009897]	907.46
Saccharolipid	cell surface [GO:0009986]	907.46
Saccharolipid	Golgi apparatus [GO:0005794]	907.46
Saccharolipid	tertiary granule membrane [GO:0070821]	855.37
Saccharolipid	nucleoplasm [GO:0005654]	855.37
Saccharolipid	plasma membrane [GO:0005886]	855.37
Saccharolipid	peroxisome [GO:0005777]	855.37
Saccharolipid	specific granule membrane [GO:0035579]	855.37
Saccharolipid	external side of plasma membrane [GO:0009897]	855.37
Saccharolipid	cell surface [GO:0009986]	855.37
Saccharolipid	Golgi apparatus [GO:0005794]	855.37
Saccharolipid	tertiary granule membrane [GO:0070821]	922.85
Saccharolipid	nucleoplasm [GO:0005654]	922.85
Saccharolipid	plasma membrane [GO:0005886]	922.85
Saccharolipid	peroxisome [GO:0005777]	922.85
Saccharolipid	specific granule membrane [GO:0035579]	922.85
Saccharolipid	external side of plasma membrane [GO:0009897]	922.85
Saccharolipid	cell surface [GO:0009986]	922.85
Saccharolipid	Golgi apparatus [GO:0005794]	922.85
Saccharolipid	membrane raft [GO:0045121]	731.27
Saccharolipid	cortical cytoskeleton [GO:0030863]	731.27
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	731.27
Saccharolipid	clathrin-coated pit [GO:0005905]	731.27
Saccharolipid	plasma membrane [GO:0005886]	731.27
Saccharolipid	caveola [GO:0005901]	731.27
Saccharolipid	extracellular space [GO:0005615]	731.27
Saccharolipid	external side of plasma membrane [GO:0009897]	731.27
Saccharolipid	external side of plasma membrane [GO:0009897]	1053.55
Saccharolipid	apical plasma membrane [GO:0016324]	1053.55
Saccharolipid	cell surface [GO:0009986]	1053.55
Saccharolipid	extracellular region [GO:0005576]	1053.55
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	1053.55
Saccharolipid	external side of plasma membrane [GO:0009897]	1130.87
Saccharolipid	apical plasma membrane [GO:0016324]	1130.87
Saccharolipid	cell surface [GO:0009986]	1130.87
Saccharolipid	extracellular region [GO:0005576]	1130.87
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	1130.87
Saccharolipid	membrane [GO:0016020]	1292.44
Saccharolipid	intracellular membrane-bounded organelle [GO:0043231]	1292.44
Saccharolipid	endoplasmic reticulum membrane [GO:0005789]	1292.44
Saccharolipid	cytosol [GO:0005829]	953.42
Saccharolipid	cytoplasm [GO:0005737]	953.42
Saccharolipid	cytosol [GO:0005829]	911.75
Saccharolipid	cytoplasm [GO:0005737]	911.75
Saccharolipid	cytosol [GO:0005829]	904.02
Saccharolipid	cytoplasm [GO:0005737]	904.02
Saccharolipid	cytosol [GO:0005829]	843.11
Saccharolipid	cytoplasm [GO:0005737]	843.11
Saccharolipid	cytoplasm [GO:0005737]	1497.32
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	1497.32
Saccharolipid	cytoplasm [GO:0005737]	1452.64
Saccharolipid	outer membrane [GO:0019867]	493.92
Saccharolipid	cell outer membrane [GO:0009279]	493.92
Saccharolipid	extracellular exosome [GO:0070062]	922.37
Saccharolipid	cytosol [GO:0005829]	922.37
Saccharolipid	extracellular exosome [GO:0070062]	634.08
Saccharolipid	cytosol [GO:0005829]	634.08
Saccharolipid	extracellular exosome [GO:0070062]	1076.77
Saccharolipid	cytosol [GO:0005829]	1076.77
Saccharolipid	extracellular exosome [GO:0070062]	787.49
Saccharolipid	cytosol [GO:0005829]	787.49
Saccharolipid	extracellular exosome [GO:0070062]	825.65
Saccharolipid	cytosol [GO:0005829]	825.65
Saccharolipid	extracellular exosome [GO:0070062]	664.63
Saccharolipid	cytosol [GO:0005829]	664.63
Saccharolipid	cytosol [GO:0005829]	1156.08
Saccharolipid	plasma membrane [GO:0005886]	1156.08
Saccharolipid	nucleoplasm [GO:0005654]	1156.08
Saccharolipid	cytosol [GO:0005829]	1415.93
Saccharolipid	plasma membrane [GO:0005886]	1415.93
Saccharolipid	nucleoplasm [GO:0005654]	1415.93
Saccharolipid	tertiary granule membrane [GO:0070821]	960.57
Saccharolipid	nucleoplasm [GO:0005654]	960.57
Saccharolipid	plasma membrane [GO:0005886]	960.57
Saccharolipid	peroxisome [GO:0005777]	960.57
Saccharolipid	specific granule membrane [GO:0035579]	960.57
Saccharolipid	external side of plasma membrane [GO:0009897]	960.57
Saccharolipid	cell surface [GO:0009986]	960.57
Saccharolipid	Golgi apparatus [GO:0005794]	960.57
Saccharolipid	tertiary granule membrane [GO:0070821]	784.07
Saccharolipid	nucleoplasm [GO:0005654]	784.07
Saccharolipid	plasma membrane [GO:0005886]	784.07
Saccharolipid	peroxisome [GO:0005777]	784.07
Saccharolipid	specific granule membrane [GO:0035579]	784.07
Saccharolipid	external side of plasma membrane [GO:0009897]	784.07
Saccharolipid	cell surface [GO:0009986]	784.07
Saccharolipid	Golgi apparatus [GO:0005794]	784.07
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	450.73
Saccharolipid	cell outer membrane [GO:0009279]	450.73
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	426.77
Saccharolipid	cell outer membrane [GO:0009279]	426.77
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	442.98
Saccharolipid	cell outer membrane [GO:0009279]	442.98
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	438.02
Saccharolipid	cell outer membrane [GO:0009279]	438.02
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	427.08
Saccharolipid	cell outer membrane [GO:0009279]	427.08
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	393.97
Saccharolipid	cell outer membrane [GO:0009279]	393.97
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	385.09
Saccharolipid	cell outer membrane [GO:0009279]	385.09
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	449.79
Saccharolipid	cell outer membrane [GO:0009279]	449.79
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	447.68
Saccharolipid	cell outer membrane [GO:0009279]	447.68
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	423.69
Saccharolipid	cell outer membrane [GO:0009279]	423.69
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	438.22
Saccharolipid	cell outer membrane [GO:0009279]	438.22
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	424.88
Saccharolipid	cell outer membrane [GO:0009279]	424.88
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	435.79
Saccharolipid	cell outer membrane [GO:0009279]	435.79
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	428.92
Saccharolipid	cell outer membrane [GO:0009279]	428.92
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	442.58
Saccharolipid	cell outer membrane [GO:0009279]	442.58
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	430.76
Saccharolipid	cell outer membrane [GO:0009279]	430.76
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	428.72
Saccharolipid	cell outer membrane [GO:0009279]	428.72
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	441.95
Saccharolipid	cell outer membrane [GO:0009279]	441.95
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	444.28
Saccharolipid	cell outer membrane [GO:0009279]	444.28
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	431.82
Saccharolipid	cell outer membrane [GO:0009279]	431.82
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	431.59
Saccharolipid	cell outer membrane [GO:0009279]	431.59
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	403.89
Saccharolipid	cell outer membrane [GO:0009279]	403.89
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	455.88
Saccharolipid	cell outer membrane [GO:0009279]	455.88
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	448.64
Saccharolipid	cell outer membrane [GO:0009279]	448.64
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	436.83
Saccharolipid	cell outer membrane [GO:0009279]	436.83
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	396.15
