class	GO_CC	pock_vol
Sterol	dendrite [GO:0030425]	650.75
Sterol	dendritic shaft [GO:0043198]	650.75
Sterol	glutamatergic synapse [GO:0098978]	650.75
Sterol	postsynaptic membrane [GO:0045211]	650.75
Sterol	synapse [GO:0045202]	650.75
Sterol	AMPA glutamate receptor complex [GO:0032281]	650.75
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	96.9
Sterol	respiratory chain complex IV [GO:0045277]	96.9
Sterol	mitochondrion [GO:0005739]	96.9
Sterol	mitochondrial respirasome [GO:0005746]	96.9
Sterol	apical plasma membrane [GO:0016324]	200.52
Sterol	extracellular exosome [GO:0070062]	200.52
Sterol	brush border membrane [GO:0031526]	200.52
Sterol	gamma-delta T cell receptor complex [GO:0042106]	527.23
Sterol	Fc-gamma receptor III complex [GO:0033001]	527.23
Sterol	Golgi apparatus [GO:0005794]	527.23
Sterol	T cell receptor complex [GO:0042101]	527.23
Sterol	alpha-beta T cell receptor complex [GO:0042105]	527.23
Sterol	plasma membrane [GO:0005886]	527.23
Sterol	cytoplasm [GO:0005737]	527.23
Sterol	neuron projection [GO:0043005]	564.7
Sterol	membrane [GO:0016020]	564.7
Sterol	endosome [GO:0005768]	564.7
Sterol	plasma membrane [GO:0005886]	564.7
Sterol	voltage-gated potassium channel complex [GO:0008076]	792.54
Sterol	apical plasma membrane [GO:0016324]	792.54
Sterol	postsynaptic membrane [GO:0045211]	792.54
Sterol	membrane [GO:0016020]	792.54
Sterol	caveola [GO:0005901]	792.54
Sterol	plasma membrane [GO:0005886]	792.54
Sterol	lysosomal lumen [GO:0043202]	1012.16
Sterol	cytosol [GO:0005829]	1012.16
Sterol	extracellular exosome [GO:0070062]	1012.16
Sterol	blood microparticle [GO:0072562]	1012.16
Sterol	extracellular region [GO:0005576]	1012.16
Sterol	extracellular space [GO:0005615]	1012.16
Sterol	cytoplasm [GO:0005737]	1012.16
Sterol	apical plasma membrane [GO:0016324]	371.92
Sterol	extracellular exosome [GO:0070062]	371.92
Sterol	brush border membrane [GO:0031526]	371.92
Sterol	mitochondrial matrix [GO:0005759]	1178.63
Sterol	mitochondrion [GO:0005739]	1178.63
Sterol	mitochondrial inner membrane [GO:0005743]	1178.63
Sterol	fungal-type vacuole [GO:0000324]	893.43
Sterol	fungal-type vacuole lumen [GO:0000328]	893.43
Sterol	organelle membrane [GO:0031090]	359.46
Sterol	basolateral plasma membrane [GO:0016323]	359.46
Sterol	apical plasma membrane [GO:0016324]	359.46
Sterol	T-tubule [GO:0030315]	359.46
Sterol	sperm flagellum [GO:0036126]	359.46
Sterol	lateral plasma membrane [GO:0016328]	359.46
Sterol	intercalated disc [GO:0014704]	359.46
Sterol	sodium:potassium-exchanging ATPase complex [GO:0005890]	359.46
Sterol	respiratory chain complex IV [GO:0045277]	284.35
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	284.35
Sterol	membrane [GO:0016020]	1014.75
Sterol	cell surface [GO:0009986]	381.81
Sterol	apical plasma membrane [GO:0016324]	381.81
Sterol	external side of apical plasma membrane [GO:0098591]	381.81
Sterol	extracellular exosome [GO:0070062]	381.81
Sterol	plasma membrane [GO:0005886]	381.81
Sterol	membrane [GO:0016020]	381.81
Sterol	cytoplasm [GO:0005737]	381.81
Sterol	cytosol [GO:0005829]	865.92
Sterol	nucleoplasm [GO:0005654]	865.92
Sterol	receptor complex [GO:0043235]	865.92
Sterol	RNA polymerase II transcription regulator complex [GO:0090575]	865.92
Sterol	chromatin [GO:0000785]	865.92
Sterol	nucleus [GO:0005634]	865.92
Sterol	apical plasma membrane [GO:0016324]	611.28
Sterol	extracellular exosome [GO:0070062]	611.28
Sterol	brush border membrane [GO:0031526]	611.28
Sterol	Golgi apparatus [GO:0005794]	708.52
Sterol	endosome membrane [GO:0010008]	708.52
Sterol	lysosome [GO:0005764]	708.52
Sterol	endosome [GO:0005768]	708.52
Sterol	apical plasma membrane [GO:0016324]	708.52
Sterol	early endosome [GO:0005769]	708.52
Sterol	neuronal dense core vesicle [GO:0098992]	708.52
Sterol	plasma membrane [GO:0005886]	708.52
Sterol	membrane [GO:0016020]	708.52
