class	GO_CC	pock_vol
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	602.79
Glycerolipid	photosystem II [GO:0009523]	602.79
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	602.79
Glycerolipid	photosystem II [GO:0009523]	521.68
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	521.68
Glycerolipid	photosystem II [GO:0009523]	521.68
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	521.68
Glycerolipid	respiratory chain complex IV [GO:0045277]	788.84
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	788.84
Glycerolipid	photosystem II [GO:0009523]	536.81
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	536.81
Glycerolipid	photosystem II [GO:0009523]	536.81
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	536.81
Glycerolipid	photosystem II [GO:0009523]	228.38
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	228.38
Glycerolipid	photosystem II [GO:0009523]	221.1
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	221.1
Glycerolipid	photosystem II [GO:0009523]	510.85
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	510.85
Glycerolipid	photosystem II [GO:0009523]	510.85
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	510.85
Glycerolipid	photosystem II [GO:0009523]	531.56
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	531.56
Glycerolipid	photosystem II [GO:0009523]	531.56
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	531.56
Glycerolipid	photosystem II [GO:0009523]	145.27
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	145.27
Glycerolipid	photosystem II [GO:0009523]	216.26
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	216.26
Glycerolipid	photosystem II [GO:0009523]	227.28
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	227.28
Glycerolipid	photosystem II [GO:0009523]	191.2
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	191.2
Glycerolipid	photosystem II [GO:0009523]	311.45
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	311.45
Glycerolipid	nucleoplasm [GO:0005654]	602.58
Glycerolipid	respiratory chain complex IV [GO:0045277]	602.58
Glycerolipid	cytosol [GO:0005829]	602.58
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	602.58
Glycerolipid	photosystem II [GO:0009523]	167.05
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	167.05
Glycerolipid	photosystem II reaction center [GO:0009539]	341.32
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	341.32
Glycerolipid	photosystem II reaction center [GO:0009539]	420.43
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	420.43
Glycerolipid	photosystem II reaction center [GO:0009539]	354.02
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	354.02
Glycerolipid	photosystem II reaction center [GO:0009539]	236.8
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	236.8
Glycerolipid	photosystem II reaction center [GO:0009539]	128.18
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	128.18
Glycerolipid	photosystem II reaction center [GO:0009539]	128.18
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	128.18
Glycerolipid	photosystem II reaction center [GO:0009539]	128.18
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	128.18
Glycerolipid	photosystem II reaction center [GO:0009539]	128.18
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	128.18
Glycerolipid	photosystem II reaction center [GO:0009539]	134.62
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	134.62
Glycerolipid	photosystem II reaction center [GO:0009539]	134.62
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	134.62
Glycerolipid	photosystem II reaction center [GO:0009539]	134.62
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	134.62
Glycerolipid	photosystem II reaction center [GO:0009539]	134.62
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	134.62
Glycerolipid	photosystem II reaction center [GO:0009539]	240.82
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	240.82
Glycerolipid	photosystem II reaction center [GO:0009539]	240.82
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	240.82
Glycerolipid	photosystem II reaction center [GO:0009539]	240.82
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	240.82
Glycerolipid	photosystem II reaction center [GO:0009539]	240.82
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	240.82
Glycerolipid	photosystem II reaction center [GO:0009539]	154.07
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	154.07
Glycerolipid	photosystem II reaction center [GO:0009539]	154.07
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	154.07
Glycerolipid	photosystem II reaction center [GO:0009539]	154.07
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	154.07
Glycerolipid	photosystem II reaction center [GO:0009539]	154.07
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	154.07
Glycerolipid	photosystem II reaction center [GO:0009539]	307.95
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	307.95
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	1046.55
Glycerolipid	respiratory chain complex IV [GO:0045277]	1046.55
Glycerolipid	host cell cytoplasm [GO:0030430]	378.39
Glycerolipid	host cell cytoplasm [GO:0030430]	0.0
Glycerolipid	host cell cytoplasm [GO:0030430]	927.94
Glycerolipid	host cell cytoplasm [GO:0030430]	0.0
Glycerolipid	host cell cytoplasm [GO:0030430]	274.66
Glycerolipid	photosystem II [GO:0009523]	652.71
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	652.71
Glycerolipid	photosystem II [GO:0009523]	652.71
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	652.71
Glycerolipid	photosystem II [GO:0009523]	507.91
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	507.91
Glycerolipid	photosystem II [GO:0009523]	507.91
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	507.91
Glycerolipid	photosystem II [GO:0009523]	429.8
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	429.8
Glycerolipid	photosystem II [GO:0009523]	438.32
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	438.32
Glycerolipid	photosystem II [GO:0009523]	188.31
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	188.31
Glycerolipid	photosystem II [GO:0009523]	188.31
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	188.31
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	932.66
Glycerolipid	respiratory chain complex IV [GO:0045277]	932.66
Glycerolipid	photosystem II [GO:0009523]	123.58
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	123.58
Glycerolipid	photosystem II [GO:0009523]	123.58
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	123.58
Glycerolipid	photosystem II [GO:0009523]	215.22
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	215.22
Glycerolipid	photosystem II [GO:0009523]	215.22
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	215.22
Glycerolipid	photosystem II [GO:0009523]	353.1
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	353.1
Glycerolipid	photosystem II [GO:0009523]	353.1
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	353.1
Glycerolipid	photosystem II [GO:0009523]	112.83
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	112.83
Glycerolipid	photosystem II [GO:0009523]	112.83
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	112.83
Glycerolipid	photosystem II [GO:0009523]	99.44
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	99.44
Glycerolipid	photosystem II [GO:0009523]	99.44
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	99.44
Glycerolipid	photosystem II reaction center [GO:0009539]	492.6
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	492.6
Glycerolipid	photosystem II reaction center [GO:0009539]	492.6
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	492.6
Glycerolipid	photosystem II reaction center [GO:0009539]	516.58
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	516.58
Glycerolipid	photosystem II reaction center [GO:0009539]	516.58
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	516.58
Glycerolipid	photosystem II reaction center [GO:0009539]	273.61
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	273.61
Glycerolipid	photosystem II reaction center [GO:0009539]	273.61
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	273.61
Glycerolipid	photosystem II reaction center [GO:0009539]	232.87
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	232.87
Glycerolipid	photosystem II reaction center [GO:0009539]	232.87
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	232.87
Glycerolipid	photosystem II reaction center [GO:0009539]	82.31
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	82.31
Glycerolipid	photosystem II reaction center [GO:0009539]	82.31
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	82.31
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	1540.87
Glycerolipid	respiratory chain complex IV [GO:0045277]	1540.87
Glycerolipid	photosystem II reaction center [GO:0009539]	132.75
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	132.75
Glycerolipid	photosystem II reaction center [GO:0009539]	132.75
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	132.75
Glycerolipid	photosystem II reaction center [GO:0009539]	177.74
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	177.74
Glycerolipid	photosystem II reaction center [GO:0009539]	177.74
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	177.74
Glycerolipid	photosystem II reaction center [GO:0009539]	144.17
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	144.17
Glycerolipid	photosystem II reaction center [GO:0009539]	144.17
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	144.17
Glycerolipid	photosystem II reaction center [GO:0009539]	448.45
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	448.45
Glycerolipid	photosystem II reaction center [GO:0009539]	539.75
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	539.75
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	135.05
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	635.91
Glycerolipid	intracellular membrane-bounded organelle [GO:0043231]	635.91
Glycerolipid	periplasmic space [GO:0042597]	422.73
Glycerolipid	periplasmic space [GO:0042597]	533.44
Glycerolipid	periplasmic space [GO:0042597]	479.69
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	823.7
Glycerolipid	respiratory chain complex IV [GO:0045277]	823.7
Glycerolipid	periplasmic space [GO:0042597]	423.2
Glycerolipid	periplasmic space [GO:0042597]	467.74
Glycerolipid	plasma membrane [GO:0005886]	134.09
Glycerolipid	membrane [GO:0016020]	134.09
Glycerolipid	plasma membrane [GO:0005886]	543.35
Glycerolipid	membrane [GO:0016020]	543.35
Glycerolipid	plasma membrane [GO:0005886]	570.95
Glycerolipid	membrane [GO:0016020]	570.95
Glycerolipid	plasma membrane [GO:0005886]	430.55
Glycerolipid	membrane [GO:0016020]	430.55
Glycerolipid	plasma membrane [GO:0005886]	389.24
Glycerolipid	membrane [GO:0016020]	389.24
Glycerolipid	plasma membrane [GO:0005886]	131.47
Glycerolipid	membrane [GO:0016020]	131.47
Glycerolipid	plasma membrane [GO:0005886]	224.2
Glycerolipid	membrane [GO:0016020]	224.2
Glycerolipid	plasma membrane [GO:0005886]	673.98
Glycerolipid	membrane [GO:0016020]	673.98
Glycerolipid	respiratory chain complex IV [GO:0045277]	685.67
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	685.67
Glycerolipid	plasma membrane [GO:0005886]	248.76
Glycerolipid	membrane [GO:0016020]	248.76
Glycerolipid	respiratory chain complex IV [GO:0045277]	373.41
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	373.41
Glycerolipid	membrane [GO:0016020]	410.54
Glycerolipid	membrane [GO:0016020]	481.92
Glycerolipid	membrane [GO:0016020]	575.77
Glycerolipid	nucleoplasm [GO:0005654]	641.67
Glycerolipid	respiratory chain complex IV [GO:0045277]	641.67
Glycerolipid	cytosol [GO:0005829]	641.67
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	641.67
Glycerolipid	membrane [GO:0016020]	93.26
Glycerolipid	membrane [GO:0016020]	520.7
Glycerolipid	plasma membrane [GO:0005886]	1545.88
