class	GO_CC	pock_vol
Prenol	plasma membrane-derived photosystem I [GO:0030094]	423.14
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	423.14
Prenol	plasma membrane-derived photosystem I [GO:0030094]	423.14
Prenol	photosystem II [GO:0009523]	1258.96
Prenol	chloroplast thylakoid membrane [GO:0009535]	1258.96
Prenol	photosystem I [GO:0009522]	1258.96
Prenol	plasma membrane light-harvesting complex [GO:0030077]	1023.2
Prenol	plasma membrane-derived chromatophore membrane [GO:0042717]	1023.2
Prenol	cytosol [GO:0005829]	1063.52
Prenol	extracellular exosome [GO:0070062]	1063.52
Prenol	nucleoplasm [GO:0005654]	1063.52
Prenol	nucleus [GO:0005634]	1063.52
Prenol	cytoplasm [GO:0005737]	1063.52
Prenol	photosystem II reaction center [GO:0009539]	424.98
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	424.98
Prenol	plasma membrane [GO:0005886]	82.18
Prenol	organelle inner membrane [GO:0019866]	82.18
Prenol	plasma membrane light-harvesting complex [GO:0030077]	82.18
Prenol	photosystem II [GO:0009523]	536.57
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	536.57
Prenol	photosystem II [GO:0009523]	536.57
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	536.57
Prenol	plasma membrane [GO:0005886]	0.0
Prenol	organelle inner membrane [GO:0019866]	0.0
Prenol	plasma membrane light-harvesting complex [GO:0030077]	0.0
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	306.77
Prenol	photosystem I [GO:0009522]	306.77
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	306.77
Prenol	plasma membrane-derived photosystem I [GO:0030094]	306.77
Prenol	photosystem II [GO:0009523]	109.31
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	109.31
Prenol	photosystem II [GO:0009523]	668.56
Prenol	chloroplast thylakoid membrane [GO:0009535]	668.56
Prenol	photosystem I [GO:0009522]	668.56
Prenol	photosystem II [GO:0009523]	668.56
Prenol	chloroplast thylakoid membrane [GO:0009535]	668.56
Prenol	photosystem I [GO:0009522]	668.56
Prenol	plasma membrane [GO:0005886]	0.0
Prenol	plasma membrane light-harvesting complex [GO:0030077]	0.0
Prenol	plasma membrane [GO:0005886]	0.0
Prenol	plasma membrane light-harvesting complex [GO:0030077]	0.0
Prenol	photosystem II [GO:0009523]	713.55
Prenol	thylakoid membrane [GO:0042651]	713.55
Prenol	chloroplast [GO:0009507]	713.55
Prenol	photosystem II [GO:0009523]	713.55
Prenol	thylakoid membrane [GO:0042651]	713.55
Prenol	chloroplast [GO:0009507]	713.55
Prenol	chloroplast thylakoid membrane [GO:0009535]	858.32
Prenol	photosystem I [GO:0009522]	858.32
Prenol	photosystem II [GO:0009523]	799.97
Prenol	chloroplast thylakoid membrane [GO:0009535]	799.97
Prenol	photosystem II [GO:0009523]	799.97
Prenol	chloroplast thylakoid membrane [GO:0009535]	799.97
Prenol	plasma membrane [GO:0005886]	108.74
Prenol	organelle inner membrane [GO:0019866]	108.74
Prenol	plasma membrane light-harvesting complex [GO:0030077]	108.74
Prenol	plasma membrane [GO:0005886]	961.59
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	321.86
Prenol	photosystem I [GO:0009522]	321.86
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	321.86
Prenol	photosystem I [GO:0009522]	321.86
Prenol	photosystem II [GO:0009523]	502.53
Prenol	chloroplast thylakoid membrane [GO:0009535]	502.53
Prenol	photosystem I [GO:0009522]	502.53
Prenol	photosystem II [GO:0009523]	502.53
Prenol	chloroplast thylakoid membrane [GO:0009535]	502.53
Prenol	photosystem I [GO:0009522]	502.53
Prenol	photosystem II [GO:0009523]	946.71
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	946.71
Prenol	photosystem II [GO:0009523]	946.71
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	946.71
Prenol	organelle inner membrane [GO:0019866]	190.86
Prenol	plasma membrane [GO:0005886]	190.86
Prenol	plasma membrane light-harvesting complex [GO:0030077]	190.86
Prenol	organelle inner membrane [GO:0019866]	190.86
Prenol	plasma membrane [GO:0005886]	190.86
Prenol	plasma membrane light-harvesting complex [GO:0030077]	190.86
Prenol	photosystem II [GO:0009523]	819.51
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	819.51
Prenol	photosystem II [GO:0009523]	819.51
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	819.51
Prenol	plasma membrane [GO:0005886]	1072.63
Prenol	photosystem I [GO:0009522]	1072.63
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	726.24
Prenol	plasma membrane-derived photosystem I [GO:0030094]	726.24
Prenol	plasma membrane [GO:0005886]	212.38
Prenol	organelle inner membrane [GO:0019866]	212.38
Prenol	plasma membrane light-harvesting complex [GO:0030077]	212.38
Prenol	photosystem II [GO:0009523]	1045.55
Prenol	chloroplast thylakoid membrane [GO:0009535]	1045.55
Prenol	photosystem II [GO:0009523]	1045.55
Prenol	chloroplast thylakoid membrane [GO:0009535]	1045.55
Prenol	extracellular space [GO:0005615]	685.5
Prenol	extracellular region [GO:0005576]	685.5
Prenol	extracellular exosome [GO:0070062]	685.5
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	682.88
