class	pock_vol
Prenol	602.53
Prenol	318.22
Prenol	476.49
Prenol	1661.57
Prenol	1247.68
Prenol	727.97
Prenol	493.56
Prenol	718.7
Prenol	875.92
Prenol	664.02
Prenol	717.62
Prenol	586.5
Prenol	1117.72
Prenol	458.58
Prenol	886.61
Prenol	38.28
Prenol	0.0
Prenol	467.13
Prenol	652.21
Prenol	1185.95
Prenol	318.34
Prenol	777.89
Prenol	944.03
Prenol	684.79
Prenol	452.86
Prenol	424.76
Prenol	415.99
Prenol	997.85
Prenol	717.14
Prenol	502.4
Prenol	278.15
Prenol	756.82
Prenol	474.05
Prenol	546.97
Prenol	510.9
Prenol	242.21
Prenol	213.83
Prenol	116.19
Prenol	1354.1
Prenol	1249.71
Prenol	642.01
Prenol	892.8
Prenol	679.81
Prenol	513.37
Prenol	1403.37
Prenol	479.49
Prenol	640.02
Prenol	1098.68
Prenol	888.49
Prenol	844.89
Prenol	150.25
Prenol	178.86
Prenol	644.81
Prenol	681.26
Prenol	479.77
Prenol	222.2
Prenol	411.17
Prenol	547.29
Prenol	399.35
Prenol	707.72
Prenol	705.53
Prenol	445.0
Prenol	546.03
Prenol	627.9
Prenol	768.95
Prenol	847.28
Prenol	0.0
Prenol	37.32
Prenol	725.93
Prenol	583.3
Prenol	284.7
Prenol	822.77
Prenol	832.6
Prenol	575.12
Prenol	63.44
Prenol	436.62
Prenol	782.22
Prenol	352.57
Prenol	752.02
Prenol	575.3
Prenol	860.16
Prenol	204.09
Prenol	824.63
Prenol	704.33
Prenol	517.79
Prenol	993.34
Prenol	702.53
Prenol	671.27
Prenol	767.37
Prenol	856.6
Prenol	595.07
Prenol	580.58
Prenol	542.35
Prenol	521.83
Prenol	635.6
Prenol	1083.24
Prenol	663.85
Prenol	1563.91
Prenol	720.88
Prenol	695.46
Prenol	619.28
Prenol	597.49
Prenol	493.85
Prenol	1425.25
Prenol	595.39
Prenol	790.69
Prenol	218.2
Prenol	705.17
Prenol	685.73
Prenol	188.8
Prenol	655.7
Prenol	664.95
Prenol	333.39
Prenol	495.49
Prenol	379.51
Prenol	0.0
Prenol	591.95
Prenol	403.31
Prenol	543.48
Prenol	356.41
Prenol	1286.66
Prenol	700.84
Prenol	840.51
Prenol	315.03
Prenol	848.18
Prenol	774.84
Prenol	364.35
Prenol	1229.18
Prenol	636.14
Prenol	92.84
Prenol	705.77
Prenol	709.42
Prenol	117.95
Prenol	330.95
Prenol	1084.97
Prenol	583.79
Prenol	1665.8
Prenol	599.47
Prenol	1243.36
Prenol	1290.14
Prenol	596.86
Prenol	0.0
Prenol	50.24
Prenol	535.1
Prenol	562.33
Prenol	404.96
Prenol	860.43
Prenol	619.33
Prenol	770.47
Prenol	1358.75
Prenol	460.92
Prenol	656.38
Prenol	667.89
Prenol	972.07
Prenol	1100.11
Prenol	319.61
Prenol	619.26
Prenol	1229.47
Prenol	167.75
Prenol	480.85
Prenol	492.88
Prenol	424.35
Prenol	1354.97
Prenol	1760.22
Prenol	830.26
Prenol	277.53
Prenol	490.71
Prenol	649.69
Prenol	577.39
Prenol	1042.14
Prenol	393.16
Prenol	588.65
Prenol	432.41
Prenol	236.6
Prenol	738.1
Prenol	497.43
Prenol	846.03
Prenol	724.48
Prenol	146.76
Prenol	327.2
Prenol	435.7
Prenol	804.55
Prenol	263.0
Prenol	799.65
Prenol	414.81
Prenol	489.42
Prenol	1454.15
Prenol	503.62
Prenol	666.5
Prenol	861.71
Prenol	607.85
Prenol	862.24
Prenol	846.05
Prenol	719.6
Prenol	660.09
Prenol	573.36
Prenol	517.51
Prenol	631.02
Prenol	627.9
Prenol	457.14
Prenol	235.9
Prenol	189.71
Prenol	612.52
Prenol	1235.48
Prenol	940.6
Prenol	518.9
Prenol	1260.93
Prenol	583.21
Prenol	505.38
Prenol	519.83
Prenol	674.55
Prenol	738.19
Prenol	99.64
Prenol	663.37
Prenol	665.61
Prenol	1513.93
Prenol	850.63
Prenol	533.22
Prenol	534.37
Prenol	531.84
Prenol	648.81
Prenol	806.27
Prenol	390.43
Prenol	770.87
Prenol	809.27
Prenol	128.15
Prenol	495.08
Prenol	1384.32
Prenol	225.33
Prenol	931.12
Prenol	636.36
Prenol	650.9
Prenol	1066.21
Prenol	1147.43
Prenol	505.37
Prenol	287.07
Prenol	1081.43
Prenol	943.27
Prenol	328.26
Prenol	848.52
Prenol	533.23
Prenol	857.84
Prenol	584.18
Prenol	607.23
Prenol	316.5
Prenol	913.37
Prenol	771.9
Prenol	241.99
Prenol	942.2
Prenol	577.95
Prenol	700.23
Prenol	437.77
Prenol	1461.56
Prenol	1290.74
Prenol	1005.48
Prenol	818.18
Prenol	1712.15
Prenol	0.0
Prenol	534.38
Prenol	516.04
Prenol	49.08
Prenol	816.72
Prenol	217.08
Prenol	608.26
Prenol	0.0
Prenol	124.16
Prenol	78.93
Prenol	463.83
Prenol	503.09
Prenol	613.85
Prenol	230.94
Prenol	0.0
Prenol	586.68
Prenol	514.29
Prenol	1519.83
Prenol	1158.45
Prenol	1094.06
Prenol	0.0
Prenol	322.81
Prenol	503.67
Prenol	86.29
Prenol	520.61
Prenol	744.25
Prenol	570.47
Prenol	934.45
Prenol	882.64
Prenol	729.16
Prenol	723.12
Prenol	235.37
Prenol	742.21
Prenol	1200.4
Prenol	961.75
Prenol	904.44
Prenol	392.56
Prenol	616.88
Prenol	681.65
Prenol	485.11
Prenol	655.95
Prenol	166.43
Prenol	600.98
Prenol	137.61
Prenol	383.99
Prenol	370.68
Prenol	1249.66
Prenol	394.75
Prenol	362.94
Prenol	636.36
Prenol	519.56
Prenol	517.64
Prenol	1109.96
Prenol	787.6
Prenol	906.59
Prenol	617.13
Prenol	1952.89
Prenol	796.04
Prenol	613.41
Prenol	1179.12
Prenol	492.9
Prenol	774.43
Prenol	287.76
Prenol	885.16
Prenol	547.15
Prenol	90.8
Prenol	193.97
Prenol	209.72
Prenol	658.09
Prenol	783.84
Prenol	873.39
Prenol	392.98
Prenol	507.76
Prenol	350.47
Prenol	348.92
Prenol	516.72
Prenol	465.15
Prenol	1768.31
Prenol	384.02
Prenol	1152.55
Prenol	847.61
Prenol	124.39
Prenol	680.05
Prenol	408.75
Prenol	431.63
Prenol	761.26
Prenol	565.16
Prenol	1022.83
Prenol	673.27
Prenol	616.04
Prenol	681.2
Prenol	647.7
Prenol	377.68
Prenol	631.11
Prenol	865.09
Prenol	112.54
Prenol	744.53
Prenol	1636.67
Prenol	313.74
Prenol	621.63
Prenol	764.41
Prenol	655.04
Prenol	335.76
Prenol	774.47
Prenol	315.9
Prenol	629.65
Prenol	623.76
Prenol	664.86
Prenol	321.91
Prenol	350.17
Prenol	161.84
Prenol	1467.85
Prenol	309.03
Prenol	556.65
Prenol	190.46
Prenol	107.09
Prenol	1146.62
Prenol	383.93
Prenol	121.68
Prenol	625.85
Prenol	900.94
Prenol	42.25
Prenol	549.67
Prenol	75.55
Prenol	1032.54
Prenol	437.02
Prenol	0.0
Prenol	301.74
Prenol	751.15
Prenol	946.55
Prenol	732.89
Prenol	0.0
Prenol	495.91
Prenol	0.0
Prenol	932.09
Prenol	334.42
Prenol	711.87
Prenol	584.74
Prenol	613.2
Prenol	284.84
Prenol	0.0
Prenol	64.88
Prenol	576.35
Prenol	826.31
Prenol	114.68
Prenol	450.21
Prenol	1454.82
Prenol	233.47
Prenol	243.53
Prenol	521.29
Prenol	1118.3
Prenol	511.65
Prenol	323.5
Prenol	693.3
Prenol	1941.19
Prenol	0.0
Prenol	1157.36
Prenol	503.77
Prenol	589.11
Prenol	1045.61
Prenol	625.94
Prenol	1541.19
Prenol	585.85
Prenol	758.36
Prenol	312.27
Prenol	550.79
Prenol	805.78
Prenol	276.69
Prenol	546.24
Prenol	969.13
Prenol	1331.32
Prenol	1398.88
Prenol	635.71
Prenol	584.62
Prenol	1510.0
Prenol	585.77
Prenol	521.17
Prenol	375.7
Prenol	757.16
Prenol	490.82
Prenol	461.7
Prenol	194.03
Prenol	777.75
Prenol	376.76
Prenol	555.88
Prenol	1027.41
Prenol	302.95
Prenol	0.0
Prenol	855.85
Prenol	637.32
Prenol	732.54
Prenol	585.17
Prenol	578.16
Prenol	331.09
Prenol	0.0
Prenol	718.62
Prenol	1178.11
Prenol	468.2
Prenol	368.01
Prenol	498.69
Prenol	567.58
Prenol	251.48
Prenol	664.49
Prenol	339.01
Prenol	677.71
Prenol	725.03
Prenol	504.36
Prenol	1513.82
Prenol	844.02
Prenol	495.68
Prenol	1297.85
Prenol	467.42
Prenol	875.86
Prenol	756.63
Prenol	671.44
Prenol	483.47
Prenol	445.45
Prenol	745.45
Prenol	1577.09
Prenol	704.75
Prenol	307.47
Prenol	816.15
Prenol	995.51
Prenol	447.41
Prenol	290.83
Prenol	772.8
Prenol	741.76
Prenol	497.95
Prenol	486.59
Prenol	772.71
Prenol	761.98
Prenol	643.7
Prenol	644.59
Prenol	463.36
Prenol	848.33
Prenol	1309.66
Prenol	190.91
Prenol	457.22
Prenol	205.76
Prenol	1569.85
Prenol	106.08
Prenol	1285.03
Prenol	484.12
Prenol	333.07
Prenol	512.9
Prenol	542.45
Prenol	637.73
Prenol	175.53
Prenol	112.72
Prenol	702.7
Prenol	709.68
Prenol	839.04
Prenol	1031.3
Prenol	412.98
Prenol	1144.01
Prenol	1147.89
Prenol	453.9
Prenol	1272.7
Prenol	529.03
Prenol	458.79
Prenol	1321.75
Prenol	665.96
Prenol	634.19
Prenol	120.45
Prenol	512.05
Prenol	562.42
Prenol	787.69
Prenol	1066.82
Prenol	616.5
Prenol	688.51
Prenol	1205.59
Prenol	248.38
Prenol	1012.97
Prenol	1172.04
Prenol	650.44
Prenol	0.0
Prenol	452.28
Prenol	152.45
Prenol	824.91
Prenol	522.89
Prenol	639.21
Prenol	626.58
Prenol	857.22
Prenol	1026.44
Prenol	790.37
Prenol	683.63
Prenol	864.98
Prenol	88.12
Prenol	829.25
Prenol	759.45
Prenol	1644.06
Prenol	0.0
Prenol	119.11
Prenol	332.33
Prenol	713.59
Prenol	505.71
Prenol	415.59
Prenol	478.05
Prenol	94.64
Prenol	338.87
Prenol	426.13
Prenol	750.95
Prenol	464.52
Prenol	393.77
Prenol	250.06
Prenol	479.25
Prenol	452.28
Prenol	200.03
Prenol	286.8
Prenol	643.42
Prenol	912.44
Prenol	125.6
Prenol	438.58
Prenol	233.04
Prenol	1016.21
Prenol	704.0
Prenol	661.43
Prenol	985.2
Prenol	1048.06
Prenol	234.98
Prenol	873.93
Prenol	1063.15
Prenol	154.35
Prenol	659.31
Prenol	1186.7
Prenol	883.36
Prenol	292.98
Prenol	1340.8
Prenol	1167.67
Prenol	828.42
Prenol	572.08
Prenol	298.82
Prenol	825.49
Prenol	160.43
Prenol	1367.16
Prenol	751.78
Prenol	215.27
Prenol	696.06
Prenol	915.59
Prenol	1385.34
Prenol	1098.16
Prenol	996.53
Prenol	1102.47
Prenol	607.37
Prenol	644.92
Prenol	446.67
Prenol	1531.38
Prenol	701.55
Prenol	237.53
Prenol	530.25
Prenol	616.06
Prenol	322.58
Prenol	660.96
Prenol	756.32
Prenol	63.86
Prenol	650.95
Prenol	386.66
Prenol	788.84
Prenol	365.03
Prenol	852.45
Prenol	1445.5
Prenol	561.97
Prenol	689.77
Prenol	474.44
Prenol	212.48
Prenol	329.37
Prenol	516.58
Prenol	229.01
Prenol	657.27
Prenol	196.83
Prenol	807.29
Prenol	924.29
Prenol	401.95
Prenol	749.48
Prenol	1343.69
Prenol	688.09
Prenol	506.17
Prenol	997.87
Prenol	813.24
Prenol	1042.1
Prenol	403.6
Prenol	901.41
Prenol	528.1
Prenol	843.36
Prenol	455.32
Prenol	654.66
Prenol	522.16
Prenol	121.23
Prenol	574.54
Prenol	237.21
Prenol	0.0
Prenol	624.44
Prenol	729.34
Prenol	746.99
Prenol	343.42
Prenol	665.75
Prenol	226.76
Prenol	537.96
Prenol	635.55
Prenol	413.31
Prenol	1007.44
Prenol	722.08
Prenol	312.18
Prenol	635.83
Prenol	565.29
Prenol	236.51
Prenol	632.04
Prenol	608.69
Prenol	268.83
Prenol	1205.9
Prenol	675.03
Prenol	564.49
Prenol	1454.14
Prenol	362.54
Prenol	319.92
Prenol	108.13
Prenol	548.0
Prenol	1673.64
Prenol	415.45
Prenol	539.45
Prenol	919.17
Prenol	0.0
Prenol	737.07
Prenol	373.3
Prenol	982.56
Prenol	789.5
Prenol	1128.41
Prenol	651.24
Prenol	795.35
Prenol	1681.73
Prenol	974.83
Prenol	205.12
Prenol	499.93
Prenol	667.16
Prenol	925.64
Prenol	213.55
Prenol	577.26
Prenol	583.19
Prenol	694.01
Prenol	1498.74
Prenol	610.75
Prenol	748.52
Prenol	851.9
Prenol	1141.72
Prenol	1521.76
Prenol	463.97
Prenol	934.14
Prenol	777.76
Prenol	187.5
Prenol	437.31
Prenol	1659.17
Prenol	603.55
Prenol	415.95
Prenol	205.32
Prenol	0.0
Prenol	920.21
Prenol	0.0
Prenol	360.88
Prenol	94.03
Prenol	804.13
Prenol	1108.01
Prenol	297.27
Prenol	272.3
Prenol	195.91
Prenol	126.02
Prenol	172.2
Prenol	570.0
Prenol	653.33
Prenol	54.91
Prenol	843.53
Prenol	363.28
Prenol	601.31
Prenol	586.25
Prenol	1042.53
Prenol	0.0
Prenol	1248.51
Prenol	840.95
Prenol	515.35
Prenol	417.91
Prenol	1552.14
Prenol	580.93
Prenol	1545.99
Prenol	809.92
Prenol	0.0
Prenol	1307.58
Prenol	1239.92
Prenol	1264.2
Prenol	509.0
Prenol	614.67
Prenol	692.81
Prenol	541.58
Prenol	918.38
Prenol	650.16
Prenol	97.1
Prenol	0.0
Prenol	114.83
Prenol	1244.65
Prenol	1034.69
Prenol	899.89
Prenol	807.5
Prenol	337.34
Prenol	628.89
Prenol	331.82
Prenol	1257.43
Prenol	809.47
Prenol	91.93
Prenol	844.6
Prenol	787.32
Prenol	912.54
Prenol	1278.84
Prenol	661.42
Prenol	537.42
Prenol	603.12
Prenol	1716.29
Prenol	424.49
Prenol	858.57
Prenol	1661.74
Prenol	0.0
Prenol	508.78
Prenol	723.63
Prenol	814.83
Prenol	1445.79
Prenol	414.47
Prenol	0.0
Prenol	709.19
Prenol	705.27
Prenol	629.16
Prenol	118.44
Prenol	521.29
Prenol	573.24
Prenol	276.85
Prenol	663.01
Prenol	785.72
Prenol	1089.88
Prenol	684.04
Prenol	820.98
Prenol	549.18
Prenol	571.23
Prenol	581.85
Prenol	644.55
Prenol	202.15
Prenol	1078.53
Prenol	386.22
Prenol	483.45
Prenol	756.54
Prenol	468.54
Prenol	660.16
Prenol	632.82
Prenol	640.25
Prenol	634.77
Prenol	1036.95
Prenol	166.28
Prenol	1115.2
Prenol	1148.23
Prenol	908.56
Prenol	741.66
Prenol	343.68
Prenol	1754.21
Prenol	515.73
Prenol	761.15
Prenol	617.81
Prenol	460.44
Prenol	710.47
Prenol	462.76
Prenol	1087.66
Prenol	118.88
Prenol	715.5
Prenol	407.07
Prenol	843.25
Prenol	1219.89
Prenol	438.01
Prenol	630.45
Prenol	837.49
Prenol	486.39
Prenol	466.15
Prenol	0.0
Prenol	260.75
Prenol	1357.2
Prenol	557.41
Prenol	726.35
Prenol	594.78
Prenol	493.55
Prenol	262.58
Prenol	637.31
Prenol	447.59
Prenol	664.93
Prenol	986.61
Prenol	1001.17
Prenol	249.71
Prenol	614.94
Prenol	657.95
Prenol	517.81
Prenol	129.22
Prenol	468.53
Prenol	581.06
Prenol	827.22
Prenol	1834.17
Prenol	550.34
Prenol	358.01
Prenol	310.47
Prenol	598.05
Prenol	1210.73
Prenol	621.45
Prenol	0.0
Prenol	119.34
Prenol	1132.01
Prenol	81.19
Prenol	622.75
Prenol	281.57
Prenol	1060.56
Prenol	554.52
Prenol	871.97
Prenol	607.13
Prenol	566.97
Prenol	756.13
Prenol	641.76
Prenol	632.03
Prenol	717.52
Prenol	687.44
Prenol	330.0
Prenol	530.53
Prenol	926.07
Prenol	1100.24
Prenol	971.5
Prenol	591.56
Prenol	527.12
Prenol	535.64
Prenol	593.15
Prenol	266.69
Prenol	716.94
Prenol	623.86
Prenol	981.09
Prenol	799.85
Prenol	887.47
Prenol	457.0
Prenol	0.0
Prenol	230.34
Prenol	877.71
Prenol	952.28
Prenol	53.7
Prenol	442.75
Prenol	1579.35
Prenol	1826.36
Prenol	1263.34
Prenol	630.58
Prenol	956.66
Prenol	356.63
Prenol	746.75
Prenol	592.12
Prenol	829.12
Prenol	409.32
Prenol	89.83
Prenol	824.23
Prenol	408.68
Prenol	969.52
Prenol	763.1
Prenol	174.29
Prenol	1004.01
Prenol	1301.43
Prenol	371.72
Prenol	528.99
Prenol	569.93
Prenol	1362.59
Prenol	506.4
Prenol	1476.78
Prenol	566.94
Prenol	625.57
Prenol	453.02
Prenol	888.88
Prenol	475.88
Prenol	614.0
Prenol	589.25
Prenol	277.28
Prenol	279.86
Prenol	776.58
Prenol	1017.14
Prenol	681.77
Prenol	379.52
Prenol	972.81
Prenol	421.83
Prenol	838.66
Prenol	607.57
Prenol	556.22
Prenol	572.32
Prenol	79.68
Prenol	416.96
Prenol	677.52
Prenol	121.51
Prenol	464.92
Prenol	531.94
Prenol	0.0
Prenol	0.0
Prenol	857.59
Prenol	785.23
Prenol	618.52
Prenol	836.87
Prenol	296.47
Prenol	455.88
Prenol	1342.59
Prenol	1156.19
Prenol	595.54
Prenol	379.77
Prenol	335.59
Prenol	704.31
Prenol	487.35
Prenol	806.63
Prenol	625.45
Prenol	947.41
Prenol	739.23
Prenol	1091.98
Prenol	518.7
Prenol	1355.83
Prenol	999.7
Prenol	875.47
Prenol	302.73
Prenol	691.8
Prenol	1622.19
Prenol	567.12
Prenol	548.08
Prenol	699.1
Prenol	232.06
Prenol	653.83
Prenol	1109.49
Prenol	820.9
Prenol	788.32
Prenol	750.23
Prenol	746.32
Prenol	569.81
Prenol	1237.83
Prenol	582.76
Prenol	604.66
Prenol	711.22
Prenol	344.48
Prenol	464.1
Prenol	256.12
Prenol	255.71
Prenol	691.83
Prenol	557.26
Prenol	30.9
Prenol	728.91
Prenol	546.15
Prenol	192.62
Prenol	398.43
Prenol	410.3
Prenol	1048.38
Prenol	659.14
Prenol	729.29
Prenol	591.96
Prenol	312.03
Prenol	1218.31
Prenol	869.42
Prenol	565.87
Prenol	352.01
Prenol	0.0
Prenol	756.97
Prenol	1180.27
Prenol	322.85
Prenol	87.55
Prenol	1338.42
Prenol	595.95
Prenol	572.71
Prenol	679.33
Prenol	990.29
Prenol	369.7
Prenol	455.9
Prenol	386.19
Prenol	1049.11
Prenol	263.26
Prenol	1055.25
Prenol	603.18
Prenol	976.49
Prenol	694.79
Prenol	1470.74
Prenol	675.62
Prenol	827.53
Prenol	285.23
Prenol	528.75
Prenol	410.12
Prenol	1489.54
Prenol	617.26
Prenol	835.07
Prenol	1020.57
Prenol	672.17
Prenol	35.53
Prenol	313.4
Prenol	137.06
Prenol	166.04
Prenol	258.43
Prenol	565.81
Prenol	474.97
Prenol	608.04
Prenol	56.37
Prenol	342.11
Prenol	1555.25
Prenol	395.14
Prenol	1610.07
Prenol	214.38
Prenol	1465.01
Prenol	873.69
Prenol	1105.84
Prenol	821.91
Prenol	349.43
Prenol	628.9
Prenol	1289.82
Prenol	204.13
Prenol	677.41
Prenol	369.88
Prenol	116.89
Prenol	967.39
Prenol	653.04
Prenol	482.85
Prenol	315.99
Prenol	1548.6
Prenol	778.29
Prenol	621.11
Prenol	381.21
Prenol	412.15
Prenol	385.35
Prenol	993.84
Prenol	210.04
Prenol	99.15
Prenol	653.73
Prenol	528.9
Prenol	382.22
Prenol	983.99
Prenol	665.56
Prenol	764.7
Prenol	652.53
Prenol	465.11
Prenol	295.96
Prenol	634.36
Prenol	783.64
Prenol	793.54
Prenol	282.58
Prenol	731.84
Prenol	732.54
Prenol	561.46
Prenol	236.87
Prenol	634.9
Prenol	290.49
Prenol	261.08
Prenol	623.75
Prenol	540.39
Prenol	260.26
Prenol	785.22
Prenol	56.84
Prenol	858.94
Prenol	322.64
Prenol	260.98
Prenol	561.61
Prenol	501.81
Prenol	352.13
Prenol	607.15
Prenol	122.35
Prenol	75.32
Prenol	321.66
Prenol	1431.94
Prenol	927.41
Prenol	406.2
Prenol	395.04
Prenol	252.12
Prenol	795.16
Prenol	611.18
Prenol	473.5
Prenol	984.26
Prenol	614.87
Prenol	543.96
Prenol	265.11
Prenol	723.06
Prenol	300.31
Prenol	193.39
Prenol	876.96
Prenol	759.18
Prenol	1440.1
Prenol	559.73
Prenol	468.38
Prenol	209.92
Prenol	429.57
Prenol	624.34
Prenol	698.99
Prenol	528.34
Prenol	315.68
Prenol	846.24
Prenol	731.49
Prenol	559.37
Prenol	814.29
Prenol	0.0
Prenol	0.0
Prenol	812.58
Prenol	391.38
Prenol	739.29
Prenol	752.33
Prenol	770.17
Prenol	1001.69
Prenol	0.0
Prenol	786.7
Prenol	410.81
Prenol	291.83
Prenol	749.88
Prenol	305.79
Prenol	767.85
Prenol	675.84
Prenol	32.4
Prenol	0.0
Prenol	629.09
Prenol	604.74
Prenol	807.97
Prenol	882.96
Prenol	681.01
Prenol	302.38
Prenol	1161.59
Prenol	294.97
Prenol	422.72
Prenol	29.26
Prenol	124.08
Prenol	1150.72
Prenol	523.87
Prenol	691.93
Prenol	390.93
Prenol	651.11
Prenol	975.15
Prenol	388.06
Prenol	880.25
Prenol	909.14
Prenol	810.52
Prenol	596.74
Prenol	0.0
Prenol	242.92
Prenol	327.14
Prenol	676.03
Prenol	524.8
Prenol	420.31
Prenol	544.34
Prenol	247.25
Prenol	490.81
Prenol	577.68
Prenol	643.76
Prenol	999.28
Prenol	638.18
Prenol	1218.55
Prenol	196.05
Prenol	464.58
Prenol	524.31
Prenol	1373.24
Prenol	633.42
Prenol	202.41
Prenol	945.27
Prenol	821.2
Prenol	707.62
Prenol	857.27
Prenol	1621.81
Prenol	1172.73
Prenol	386.57
Prenol	440.5
Prenol	603.73
Prenol	250.94
Prenol	1445.37
Prenol	269.69
Prenol	290.73
Prenol	300.97
Prenol	559.49
Prenol	0.0
Prenol	604.49
Prenol	381.35
Prenol	1289.15
Prenol	1358.17
Prenol	668.87
Prenol	650.65
Prenol	550.88
Prenol	85.88
Prenol	511.17
Prenol	56.11
Prenol	515.85
Prenol	668.88
Prenol	87.88
Prenol	760.51
Prenol	430.14
Prenol	504.32
Prenol	989.09
Prenol	123.84
Prenol	606.07
Prenol	740.54
Prenol	462.9
Prenol	620.52
Prenol	0.0
Prenol	285.28
Prenol	392.73
Prenol	653.29
Prenol	251.05
Prenol	410.26
Prenol	249.34
Prenol	494.68
Prenol	1335.11
Prenol	493.68
Prenol	431.4
Prenol	883.87
Prenol	407.84
Prenol	1218.99
Prenol	199.25
Prenol	502.65
Prenol	708.02
Prenol	366.65
Prenol	590.61
Prenol	515.03
Prenol	816.64
Prenol	597.64
Prenol	545.99
Prenol	645.34
Prenol	611.6
Prenol	327.36
Prenol	369.14
Prenol	196.08
Prenol	1386.3
Prenol	928.24
Prenol	880.43
Prenol	573.49
Prenol	1251.28
Prenol	614.75
Prenol	218.02
Prenol	251.87
Prenol	554.42
Prenol	636.23
Prenol	193.05
Prenol	477.79
Prenol	606.33
Prenol	549.11
Prenol	562.9
Prenol	458.89
Prenol	0.0
Prenol	109.91
Prenol	436.84
Prenol	601.62
Prenol	193.01
Prenol	27.19
Prenol	1025.84
Prenol	577.95
Prenol	204.15
Prenol	565.95
Prenol	484.2
Prenol	1060.67
Prenol	748.73
Prenol	248.29
Prenol	1807.78
Prenol	586.01
Prenol	200.15
Prenol	1126.9
Prenol	1361.73
Prenol	224.72
Prenol	1599.36
Prenol	1026.03
Prenol	1338.92
Prenol	1002.68
Prenol	392.4
Prenol	93.75
Prenol	479.18
Prenol	0.0
Prenol	659.86
Prenol	236.33
Prenol	863.02
Prenol	276.03
Prenol	617.24
Prenol	893.15
Prenol	1363.26
Prenol	576.66
Prenol	560.77
Prenol	188.86
Prenol	622.62
Prenol	1075.43
Prenol	1726.27
Prenol	940.83
Prenol	483.58
Prenol	1375.46
Prenol	553.44
Prenol	345.75
Prenol	433.35
Prenol	676.78
Prenol	1466.35
Prenol	388.07
Prenol	932.39
Prenol	248.8
Prenol	626.64
Prenol	734.03
Prenol	630.14
Prenol	391.0
Prenol	114.88
Prenol	445.27
Prenol	482.78
Prenol	983.66
Prenol	549.71
Prenol	83.73
Prenol	943.39
Prenol	61.35
Prenol	1072.48
Prenol	266.73
Prenol	1098.77
Prenol	525.39
Prenol	663.45
Prenol	763.97
Prenol	1482.39
Prenol	277.78
Prenol	305.01
Prenol	744.57
Prenol	360.52
Prenol	370.02
Prenol	399.22
Prenol	1063.27
Prenol	395.64
Prenol	564.58
Prenol	692.03
Prenol	442.62
Prenol	526.68
Prenol	871.28
Prenol	546.42
Prenol	287.65
Prenol	795.8
Prenol	286.9
Prenol	500.16
Prenol	232.59
Prenol	592.34
Prenol	300.97
Prenol	628.46
Prenol	364.01
Prenol	655.42
Prenol	55.97
Prenol	345.56
Prenol	387.5
Prenol	665.56
Prenol	638.23
Prenol	564.19
Prenol	481.3
Prenol	352.59
Prenol	985.63
Prenol	398.63
Prenol	1033.69
Prenol	742.47
Prenol	827.22
Prenol	105.72
Prenol	693.2
Prenol	139.83
Prenol	346.09
Prenol	970.17
Prenol	529.42
Prenol	458.87
Prenol	38.94
Prenol	204.28
Prenol	0.0
Prenol	701.58
Prenol	584.08
Prenol	462.81
Prenol	790.93
Prenol	37.02
Prenol	339.43
Prenol	627.52
Prenol	676.36
Prenol	536.88
Prenol	515.41
Prenol	1291.58
Prenol	31.39
Prenol	772.85
Prenol	589.62
Prenol	570.71
Prenol	1326.79
Prenol	382.9
Prenol	414.29
Prenol	421.47
Prenol	444.75
Prenol	636.96
Prenol	298.83
Prenol	948.03
Prenol	281.4
Prenol	790.16
Prenol	372.45
Prenol	208.84
Prenol	466.85
Prenol	513.34
Prenol	652.67
Prenol	446.14
Prenol	572.26
Prenol	829.84
Prenol	833.55
Prenol	0.0
Prenol	456.8
Prenol	26.79
Prenol	531.55
Prenol	296.19
Prenol	774.25
Prenol	604.23
Prenol	458.85
Prenol	385.7
Prenol	196.13
Prenol	655.71
Prenol	681.86
Prenol	1358.97
Prenol	151.71
Prenol	29.03
Prenol	26.97
Prenol	607.41
Prenol	241.76
Prenol	1059.01
Prenol	834.07
Prenol	368.1
Prenol	429.92
Prenol	622.2
Prenol	454.35
Prenol	1336.01
Prenol	651.16
Prenol	299.21
Prenol	850.49
Prenol	627.62
Prenol	832.18
Prenol	444.23
Prenol	203.91
Prenol	790.24
Prenol	347.71
Prenol	433.79
Prenol	536.05
Prenol	502.49
Prenol	423.42
Prenol	445.32
Prenol	703.3
Prenol	956.88
Prenol	423.61
Prenol	146.18
Prenol	533.33
Prenol	430.63
Prenol	594.41
Prenol	0.0
Prenol	864.19
Prenol	631.27
Prenol	586.17
Prenol	1492.46
Prenol	763.9
Prenol	148.64
Prenol	171.0
Prenol	196.17
Prenol	835.26
Prenol	877.57
Prenol	1174.03
Prenol	469.23
Prenol	222.41
Prenol	708.38
Prenol	1559.62
Prenol	260.74
Prenol	0.0
Prenol	1184.71
Prenol	191.93
Prenol	764.9
Prenol	456.46
Prenol	474.68
Prenol	384.42
Prenol	775.42
Prenol	828.37
Prenol	701.74
Prenol	677.42
Prenol	471.84
Prenol	780.08
Prenol	98.75
Prenol	1183.76
Prenol	915.23
Prenol	1533.36
Prenol	692.19
Prenol	717.14
Prenol	915.25
Prenol	333.04
Prenol	719.8
Prenol	597.24
Prenol	652.04
Prenol	860.7
Prenol	705.68
Prenol	1368.13
Prenol	606.32
Prenol	659.84
Prenol	603.17
Prenol	741.64
