class	as_max_dst
Glycerophospholipid	19.69
Glycerophospholipid	10.27
Glycerophospholipid	17.89
Glycerophospholipid	25.96
Glycerophospholipid	-1.0
Glycerophospholipid	8.97
Glycerophospholipid	27.52
Glycerophospholipid	9.95
Glycerophospholipid	29.39
Glycerophospholipid	10.43
Glycerophospholipid	9.51
Glycerophospholipid	17.07
Glycerophospholipid	11.42
Glycerophospholipid	-1.0
Glycerophospholipid	-1.0
Glycerophospholipid	4.24
Glycerophospholipid	-1.0
Glycerophospholipid	26.27
Glycerophospholipid	10.38
Glycerophospholipid	9.98
Glycerophospholipid	14.41
Glycerophospholipid	10.14
Glycerophospholipid	23.53
Glycerophospholipid	19.31
Glycerophospholipid	19.17
Glycerophospholipid	24.5
Glycerophospholipid	12.74
Glycerophospholipid	17.1
Glycerophospholipid	-1.0
Glycerophospholipid	17.37
Glycerophospholipid	14.68
Glycerophospholipid	17.89
Glycerophospholipid	12.66
Glycerophospholipid	11.5
Glycerophospholipid	20.18
Glycerophospholipid	25.36
Glycerophospholipid	28.01
Glycerophospholipid	13.21
Glycerophospholipid	13.24
Glycerophospholipid	10.1
Glycerophospholipid	10.15
Glycerophospholipid	-1.0
Glycerophospholipid	20.45
Glycerophospholipid	15.85
Glycerophospholipid	21.23
Glycerophospholipid	18.82
Glycerophospholipid	29.07
Glycerophospholipid	20.3
Glycerophospholipid	29.21
Glycerophospholipid	30.91
Glycerophospholipid	-1.0
Glycerophospholipid	18.19
Glycerophospholipid	4.18
Glycerophospholipid	24.01
Glycerophospholipid	25.61
Glycerophospholipid	16.55
Glycerophospholipid	22.23
Glycerophospholipid	17.31
Glycerophospholipid	26.57
Glycerophospholipid	20.06
Glycerophospholipid	17.29
Glycerophospholipid	17.1
Glycerophospholipid	-1.0
Glycerophospholipid	3.92
Glycerophospholipid	25.45
Glycerophospholipid	13.87
Glycerophospholipid	10.03
Glycerophospholipid	-1.0
Glycerophospholipid	24.28
Glycerophospholipid	6.67
Glycerophospholipid	21.08
Glycerophospholipid	12.2
Glycerophospholipid	6.56
Glycerophospholipid	12.54
Glycerophospholipid	16.92
Glycerophospholipid	22.78
Glycerophospholipid	10.48
Glycerophospholipid	7.9
Glycerophospholipid	26.87
Glycerophospholipid	14.66
Glycerophospholipid	-1.0
Glycerophospholipid	29.26
Glycerophospholipid	21.21
Glycerophospholipid	14.83
Glycerophospholipid	17.02
Glycerophospholipid	29.95
Glycerophospholipid	21.49
Glycerophospholipid	13.43
Glycerophospholipid	21.39
Glycerophospholipid	27.56
Glycerophospholipid	19.81
Glycerophospholipid	30.08
Glycerophospholipid	25.89
Glycerophospholipid	16.47
Glycerophospholipid	19.68
Glycerophospholipid	26.34
Glycerophospholipid	10.76
Glycerophospholipid	23.47
Glycerophospholipid	8.58
Glycerophospholipid	24.36
Glycerophospholipid	-1.0
Glycerophospholipid	23.55
Glycerophospholipid	14.06
Glycerophospholipid	30.29
Glycerophospholipid	17.22
Glycerophospholipid	18.54
Glycerophospholipid	15.05
Glycerophospholipid	-1.0
Glycerophospholipid	10.42
Glycerophospholipid	17.35
Glycerophospholipid	24.01
Glycerophospholipid	-1.0
Glycerophospholipid	13.8
Glycerophospholipid	15.95
Glycerophospholipid	15.91
Glycerophospholipid	22.47
Glycerophospholipid	10.05
Glycerophospholipid	25.83
Glycerophospholipid	-1.0
Glycerophospholipid	15.07
Glycerophospholipid	23.54
Glycerophospholipid	29.19
Glycerophospholipid	31.2
Glycerophospholipid	19.61
Glycerophospholipid	-1.0
Glycerophospholipid	17.0
Glycerophospholipid	25.45
Glycerophospholipid	5.03
Glycerophospholipid	-1.0
Glycerophospholipid	10.11
Glycerophospholipid	12.08
Glycerophospholipid	14.98
Glycerophospholipid	16.53
Glycerophospholipid	16.83
Glycerophospholipid	-1.0
Glycerophospholipid	17.43
Glycerophospholipid	15.82
Glycerophospholipid	8.6
Glycerophospholipid	11.56
Glycerophospholipid	25.87
Glycerophospholipid	23.27
Glycerophospholipid	22.37
Glycerophospholipid	20.57
Glycerophospholipid	-1.0
Glycerophospholipid	20.88
Glycerophospholipid	23.42
Glycerophospholipid	15.29
Glycerophospholipid	11.35
Glycerophospholipid	12.95
Glycerophospholipid	15.8
Glycerophospholipid	13.48
Glycerophospholipid	17.36
Glycerophospholipid	9.44
Glycerophospholipid	26.88
Glycerophospholipid	19.2
Glycerophospholipid	-1.0
Glycerophospholipid	21.34
Glycerophospholipid	10.54
Glycerophospholipid	1.44
Glycerophospholipid	10.63
Glycerophospholipid	24.96
Glycerophospholipid	13.13
Glycerophospholipid	11.62
Glycerophospholipid	9.03
Glycerophospholipid	7.55
Glycerophospholipid	29.45
Glycerophospholipid	20.42
Glycerophospholipid	2.55
Glycerophospholipid	12.22
Glycerophospholipid	25.41
Glycerophospholipid	18.94
Glycerophospholipid	19.22
Glycerophospholipid	10.2
Glycerophospholipid	20.13
Glycerophospholipid	13.72
Glycerophospholipid	25.69
Glycerophospholipid	17.38
Glycerophospholipid	19.79
Glycerophospholipid	16.94
Glycerophospholipid	-1.0
Glycerophospholipid	19.26
Glycerophospholipid	21.73
Glycerophospholipid	6.61
Glycerophospholipid	14.78
Glycerophospholipid	14.72
Glycerophospholipid	19.75
Glycerophospholipid	18.6
Glycerophospholipid	0.75
Glycerophospholipid	9.73
Glycerophospholipid	15.69
Glycerophospholipid	11.91
Glycerophospholipid	-1.0
Glycerophospholipid	21.15
Glycerophospholipid	21.77
Glycerophospholipid	14.86
Glycerophospholipid	23.15
Glycerophospholipid	16.44
Glycerophospholipid	14.17
Glycerophospholipid	12.02
Glycerophospholipid	-1.0
Glycerophospholipid	5.99
Glycerophospholipid	17.79
Glycerophospholipid	12.66
Glycerophospholipid	15.52
Glycerophospholipid	22.7
Glycerophospholipid	-1.0
Glycerophospholipid	9.59
Glycerophospholipid	10.59
Glycerophospholipid	10.19
Glycerophospholipid	25.6
Glycerophospholipid	-1.0
Glycerophospholipid	16.61
Glycerophospholipid	9.55
Glycerophospholipid	22.88
Glycerophospholipid	23.69
Glycerophospholipid	15.95
Glycerophospholipid	10.66
Glycerophospholipid	25.89
Glycerophospholipid	17.69
Glycerophospholipid	11.16
Glycerophospholipid	14.97
Glycerophospholipid	23.99
Glycerophospholipid	11.39
Glycerophospholipid	20.11
Glycerophospholipid	12.15
Glycerophospholipid	19.89
Glycerophospholipid	6.56
Glycerophospholipid	22.63
Glycerophospholipid	1.06
Glycerophospholipid	21.93
Glycerophospholipid	28.0
Glycerophospholipid	11.05
Glycerophospholipid	15.63
Glycerophospholipid	18.5
Glycerophospholipid	22.83
Glycerophospholipid	20.41
Glycerophospholipid	18.33
Glycerophospholipid	26.69
Glycerophospholipid	16.04
Glycerophospholipid	15.5
Glycerophospholipid	9.42
Glycerophospholipid	17.14
Glycerophospholipid	19.03
Glycerophospholipid	23.54
Glycerophospholipid	12.54
Glycerophospholipid	19.22
Glycerophospholipid	16.4
Glycerophospholipid	13.37
Glycerophospholipid	10.46
Glycerophospholipid	14.76
Glycerophospholipid	14.35
Glycerophospholipid	23.4
Glycerophospholipid	10.67
Glycerophospholipid	9.73
Glycerophospholipid	-1.0
Glycerophospholipid	15.76
Glycerophospholipid	10.0
Glycerophospholipid	14.8
Glycerophospholipid	12.57
Glycerophospholipid	8.07
Glycerophospholipid	26.41
Glycerophospholipid	18.09
Glycerophospholipid	18.38
Glycerophospholipid	10.21
Glycerophospholipid	23.29
Glycerophospholipid	-1.0
Glycerophospholipid	22.35
Glycerophospholipid	19.1
Glycerophospholipid	14.49
Glycerophospholipid	20.31
Glycerophospholipid	25.26
Glycerophospholipid	19.49
Glycerophospholipid	-1.0
Glycerophospholipid	9.59
Glycerophospholipid	20.01
Glycerophospholipid	19.99
Glycerophospholipid	8.29
Glycerophospholipid	4.55
Glycerophospholipid	25.94
Glycerophospholipid	2.59
Glycerophospholipid	23.29
Glycerophospholipid	11.7
Glycerophospholipid	18.33
Glycerophospholipid	17.35
Glycerophospholipid	10.92
Glycerophospholipid	24.94
Glycerophospholipid	19.9
Glycerophospholipid	30.74
Glycerophospholipid	29.81
Glycerophospholipid	20.06
Glycerophospholipid	10.7
Glycerophospholipid	24.56
Glycerophospholipid	20.1
Glycerophospholipid	12.13
Glycerophospholipid	17.83
Glycerophospholipid	9.69
Glycerophospholipid	16.52
Glycerophospholipid	1.51
Glycerophospholipid	11.42
Glycerophospholipid	21.25
Glycerophospholipid	14.01
Glycerophospholipid	21.6
Glycerophospholipid	15.18
Glycerophospholipid	8.04
Glycerophospholipid	10.11
Glycerophospholipid	4.15
Glycerophospholipid	4.63
Glycerophospholipid	24.9
Glycerophospholipid	27.14
Glycerophospholipid	27.46
Glycerophospholipid	22.67
Glycerophospholipid	11.26
Glycerophospholipid	20.24
Glycerophospholipid	17.68
Glycerophospholipid	14.03
Glycerophospholipid	11.41
Glycerophospholipid	17.9
Glycerophospholipid	11.98
Glycerophospholipid	20.61
Glycerophospholipid	24.2
Glycerophospholipid	23.03
Glycerophospholipid	8.46
Glycerophospholipid	9.52
Glycerophospholipid	14.31
Glycerophospholipid	7.0
Glycerophospholipid	-1.0
Glycerophospholipid	17.03
Glycerophospholipid	9.93
Glycerophospholipid	-1.0
Glycerophospholipid	15.93
Glycerophospholipid	10.56
Glycerophospholipid	28.78
Glycerophospholipid	-1.0
Glycerophospholipid	16.78
Glycerophospholipid	14.49
Glycerophospholipid	17.69
Glycerophospholipid	19.22
Glycerophospholipid	16.5
Glycerophospholipid	19.21
Glycerophospholipid	14.72
Glycerophospholipid	-1.0
Glycerophospholipid	2.06
Glycerophospholipid	5.79
Glycerophospholipid	20.21
Glycerophospholipid	13.17
Glycerophospholipid	8.26
Glycerophospholipid	10.25
Glycerophospholipid	16.49
Glycerophospholipid	15.97
Glycerophospholipid	13.9
Glycerophospholipid	19.62
Glycerophospholipid	8.69
Glycerophospholipid	19.97
Glycerophospholipid	11.66
Glycerophospholipid	14.46
Glycerophospholipid	11.57
Glycerophospholipid	18.52
Glycerophospholipid	-1.0
Glycerophospholipid	15.27
Glycerophospholipid	23.32
Glycerophospholipid	13.45
Glycerophospholipid	24.88
Glycerophospholipid	15.82
Glycerophospholipid	28.55
Glycerophospholipid	-1.0
Glycerophospholipid	20.94
Glycerophospholipid	23.38
Glycerophospholipid	25.37
Glycerophospholipid	25.45
Glycerophospholipid	32.46
Glycerophospholipid	17.46
Glycerophospholipid	17.99
Glycerophospholipid	11.04
Glycerophospholipid	16.09
Glycerophospholipid	19.99
Glycerophospholipid	4.59
Glycerophospholipid	24.53
Glycerophospholipid	14.43
Glycerophospholipid	20.77
Glycerophospholipid	28.45
Glycerophospholipid	26.92
Glycerophospholipid	15.42
Glycerophospholipid	8.53
Glycerophospholipid	18.52
Glycerophospholipid	9.72
Glycerophospholipid	20.44
Glycerophospholipid	16.23
Glycerophospholipid	15.16
Glycerophospholipid	20.21
Glycerophospholipid	19.13
Glycerophospholipid	19.1
Glycerophospholipid	13.79
Glycerophospholipid	6.75
Glycerophospholipid	14.65
Glycerophospholipid	16.56
Glycerophospholipid	15.99
Glycerophospholipid	9.44
Glycerophospholipid	15.57
Glycerophospholipid	24.29
Glycerophospholipid	24.88
Glycerophospholipid	29.42
Glycerophospholipid	19.15
Glycerophospholipid	23.2
Glycerophospholipid	22.17
Glycerophospholipid	5.7
Glycerophospholipid	6.6
Glycerophospholipid	10.66
Glycerophospholipid	25.41
Glycerophospholipid	22.9
Glycerophospholipid	13.9
Glycerophospholipid	6.69
Glycerophospholipid	20.68
Glycerophospholipid	14.15
Glycerophospholipid	-1.0
Glycerophospholipid	30.44
Glycerophospholipid	12.61
Glycerophospholipid	17.07
Glycerophospholipid	14.96
Glycerophospholipid	19.18
Glycerophospholipid	20.85
Glycerophospholipid	13.21
Glycerophospholipid	14.29
Glycerophospholipid	-1.0
Glycerophospholipid	8.02
Glycerophospholipid	8.48
Glycerophospholipid	11.3
Glycerophospholipid	13.2
Glycerophospholipid	12.7
Glycerophospholipid	19.9
Glycerophospholipid	23.88
Glycerophospholipid	23.47
Glycerophospholipid	18.38
Glycerophospholipid	17.54
Glycerophospholipid	15.49
Glycerophospholipid	13.73
Glycerophospholipid	16.02
Glycerophospholipid	22.26
Glycerophospholipid	17.09
Glycerophospholipid	19.16
Glycerophospholipid	19.04
Glycerophospholipid	24.47
Glycerophospholipid	25.09
Glycerophospholipid	-1.0
Glycerophospholipid	18.14
Glycerophospholipid	19.03
Glycerophospholipid	18.44
Glycerophospholipid	6.66
Glycerophospholipid	17.98
Glycerophospholipid	26.77
Glycerophospholipid	23.0
Glycerophospholipid	19.11
Glycerophospholipid	27.09
Glycerophospholipid	13.12
Glycerophospholipid	15.99
Glycerophospholipid	11.49
Glycerophospholipid	-1.0
Glycerophospholipid	26.19
Glycerophospholipid	18.89
Glycerophospholipid	26.41
Glycerophospholipid	-1.0
Glycerophospholipid	7.22
Glycerophospholipid	11.1
Glycerophospholipid	13.5
Glycerophospholipid	11.29
Glycerophospholipid	21.55
Glycerophospholipid	20.33
Glycerophospholipid	5.21
Glycerophospholipid	-1.0
Glycerophospholipid	19.67
Glycerophospholipid	22.46
Glycerophospholipid	10.02
Glycerophospholipid	11.09
Glycerophospholipid	15.97
Glycerophospholipid	10.03
Glycerophospholipid	17.47
Glycerophospholipid	10.32
Glycerophospholipid	25.75
Glycerophospholipid	9.35
Glycerophospholipid	3.26
Glycerophospholipid	19.38
Glycerophospholipid	16.48
Glycerophospholipid	20.11
Glycerophospholipid	14.94
Glycerophospholipid	-1.0
Glycerophospholipid	26.65
Glycerophospholipid	9.39
Glycerophospholipid	11.21
Glycerophospholipid	15.32
Glycerophospholipid	26.13
Glycerophospholipid	23.24
Glycerophospholipid	8.43
Glycerophospholipid	10.25
Glycerophospholipid	9.66
Glycerophospholipid	13.58
Glycerophospholipid	3.96
Glycerophospholipid	3.68
Glycerophospholipid	19.69
Glycerophospholipid	9.43
Glycerophospholipid	23.55
Glycerophospholipid	27.45
Glycerophospholipid	18.49
Glycerophospholipid	10.8
Glycerophospholipid	18.8
Glycerophospholipid	11.34
Glycerophospholipid	-1.0
Glycerophospholipid	5.75
Glycerophospholipid	30.47
Glycerophospholipid	14.93
Glycerophospholipid	20.55
Glycerophospholipid	20.66
Glycerophospholipid	9.28
Glycerophospholipid	16.25
Glycerophospholipid	4.32
Glycerophospholipid	-1.0
Glycerophospholipid	18.77
Glycerophospholipid	28.5
Glycerophospholipid	18.38
Glycerophospholipid	12.73
Glycerophospholipid	12.42
Glycerophospholipid	26.7
Glycerophospholipid	21.69
Glycerophospholipid	20.34
Glycerophospholipid	12.58
Glycerophospholipid	26.64
Glycerophospholipid	18.12
Glycerophospholipid	15.8
Glycerophospholipid	20.76
Glycerophospholipid	19.08
Glycerophospholipid	-1.0
Glycerophospholipid	24.58
Glycerophospholipid	14.43
Glycerophospholipid	7.86
Glycerophospholipid	20.89
Glycerophospholipid	24.55
Glycerophospholipid	20.85
Glycerophospholipid	16.21
Glycerophospholipid	2.09
Glycerophospholipid	22.25
Glycerophospholipid	11.29
Glycerophospholipid	7.11
Glycerophospholipid	-1.0
Glycerophospholipid	19.03
Glycerophospholipid	21.2
Glycerophospholipid	14.13
Glycerophospholipid	9.43
Glycerophospholipid	3.88
Glycerophospholipid	27.1
Glycerophospholipid	-1.0
Glycerophospholipid	20.98
Glycerophospholipid	26.55
Glycerophospholipid	18.67
Glycerophospholipid	16.48
Glycerophospholipid	14.01
Glycerophospholipid	-1.0
Glycerophospholipid	13.42
Glycerophospholipid	18.88
Glycerophospholipid	30.03
Glycerophospholipid	13.37
Glycerophospholipid	10.38
Glycerophospholipid	25.46
Glycerophospholipid	26.99
Glycerophospholipid	5.49
Glycerophospholipid	3.06
Glycerophospholipid	2.99
Glycerophospholipid	20.75
Glycerophospholipid	14.57
Glycerophospholipid	9.87
Glycerophospholipid	20.38
Glycerophospholipid	25.58
Glycerophospholipid	30.47
Glycerophospholipid	4.4
Glycerophospholipid	13.17
Glycerophospholipid	23.22
Glycerophospholipid	24.25
Glycerophospholipid	18.81
Glycerophospholipid	21.74
Glycerophospholipid	6.78
Glycerophospholipid	15.22
Glycerophospholipid	11.67
Glycerophospholipid	18.32
Glycerophospholipid	17.78
Glycerophospholipid	15.82
Glycerophospholipid	21.19
Glycerophospholipid	18.47
Glycerophospholipid	14.51
Glycerophospholipid	15.42
Glycerophospholipid	19.97
Glycerophospholipid	16.96
Glycerophospholipid	15.2
Glycerophospholipid	-1.0
Glycerophospholipid	17.94
Glycerophospholipid	23.77
Glycerophospholipid	30.52
Glycerophospholipid	16.15
Glycerophospholipid	15.6
Glycerophospholipid	22.21
Glycerophospholipid	14.12
Glycerophospholipid	21.91
Glycerophospholipid	19.37
Glycerophospholipid	19.5
Glycerophospholipid	22.77
Glycerophospholipid	26.08
Glycerophospholipid	-1.0
Glycerophospholipid	12.06
Glycerophospholipid	26.31
Glycerophospholipid	13.81
Glycerophospholipid	10.2
Glycerophospholipid	17.62
Glycerophospholipid	24.06
Glycerophospholipid	12.26
Glycerophospholipid	17.1
Glycerophospholipid	5.72
Glycerophospholipid	14.53
Glycerophospholipid	21.24
Glycerophospholipid	26.88
Glycerophospholipid	27.78
Glycerophospholipid	-1.0
Glycerophospholipid	0.81
Glycerophospholipid	18.21
Glycerophospholipid	13.91
Glycerophospholipid	8.67
Glycerophospholipid	19.78
Glycerophospholipid	25.4
Glycerophospholipid	16.89
Glycerophospholipid	25.24
Glycerophospholipid	5.51
Glycerophospholipid	-1.0
Glycerophospholipid	5.81
Glycerophospholipid	18.24
Glycerophospholipid	8.75
Glycerophospholipid	17.52
Glycerophospholipid	-1.0
Glycerophospholipid	13.27
Glycerophospholipid	8.66
Glycerophospholipid	14.78
Glycerophospholipid	9.67
Glycerophospholipid	17.99
Glycerophospholipid	15.23
Glycerophospholipid	15.9
Glycerophospholipid	6.85
Glycerophospholipid	26.89
Glycerophospholipid	20.56
Glycerophospholipid	27.35
Glycerophospholipid	3.21
Glycerophospholipid	17.7
Glycerophospholipid	19.82
Glycerophospholipid	3.65
Glycerophospholipid	17.9
Glycerophospholipid	6.22
Glycerophospholipid	10.5
Glycerophospholipid	10.27
Glycerophospholipid	27.41
Glycerophospholipid	14.9
Glycerophospholipid	20.31
Glycerophospholipid	14.23
Glycerophospholipid	15.18
Glycerophospholipid	21.99
Glycerophospholipid	31.13
Glycerophospholipid	14.34
Glycerophospholipid	19.24
Glycerophospholipid	18.75
Glycerophospholipid	12.77
Glycerophospholipid	10.51
Glycerophospholipid	-1.0
Glycerophospholipid	22.37
Glycerophospholipid	-1.0
Glycerophospholipid	24.96
Glycerophospholipid	25.14
Glycerophospholipid	26.22
Glycerophospholipid	15.21
Glycerophospholipid	7.57
Glycerophospholipid	20.87
Glycerophospholipid	18.65
Glycerophospholipid	6.73
Glycerophospholipid	14.73
Glycerophospholipid	15.75
Glycerophospholipid	24.36
Glycerophospholipid	19.82
Glycerophospholipid	30.47
Glycerophospholipid	17.78
Glycerophospholipid	15.95
Glycerophospholipid	15.72
Glycerophospholipid	-1.0
Glycerophospholipid	2.41
Glycerophospholipid	11.22
Glycerophospholipid	22.77
Glycerophospholipid	10.71
Glycerophospholipid	17.98
Glycerophospholipid	4.87
Glycerophospholipid	14.82
Glycerophospholipid	29.23
Glycerophospholipid	23.14
Glycerophospholipid	14.86
Glycerophospholipid	23.49
Glycerophospholipid	15.19
Glycerophospholipid	16.83
Glycerophospholipid	23.63
Glycerophospholipid	21.56
Glycerophospholipid	25.26
Glycerophospholipid	19.41
Glycerophospholipid	6.4
Glycerophospholipid	14.77
Glycerophospholipid	17.97
Glycerophospholipid	19.4
Glycerophospholipid	18.89
Glycerophospholipid	22.75
Glycerophospholipid	25.9
Glycerophospholipid	13.85
Glycerophospholipid	17.17
Glycerophospholipid	18.14
Glycerophospholipid	9.4
Glycerophospholipid	24.0
Glycerophospholipid	24.14
Glycerophospholipid	11.52
Glycerophospholipid	18.89
Glycerophospholipid	24.99
Glycerophospholipid	10.92
Glycerophospholipid	12.58
Glycerophospholipid	27.28
Glycerophospholipid	11.45
Glycerophospholipid	30.6
Glycerophospholipid	19.63
Glycerophospholipid	8.47
Glycerophospholipid	28.76
Glycerophospholipid	-1.0
Glycerophospholipid	9.66
Glycerophospholipid	10.39
Glycerophospholipid	15.98
Glycerophospholipid	-1.0
Glycerophospholipid	-1.0
Glycerophospholipid	14.22
Glycerophospholipid	21.87
Glycerophospholipid	9.01
Glycerophospholipid	9.58
Glycerophospholipid	18.92
Glycerophospholipid	9.73
Glycerophospholipid	17.74
Glycerophospholipid	19.1
Glycerophospholipid	13.48
Glycerophospholipid	22.38
Glycerophospholipid	31.43
Glycerophospholipid	14.72
Glycerophospholipid	20.57
Glycerophospholipid	2.88
Glycerophospholipid	13.19
Glycerophospholipid	12.84
Glycerophospholipid	8.27
Glycerophospholipid	30.1
Glycerophospholipid	-1.0
Glycerophospholipid	10.05
Glycerophospholipid	10.5
Glycerophospholipid	20.23
Glycerophospholipid	10.45
Glycerophospholipid	19.08
Glycerophospholipid	-1.0
Glycerophospholipid	10.41
Glycerophospholipid	5.23
Glycerophospholipid	9.87
Glycerophospholipid	15.38
Glycerophospholipid	4.12
Glycerophospholipid	21.11
Glycerophospholipid	15.76
Glycerophospholipid	-1.0
Glycerophospholipid	-1.0
Glycerophospholipid	14.73
Glycerophospholipid	14.0
Glycerophospholipid	6.38
Glycerophospholipid	8.11
Glycerophospholipid	4.69
Glycerophospholipid	-1.0
Glycerophospholipid	19.6
Glycerophospholipid	13.49
Glycerophospholipid	12.84
Glycerophospholipid	10.08
Glycerophospholipid	4.6
Glycerophospholipid	22.26
Glycerophospholipid	9.42
Glycerophospholipid	21.37
Glycerophospholipid	7.07
Glycerophospholipid	2.6
Glycerophospholipid	14.54
Glycerophospholipid	27.18
Glycerophospholipid	20.08
Glycerophospholipid	7.79
Glycerophospholipid	-1.0
Glycerophospholipid	12.62
Glycerophospholipid	11.6
Glycerophospholipid	18.58
Glycerophospholipid	18.89
Glycerophospholipid	18.14
Glycerophospholipid	10.33
Glycerophospholipid	26.4
Glycerophospholipid	12.8
Glycerophospholipid	24.94
Glycerophospholipid	22.99
Glycerophospholipid	17.82
Glycerophospholipid	19.66
Glycerophospholipid	20.62
Glycerophospholipid	9.16
Glycerophospholipid	12.77
Glycerophospholipid	17.48
Glycerophospholipid	22.88
Glycerophospholipid	17.62
Glycerophospholipid	17.97
Glycerophospholipid	26.73
Glycerophospholipid	12.84
Glycerophospholipid	12.99
Glycerophospholipid	11.47
Glycerophospholipid	22.88
Glycerophospholipid	24.58
Glycerophospholipid	9.78
Glycerophospholipid	18.37
Glycerophospholipid	17.47
Glycerophospholipid	20.66
Glycerophospholipid	28.93
Glycerophospholipid	15.9
Glycerophospholipid	24.43
Glycerophospholipid	-1.0
Glycerophospholipid	17.02
Glycerophospholipid	12.97
Glycerophospholipid	23.09
Glycerophospholipid	10.4
Glycerophospholipid	15.12
Glycerophospholipid	12.69
Glycerophospholipid	25.42
Glycerophospholipid	19.18
Glycerophospholipid	12.74
Glycerophospholipid	11.5
Glycerophospholipid	9.15
Glycerophospholipid	20.84
Glycerophospholipid	23.43
Glycerophospholipid	15.2
Glycerophospholipid	15.76
Glycerophospholipid	27.54
Glycerophospholipid	22.86
Glycerophospholipid	12.98
Glycerophospholipid	15.61
Glycerophospholipid	23.07
Glycerophospholipid	4.22
Glycerophospholipid	14.41
Glycerophospholipid	13.02
Glycerophospholipid	-1.0
Glycerophospholipid	13.75
Glycerophospholipid	23.16
Glycerophospholipid	15.91
Glycerophospholipid	16.71
Glycerophospholipid	12.5
Glycerophospholipid	28.4
Glycerophospholipid	27.26
Glycerophospholipid	-1.0
Glycerophospholipid	15.41
Glycerophospholipid	-1.0
Glycerophospholipid	21.22
Glycerophospholipid	12.04
Glycerophospholipid	7.74
Glycerophospholipid	27.19
Glycerophospholipid	14.56
Glycerophospholipid	20.73
Glycerophospholipid	13.19
Glycerophospholipid	18.61
Glycerophospholipid	12.39
Glycerophospholipid	10.85
Glycerophospholipid	19.78
Glycerophospholipid	11.65
Glycerophospholipid	8.86
Glycerophospholipid	18.7
Glycerophospholipid	18.51
Glycerophospholipid	6.07
Glycerophospholipid	13.98
Glycerophospholipid	14.58
Glycerophospholipid	9.06
Glycerophospholipid	28.71
Glycerophospholipid	18.01
Glycerophospholipid	19.95
Glycerophospholipid	19.67
Glycerophospholipid	11.64
Glycerophospholipid	15.01
Glycerophospholipid	19.01
Glycerophospholipid	19.45
Glycerophospholipid	10.35
Glycerophospholipid	17.72
Glycerophospholipid	21.3
Glycerophospholipid	13.33
Glycerophospholipid	13.19
Glycerophospholipid	22.27
Glycerophospholipid	-1.0
Glycerophospholipid	20.32
Glycerophospholipid	18.5
Glycerophospholipid	16.99
Glycerophospholipid	17.71
Glycerophospholipid	25.6
Glycerophospholipid	23.37
Glycerophospholipid	20.66
Glycerophospholipid	-1.0
Glycerophospholipid	19.7
Glycerophospholipid	29.38
Glycerophospholipid	10.03
Glycerophospholipid	7.71
Glycerophospholipid	18.65
Glycerophospholipid	15.19
Glycerophospholipid	21.53
Glycerophospholipid	9.21
Glycerophospholipid	13.85
Glycerophospholipid	25.98
Glycerophospholipid	35.24
Glycerophospholipid	8.39
Glycerophospholipid	18.94
Glycerophospholipid	17.83
Glycerophospholipid	12.73
Glycerophospholipid	9.47
Glycerophospholipid	22.4
Glycerophospholipid	12.94
Glycerophospholipid	6.64
Glycerophospholipid	21.7
Glycerophospholipid	18.43
Glycerophospholipid	10.64
Glycerophospholipid	19.76
Glycerophospholipid	12.56
Glycerophospholipid	10.34
Glycerophospholipid	10.68
Glycerophospholipid	20.59
Glycerophospholipid	22.21
Glycerophospholipid	-1.0
Glycerophospholipid	19.63
Glycerophospholipid	-1.0
Glycerophospholipid	34.27
Glycerophospholipid	24.93
Glycerophospholipid	23.62
Glycerophospholipid	19.61
Glycerophospholipid	17.11
Glycerophospholipid	23.98
Glycerophospholipid	14.24
Glycerophospholipid	21.03
Glycerophospholipid	21.57
Glycerophospholipid	8.18
Glycerophospholipid	22.56
Glycerophospholipid	13.95
Glycerophospholipid	25.09
Glycerophospholipid	20.98
Glycerophospholipid	18.87
Glycerophospholipid	12.32
Glycerophospholipid	30.95
Glycerophospholipid	22.53
Glycerophospholipid	21.61
Glycerophospholipid	14.26
Glycerophospholipid	-1.0
Glycerophospholipid	20.24
Glycerophospholipid	13.27
Glycerophospholipid	16.88
Glycerophospholipid	2.53
Glycerophospholipid	17.08
Glycerophospholipid	10.79
Glycerophospholipid	21.77
Glycerophospholipid	19.06
Glycerophospholipid	17.06
Glycerophospholipid	18.33
Glycerophospholipid	1.55
Glycerophospholipid	8.83
Glycerophospholipid	8.23
Glycerophospholipid	21.94
Glycerophospholipid	5.74
Glycerophospholipid	13.39
Glycerophospholipid	23.34
Glycerophospholipid	3.88
Glycerophospholipid	25.49
Glycerophospholipid	28.02
Glycerophospholipid	16.49
Glycerophospholipid	-1.0
Glycerophospholipid	15.47
Glycerophospholipid	26.25
Glycerophospholipid	2.88
Glycerophospholipid	15.34
Glycerophospholipid	15.97
Glycerophospholipid	21.08
Glycerophospholipid	14.25
Glycerophospholipid	0.76
Glycerophospholipid	12.13
Glycerophospholipid	18.3
Glycerophospholipid	19.57
Glycerophospholipid	15.7
Glycerophospholipid	7.33
Glycerophospholipid	22.78
Glycerophospholipid	8.87
Glycerophospholipid	16.56
Glycerophospholipid	17.05
Glycerophospholipid	19.36
Glycerophospholipid	21.92
Glycerophospholipid	21.65
Glycerophospholipid	24.66
Glycerophospholipid	8.24
Glycerophospholipid	7.99
Glycerophospholipid	23.14
Glycerophospholipid	31.45
Glycerophospholipid	21.58
