class	as_max_dst
Prenol	29.11
Prenol	26.58
Prenol	30.75
Prenol	17.73
Prenol	13.57
Prenol	1.69
Prenol	13.9
Prenol	28.62
Prenol	29.69
Prenol	30.65
Prenol	29.66
Prenol	21.01
Prenol	29.91
Prenol	16.02
Prenol	12.63
Prenol	9.16
Prenol	4.85
Prenol	12.57
Prenol	13.88
Prenol	4.95
Prenol	8.19
Prenol	11.91
Prenol	18.57
Prenol	-1.0
Prenol	31.18
Prenol	13.11
Prenol	12.09
Prenol	13.4
Prenol	12.72
Prenol	28.67
Prenol	32.12
Prenol	26.03
Prenol	16.0
Prenol	5.73
Prenol	10.16
Prenol	30.12
Prenol	22.39
Prenol	24.88
Prenol	20.55
Prenol	8.45
Prenol	22.64
Prenol	19.39
Prenol	11.75
Prenol	18.74
Prenol	20.59
Prenol	30.94
Prenol	8.88
Prenol	24.62
Prenol	27.03
Prenol	27.7
Prenol	19.49
Prenol	-1.0
Prenol	31.93
Prenol	17.84
Prenol	12.87
Prenol	11.38
Prenol	9.76
Prenol	14.68
Prenol	31.62
Prenol	16.5
Prenol	9.66
Prenol	15.19
Prenol	24.02
Prenol	20.94
Prenol	10.5
Prenol	23.69
Prenol	12.56
Prenol	27.81
Prenol	2.21
Prenol	10.82
Prenol	17.27
Prenol	20.45
Prenol	9.26
Prenol	19.12
Prenol	12.47
Prenol	10.2
Prenol	23.01
Prenol	25.11
Prenol	30.36
Prenol	18.65
Prenol	30.29
Prenol	12.83
Prenol	14.36
Prenol	21.2
Prenol	9.06
Prenol	20.62
Prenol	8.0
Prenol	19.52
Prenol	8.62
Prenol	23.82
Prenol	29.34
Prenol	10.24
Prenol	23.97
Prenol	28.53
Prenol	5.53
Prenol	21.82
Prenol	15.17
Prenol	29.76
Prenol	21.48
Prenol	27.94
Prenol	26.36
Prenol	27.28
Prenol	27.67
Prenol	13.12
Prenol	8.31
Prenol	27.46
Prenol	16.21
Prenol	9.79
Prenol	29.58
Prenol	11.57
Prenol	31.34
Prenol	15.63
Prenol	29.35
Prenol	32.67
Prenol	9.26
Prenol	15.84
Prenol	16.44
Prenol	12.79
Prenol	19.62
Prenol	29.02
Prenol	19.15
Prenol	9.52
Prenol	31.53
Prenol	16.36
Prenol	12.49
Prenol	29.59
Prenol	27.67
Prenol	10.06
Prenol	6.22
Prenol	19.78
Prenol	31.04
Prenol	12.01
Prenol	16.21
Prenol	28.25
Prenol	29.12
Prenol	19.12
Prenol	24.15
Prenol	11.65
Prenol	24.37
Prenol	29.51
Prenol	15.63
Prenol	10.32
Prenol	11.19
Prenol	29.1
Prenol	18.4
Prenol	30.82
Prenol	10.66
Prenol	27.61
Prenol	19.56
Prenol	30.97
Prenol	19.18
Prenol	10.5
Prenol	13.05
Prenol	20.28
Prenol	14.41
Prenol	29.56
Prenol	25.22
Prenol	25.28
Prenol	13.71
Prenol	29.12
Prenol	14.69
Prenol	18.2
Prenol	29.74
Prenol	24.96
Prenol	31.82
Prenol	20.42
Prenol	12.47
Prenol	24.18
Prenol	36.08
Prenol	11.75
Prenol	15.73
Prenol	12.52
Prenol	26.6
Prenol	21.08
Prenol	28.03
Prenol	16.92
Prenol	12.7
Prenol	18.63
Prenol	29.7
Prenol	19.98
Prenol	24.69
Prenol	13.86
Prenol	25.95
Prenol	24.19
Prenol	24.15
Prenol	-1.0
Prenol	13.03
Prenol	28.53
Prenol	19.68
Prenol	18.82
Prenol	-1.0
Prenol	30.48
Prenol	14.67
Prenol	28.0
Prenol	27.59
Prenol	20.63
Prenol	18.78
Prenol	-1.0
Prenol	14.65
Prenol	17.91
Prenol	27.58
Prenol	28.68
Prenol	9.38
Prenol	20.58
Prenol	32.11
Prenol	20.48
Prenol	17.54
Prenol	24.4
Prenol	8.26
Prenol	43.7
Prenol	29.39
Prenol	19.85
Prenol	8.61
Prenol	12.49
Prenol	9.7
Prenol	22.86
Prenol	8.36
Prenol	31.47
Prenol	12.9
Prenol	21.27
Prenol	16.72
Prenol	28.21
Prenol	9.37
Prenol	21.75
Prenol	24.41
Prenol	5.6
Prenol	13.96
Prenol	20.23
Prenol	25.46
Prenol	28.91
Prenol	22.6
Prenol	32.45
Prenol	20.68
Prenol	11.24
Prenol	25.8
Prenol	28.2
Prenol	23.37
Prenol	14.23
Prenol	11.62
Prenol	24.42
Prenol	25.87
Prenol	1.96
Prenol	14.43
Prenol	7.14
Prenol	14.74
Prenol	14.4
Prenol	11.82
Prenol	31.13
Prenol	30.0
Prenol	7.1
Prenol	14.93
Prenol	24.21
Prenol	9.51
Prenol	16.27
Prenol	24.45
Prenol	19.79
Prenol	29.24
Prenol	22.72
Prenol	5.87
Prenol	33.26
Prenol	18.24
Prenol	28.61
Prenol	14.9
Prenol	22.56
Prenol	14.03
Prenol	31.82
Prenol	18.14
Prenol	22.82
Prenol	26.84
Prenol	25.14
Prenol	13.98
Prenol	5.3
Prenol	26.29
Prenol	31.19
Prenol	6.93
Prenol	30.28
Prenol	13.18
Prenol	28.41
Prenol	11.56
Prenol	9.94
Prenol	31.09
Prenol	10.88
Prenol	26.08
Prenol	31.16
Prenol	33.9
Prenol	20.44
Prenol	30.16
Prenol	27.63
Prenol	-1.0
Prenol	39.66
Prenol	13.27
Prenol	3.9
Prenol	25.34
Prenol	10.87
Prenol	29.37
Prenol	8.63
Prenol	21.02
Prenol	28.03
Prenol	18.96
Prenol	14.66
Prenol	20.96
Prenol	14.19
Prenol	14.0
Prenol	3.46
Prenol	17.64
Prenol	31.34
Prenol	29.71
Prenol	29.22
Prenol	30.0
Prenol	29.83
Prenol	31.4
Prenol	10.21
Prenol	16.32
Prenol	10.43
Prenol	24.07
Prenol	30.81
Prenol	11.14
Prenol	11.96
Prenol	27.25
Prenol	16.51
Prenol	7.44
Prenol	28.65
Prenol	3.41
Prenol	0.2
Prenol	10.24
Prenol	24.61
Prenol	29.01
Prenol	10.05
Prenol	10.96
Prenol	32.22
Prenol	15.33
Prenol	29.14
Prenol	29.28
Prenol	19.12
Prenol	15.74
Prenol	17.86
Prenol	22.26
Prenol	33.7
Prenol	-1.0
Prenol	25.85
Prenol	14.54
Prenol	15.41
Prenol	12.38
Prenol	22.84
Prenol	15.64
Prenol	8.36
Prenol	31.63
Prenol	19.11
Prenol	23.56
Prenol	15.1
Prenol	31.34
Prenol	6.26
Prenol	18.78
Prenol	33.25
Prenol	20.49
Prenol	20.75
Prenol	28.53
Prenol	15.89
Prenol	22.55
Prenol	28.4
Prenol	30.48
Prenol	5.7
Prenol	5.43
Prenol	31.2
Prenol	10.0
Prenol	5.21
Prenol	24.42
Prenol	12.5
Prenol	21.04
Prenol	11.14
Prenol	12.84
Prenol	10.32
Prenol	22.01
Prenol	25.47
Prenol	-1.0
Prenol	13.82
Prenol	15.13
Prenol	14.57
Prenol	12.63
Prenol	4.2
Prenol	29.03
Prenol	16.49
Prenol	19.16
Prenol	14.88
Prenol	14.08
Prenol	5.5
Prenol	7.5
Prenol	30.08
Prenol	5.12
Prenol	30.13
Prenol	14.9
Prenol	22.9
Prenol	27.2
Prenol	23.7
Prenol	28.95
Prenol	28.37
Prenol	-1.0
Prenol	30.87
Prenol	10.87
Prenol	30.11
Prenol	17.95
Prenol	30.14
Prenol	19.53
Prenol	27.12
Prenol	19.09
Prenol	19.13
Prenol	15.21
Prenol	31.81
Prenol	11.51
Prenol	23.65
Prenol	3.87
Prenol	7.82
Prenol	25.2
Prenol	12.95
Prenol	31.21
Prenol	-1.0
Prenol	-1.0
Prenol	7.9
Prenol	15.74
Prenol	30.21
Prenol	23.31
Prenol	10.27
Prenol	4.42
Prenol	24.63
Prenol	20.58
Prenol	15.06
Prenol	4.88
Prenol	9.01
Prenol	33.17
Prenol	32.42
Prenol	28.43
Prenol	13.88
Prenol	27.65
Prenol	21.83
Prenol	-1.0
Prenol	31.03
Prenol	1.55
Prenol	29.85
Prenol	16.26
Prenol	35.07
Prenol	24.03
Prenol	13.77
Prenol	20.63
Prenol	1.83
Prenol	29.4
Prenol	15.4
Prenol	19.2
Prenol	28.34
Prenol	30.59
Prenol	26.88
Prenol	16.48
Prenol	-1.0
Prenol	-1.0
Prenol	9.27
Prenol	6.67
Prenol	27.12
Prenol	31.49
Prenol	31.85
Prenol	30.46
Prenol	19.1
Prenol	22.78
Prenol	21.61
Prenol	8.57
Prenol	-1.0
Prenol	20.46
Prenol	29.57
Prenol	32.56
Prenol	21.84
Prenol	21.59
Prenol	30.88
Prenol	30.77
Prenol	-1.0
Prenol	15.35
Prenol	14.37
Prenol	24.99
Prenol	25.83
Prenol	21.22
Prenol	-1.0
Prenol	13.49
Prenol	14.87
Prenol	18.76
Prenol	18.29
Prenol	17.18
Prenol	32.04
Prenol	6.79
Prenol	33.23
Prenol	31.51
Prenol	29.92
Prenol	27.62
Prenol	25.12
Prenol	31.68
Prenol	10.7
Prenol	7.65
Prenol	10.85
Prenol	30.86
Prenol	36.39
Prenol	6.43
Prenol	14.98
Prenol	-1.0
Prenol	7.37
Prenol	18.74
Prenol	26.18
Prenol	30.79
Prenol	29.53
Prenol	18.23
Prenol	11.09
Prenol	27.28
Prenol	20.36
Prenol	21.34
Prenol	20.6
Prenol	27.9
Prenol	9.21
Prenol	31.31
Prenol	1.02
Prenol	9.62
Prenol	7.02
Prenol	20.88
Prenol	13.89
Prenol	32.67
Prenol	34.2
Prenol	11.14
Prenol	15.33
Prenol	24.16
Prenol	19.22
Prenol	17.71
Prenol	16.75
Prenol	18.63
Prenol	12.08
Prenol	17.83
Prenol	12.84
Prenol	30.69
Prenol	22.56
Prenol	30.61
Prenol	14.84
Prenol	17.75
Prenol	14.22
Prenol	27.29
Prenol	16.21
Prenol	19.5
Prenol	21.0
Prenol	11.18
Prenol	31.86
Prenol	34.63
Prenol	18.37
Prenol	34.99
Prenol	28.69
Prenol	27.37
Prenol	30.61
Prenol	33.71
Prenol	-1.0
Prenol	9.26
Prenol	22.75
Prenol	28.77
Prenol	15.99
Prenol	19.17
Prenol	30.65
Prenol	6.04
Prenol	21.89
Prenol	23.95
Prenol	-1.0
Prenol	27.87
Prenol	32.7
Prenol	23.96
Prenol	28.52
Prenol	13.77
Prenol	30.57
Prenol	28.7
Prenol	8.31
Prenol	7.36
Prenol	10.47
Prenol	15.15
Prenol	3.11
Prenol	16.41
Prenol	25.02
Prenol	14.96
Prenol	27.09
Prenol	20.77
Prenol	4.15
Prenol	31.01
Prenol	6.38
Prenol	11.24
Prenol	14.07
Prenol	26.61
Prenol	-1.0
Prenol	14.42
Prenol	30.83
Prenol	29.07
Prenol	9.83
Prenol	19.66
Prenol	10.65
Prenol	19.71
Prenol	32.69
Prenol	31.22
Prenol	15.94
Prenol	31.21
Prenol	16.37
Prenol	16.02
Prenol	7.86
Prenol	11.9
Prenol	10.61
Prenol	17.64
Prenol	25.83
Prenol	19.44
Prenol	5.74
Prenol	21.89
Prenol	29.32
Prenol	10.25
Prenol	19.27
Prenol	18.27
Prenol	9.28
Prenol	8.25
Prenol	27.95
Prenol	17.45
Prenol	30.23
Prenol	20.05
Prenol	4.51
Prenol	9.72
Prenol	29.96
Prenol	13.12
Prenol	11.52
Prenol	8.41
Prenol	26.15
Prenol	16.36
Prenol	15.12
Prenol	28.92
Prenol	7.67
Prenol	-1.0
Prenol	30.48
Prenol	30.18
Prenol	21.68
Prenol	31.16
Prenol	8.09
Prenol	14.08
Prenol	-1.0
Prenol	18.09
Prenol	29.68
Prenol	29.92
Prenol	-1.0
Prenol	21.62
Prenol	31.77
Prenol	7.1
Prenol	12.23
Prenol	14.06
Prenol	18.63
Prenol	23.49
Prenol	24.31
Prenol	17.87
Prenol	20.68
Prenol	8.57
Prenol	23.26
Prenol	22.57
Prenol	28.17
Prenol	19.46
Prenol	32.93
Prenol	15.42
Prenol	22.14
Prenol	13.36
Prenol	-1.0
Prenol	28.81
Prenol	12.06
Prenol	34.28
Prenol	16.92
Prenol	14.47
Prenol	12.08
Prenol	24.48
Prenol	7.7
Prenol	28.38
Prenol	6.25
Prenol	20.08
Prenol	21.2
Prenol	32.29
Prenol	15.32
Prenol	11.25
Prenol	22.77
Prenol	11.36
Prenol	13.04
Prenol	15.08
Prenol	14.62
Prenol	21.14
Prenol	8.45
Prenol	10.07
Prenol	11.04
Prenol	32.34
Prenol	12.72
Prenol	26.92
Prenol	31.24
Prenol	7.32
Prenol	10.83
Prenol	8.79
Prenol	12.86
Prenol	13.22
Prenol	1.91
Prenol	10.17
Prenol	11.92
Prenol	13.61
Prenol	22.62
Prenol	14.35
Prenol	19.75
Prenol	14.81
Prenol	13.99
Prenol	11.88
Prenol	12.83
Prenol	12.65
Prenol	9.07
Prenol	18.61
Prenol	11.35
Prenol	10.15
Prenol	28.52
Prenol	28.26
Prenol	20.51
Prenol	11.61
Prenol	19.11
Prenol	17.04
Prenol	15.33
Prenol	13.93
Prenol	14.72
Prenol	27.59
Prenol	31.23
Prenol	19.03
Prenol	7.16
Prenol	6.44
Prenol	8.73
Prenol	18.79
Prenol	30.57
Prenol	30.66
Prenol	12.79
Prenol	27.44
Prenol	-1.0
Prenol	19.25
Prenol	8.44
Prenol	13.26
Prenol	34.32
Prenol	21.76
Prenol	11.04
Prenol	30.97
Prenol	14.59
Prenol	30.14
Prenol	10.17
Prenol	20.85
Prenol	29.36
Prenol	10.25
Prenol	22.97
Prenol	23.45
Prenol	16.37
Prenol	17.78
Prenol	21.88
Prenol	12.35
Prenol	26.41
Prenol	8.93
Prenol	14.3
Prenol	22.83
Prenol	8.65
Prenol	-1.0
Prenol	7.32
Prenol	15.41
Prenol	12.24
Prenol	18.89
Prenol	26.4
Prenol	17.76
Prenol	32.1
Prenol	26.72
Prenol	17.62
Prenol	15.08
Prenol	9.44
Prenol	29.32
Prenol	11.98
Prenol	33.08
Prenol	10.35
Prenol	21.8
Prenol	27.17
Prenol	10.89
Prenol	-1.0
Prenol	29.62
Prenol	28.98
Prenol	13.31
Prenol	10.53
Prenol	26.28
Prenol	23.27
Prenol	31.94
Prenol	32.5
Prenol	31.74
Prenol	16.06
Prenol	34.21
Prenol	17.26
Prenol	26.23
Prenol	19.86
Prenol	31.48
Prenol	13.46
Prenol	11.27
Prenol	9.05
Prenol	27.04
Prenol	12.29
Prenol	9.12
Prenol	33.18
Prenol	19.24
Prenol	19.34
Prenol	30.72
Prenol	31.02
Prenol	23.94
Prenol	10.67
Prenol	-1.0
Prenol	14.74
Prenol	28.31
Prenol	25.21
Prenol	-1.0
Prenol	2.92
Prenol	14.79
Prenol	9.85
Prenol	11.41
Prenol	16.43
Prenol	32.57
Prenol	24.24
Prenol	21.67
Prenol	13.25
Prenol	31.75
Prenol	27.14
Prenol	18.85
Prenol	21.1
Prenol	5.42
Prenol	12.35
Prenol	9.46
Prenol	27.76
Prenol	26.64
Prenol	12.51
Prenol	30.14
Prenol	30.63
Prenol	11.84
Prenol	12.11
Prenol	20.46
Prenol	19.84
Prenol	7.77
Prenol	20.31
Prenol	10.98
Prenol	17.59
Prenol	14.39
Prenol	29.55
Prenol	25.29
Prenol	-1.0
Prenol	9.78
Prenol	29.18
Prenol	9.35
Prenol	23.88
Prenol	9.72
Prenol	8.05
Prenol	31.05
Prenol	13.94
Prenol	13.97
Prenol	16.78
Prenol	9.12
Prenol	32.81
Prenol	22.95
Prenol	8.16
Prenol	18.12
Prenol	31.23
Prenol	17.84
Prenol	10.17
Prenol	-1.0
Prenol	24.07
Prenol	10.11
Prenol	24.33
Prenol	20.59
Prenol	29.26
Prenol	11.66
Prenol	12.01
Prenol	11.56
Prenol	27.46
Prenol	30.27
Prenol	32.05
Prenol	13.81
Prenol	13.4
Prenol	7.35
Prenol	23.6
Prenol	7.89
Prenol	28.79
Prenol	13.83
Prenol	14.77
Prenol	30.73
Prenol	25.15
Prenol	20.54
Prenol	27.29
Prenol	32.84
Prenol	18.5
Prenol	12.41
Prenol	29.18
Prenol	10.01
Prenol	23.91
Prenol	24.37
Prenol	9.38
Prenol	12.41
Prenol	-1.0
Prenol	27.74
Prenol	25.31
Prenol	13.38
Prenol	19.2
Prenol	10.4
Prenol	9.6
Prenol	29.77
Prenol	6.65
Prenol	25.96
Prenol	13.51
Prenol	21.99
Prenol	12.98
Prenol	-1.0
Prenol	17.76
Prenol	15.57
Prenol	9.04
Prenol	28.33
Prenol	14.01
Prenol	15.48
Prenol	27.0
Prenol	11.72
Prenol	10.52
Prenol	13.36
Prenol	1.97
Prenol	17.07
Prenol	24.16
Prenol	23.82
Prenol	13.87
Prenol	19.76
Prenol	10.95
Prenol	23.37
Prenol	29.03
Prenol	14.76
Prenol	8.05
Prenol	15.71
Prenol	15.67
Prenol	15.37
Prenol	11.55
Prenol	14.19
Prenol	21.91
Prenol	23.91
Prenol	7.32
Prenol	22.18
Prenol	12.7
Prenol	16.49
Prenol	24.78
Prenol	-1.0
Prenol	31.31
Prenol	11.15
Prenol	-1.0
Prenol	1.29
Prenol	29.52
Prenol	30.41
Prenol	22.85
Prenol	29.26
Prenol	9.68
Prenol	22.46
Prenol	21.67
Prenol	6.53
Prenol	20.27
Prenol	8.52
Prenol	8.28
Prenol	14.1
Prenol	15.83
Prenol	12.25
Prenol	17.93
Prenol	11.87
Prenol	15.29
Prenol	19.57
Prenol	31.52
Prenol	20.72
Prenol	13.88
Prenol	28.19
Prenol	21.42
Prenol	19.23
Prenol	32.5
Prenol	30.31
Prenol	29.08
Prenol	-1.0
Prenol	14.71
Prenol	10.46
Prenol	29.16
Prenol	14.89
Prenol	17.48
Prenol	14.61
Prenol	13.38
Prenol	32.58
Prenol	26.64
Prenol	11.51
Prenol	22.31
Prenol	15.37
Prenol	18.28
Prenol	9.26
Prenol	18.27
Prenol	7.6
Prenol	34.09
Prenol	31.05
Prenol	20.95
Prenol	14.85
Prenol	11.86
Prenol	14.39
Prenol	20.33
Prenol	13.62
Prenol	16.98
Prenol	31.82
Prenol	14.13
Prenol	9.81
Prenol	16.45
Prenol	10.5
Prenol	11.19
Prenol	14.35
Prenol	27.87
Prenol	14.24
Prenol	-1.0
Prenol	29.96
Prenol	16.56
Prenol	18.23
Prenol	11.4
Prenol	28.99
Prenol	7.97
Prenol	22.74
Prenol	10.55
Prenol	15.78
Prenol	26.31
Prenol	20.44
Prenol	23.4
Prenol	13.48
Prenol	17.28
Prenol	23.96
Prenol	29.91
Prenol	12.82
Prenol	11.25
Prenol	13.07
Prenol	21.02
Prenol	24.93
Prenol	29.13
Prenol	9.85
Prenol	30.44
Prenol	-1.0
Prenol	10.73
Prenol	15.86
Prenol	22.06
Prenol	5.24
Prenol	27.3
Prenol	19.58
Prenol	27.8
Prenol	24.48
Prenol	21.35
Prenol	13.49
Prenol	16.01
Prenol	14.34
Prenol	10.9
Prenol	31.21
Prenol	29.33
Prenol	-1.0
Prenol	3.98
Prenol	11.4
Prenol	26.15
Prenol	32.9
Prenol	8.36
Prenol	-1.0
Prenol	-1.0
Prenol	32.84
Prenol	27.04
Prenol	-1.0
Prenol	20.5
Prenol	30.27
Prenol	22.76
Prenol	23.73
Prenol	31.88
Prenol	-1.0
Prenol	14.43
Prenol	20.93
Prenol	19.58
Prenol	15.94
Prenol	28.66
Prenol	28.46
Prenol	15.34
Prenol	15.63
Prenol	20.48
Prenol	33.23
Prenol	15.19
Prenol	29.28
Prenol	28.19
Prenol	17.04
Prenol	21.46
Prenol	-1.0
Prenol	29.6
Prenol	26.63
Prenol	11.07
Prenol	18.38
Prenol	14.37
Prenol	18.15
Prenol	23.58
Prenol	16.67
Prenol	13.5
Prenol	12.02
Prenol	12.63
Prenol	11.48
Prenol	-1.0
Prenol	14.27
Prenol	15.59
Prenol	-1.0
Prenol	15.2
Prenol	11.17
Prenol	18.51
Prenol	29.44
Prenol	33.79
Prenol	16.36
Prenol	16.37
Prenol	12.32
Prenol	14.9
Prenol	15.5
Prenol	18.2
Prenol	28.58
Prenol	20.66
Prenol	-1.0
Prenol	13.4
Prenol	13.75
Prenol	6.67
Prenol	13.97
Prenol	31.76
Prenol	25.26
Prenol	36.5
Prenol	20.63
Prenol	10.61
Prenol	32.21
Prenol	28.29
Prenol	23.28
Prenol	23.84
Prenol	-1.0
Prenol	10.01
Prenol	10.0
Prenol	29.18
Prenol	28.61
Prenol	17.35
Prenol	20.8
Prenol	14.15
Prenol	22.33
Prenol	27.3
Prenol	27.05
Prenol	13.32
Prenol	17.5
Prenol	3.92
Prenol	24.09
Prenol	29.18
Prenol	17.26
Prenol	22.11
Prenol	28.62
Prenol	12.92
Prenol	7.38
Prenol	17.89
Prenol	2.63
Prenol	29.14
Prenol	13.87
Prenol	6.06
Prenol	18.64
Prenol	9.3
Prenol	-1.0
Prenol	16.18
Prenol	-1.0
Prenol	10.59
Prenol	19.44
Prenol	32.0
Prenol	12.12
Prenol	9.11
Prenol	25.84
Prenol	11.4
Prenol	15.73
Prenol	-1.0
Prenol	20.98
Prenol	24.26
Prenol	10.48
Prenol	2.14
Prenol	11.34
Prenol	21.69
Prenol	9.12
Prenol	33.02
Prenol	31.46
Prenol	13.46
Prenol	14.57
Prenol	29.18
Prenol	16.72
Prenol	0.02
Prenol	11.92
Prenol	-1.0
Prenol	4.34
Prenol	33.03
Prenol	-1.0
Prenol	27.11
Prenol	28.32
Prenol	27.71
Prenol	6.95
Prenol	29.04
Prenol	31.33
Prenol	14.34
Prenol	12.76
Prenol	13.49
Prenol	10.45
Prenol	29.62
Prenol	14.72
Prenol	7.22
Prenol	9.74
Prenol	14.99
Prenol	14.12
Prenol	33.72
Prenol	33.99
Prenol	2.38
Prenol	25.91
Prenol	26.7
Prenol	29.22
Prenol	10.31
Prenol	8.65
Prenol	10.45
Prenol	24.33
Prenol	33.06
Prenol	16.47
Prenol	21.86
Prenol	7.69
Prenol	18.83
Prenol	28.36
Prenol	9.87
Prenol	31.34
Prenol	11.31
Prenol	9.99
Prenol	11.14
Prenol	27.85
Prenol	11.81
Prenol	26.76
Prenol	9.54
Prenol	20.59
Prenol	18.67
Prenol	29.01
Prenol	9.82
Prenol	14.82
Prenol	22.27
Prenol	11.13
Prenol	15.72
Prenol	17.97
Prenol	3.26
Prenol	20.9
Prenol	29.63
Prenol	29.89
Prenol	30.1
Prenol	18.67
Prenol	23.29
Prenol	27.02
Prenol	18.45
Prenol	26.27
Prenol	22.34
Prenol	-1.0
Prenol	25.65
Prenol	13.62
Prenol	16.68
Prenol	9.15
Prenol	11.65
Prenol	17.31
Prenol	4.94
Prenol	13.72
Prenol	18.31
Prenol	31.04
Prenol	13.74
Prenol	14.18
Prenol	27.4
Prenol	-1.0
Prenol	19.42
Prenol	10.01
Prenol	11.06
Prenol	13.14
Prenol	14.11
Prenol	5.71
Prenol	28.04
Prenol	30.08
Prenol	23.5
Prenol	18.47
Prenol	15.21
Prenol	11.48
Prenol	18.43
Prenol	20.81
Prenol	23.53
Prenol	28.19
Prenol	15.82
Prenol	7.44
Prenol	-1.0
Prenol	14.27
Prenol	-1.0
Prenol	13.47
Prenol	24.54
Prenol	29.22
Prenol	12.89
Prenol	26.25
Prenol	7.63
Prenol	11.86
Prenol	25.0
Prenol	10.42
Prenol	23.73
Prenol	24.43
Prenol	24.5
Prenol	21.07
Prenol	27.17
Prenol	12.1
Prenol	-1.0
Prenol	7.87
Prenol	16.82
Prenol	9.16
Prenol	23.99
Prenol	22.64
Prenol	12.17
Prenol	10.88
Prenol	21.88
Prenol	28.37
Prenol	30.53
Prenol	29.28
Prenol	15.85
Prenol	12.75
Prenol	13.7
Prenol	6.87
Prenol	4.79
Prenol	1.37
Prenol	17.47
Prenol	25.14
Prenol	-1.0
Prenol	11.78
Prenol	9.44
Prenol	10.69
Prenol	9.58
Prenol	15.91
Prenol	-1.0
Prenol	27.53
Prenol	8.24
Prenol	17.92
Prenol	17.3
Prenol	12.3
Prenol	30.45
Prenol	24.72
Prenol	15.48
Prenol	-1.0
Prenol	21.8
Prenol	41.48
Prenol	16.45
Prenol	12.63
Prenol	11.51
Prenol	23.92
Prenol	10.23
Prenol	31.53
Prenol	-1.0
Prenol	21.87
Prenol	17.91
Prenol	31.76
Prenol	24.14
Prenol	15.14
Prenol	14.29
Prenol	10.15
Prenol	9.22
Prenol	21.86
Prenol	25.95
Prenol	24.01
Prenol	32.54
Prenol	25.58
Prenol	20.49
Prenol	23.18
Prenol	18.5
Prenol	13.8
Prenol	28.06
Prenol	15.91
Prenol	28.89
Prenol	26.86
Prenol	33.33
Prenol	28.29
Prenol	31.01
Prenol	31.1
Prenol	17.25
Prenol	18.49
Prenol	13.54
Prenol	2.72
Prenol	19.08
Prenol	8.46
Prenol	33.23
Prenol	9.91
Prenol	21.7
Prenol	8.26
Prenol	31.19
Prenol	11.61
Prenol	32.91
Prenol	26.0
Prenol	18.58
Prenol	18.13
Prenol	25.31
Prenol	14.43
Prenol	0.03
Prenol	19.65
Prenol	7.52
Prenol	18.08
Prenol	21.32
Prenol	10.43
Prenol	30.77
Prenol	3.34
Prenol	11.53
Prenol	15.35
Prenol	7.16
Prenol	25.77
Prenol	13.64
Prenol	16.19
Prenol	31.22
Prenol	10.64
Prenol	23.72
Prenol	14.47
Prenol	24.44
Prenol	21.51
Prenol	24.37
Prenol	19.56
Prenol	18.13
Prenol	12.43
Prenol	31.35
Prenol	24.11
Prenol	15.32
Prenol	22.74
Prenol	27.91
Prenol	6.69
Prenol	2.46
Prenol	9.3
Prenol	30.07
Prenol	11.99
Prenol	6.59
Prenol	27.15
Prenol	10.19
Prenol	32.51
Prenol	29.51
Prenol	14.34
Prenol	24.82
Prenol	28.81
Prenol	28.6
Prenol	24.77
Prenol	18.88
Prenol	-1.0
Prenol	21.94
Prenol	27.24
Prenol	22.66
Prenol	24.65
Prenol	26.76
Prenol	16.51
Prenol	12.85
Prenol	19.56
Prenol	20.79
Prenol	14.78
Prenol	27.41
Prenol	31.42
Prenol	10.78
Prenol	7.24
Prenol	23.81
Prenol	16.91
Prenol	19.69
Prenol	24.79
Prenol	29.4
Prenol	32.43
Prenol	33.34
Prenol	21.46
Prenol	14.02
Prenol	14.37
Prenol	33.98
Prenol	26.09
Prenol	26.19
Prenol	19.42
Prenol	18.4
Prenol	15.1
Prenol	25.93
Prenol	10.4
Prenol	17.81
Prenol	17.88
Prenol	15.52
Prenol	11.76
Prenol	19.58
Prenol	6.61
Prenol	28.43
Prenol	26.34
Prenol	28.91
Prenol	30.98
Prenol	6.15
Prenol	19.6
Prenol	19.52
Prenol	8.57
Prenol	6.62
Prenol	12.06
Prenol	32.2
Prenol	6.89
Prenol	-1.0
Prenol	29.25
Prenol	18.88
Prenol	21.04
Prenol	15.16
Prenol	30.77
Prenol	14.46
Prenol	25.48
Prenol	15.59
Prenol	27.67
Prenol	9.17
Prenol	17.34
Prenol	24.65
Prenol	11.16
Prenol	10.4
Prenol	23.89
Prenol	5.82
Prenol	31.54
Prenol	13.8
Prenol	25.94
Prenol	21.47
Prenol	14.96
Prenol	34.88
Prenol	12.81
Prenol	8.2
Prenol	10.46
Prenol	16.31
Prenol	17.94
Prenol	30.25
Prenol	8.69
Prenol	10.98
Prenol	8.41
Prenol	20.26
Prenol	26.09
Prenol	29.42
Prenol	13.54
Prenol	15.51
Prenol	11.96
Prenol	28.93
Prenol	36.53
Prenol	15.28
Prenol	9.66
Prenol	16.28
Prenol	31.5
Prenol	25.18
Prenol	20.91
Prenol	20.78
Prenol	15.94
Prenol	-1.0
Prenol	25.43
Prenol	26.23
Prenol	24.79
Prenol	29.06
Prenol	31.08
Prenol	25.15
Prenol	25.68
Prenol	12.82
Prenol	28.33
Prenol	7.35
Prenol	32.73
Prenol	22.1
Prenol	30.28
Prenol	13.9
Prenol	10.06
Prenol	23.97
Prenol	13.9
Prenol	24.07
Prenol	28.4
Prenol	7.45
Prenol	32.45
Prenol	13.52
Prenol	16.42
