class	donor_angle
Glycerophopspholipid	161.06
Glycerophopspholipid	156.66
Glycerophopspholipid	107.52
Glycerophopspholipid	124.48
Glycerophopspholipid	156.85
Glycerophopspholipid	124.97
Glycerophopspholipid	100.23
Glycerophopspholipid	101.96
Glycerophopspholipid	129.45
Glycerophopspholipid	118.93
Glycerophopspholipid	146.48
Glycerophopspholipid	143.13
Glycerophopspholipid	136.6
Glycerophopspholipid	103.58
Glycerophopspholipid	138.9
Glycerophopspholipid	146.38
Glycerophopspholipid	126.4
Glycerophopspholipid	154.58
Glycerophopspholipid	105.44
Glycerophopspholipid	106.48
Glycerophopspholipid	141.18
Glycerophopspholipid	126.72
Glycerophopspholipid	137.73
Glycerophopspholipid	115.34
Glycerophopspholipid	137.19
Glycerophopspholipid	101.82
Glycerophopspholipid	126.0
Glycerophopspholipid	157.98
Glycerophopspholipid	114.91
Glycerophopspholipid	152.47
Glycerophopspholipid	108.93
Glycerophopspholipid	100.21
Glycerophopspholipid	104.11
Glycerophopspholipid	107.87
Glycerophopspholipid	125.65
Glycerophopspholipid	127.73
Glycerophopspholipid	170.4
Glycerophopspholipid	112.11
Glycerophopspholipid	117.37
Glycerophopspholipid	118.35
Glycerophopspholipid	157.14
Glycerophopspholipid	100.44
Glycerophopspholipid	134.78
Glycerophopspholipid	139.23
Glycerophopspholipid	150.54
Glycerophopspholipid	162.93
Glycerophopspholipid	135.19
Glycerophopspholipid	152.36
Glycerophopspholipid	145.22
Glycerophopspholipid	116.77
Glycerophopspholipid	132.95
Glycerophopspholipid	143.01
Glycerophopspholipid	165.09
Glycerophopspholipid	131.6
Glycerophopspholipid	124.66
Glycerophopspholipid	165.47
Glycerophopspholipid	151.36
Glycerophopspholipid	145.71
Glycerophopspholipid	117.57
Glycerophopspholipid	132.92
Glycerophopspholipid	142.96
Glycerophopspholipid	165.08
Glycerophopspholipid	131.63
Glycerophopspholipid	124.64
Glycerophopspholipid	165.55
Glycerophopspholipid	152.42
Glycerophopspholipid	145.2
Glycerophopspholipid	116.79
Glycerophopspholipid	132.97
Glycerophopspholipid	142.96
Glycerophopspholipid	165.06
Glycerophopspholipid	154.32
Glycerophopspholipid	108.07
Glycerophopspholipid	119.95
Glycerophopspholipid	105.47
Glycerophopspholipid	137.68
Glycerophopspholipid	171.28
Glycerophopspholipid	173.73
Glycerophopspholipid	123.56
Glycerophopspholipid	117.82
Glycerophopspholipid	167.82
Glycerophopspholipid	123.96
Glycerophopspholipid	147.89
Glycerophopspholipid	111.55
Glycerophopspholipid	147.63
Glycerophopspholipid	149.64
Glycerophopspholipid	119.09
Glycerophopspholipid	105.45
Glycerophopspholipid	146.89
Glycerophopspholipid	147.31
Glycerophopspholipid	152.65
Glycerophopspholipid	130.3
Glycerophopspholipid	134.62
Glycerophopspholipid	154.93
Glycerophopspholipid	108.54
Glycerophopspholipid	118.42
Glycerophopspholipid	136.17
Glycerophopspholipid	169.4
Glycerophopspholipid	111.15
Glycerophopspholipid	151.18
Glycerophopspholipid	152.38
Glycerophopspholipid	150.39
Glycerophopspholipid	109.66
Glycerophopspholipid	143.22
Glycerophopspholipid	151.66
Glycerophopspholipid	136.03
Glycerophopspholipid	172.77
Glycerophopspholipid	110.44
Glycerophopspholipid	133.48
Glycerophopspholipid	141.59
Glycerophopspholipid	104.71
Glycerophopspholipid	146.25
Glycerophopspholipid	117.37
Glycerophopspholipid	151.41
Glycerophopspholipid	129.84
Glycerophopspholipid	135.62
Glycerophopspholipid	170.5
Glycerophopspholipid	176.33
Glycerophopspholipid	121.76
Glycerophopspholipid	131.11
Glycerophopspholipid	162.42
Glycerophopspholipid	165.17
Glycerophopspholipid	166.21
Glycerophopspholipid	126.53
Glycerophopspholipid	135.62
Glycerophopspholipid	170.5
Glycerophopspholipid	176.33
Glycerophopspholipid	121.76
Glycerophopspholipid	131.11
Glycerophopspholipid	162.42
Glycerophopspholipid	165.17
Glycerophopspholipid	166.21
Glycerophopspholipid	126.53
Glycerophopspholipid	135.62
Glycerophopspholipid	170.5
Glycerophopspholipid	176.33
Glycerophopspholipid	121.76
Glycerophopspholipid	131.11
Glycerophopspholipid	162.42
Glycerophopspholipid	165.17
Glycerophopspholipid	166.21
Glycerophopspholipid	126.53
Glycerophopspholipid	135.62
Glycerophopspholipid	170.5
Glycerophopspholipid	176.33
Glycerophopspholipid	121.76
Glycerophopspholipid	131.11
Glycerophopspholipid	162.42
Glycerophopspholipid	165.17
Glycerophopspholipid	166.21
Glycerophopspholipid	126.53
Glycerophopspholipid	145.06
Glycerophopspholipid	123.66
Glycerophopspholipid	160.21
Glycerophopspholipid	114.45
Glycerophopspholipid	146.96
Glycerophopspholipid	135.49
Glycerophopspholipid	123.69
Glycerophopspholipid	151.32
Glycerophopspholipid	145.03
Glycerophopspholipid	123.64
Glycerophopspholipid	160.2
Glycerophopspholipid	114.43
Glycerophopspholipid	147.0
Glycerophopspholipid	123.68
Glycerophopspholipid	135.45
Glycerophopspholipid	151.32
Glycerophopspholipid	145.05
Glycerophopspholipid	123.65
Glycerophopspholipid	160.24
Glycerophopspholipid	114.42
Glycerophopspholipid	146.91
Glycerophopspholipid	123.72
Glycerophopspholipid	135.52
Glycerophopspholipid	151.35
Glycerophopspholipid	145.1
Glycerophopspholipid	123.68
Glycerophopspholipid	160.23
Glycerophopspholipid	114.44
Glycerophopspholipid	146.91
Glycerophopspholipid	135.49
Glycerophopspholipid	123.67
Glycerophopspholipid	151.34
Glycerophopspholipid	124.62
Glycerophopspholipid	150.83
Glycerophopspholipid	161.55
Glycerophopspholipid	169.22
Glycerophopspholipid	151.36
Glycerophopspholipid	158.46
Glycerophopspholipid	151.87
Glycerophopspholipid	127.16
Glycerophopspholipid	133.3
Glycerophopspholipid	125.73
Glycerophopspholipid	111.94
Glycerophopspholipid	162.3
Glycerophopspholipid	144.23
Glycerophopspholipid	169.07
Glycerophopspholipid	156.35
Glycerophopspholipid	132.62
Glycerophopspholipid	125.54
Glycerophopspholipid	169.06
Glycerophopspholipid	150.76
Glycerophopspholipid	156.97
Glycerophopspholipid	142.81
Glycerophopspholipid	111.54
Glycerophopspholipid	162.86
Glycerophopspholipid	166.39
Glycerophopspholipid	136.29
Glycerophopspholipid	107.19
Glycerophopspholipid	106.97
Glycerophopspholipid	146.86
Glycerophopspholipid	155.51
Glycerophopspholipid	141.12
Glycerophopspholipid	160.99
Glycerophopspholipid	159.83
Glycerophopspholipid	122.87
Glycerophopspholipid	144.97
Glycerophopspholipid	171.41
Glycerophopspholipid	151.85
Glycerophopspholipid	155.63
Glycerophopspholipid	155.23
Glycerophopspholipid	159.76
Glycerophopspholipid	152.61
Glycerophopspholipid	126.59
Glycerophopspholipid	132.69
Glycerophopspholipid	128.09
Glycerophopspholipid	112.04
Glycerophopspholipid	162.98
Glycerophopspholipid	143.19
Glycerophopspholipid	171.81
Glycerophopspholipid	159.69
Glycerophopspholipid	131.71
Glycerophopspholipid	125.07
Glycerophopspholipid	161.85
Glycerophopspholipid	149.71
Glycerophopspholipid	157.33
Glycerophopspholipid	145.79
Glycerophopspholipid	114.16
Glycerophopspholipid	164.4
Glycerophopspholipid	162.66
Glycerophopspholipid	112.42
Glycerophopspholipid	135.5
Glycerophopspholipid	109.28
Glycerophopspholipid	100.26
Glycerophopspholipid	149.73
Glycerophopspholipid	151.24
Glycerophopspholipid	142.33
Glycerophopspholipid	133.66
Glycerophopspholipid	166.21
Glycerophopspholipid	119.43
Glycerophopspholipid	149.35
Glycerophopspholipid	169.15
Glycerophopspholipid	148.89
Glycerophopspholipid	161.11
Glycerophopspholipid	150.94
Glycerophopspholipid	127.78
Glycerophopspholipid	137.41
Glycerophopspholipid	113.09
Glycerophopspholipid	163.16
Glycerophopspholipid	143.98
Glycerophopspholipid	174.46
Glycerophopspholipid	162.21
Glycerophopspholipid	133.15
Glycerophopspholipid	124.93
Glycerophopspholipid	169.21
Glycerophopspholipid	139.01
Glycerophopspholipid	114.64
Glycerophopspholipid	165.34
Glycerophopspholipid	163.87
Glycerophopspholipid	101.51
Glycerophopspholipid	115.85
Glycerophopspholipid	135.0
Glycerophopspholipid	107.86
Glycerophopspholipid	106.54
Glycerophopspholipid	147.04
Glycerophopspholipid	156.05
Glycerophopspholipid	141.06
Glycerophopspholipid	129.51
Glycerophopspholipid	170.74
Glycerophopspholipid	123.64
Glycerophopspholipid	153.22
Glycerophopspholipid	132.92
Glycerophopspholipid	159.74
Glycerophopspholipid	159.4
Glycerophopspholipid	155.29
Glycerophopspholipid	157.61
Glycerophopspholipid	156.59
Glycerophopspholipid	132.57
Glycerophopspholipid	138.52
Glycerophopspholipid	134.88
Glycerophopspholipid	119.51
Glycerophopspholipid	107.18
Glycerophopspholipid	157.78
Glycerophopspholipid	143.62
Glycerophopspholipid	169.17
Glycerophopspholipid	161.48
Glycerophopspholipid	137.69
Glycerophopspholipid	124.62
Glycerophopspholipid	162.87
Glycerophopspholipid	131.2
Glycerophopspholipid	124.53
Glycerophopspholipid	172.81
Glycerophopspholipid	150.21
Glycerophopspholipid	137.03
Glycerophopspholipid	119.68
Glycerophopspholipid	170.36
Glycerophopspholipid	156.54
Glycerophopspholipid	100.14
Glycerophopspholipid	122.89
Glycerophopspholipid	137.22
Glycerophopspholipid	170.39
Glycerophopspholipid	113.31
Glycerophopspholipid	154.93
Glycerophopspholipid	152.27
Glycerophopspholipid	146.04
Glycerophopspholipid	131.76
Glycerophopspholipid	170.84
Glycerophopspholipid	165.21
Glycerophopspholipid	152.1
Glycerophopspholipid	128.32
Glycerophopspholipid	146.32
Glycerophopspholipid	161.85
Glycerophopspholipid	140.54
Glycerophopspholipid	156.43
Glycerophopspholipid	160.82
Glycerophopspholipid	163.25
Glycerophopspholipid	153.94
Glycerophopspholipid	130.62
Glycerophopspholipid	135.97
Glycerophopspholipid	118.11
Glycerophopspholipid	143.36
Glycerophopspholipid	107.47
Glycerophopspholipid	144.86
Glycerophopspholipid	173.58
Glycerophopspholipid	158.91
Glycerophopspholipid	137.72
Glycerophopspholipid	126.59
Glycerophopspholipid	171.82
Glycerophopspholipid	158.56
Glycerophopspholipid	143.69
Glycerophopspholipid	119.85
Glycerophopspholipid	167.26
Glycerophopspholipid	164.08
Glycerophopspholipid	102.94
Glycerophopspholipid	129.67
Glycerophopspholipid	139.54
Glycerophopspholipid	157.29
Glycerophopspholipid	150.81
Glycerophopspholipid	152.54
Glycerophopspholipid	140.96
Glycerophopspholipid	163.72
Glycerophopspholipid	151.67
Glycerophopspholipid	134.89
Glycerophopspholipid	143.89
Glycerophopspholipid	167.12
Glycerophopspholipid	137.59
Glycerophopspholipid	156.7
Glycerophopspholipid	160.62
Glycerophopspholipid	160.86
Glycerophopspholipid	161.94
Glycerophopspholipid	127.4
Glycerophopspholipid	127.63
Glycerophopspholipid	118.98
Glycerophopspholipid	146.65
Glycerophopspholipid	102.0
Glycerophopspholipid	141.47
Glycerophopspholipid	170.73
Glycerophopspholipid	159.13
Glycerophopspholipid	136.18
Glycerophopspholipid	126.09
Glycerophopspholipid	171.95
Glycerophopspholipid	109.62
Glycerophopspholipid	138.23
Glycerophopspholipid	108.85
Glycerophopspholipid	148.68
Glycerophopspholipid	151.71
Glycerophopspholipid	139.95
Glycerophopspholipid	135.58
Glycerophopspholipid	174.92
Glycerophopspholipid	167.67
Glycerophopspholipid	154.83
Glycerophopspholipid	136.53
Glycerophopspholipid	142.25
Glycerophopspholipid	168.02
Glycerophopspholipid	150.39
Glycerophopspholipid	158.82
Glycerophopspholipid	161.99
Glycerophopspholipid	160.9
Glycerophopspholipid	154.58
Glycerophopspholipid	128.38
Glycerophopspholipid	131.74
Glycerophopspholipid	117.39
Glycerophopspholipid	147.8
Glycerophopspholipid	105.7
Glycerophopspholipid	144.16
Glycerophopspholipid	171.87
Glycerophopspholipid	163.73
Glycerophopspholipid	140.57
Glycerophopspholipid	124.19
Glycerophopspholipid	167.49
Glycerophopspholipid	152.43
Glycerophopspholipid	143.88
Glycerophopspholipid	114.94
Glycerophopspholipid	166.11
Glycerophopspholipid	157.51
Glycerophopspholipid	105.67
Glycerophopspholipid	135.42
Glycerophopspholipid	111.43
Glycerophopspholipid	104.54
Glycerophopspholipid	152.74
Glycerophopspholipid	150.71
Glycerophopspholipid	145.42
Glycerophopspholipid	107.26
Glycerophopspholipid	106.25
Glycerophopspholipid	140.58
Glycerophopspholipid	100.52
Glycerophopspholipid	106.48
Glycerophopspholipid	141.14
Glycerophopspholipid	137.0
Glycerophopspholipid	126.86
Glycerophopspholipid	149.83
Glycerophopspholipid	128.21
Glycerophopspholipid	126.39
Glycerophopspholipid	171.43
Glycerophopspholipid	157.55
Glycerophopspholipid	152.99
Glycerophopspholipid	136.33
Glycerophopspholipid	116.23
Glycerophopspholipid	127.11
Glycerophopspholipid	137.25
Glycerophopspholipid	153.49
Glycerophopspholipid	137.07
Glycerophopspholipid	142.46
Glycerophopspholipid	120.55
Glycerophopspholipid	109.27
Glycerophopspholipid	151.84
Glycerophopspholipid	102.94
Glycerophopspholipid	176.75
Glycerophopspholipid	170.96
Glycerophopspholipid	118.48
Glycerophopspholipid	152.92
Glycerophopspholipid	124.76
Glycerophopspholipid	119.38
Glycerophopspholipid	160.39
Glycerophopspholipid	157.85
Glycerophopspholipid	122.51
Glycerophopspholipid	121.29
Glycerophopspholipid	134.75
Glycerophopspholipid	114.68
Glycerophopspholipid	155.35
Glycerophopspholipid	141.33
Glycerophopspholipid	135.18
Glycerophopspholipid	112.46
Glycerophopspholipid	103.18
Glycerophopspholipid	126.09
Glycerophopspholipid	162.38
Glycerophopspholipid	135.82
Glycerophopspholipid	143.88
Glycerophopspholipid	138.96
Glycerophopspholipid	169.07
Glycerophopspholipid	142.62
Glycerophopspholipid	122.24
Glycerophopspholipid	122.74
Glycerophopspholipid	112.99
Glycerophopspholipid	143.67
Glycerophopspholipid	158.0
Glycerophopspholipid	123.49
Glycerophopspholipid	135.41
Glycerophopspholipid	121.04
Glycerophopspholipid	117.08
Glycerophopspholipid	146.53
Glycerophopspholipid	151.3
Glycerophopspholipid	144.01
Glycerophopspholipid	157.9
Glycerophopspholipid	139.6
Glycerophopspholipid	130.98
Glycerophopspholipid	100.59
Glycerophopspholipid	126.93
Glycerophopspholipid	170.8
Glycerophopspholipid	132.97
Glycerophopspholipid	139.37
Glycerophopspholipid	132.06
Glycerophopspholipid	169.19
Glycerophopspholipid	141.13
Glycerophopspholipid	118.01
Glycerophopspholipid	100.87
Glycerophopspholipid	116.39
Glycerophopspholipid	143.95
Glycerophopspholipid	158.24
Glycerophopspholipid	117.74
Glycerophopspholipid	163.24
Glycerophopspholipid	138.69
Glycerophopspholipid	110.03
Glycerophopspholipid	144.89
Glycerophopspholipid	120.84
Glycerophopspholipid	133.41
Glycerophopspholipid	173.57
Glycerophopspholipid	143.61
Glycerophopspholipid	137.09
Glycerophopspholipid	135.32
Glycerophopspholipid	123.7
Glycerophopspholipid	161.3
Glycerophopspholipid	113.74
Glycerophopspholipid	145.09
Glycerophopspholipid	146.04
Glycerophopspholipid	135.24
Glycerophopspholipid	125.04
Glycerophopspholipid	152.75
Glycerophopspholipid	123.62
Glycerophopspholipid	174.63
Glycerophopspholipid	102.64
Glycerophopspholipid	140.01
Glycerophopspholipid	143.96
Glycerophopspholipid	119.82
Glycerophopspholipid	166.12
Glycerophopspholipid	103.6
Glycerophopspholipid	106.23
Glycerophopspholipid	128.01
Glycerophopspholipid	127.47
Glycerophopspholipid	170.0
Glycerophopspholipid	101.66
Glycerophopspholipid	101.9
Glycerophopspholipid	104.51
Glycerophopspholipid	143.37
Glycerophopspholipid	175.36
Glycerophopspholipid	150.28
Glycerophopspholipid	111.19
Glycerophopspholipid	147.11
Glycerophopspholipid	155.23
Glycerophopspholipid	123.03
Glycerophopspholipid	128.74
Glycerophopspholipid	105.64
Glycerophopspholipid	149.08
Glycerophopspholipid	148.54
Glycerophopspholipid	118.32
Glycerophopspholipid	132.38
Glycerophopspholipid	124.3
Glycerophopspholipid	174.72
Glycerophopspholipid	119.05
Glycerophopspholipid	125.94
Glycerophopspholipid	167.07
Glycerophopspholipid	140.26
Glycerophopspholipid	101.57
Glycerophopspholipid	137.35
Glycerophopspholipid	173.84
Glycerophopspholipid	153.17
Glycerophopspholipid	111.35
Glycerophopspholipid	150.35
Glycerophopspholipid	155.54
Glycerophopspholipid	122.66
Glycerophopspholipid	149.47
Glycerophopspholipid	149.16
Glycerophopspholipid	105.53
Glycerophopspholipid	145.61
Glycerophopspholipid	115.23
Glycerophopspholipid	138.1
Glycerophopspholipid	131.12
Glycerophopspholipid	122.04
Glycerophopspholipid	124.88
Glycerophopspholipid	143.44
Glycerophopspholipid	116.77
Glycerophopspholipid	112.2
Glycerophopspholipid	127.74
Glycerophopspholipid	168.49
Glycerophopspholipid	110.19
Glycerophopspholipid	175.01
Glycerophopspholipid	150.29
Glycerophopspholipid	110.24
Glycerophopspholipid	139.71
Glycerophopspholipid	148.83
Glycerophopspholipid	111.2
Glycerophopspholipid	126.74
Glycerophopspholipid	168.63
Glycerophopspholipid	148.57
Glycerophopspholipid	113.69
Glycerophopspholipid	147.16
Glycerophopspholipid	146.55
Glycerophopspholipid	110.44
Glycerophopspholipid	173.72
Glycerophopspholipid	105.92
Glycerophopspholipid	147.09
Glycerophopspholipid	139.86
Glycerophopspholipid	161.87
Glycerophopspholipid	127.46
Glycerophopspholipid	118.56
Glycerophopspholipid	139.26
Glycerophopspholipid	117.57
Glycerophopspholipid	115.75
Glycerophopspholipid	138.28
Glycerophopspholipid	113.09
Glycerophopspholipid	116.76
Glycerophopspholipid	139.43
Glycerophopspholipid	114.14
Glycerophopspholipid	113.57
Glycerophopspholipid	116.56
Glycerophopspholipid	139.46
Glycerophopspholipid	106.36
Glycerophopspholipid	127.54
Glycerophopspholipid	122.45
Glycerophopspholipid	109.03
Glycerophopspholipid	138.12
Glycerophopspholipid	149.66
Glycerophopspholipid	128.96
Glycerophopspholipid	103.6
Glycerophopspholipid	142.24
Glycerophopspholipid	105.36
Glycerophopspholipid	118.86
Glycerophopspholipid	168.73
Glycerophopspholipid	112.33
Glycerophopspholipid	106.48
Glycerophopspholipid	127.51
Glycerophopspholipid	122.43
Glycerophopspholipid	109.04
Glycerophopspholipid	138.08
Glycerophopspholipid	149.68
Glycerophopspholipid	128.95
Glycerophopspholipid	103.67
Glycerophopspholipid	142.22
Glycerophopspholipid	109.03
Glycerophopspholipid	132.26
Glycerophopspholipid	111.63
Glycerophopspholipid	165.65
Glycerophopspholipid	106.42
Glycerophopspholipid	127.56
Glycerophopspholipid	122.45
Glycerophopspholipid	109.04
Glycerophopspholipid	138.04
Glycerophopspholipid	149.62
Glycerophopspholipid	129.03
Glycerophopspholipid	103.59
Glycerophopspholipid	142.23
Glycerophopspholipid	107.08
Glycerophopspholipid	117.5
Glycerophopspholipid	167.14
Glycerophopspholipid	113.83
Glycerophopspholipid	107.21
Glycerophopspholipid	149.62
Glycerophopspholipid	164.03
Glycerophopspholipid	127.72
Glycerophopspholipid	130.34
Glycerophopspholipid	118.17
Glycerophopspholipid	150.93
Glycerophopspholipid	153.66
Glycerophopspholipid	153.66
Glycerophopspholipid	115.63
Glycerophopspholipid	110.83
Glycerophopspholipid	137.63
Glycerophopspholipid	109.81
Glycerophopspholipid	136.68
Glycerophopspholipid	153.45
Glycerophopspholipid	152.18
Glycerophopspholipid	129.92
Glycerophopspholipid	111.16
Glycerophopspholipid	137.98
Glycerophopspholipid	150.99
Glycerophopspholipid	123.42
Glycerophopspholipid	158.64
Glycerophopspholipid	165.39
Glycerophopspholipid	107.41
Glycerophopspholipid	103.46
Glycerophopspholipid	130.46
Glycerophopspholipid	128.45
Glycerophopspholipid	123.61
Glycerophopspholipid	142.84
Glycerophopspholipid	100.04
Glycerophopspholipid	104.93
Glycerophopspholipid	151.89
Glycerophopspholipid	119.68
Glycerophopspholipid	130.85
Glycerophopspholipid	174.36
Glycerophopspholipid	126.72
Glycerophopspholipid	119.87
Glycerophopspholipid	122.6
Glycerophopspholipid	144.16
Glycerophopspholipid	152.89
Glycerophopspholipid	118.19
Glycerophopspholipid	118.06
Glycerophopspholipid	150.86
Glycerophopspholipid	110.59
Glycerophopspholipid	145.75
Glycerophopspholipid	139.68
Glycerophopspholipid	148.69
Glycerophopspholipid	122.23
Glycerophopspholipid	139.22
Glycerophopspholipid	165.51
Glycerophopspholipid	131.7
Glycerophopspholipid	157.13
Glycerophopspholipid	143.12
Glycerophopspholipid	105.82
Glycerophopspholipid	130.19
Glycerophopspholipid	104.95
Glycerophopspholipid	124.96
Glycerophopspholipid	106.43
Glycerophopspholipid	124.77
Glycerophopspholipid	120.83
Glycerophopspholipid	131.34
Glycerophopspholipid	119.47
Glycerophopspholipid	108.35
Glycerophopspholipid	125.25
Glycerophopspholipid	137.67
Glycerophopspholipid	101.03
Glycerophopspholipid	110.23
Glycerophopspholipid	136.74
Glycerophopspholipid	145.05
Glycerophopspholipid	163.67
Glycerophopspholipid	107.36
Glycerophopspholipid	104.61
Glycerophopspholipid	145.86
Glycerophopspholipid	127.87
Glycerophopspholipid	110.88
Glycerophopspholipid	106.31
Glycerophopspholipid	125.04
Glycerophopspholipid	137.06
Glycerophopspholipid	127.23
Glycerophopspholipid	122.59
Glycerophopspholipid	130.61
Glycerophopspholipid	110.22
Glycerophopspholipid	124.59
Glycerophopspholipid	119.0
Glycerophopspholipid	172.98
Glycerophopspholipid	154.77
Glycerophopspholipid	125.12
Glycerophopspholipid	156.34
Glycerophopspholipid	159.02
Glycerophopspholipid	101.05
Glycerophopspholipid	147.89
Glycerophopspholipid	145.07
Glycerophopspholipid	134.4
Glycerophopspholipid	136.46
Glycerophopspholipid	115.75
Glycerophopspholipid	111.16
Glycerophopspholipid	136.86
Glycerophopspholipid	103.46
Glycerophopspholipid	138.38
Glycerophopspholipid	128.17
Glycerophopspholipid	122.81
Glycerophopspholipid	109.57
Glycerophopspholipid	132.58
Glycerophopspholipid	125.36
Glycerophopspholipid	137.46
Glycerophopspholipid	134.15
Glycerophopspholipid	148.37
Glycerophopspholipid	150.98
Glycerophopspholipid	101.3
Glycerophopspholipid	148.17
Glycerophopspholipid	149.92
Glycerophopspholipid	162.56
Glycerophopspholipid	160.1
Glycerophopspholipid	135.2
Glycerophopspholipid	100.5
Glycerophopspholipid	133.49
Glycerophopspholipid	141.15
Glycerophopspholipid	159.7
Glycerophopspholipid	153.63
Glycerophopspholipid	153.02
Glycerophopspholipid	109.26
Glycerophopspholipid	131.19
Glycerophopspholipid	117.67
Glycerophopspholipid	118.37
Glycerophopspholipid	157.22
Glycerophopspholipid	156.52
Glycerophopspholipid	155.89
Glycerophopspholipid	147.82
Glycerophopspholipid	136.94
Glycerophopspholipid	140.06
Glycerophopspholipid	165.22
Glycerophopspholipid	129.23
Glycerophopspholipid	111.67
Glycerophopspholipid	142.04
Glycerophopspholipid	142.23
Glycerophopspholipid	124.51
Glycerophopspholipid	115.41
Glycerophopspholipid	131.8
Glycerophopspholipid	107.86
Glycerophopspholipid	147.01
Glycerophopspholipid	147.07
Glycerophopspholipid	151.8
Glycerophopspholipid	155.74
Glycerophopspholipid	107.74
Glycerophopspholipid	128.81
Glycerophopspholipid	112.29
Glycerophopspholipid	158.88
Glycerophopspholipid	104.61
Glycerophopspholipid	146.4
Glycerophopspholipid	141.99
Glycerophopspholipid	142.23
Glycerophopspholipid	124.5
Glycerophopspholipid	115.48
Glycerophopspholipid	131.83
Glycerophopspholipid	107.85
Glycerophopspholipid	147.07
Glycerophopspholipid	147.02
Glycerophopspholipid	151.79
Glycerophopspholipid	155.78
Glycerophopspholipid	107.75
Glycerophopspholipid	128.83
Glycerophopspholipid	158.84
Glycerophopspholipid	112.27
Glycerophopspholipid	104.63
Glycerophopspholipid	146.43
Glycerophopspholipid	141.99
Glycerophopspholipid	142.2
Glycerophopspholipid	124.52
Glycerophopspholipid	115.45
Glycerophopspholipid	131.82
Glycerophopspholipid	107.89
Glycerophopspholipid	147.05
Glycerophopspholipid	147.04
Glycerophopspholipid	151.84
Glycerophopspholipid	155.69
Glycerophopspholipid	107.73
Glycerophopspholipid	128.82
Glycerophopspholipid	112.27
Glycerophopspholipid	158.88
Glycerophopspholipid	104.58
Glycerophopspholipid	146.41
Glycerophopspholipid	130.13
Glycerophopspholipid	130.14
Glycerophopspholipid	130.11
Glycerophopspholipid	103.41
Glycerophopspholipid	166.83
Glycerophopspholipid	114.64
Glycerophopspholipid	152.93
Glycerophopspholipid	143.28
Glycerophopspholipid	158.89
Glycerophopspholipid	109.6
Glycerophopspholipid	125.56
Glycerophopspholipid	166.34
Glycerophopspholipid	112.86
Glycerophopspholipid	101.33
Glycerophopspholipid	147.02
Glycerophopspholipid	103.38
Glycerophopspholipid	166.84
Glycerophopspholipid	114.65
Glycerophopspholipid	152.96
Glycerophopspholipid	143.31
Glycerophopspholipid	158.9
Glycerophopspholipid	109.59
Glycerophopspholipid	125.57
Glycerophopspholipid	112.9
Glycerophopspholipid	166.34
Glycerophopspholipid	101.35
Glycerophopspholipid	147.02
Glycerophopspholipid	103.47
Glycerophopspholipid	166.83
Glycerophopspholipid	114.64
Glycerophopspholipid	152.9
Glycerophopspholipid	143.24
Glycerophopspholipid	158.94
Glycerophopspholipid	109.62
Glycerophopspholipid	125.57
Glycerophopspholipid	112.88
Glycerophopspholipid	166.32
Glycerophopspholipid	101.31
Glycerophopspholipid	147.03
Glycerophopspholipid	128.1
Glycerophopspholipid	128.11
Glycerophopspholipid	128.07
Glycerophopspholipid	107.2
Glycerophopspholipid	106.97
Glycerophopspholipid	100.29
Glycerophopspholipid	107.18
Glycerophopspholipid	121.75
Glycerophopspholipid	111.37
Glycerophopspholipid	117.45
Glycerophopspholipid	121.72
Glycerophopspholipid	171.03
Glycerophopspholipid	121.23
Glycerophopspholipid	103.65
Glycerophopspholipid	132.23
Glycerophopspholipid	115.06
Glycerophopspholipid	171.04
Glycerophopspholipid	121.21
Glycerophopspholipid	103.67
Glycerophopspholipid	132.24
Glycerophopspholipid	115.09
Glycerophopspholipid	171.05
Glycerophopspholipid	121.21
Glycerophopspholipid	103.62
Glycerophopspholipid	132.22
Glycerophopspholipid	115.07
Glycerophopspholipid	108.82
Glycerophopspholipid	161.58
Glycerophopspholipid	132.96
Glycerophopspholipid	108.81
Glycerophopspholipid	161.63
Glycerophopspholipid	132.94
Glycerophopspholipid	108.81
Glycerophopspholipid	161.59
Glycerophopspholipid	132.93
Glycerophopspholipid	121.89
Glycerophopspholipid	108.13
Glycerophopspholipid	110.59
Glycerophopspholipid	156.31
Glycerophopspholipid	105.03
Glycerophopspholipid	134.71
Glycerophopspholipid	110.54
Glycerophopspholipid	150.06
Glycerophopspholipid	171.8
Glycerophopspholipid	107.74
Glycerophopspholipid	138.04
Glycerophopspholipid	154.24
Glycerophopspholipid	118.5
Glycerophopspholipid	155.26
Glycerophopspholipid	123.89
Glycerophopspholipid	124.03
Glycerophopspholipid	132.64
Glycerophopspholipid	130.49
Glycerophopspholipid	118.19
Glycerophopspholipid	144.25
Glycerophopspholipid	165.18
Glycerophopspholipid	133.68
Glycerophopspholipid	138.33
Glycerophopspholipid	132.51
Glycerophopspholipid	129.96
Glycerophopspholipid	166.46
Glycerophopspholipid	119.75
Glycerophopspholipid	144.5
Glycerophopspholipid	100.58
Glycerophopspholipid	121.62
Glycerophopspholipid	134.24
Glycerophopspholipid	134.56
Glycerophopspholipid	116.08
Glycerophopspholipid	163.0
Glycerophopspholipid	139.61
Glycerophopspholipid	111.19
Glycerophopspholipid	114.61
Glycerophopspholipid	146.78
Glycerophopspholipid	132.99
Glycerophopspholipid	138.63
Glycerophopspholipid	152.12
Glycerophopspholipid	135.92
