class	donor_angle
Fatty Acyl	147.35
Fatty Acyl	114.61
Fatty Acyl	142.84
Fatty Acyl	160.62
Fatty Acyl	156.94
Fatty Acyl	170.7
Fatty Acyl	166.87
Fatty Acyl	137.04
Fatty Acyl	108.81
Fatty Acyl	151.42
Fatty Acyl	160.78
Fatty Acyl	161.79
Fatty Acyl	148.41
Fatty Acyl	126.01
Fatty Acyl	149.91
Fatty Acyl	125.71
Fatty Acyl	157.17
Fatty Acyl	120.66
Fatty Acyl	103.98
Fatty Acyl	127.21
Fatty Acyl	138.7
Fatty Acyl	154.88
Fatty Acyl	163.92
Fatty Acyl	176.54
Fatty Acyl	167.35
Fatty Acyl	145.53
Fatty Acyl	145.85
Fatty Acyl	157.02
Fatty Acyl	175.91
Fatty Acyl	165.94
Fatty Acyl	148.22
Fatty Acyl	101.31
Fatty Acyl	150.62
Fatty Acyl	150.53
Fatty Acyl	169.5
Fatty Acyl	129.75
Fatty Acyl	100.34
Fatty Acyl	105.18
Fatty Acyl	112.57
Fatty Acyl	105.23
Fatty Acyl	123.03
Fatty Acyl	165.18
Fatty Acyl	158.62
Fatty Acyl	107.83
Fatty Acyl	135.79
Fatty Acyl	142.18
Fatty Acyl	149.02
Fatty Acyl	141.24
Fatty Acyl	155.11
Fatty Acyl	132.25
Fatty Acyl	117.44
Fatty Acyl	156.44
Fatty Acyl	174.79
Fatty Acyl	144.88
Fatty Acyl	123.17
Fatty Acyl	124.45
Fatty Acyl	120.61
Fatty Acyl	166.52
Fatty Acyl	106.72
Fatty Acyl	114.41
Fatty Acyl	129.84
Fatty Acyl	136.24
Fatty Acyl	152.33
Fatty Acyl	129.24
Fatty Acyl	105.72
Fatty Acyl	112.43
Fatty Acyl	133.28
Fatty Acyl	137.35
Fatty Acyl	120.48
Fatty Acyl	173.06
Fatty Acyl	161.97
Fatty Acyl	115.99
Fatty Acyl	167.71
Fatty Acyl	151.0
Fatty Acyl	156.3
Fatty Acyl	138.19
Fatty Acyl	171.19
Fatty Acyl	170.05
Fatty Acyl	167.01
Fatty Acyl	136.82
Fatty Acyl	142.26
Fatty Acyl	115.46
Fatty Acyl	120.73
Fatty Acyl	164.41
Fatty Acyl	137.33
Fatty Acyl	162.72
Fatty Acyl	155.57
Fatty Acyl	141.41
Fatty Acyl	113.23
Fatty Acyl	129.84
Fatty Acyl	109.54
Fatty Acyl	156.34
Fatty Acyl	159.31
Fatty Acyl	159.03
Fatty Acyl	158.96
Fatty Acyl	130.53
Fatty Acyl	144.12
Fatty Acyl	121.29
Fatty Acyl	134.46
Fatty Acyl	161.46
Fatty Acyl	164.72
Fatty Acyl	134.09
Fatty Acyl	141.59
Fatty Acyl	147.87
Fatty Acyl	136.89
Fatty Acyl	160.84
Fatty Acyl	132.83
Fatty Acyl	135.66
Fatty Acyl	156.84
Fatty Acyl	136.72
Fatty Acyl	101.42
Fatty Acyl	161.7
Fatty Acyl	147.53
Fatty Acyl	115.71
Fatty Acyl	109.94
Fatty Acyl	108.76
Fatty Acyl	151.3
Fatty Acyl	129.27
Fatty Acyl	155.37
Fatty Acyl	106.77
Fatty Acyl	129.44
Fatty Acyl	135.78
Fatty Acyl	136.39
Fatty Acyl	163.04
Fatty Acyl	105.37
Fatty Acyl	155.36
Fatty Acyl	172.31
Fatty Acyl	153.3
Fatty Acyl	157.23
Fatty Acyl	142.97
Fatty Acyl	158.9
Fatty Acyl	153.51
Fatty Acyl	144.17
Fatty Acyl	161.39
Fatty Acyl	135.89
Fatty Acyl	164.12
Fatty Acyl	154.96
Fatty Acyl	152.9
Fatty Acyl	146.92
Fatty Acyl	131.68
Fatty Acyl	156.25
Fatty Acyl	136.72
Fatty Acyl	133.49
Fatty Acyl	156.41
Fatty Acyl	152.38
Fatty Acyl	151.77
Fatty Acyl	145.64
Fatty Acyl	156.67
Fatty Acyl	135.6
Fatty Acyl	122.52
Fatty Acyl	142.71
Fatty Acyl	158.14
Fatty Acyl	148.54
Fatty Acyl	137.03
Fatty Acyl	152.17
Fatty Acyl	140.32
Fatty Acyl	157.84
Fatty Acyl	129.91
Fatty Acyl	169.79
Fatty Acyl	134.05
Fatty Acyl	112.37
Fatty Acyl	168.0
Fatty Acyl	143.99
Fatty Acyl	151.82
Fatty Acyl	151.01
Fatty Acyl	166.99
Fatty Acyl	148.17
Fatty Acyl	141.3
Fatty Acyl	155.18
Fatty Acyl	170.42
Fatty Acyl	169.72
Fatty Acyl	134.25
Fatty Acyl	179.31
Fatty Acyl	138.87
Fatty Acyl	122.27
Fatty Acyl	138.32
Fatty Acyl	124.93
Fatty Acyl	154.13
Fatty Acyl	129.34
Fatty Acyl	110.1
Fatty Acyl	151.41
Fatty Acyl	155.68
Fatty Acyl	126.58
Fatty Acyl	147.99
Fatty Acyl	102.0
Fatty Acyl	146.51
Fatty Acyl	162.0
Fatty Acyl	156.11
Fatty Acyl	175.41
Fatty Acyl	172.67
Fatty Acyl	154.14
Fatty Acyl	123.88
Fatty Acyl	172.12
Fatty Acyl	171.04
Fatty Acyl	147.04
Fatty Acyl	150.46
Fatty Acyl	170.16
Fatty Acyl	135.18
Fatty Acyl	137.7
Fatty Acyl	112.71
Fatty Acyl	140.16
Fatty Acyl	109.26
Fatty Acyl	160.05
Fatty Acyl	172.8
Fatty Acyl	168.05
Fatty Acyl	131.89
Fatty Acyl	153.79
Fatty Acyl	171.74
Fatty Acyl	172.02
Fatty Acyl	149.84
Fatty Acyl	136.29
Fatty Acyl	169.01
Fatty Acyl	129.42
Fatty Acyl	149.57
Fatty Acyl	147.19
Fatty Acyl	103.11
Fatty Acyl	167.6
Fatty Acyl	160.37
Fatty Acyl	149.69
Fatty Acyl	115.12
Fatty Acyl	160.43
Fatty Acyl	176.54
Fatty Acyl	123.94
Fatty Acyl	148.39
Fatty Acyl	163.19
Fatty Acyl	147.23
Fatty Acyl	146.52
Fatty Acyl	168.66
Fatty Acyl	130.46
Fatty Acyl	153.29
Fatty Acyl	147.5
Fatty Acyl	162.29
Fatty Acyl	127.84
Fatty Acyl	150.61
Fatty Acyl	104.64
Fatty Acyl	118.3
Fatty Acyl	108.09
Fatty Acyl	136.57
Fatty Acyl	140.59
Fatty Acyl	108.07
Fatty Acyl	140.52
Fatty Acyl	108.14
Fatty Acyl	136.62
Fatty Acyl	140.56
Fatty Acyl	108.12
Fatty Acyl	103.79
Fatty Acyl	140.61
Fatty Acyl	156.71
Fatty Acyl	127.79
Fatty Acyl	162.58
Fatty Acyl	159.52
Fatty Acyl	166.31
Fatty Acyl	107.21
Fatty Acyl	148.19
Fatty Acyl	105.81
Fatty Acyl	113.43
Fatty Acyl	130.84
Fatty Acyl	139.12
Fatty Acyl	104.22
Fatty Acyl	177.55
Fatty Acyl	102.82
Fatty Acyl	132.27
Fatty Acyl	101.68
Fatty Acyl	129.55
Fatty Acyl	145.34
Fatty Acyl	117.45
Fatty Acyl	154.07
Fatty Acyl	150.11
Fatty Acyl	112.24
Fatty Acyl	152.08
Fatty Acyl	164.07
Fatty Acyl	124.87
Fatty Acyl	155.12
Fatty Acyl	156.74
Fatty Acyl	106.91
Fatty Acyl	161.73
Fatty Acyl	133.14
Fatty Acyl	111.3
Fatty Acyl	114.73
Fatty Acyl	131.16
Fatty Acyl	155.3
Fatty Acyl	165.42
Fatty Acyl	123.77
Fatty Acyl	162.22
Fatty Acyl	160.81
Fatty Acyl	113.92
Fatty Acyl	101.11
Fatty Acyl	155.74
Fatty Acyl	141.97
Fatty Acyl	144.47
Fatty Acyl	128.94
Fatty Acyl	155.1
Fatty Acyl	126.05
Fatty Acyl	132.38
Fatty Acyl	118.59
Fatty Acyl	124.2
Fatty Acyl	149.64
Fatty Acyl	150.56
Fatty Acyl	144.92
Fatty Acyl	168.91
Fatty Acyl	129.82
Fatty Acyl	138.08
Fatty Acyl	131.1
Fatty Acyl	170.12
Fatty Acyl	132.15
Fatty Acyl	101.57
Fatty Acyl	134.02
Fatty Acyl	147.5
Fatty Acyl	145.17
Fatty Acyl	167.59
Fatty Acyl	141.04
Fatty Acyl	151.58
Fatty Acyl	142.45
Fatty Acyl	147.59
Fatty Acyl	141.67
Fatty Acyl	147.02
Fatty Acyl	139.36
Fatty Acyl	153.23
Fatty Acyl	163.79
Fatty Acyl	141.45
Fatty Acyl	137.11
Fatty Acyl	175.05
Fatty Acyl	140.35
Fatty Acyl	144.73
Fatty Acyl	155.98
Fatty Acyl	114.05
Fatty Acyl	164.88
Fatty Acyl	111.31
Fatty Acyl	160.19
Fatty Acyl	152.76
Fatty Acyl	170.3
Fatty Acyl	105.97
Fatty Acyl	154.99
Fatty Acyl	126.86
Fatty Acyl	126.86
Fatty Acyl	133.5
Fatty Acyl	128.97
Fatty Acyl	150.29
Fatty Acyl	105.64
Fatty Acyl	120.61
Fatty Acyl	126.03
Fatty Acyl	109.56
Fatty Acyl	150.85
Fatty Acyl	162.11
Fatty Acyl	132.72
Fatty Acyl	124.49
Fatty Acyl	129.79
Fatty Acyl	116.17
Fatty Acyl	146.1
Fatty Acyl	149.11
Fatty Acyl	121.32
Fatty Acyl	112.91
Fatty Acyl	141.95
Fatty Acyl	105.48
Fatty Acyl	104.89
Fatty Acyl	161.48
Fatty Acyl	149.34
Fatty Acyl	140.47
Fatty Acyl	104.23
Fatty Acyl	154.5
Fatty Acyl	134.38
Fatty Acyl	122.44
Fatty Acyl	156.58
Fatty Acyl	109.73
Fatty Acyl	112.09
Fatty Acyl	161.95
Fatty Acyl	166.39
Fatty Acyl	144.1
Fatty Acyl	169.77
Fatty Acyl	162.58
Fatty Acyl	114.61
Fatty Acyl	124.4
Fatty Acyl	174.7
Fatty Acyl	168.97
Fatty Acyl	159.67
Fatty Acyl	117.1
Fatty Acyl	171.04
Fatty Acyl	169.96
Fatty Acyl	159.31
Fatty Acyl	131.39
Fatty Acyl	154.82
Fatty Acyl	156.89
Fatty Acyl	152.58
Fatty Acyl	106.74
Fatty Acyl	142.5
Fatty Acyl	129.24
Fatty Acyl	109.12
Fatty Acyl	125.87
Fatty Acyl	157.67
Fatty Acyl	117.93
Fatty Acyl	153.69
Fatty Acyl	106.78
Fatty Acyl	142.55
Fatty Acyl	129.24
Fatty Acyl	125.88
Fatty Acyl	157.75
Fatty Acyl	117.95
Fatty Acyl	153.66
Fatty Acyl	134.89
Fatty Acyl	106.43
Fatty Acyl	142.45
Fatty Acyl	108.05
Fatty Acyl	125.88
Fatty Acyl	157.67
Fatty Acyl	134.91
Fatty Acyl	106.78
Fatty Acyl	142.47
Fatty Acyl	109.07
Fatty Acyl	125.89
Fatty Acyl	157.69
Fatty Acyl	106.44
Fatty Acyl	142.49
Fatty Acyl	108.02
Fatty Acyl	125.89
Fatty Acyl	157.65
Fatty Acyl	134.87
Fatty Acyl	106.43
Fatty Acyl	142.47
Fatty Acyl	107.99
Fatty Acyl	109.1
Fatty Acyl	125.89
Fatty Acyl	157.77
Fatty Acyl	106.74
Fatty Acyl	142.49
Fatty Acyl	109.15
Fatty Acyl	129.24
Fatty Acyl	125.89
Fatty Acyl	157.69
Fatty Acyl	117.94
Fatty Acyl	153.69
Fatty Acyl	106.43
Fatty Acyl	142.53
Fatty Acyl	129.25
Fatty Acyl	125.91
Fatty Acyl	157.56
Fatty Acyl	117.96
Fatty Acyl	153.65
Fatty Acyl	134.89
Fatty Acyl	105.79
Fatty Acyl	128.37
Fatty Acyl	128.16
Fatty Acyl	136.2
Fatty Acyl	156.21
Fatty Acyl	110.18
Fatty Acyl	117.95
Fatty Acyl	157.34
Fatty Acyl	132.36
Fatty Acyl	122.75
Fatty Acyl	127.65
Fatty Acyl	160.6
Fatty Acyl	108.67
Fatty Acyl	152.25
Fatty Acyl	134.88
Fatty Acyl	101.74
Fatty Acyl	134.26
Fatty Acyl	101.53
Fatty Acyl	133.2
Fatty Acyl	159.3
Fatty Acyl	136.38
Fatty Acyl	136.78
Fatty Acyl	130.19
Fatty Acyl	161.44
Fatty Acyl	112.86
Fatty Acyl	105.84
Fatty Acyl	127.55
Fatty Acyl	101.72
Fatty Acyl	137.23
Fatty Acyl	157.58
Fatty Acyl	128.62
Fatty Acyl	133.47
Fatty Acyl	123.06
Fatty Acyl	164.14
Fatty Acyl	106.41
Fatty Acyl	105.61
Fatty Acyl	135.56
Fatty Acyl	129.14
Fatty Acyl	131.42
Fatty Acyl	161.57
Fatty Acyl	109.01
Fatty Acyl	119.35
Fatty Acyl	154.13
Fatty Acyl	101.87
Fatty Acyl	135.84
Fatty Acyl	125.3
Fatty Acyl	129.91
Fatty Acyl	162.58
Fatty Acyl	112.3
Fatty Acyl	152.02
Fatty Acyl	133.75
Fatty Acyl	158.91
Fatty Acyl	167.9
Fatty Acyl	109.96
Fatty Acyl	115.23
Fatty Acyl	150.93
Fatty Acyl	128.26
Fatty Acyl	160.47
Fatty Acyl	170.37
Fatty Acyl	107.76
Fatty Acyl	111.83
Fatty Acyl	138.55
Fatty Acyl	149.84
Fatty Acyl	103.56
Fatty Acyl	165.78
Fatty Acyl	117.97
Fatty Acyl	104.9
Fatty Acyl	107.05
Fatty Acyl	151.99
Fatty Acyl	100.19
Fatty Acyl	153.81
Fatty Acyl	101.79
Fatty Acyl	148.88
Fatty Acyl	152.55
Fatty Acyl	170.7
Fatty Acyl	106.97
Fatty Acyl	111.84
Fatty Acyl	124.7
Fatty Acyl	166.0
Fatty Acyl	168.83
Fatty Acyl	133.03
Fatty Acyl	150.52
Fatty Acyl	130.34
Fatty Acyl	167.08
Fatty Acyl	130.49
Fatty Acyl	158.69
Fatty Acyl	151.19
Fatty Acyl	131.67
Fatty Acyl	126.51
Fatty Acyl	171.81
Fatty Acyl	165.9
Fatty Acyl	123.91
Fatty Acyl	126.5
Fatty Acyl	166.64
Fatty Acyl	173.25
Fatty Acyl	135.67
Fatty Acyl	131.84
Fatty Acyl	149.87
Fatty Acyl	151.88
Fatty Acyl	150.44
Fatty Acyl	141.28
Fatty Acyl	149.41
Fatty Acyl	136.79
Fatty Acyl	149.89
Fatty Acyl	150.31
Fatty Acyl	146.91
Fatty Acyl	140.78
Fatty Acyl	162.39
Fatty Acyl	136.92
Fatty Acyl	128.64
Fatty Acyl	126.26
Fatty Acyl	145.69
Fatty Acyl	153.53
Fatty Acyl	137.29
Fatty Acyl	133.59
Fatty Acyl	123.0
Fatty Acyl	143.64
Fatty Acyl	130.42
Fatty Acyl	122.73
Fatty Acyl	160.9
Fatty Acyl	126.33
Fatty Acyl	103.02
Fatty Acyl	108.76
Fatty Acyl	133.62
Fatty Acyl	119.92
Fatty Acyl	165.5
Fatty Acyl	140.29
Fatty Acyl	157.83
Fatty Acyl	163.72
Fatty Acyl	174.46
Fatty Acyl	154.34
Fatty Acyl	152.71
Fatty Acyl	105.23
Fatty Acyl	146.27
Fatty Acyl	158.38
Fatty Acyl	105.76
Fatty Acyl	159.7
Fatty Acyl	162.26
Fatty Acyl	145.2
Fatty Acyl	164.54
Fatty Acyl	122.81
Fatty Acyl	119.92
Fatty Acyl	129.74
Fatty Acyl	122.81
Fatty Acyl	140.2
Fatty Acyl	152.37
Fatty Acyl	152.5
Fatty Acyl	166.48
Fatty Acyl	163.58
Fatty Acyl	118.91
Fatty Acyl	132.04
Fatty Acyl	124.02
Fatty Acyl	106.85
Fatty Acyl	108.87
Fatty Acyl	167.76
Fatty Acyl	104.8
Fatty Acyl	108.72
Fatty Acyl	174.39
Fatty Acyl	143.9
Fatty Acyl	155.91
Fatty Acyl	133.78
Fatty Acyl	151.25
Fatty Acyl	140.8
Fatty Acyl	161.67
Fatty Acyl	114.66
Fatty Acyl	160.3
Fatty Acyl	148.07
Fatty Acyl	155.67
Fatty Acyl	119.14
Fatty Acyl	156.1
Fatty Acyl	118.68
Fatty Acyl	122.53
Fatty Acyl	135.31
Fatty Acyl	167.56
Fatty Acyl	171.66
Fatty Acyl	137.46
Fatty Acyl	101.89
Fatty Acyl	131.45
Fatty Acyl	118.5
Fatty Acyl	161.31
Fatty Acyl	111.71
Fatty Acyl	162.78
Fatty Acyl	113.56
Fatty Acyl	123.08
Fatty Acyl	144.44
Fatty Acyl	166.17
Fatty Acyl	132.11
Fatty Acyl	125.57
Fatty Acyl	152.91
Fatty Acyl	156.69
Fatty Acyl	144.69
Fatty Acyl	129.5
Fatty Acyl	146.1
Fatty Acyl	135.98
Fatty Acyl	163.84
Fatty Acyl	163.0
Fatty Acyl	165.2
Fatty Acyl	125.04
Fatty Acyl	139.94
Fatty Acyl	137.71
Fatty Acyl	175.46
Fatty Acyl	159.96
Fatty Acyl	115.11
Fatty Acyl	175.73
Fatty Acyl	129.61
Fatty Acyl	109.38
Fatty Acyl	148.0
Fatty Acyl	134.93
Fatty Acyl	151.44
Fatty Acyl	170.76
Fatty Acyl	107.43
Fatty Acyl	114.65
Fatty Acyl	126.19
Fatty Acyl	130.75
Fatty Acyl	148.86
Fatty Acyl	166.01
Fatty Acyl	113.26
Fatty Acyl	164.59
Fatty Acyl	164.94
Fatty Acyl	159.98
Fatty Acyl	164.5
Fatty Acyl	100.4
Fatty Acyl	169.47
Fatty Acyl	103.43
Fatty Acyl	142.43
Fatty Acyl	103.3
Fatty Acyl	151.42
Fatty Acyl	146.94
Fatty Acyl	104.13
Fatty Acyl	162.28
Fatty Acyl	167.71
Fatty Acyl	109.96
Fatty Acyl	156.32
Fatty Acyl	176.62
Fatty Acyl	141.38
Fatty Acyl	172.96
Fatty Acyl	137.78
Fatty Acyl	106.89
Fatty Acyl	157.0
Fatty Acyl	122.92
Fatty Acyl	142.98
Fatty Acyl	151.51
Fatty Acyl	141.36
Fatty Acyl	167.71
Fatty Acyl	106.91
Fatty Acyl	132.58
Fatty Acyl	172.62
Fatty Acyl	118.79
Fatty Acyl	144.02
Fatty Acyl	145.68
Fatty Acyl	177.39
Fatty Acyl	130.57
Fatty Acyl	124.38
Fatty Acyl	124.01
Fatty Acyl	174.21
Fatty Acyl	139.66
Fatty Acyl	161.83
Fatty Acyl	138.94
Fatty Acyl	103.23
Fatty Acyl	100.86
Fatty Acyl	163.4
Fatty Acyl	114.79
Fatty Acyl	144.58
Fatty Acyl	160.5
Fatty Acyl	138.7
Fatty Acyl	159.51
Fatty Acyl	157.51
Fatty Acyl	151.88
Fatty Acyl	162.65
Fatty Acyl	158.39
Fatty Acyl	176.13
Fatty Acyl	159.97
Fatty Acyl	164.04
Fatty Acyl	166.94
Fatty Acyl	148.13
Fatty Acyl	147.85
Fatty Acyl	154.98
Fatty Acyl	143.15
Fatty Acyl	149.94
Fatty Acyl	138.85
Fatty Acyl	140.14
Fatty Acyl	134.78
Fatty Acyl	109.65
Fatty Acyl	164.27
Fatty Acyl	146.85
Fatty Acyl	105.49
Fatty Acyl	105.9
Fatty Acyl	154.64
Fatty Acyl	128.01
Fatty Acyl	140.98
Fatty Acyl	140.16
Fatty Acyl	107.18
Fatty Acyl	150.65
Fatty Acyl	171.85
Fatty Acyl	123.72
Fatty Acyl	149.7
Fatty Acyl	157.44
Fatty Acyl	147.34
Fatty Acyl	108.07
Fatty Acyl	162.62
Fatty Acyl	161.61
Fatty Acyl	158.17
Fatty Acyl	111.34
Fatty Acyl	117.4
Fatty Acyl	130.82
Fatty Acyl	100.49
Fatty Acyl	150.71
Fatty Acyl	120.1
Fatty Acyl	138.92
Fatty Acyl	150.64
Fatty Acyl	168.5
Fatty Acyl	165.96
Fatty Acyl	177.09
Fatty Acyl	159.16
Fatty Acyl	133.43
Fatty Acyl	140.46
Fatty Acyl	148.93
Fatty Acyl	165.81
Fatty Acyl	164.56
Fatty Acyl	106.45
Fatty Acyl	157.78
Fatty Acyl	113.91
Fatty Acyl	166.44
Fatty Acyl	169.44
Fatty Acyl	155.78
Fatty Acyl	150.65
Fatty Acyl	122.8
Fatty Acyl	123.7
Fatty Acyl	106.51
Fatty Acyl	160.09
Fatty Acyl	101.8
Fatty Acyl	162.51
Fatty Acyl	154.42
Fatty Acyl	117.5
Fatty Acyl	113.32
Fatty Acyl	155.88
Fatty Acyl	162.27
Fatty Acyl	165.06
Fatty Acyl	159.02
Fatty Acyl	156.37
Fatty Acyl	128.68
Fatty Acyl	165.2
Fatty Acyl	160.16
Fatty Acyl	157.35
Fatty Acyl	127.94
Fatty Acyl	166.23
Fatty Acyl	144.18
Fatty Acyl	152.12
Fatty Acyl	123.66
Fatty Acyl	136.59
Fatty Acyl	152.5
Fatty Acyl	169.87
Fatty Acyl	151.24
Fatty Acyl	101.59
Fatty Acyl	139.75
Fatty Acyl	176.06
Fatty Acyl	151.13
Fatty Acyl	137.74
Fatty Acyl	147.98
Fatty Acyl	165.42
Fatty Acyl	166.26
Fatty Acyl	138.35
Fatty Acyl	109.76
Fatty Acyl	102.92
Fatty Acyl	170.43
Fatty Acyl	162.35
Fatty Acyl	173.11
Fatty Acyl	170.46
Fatty Acyl	173.86
Fatty Acyl	136.77
Fatty Acyl	144.79
Fatty Acyl	127.2
Fatty Acyl	130.18
Fatty Acyl	150.9
Fatty Acyl	146.08
Fatty Acyl	118.08
Fatty Acyl	161.58
Fatty Acyl	128.57
Fatty Acyl	135.8
Fatty Acyl	130.18
Fatty Acyl	120.69
Fatty Acyl	145.72
Fatty Acyl	112.53
Fatty Acyl	114.69
Fatty Acyl	167.63
Fatty Acyl	108.87
Fatty Acyl	135.57
Fatty Acyl	145.68
Fatty Acyl	123.46
Fatty Acyl	102.92
Fatty Acyl	102.69
Fatty Acyl	166.69
Fatty Acyl	126.76
Fatty Acyl	111.45
Fatty Acyl	113.81
Fatty Acyl	107.42
Fatty Acyl	157.36
Fatty Acyl	154.2
Fatty Acyl	128.83
Fatty Acyl	129.24
Fatty Acyl	113.98
Fatty Acyl	132.97
Fatty Acyl	118.44
Fatty Acyl	158.84
Fatty Acyl	161.11
Fatty Acyl	128.91
Fatty Acyl	129.29
Fatty Acyl	126.69
Fatty Acyl	137.15
Fatty Acyl	119.01
Fatty Acyl	109.88
Fatty Acyl	140.48
Fatty Acyl	137.4
Fatty Acyl	153.86
Fatty Acyl	107.63
Fatty Acyl	102.09
Fatty Acyl	107.68
Fatty Acyl	132.66
Fatty Acyl	135.88
Fatty Acyl	112.04
Fatty Acyl	103.87
Fatty Acyl	142.48
Fatty Acyl	168.6
Fatty Acyl	160.24
Fatty Acyl	106.19
Fatty Acyl	155.94
Fatty Acyl	149.48
Fatty Acyl	117.81
Fatty Acyl	104.65
Fatty Acyl	147.12
Fatty Acyl	160.56
Fatty Acyl	107.09
Fatty Acyl	132.99
Fatty Acyl	110.03
Fatty Acyl	134.03
Fatty Acyl	169.69
Fatty Acyl	136.78
Fatty Acyl	115.31
Fatty Acyl	172.87
Fatty Acyl	122.3
Fatty Acyl	177.49
Fatty Acyl	113.23
Fatty Acyl	176.81
Fatty Acyl	170.92
Fatty Acyl	115.5
Fatty Acyl	147.09
Fatty Acyl	118.14
Fatty Acyl	153.87
Fatty Acyl	100.23
Fatty Acyl	124.94
Fatty Acyl	160.11
Fatty Acyl	161.54
Fatty Acyl	152.26
Fatty Acyl	142.29
Fatty Acyl	165.14
Fatty Acyl	139.0
Fatty Acyl	154.85
Fatty Acyl	146.51
Fatty Acyl	150.23
Fatty Acyl	140.11
Fatty Acyl	149.98
Fatty Acyl	159.34
Fatty Acyl	146.1
Fatty Acyl	171.6
Fatty Acyl	134.58
Fatty Acyl	114.25
Fatty Acyl	132.46
Fatty Acyl	135.7
Fatty Acyl	141.76
Fatty Acyl	175.52
Fatty Acyl	116.02
Fatty Acyl	147.54
Fatty Acyl	137.44
Fatty Acyl	162.25
Fatty Acyl	132.88
Fatty Acyl	132.61
Fatty Acyl	172.86
Fatty Acyl	140.94
Fatty Acyl	109.74
Fatty Acyl	139.04
Fatty Acyl	145.34
Fatty Acyl	175.84
Fatty Acyl	144.83
Fatty Acyl	147.51
Fatty Acyl	159.23
Fatty Acyl	171.55
Fatty Acyl	134.04
Fatty Acyl	128.98
Fatty Acyl	137.61
Fatty Acyl	139.69
Fatty Acyl	172.35
Fatty Acyl	173.69
Fatty Acyl	172.53
Fatty Acyl	163.39
Fatty Acyl	114.16
Fatty Acyl	117.94
Fatty Acyl	119.95
Fatty Acyl	153.22
Fatty Acyl	101.46
Fatty Acyl	113.38
Fatty Acyl	117.45
Fatty Acyl	104.46
Fatty Acyl	110.58
Fatty Acyl	157.03
Fatty Acyl	113.9
Fatty Acyl	111.88
Fatty Acyl	139.49
Fatty Acyl	119.41
Fatty Acyl	117.36
Fatty Acyl	151.19
Fatty Acyl	136.44
Fatty Acyl	110.93
Fatty Acyl	152.37
Fatty Acyl	125.91
Fatty Acyl	113.72
Fatty Acyl	151.65
Fatty Acyl	122.68
Fatty Acyl	167.61
Fatty Acyl	111.68
Fatty Acyl	132.62
Fatty Acyl	145.35
Fatty Acyl	159.27
Fatty Acyl	108.48
Fatty Acyl	104.3
Fatty Acyl	105.64
Fatty Acyl	146.47
Fatty Acyl	165.48
Fatty Acyl	126.0
Fatty Acyl	132.3
Fatty Acyl	158.58
Fatty Acyl	170.87
Fatty Acyl	151.2
Fatty Acyl	105.77
Fatty Acyl	143.65
Fatty Acyl	120.06
Fatty Acyl	158.21
Fatty Acyl	134.91
Fatty Acyl	129.77
Fatty Acyl	156.33
Fatty Acyl	168.04
Fatty Acyl	128.46
Fatty Acyl	144.88
Fatty Acyl	163.42
Fatty Acyl	166.96
Fatty Acyl	146.64
Fatty Acyl	132.62
Fatty Acyl	142.26
Fatty Acyl	162.36
Fatty Acyl	140.47
Fatty Acyl	109.74
Fatty Acyl	166.12
Fatty Acyl	163.83
Fatty Acyl	132.16
Fatty Acyl	126.57
Fatty Acyl	133.82
Fatty Acyl	125.48
Fatty Acyl	120.14
Fatty Acyl	150.98
Fatty Acyl	132.85
Fatty Acyl	154.38
Fatty Acyl	165.25
Fatty Acyl	116.87
Fatty Acyl	126.7
Fatty Acyl	133.6
Fatty Acyl	143.86
Fatty Acyl	128.0
Fatty Acyl	137.61
Fatty Acyl	134.87
Fatty Acyl	163.38
Fatty Acyl	113.96
Fatty Acyl	141.29
Fatty Acyl	157.73
Fatty Acyl	147.37
Fatty Acyl	126.95
Fatty Acyl	139.88
Fatty Acyl	122.08
Fatty Acyl	117.08
Fatty Acyl	144.59
Fatty Acyl	159.63
Fatty Acyl	163.56
Fatty Acyl	171.08
Fatty Acyl	143.88
Fatty Acyl	147.27
Fatty Acyl	118.65
Fatty Acyl	154.17
Fatty Acyl	140.46
Fatty Acyl	141.34
Fatty Acyl	101.88
Fatty Acyl	151.91
Fatty Acyl	155.31
Fatty Acyl	159.81
Fatty Acyl	167.52
Fatty Acyl	127.89
Fatty Acyl	154.78
Fatty Acyl	132.26
Fatty Acyl	116.38
Fatty Acyl	166.13
Fatty Acyl	158.4
Fatty Acyl	143.64
Fatty Acyl	172.94
Fatty Acyl	148.93
Fatty Acyl	154.21
Fatty Acyl	139.46
Fatty Acyl	121.79
Fatty Acyl	173.72
Fatty Acyl	147.85
Fatty Acyl	114.4
Fatty Acyl	119.46
Fatty Acyl	133.84
Fatty Acyl	126.09
Fatty Acyl	154.3
Fatty Acyl	164.64
Fatty Acyl	112.92
Fatty Acyl	165.55
Fatty Acyl	155.53
Fatty Acyl	169.35
Fatty Acyl	106.45
Fatty Acyl	171.11
Fatty Acyl	104.83
Fatty Acyl	140.17
Fatty Acyl	104.41
Fatty Acyl	138.32
Fatty Acyl	150.58
Fatty Acyl	148.21
Fatty Acyl	131.46
Fatty Acyl	170.14
Fatty Acyl	165.09
Fatty Acyl	157.88
Fatty Acyl	117.43
Fatty Acyl	105.07
Fatty Acyl	126.78
Fatty Acyl	133.4
Fatty Acyl	155.09
Fatty Acyl	157.65
Fatty Acyl	151.71
Fatty Acyl	162.92
Fatty Acyl	164.71
Fatty Acyl	170.79
