class	GO_CC	polarity_score
Polyketide	cytoplasm [GO:0005737]	3
Polyketide	aggresome [GO:0016235]	1
Polyketide	cell projection [GO:0042995]	1
Polyketide	secretory granule membrane [GO:0030667]	1
Polyketide	ficolin-1-rich granule membrane [GO:0101003]	1
Polyketide	tertiary granule membrane [GO:0070821]	1
Polyketide	extracellular exosome [GO:0070062]	1
Polyketide	plasma membrane [GO:0005886]	1
Polyketide	membrane [GO:0016020]	1
Polyketide	specific granule membrane [GO:0035579]	1
Polyketide	perikaryon [GO:0043204]	1
Polyketide	glycosome [GO:0020015]	17
Polyketide	melanosome [GO:0042470]	3
Polyketide	axonal growth cone [GO:0044295]	3
Polyketide	cell body [GO:0044297]	3
Polyketide	endomembrane system [GO:0012505]	3
Polyketide	lamellipodium [GO:0030027]	3
Polyketide	growth cone membrane [GO:0032584]	3
Polyketide	plasma membrane [GO:0005886]	3
Polyketide	axon [GO:0030424]	3
Polyketide	cell surface [GO:0009986]	3
Polyketide	cortical cytoskeleton [GO:0030863]	12
Polyketide	basolateral plasma membrane [GO:0016323]	12
Polyketide	ankyrin-1 complex [GO:0170014]	12
Polyketide	Z disc [GO:0030018]	12
Polyketide	extracellular exosome [GO:0070062]	12
Polyketide	plasma membrane [GO:0005886]	12
Polyketide	membrane [GO:0016020]	12
Polyketide	blood microparticle [GO:0072562]	12
Polyketide	cytoplasmic side of plasma membrane [GO:0009898]	12
Polyketide	cytosol [GO:0005829]	15
Polyketide	cytosolic DNA-directed RNA polymerase complex [GO:0000345]	15
Polyketide	membrane [GO:0016020]	15
