pdb_file	ccd_id	expected_atom_count	observed_atom_count	missing_atom_count	extra_atom_count	missing_atoms	extra_atoms
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-d-X-CDL1/plipfixed.BD8q0j-d-X-CDL1_gnkh_66z.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-d-X-CDL1/BD8q0j-d-X-CDL1_protonated.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-M-X-CDL1/plipfixed.BD8q0j-M-X-CDL1_whkubc21.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-M-X-CDL1/BD8q0j-M-X-CDL1_protonated.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-N-d-CDL1/plipfixed.BD8q0j-N-d-CDL1_b148lshk.pdb	CDL	100	65	35	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-N-d-CDL1/BD8q0j-N-d-CDL1_protonated.pdb	CDL	100	65	35	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-N-N-CDL1/BD8q0j-N-N-CDL1_protonated.pdb	CDL	100	73	27	0	C25,C26,C27,C43,C44,C45,C46,C47,C60,C61,C62,C63,C64,C65,C66,C67,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-N-X-CDL1/plipfixed.BD8q0j-N-X-CDL1_u163_hb6.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-N-X-CDL1/BD8q0j-N-X-CDL1_protonated.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-q-q-CDL1/BD8q0j-q-q-CDL1_protonated.pdb	CDL	100	60	40	0	C23,C24,C25,C26,C27,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0j-X-X-CDL1/BD8q0j-X-X-CDL1_protonated.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-d-d-CDL1/BD8q0m-d-d-CDL1_protonated.pdb	CDL	100	65	35	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-d-d-CDL2/BD8q0m-d-d-CDL2_protonated.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-d-M-CDL1/plipfixed.BD8q0m-d-M-CDL1_e54lf9qc.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-d-M-CDL1/BD8q0m-d-M-CDL1_protonated.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-f-d-CDL2/plipfixed.BD8q0m-f-d-CDL2_a8ff_khu.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-f-d-CDL2/BD8q0m-f-d-CDL2_protonated.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-g-h-CDL1/plipfixed.BD8q0m-g-h-CDL1_ibannx9x.pdb	CDL	100	80	20	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C65,C66,C67,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-g-h-CDL1/BD8q0m-g-h-CDL1_protonated.pdb	CDL	100	80	20	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C65,C66,C67,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-h-h-CDL1/BD8q0m-h-h-CDL1_protonated.pdb	CDL	100	81	19	0	C22,C23,C24,C25,C26,C27,C44,C45,C46,C47,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-h-L-CDL1/plipfixed.BD8q0m-h-L-CDL1_m9irp8xn.pdb	CDL	100	76	24	0	C20,C21,C22,C23,C24,C25,C26,C27,C45,C46,C47,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-h-L-CDL1/BD8q0m-h-L-CDL1_protonated.pdb	CDL	100	76	24	0	C20,C21,C22,C23,C24,C25,C26,C27,C45,C46,C47,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-i-h-CDL1/plipfixed.BD8q0m-i-h-CDL1_f8xfdi_f.pdb	CDL	100	80	20	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C65,C66,C67,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-i-h-CDL1/BD8q0m-i-h-CDL1_protonated.pdb	CDL	100	80	20	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C65,C66,C67,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-J-H-CDL1/plipfixed.BD8q0m-J-H-CDL1_gu6tq_9q.pdb	CDL	100	81	19	0	C22,C23,C24,C25,C26,C27,C44,C45,C46,C47,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-J-H-CDL1/BD8q0m-J-H-CDL1_protonated.pdb	CDL	100	81	19	0	C22,C23,C24,C25,C26,C27,C44,C45,C46,C47,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-J-P-CDL1/plipfixed.BD8q0m-J-P-CDL1_mec3zu_3.pdb	CDL	100	59	41	0	C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-J-P-CDL1/BD8q0m-J-P-CDL1_protonated.pdb	CDL	100	59	41	0	C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-L-h-CDL1/plipfixed.BD8q0m-L-h-CDL1_zs0aful4.pdb	CDL	100	80	20	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C65,C66,C67,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-L-h-CDL1/BD8q0m-L-h-CDL1_protonated.pdb	CDL	100	80	20	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C65,C66,C67,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-L-L-CDL1/BD8q0m-L-L-CDL1_protonated.pdb	CDL	100	76	24	0	C20,C21,C22,C23,C24,C25,C26,C27,C45,C46,C47,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-M-d-CDL2/plipfixed.BD8q0m-M-d-CDL2_9m78chp_.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-M-d-CDL2/BD8q0m-M-d-CDL2_protonated.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-M-h-CDL1/plipfixed.BD8q0m-M-h-CDL1_b1to43g8.pdb	CDL	100	80	20	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C65,C66,C67,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-M-h-CDL1/BD8q0m-M-h-CDL1_protonated.pdb	CDL	100	80	20	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C65,C66,C67,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-M-L-CDL1/plipfixed.BD8q0m-M-L-CDL1_ifgg_i8n.pdb	CDL	100	76	24	0	C20,C21,C22,C23,C24,C25,C26,C27,C45,C46,C47,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-M-L-CDL1/BD8q0m-M-L-CDL1_protonated.pdb	CDL	100	76	24	0	C20,C21,C22,C23,C24,C25,C26,C27,C45,C46,C47,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-M-M-CDL1/BD8q0m-M-M-CDL1_protonated.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-N-d-CDL1/plipfixed.BD8q0m-N-d-CDL1_3m56dtx7.pdb	CDL	100	65	35	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-N-d-CDL1/BD8q0m-N-d-CDL1_protonated.pdb	CDL	100	65	35	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-N-d-CDL2/plipfixed.BD8q0m-N-d-CDL2_w3bmvt5q.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-N-d-CDL2/BD8q0m-N-d-CDL2_protonated.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-N-M-CDL1/plipfixed.BD8q0m-N-M-CDL1_yekosck0.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-N-M-CDL1/BD8q0m-N-M-CDL1_protonated.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-N-N-CDL1/BD8q0m-N-N-CDL1_protonated.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-O-N-CDL1/plipfixed.BD8q0m-O-N-CDL1_xq5rzxt4.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-O-N-CDL1/BD8q0m-O-N-CDL1_protonated.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-P-H-CDL1/plipfixed.BD8q0m-P-H-CDL1_98osxwl5.pdb	CDL	100	81	19	0	C22,C23,C24,C25,C26,C27,C44,C45,C46,C47,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-P-H-CDL1/BD8q0m-P-H-CDL1_protonated.pdb	CDL	100	81	19	0	C22,C23,C24,C25,C26,C27,C44,C45,C46,C47,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-P-P-CDL1/BD8q0m-P-P-CDL1_protonated.pdb	CDL	100	59	41	0	C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-q-r-CDL1/plipfixed.BD8q0m-q-r-CDL1_i005lib0.pdb	CDL	100	61	39	0	C23,C24,C25,C26,C27,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-q-r-CDL1/BD8q0m-q-r-CDL1_protonated.pdb	CDL	100	61	39	0	C23,C24,C25,C26,C27,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0m-r-r-CDL1/BD8q0m-r-r-CDL1_protonated.pdb	CDL	100	61	39	0	C23,C24,C25,C26,C27,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-d-d-CDL1/BD8q0o-d-d-CDL1_protonated.pdb	CDL	100	65	35	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-d-M-CDL1/plipfixed.BD8q0o-d-M-CDL1_y22uu8oo.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-d-M-CDL1/BD8q0o-d-M-CDL1_protonated.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-d-X-CDL1/plipfixed.BD8q0o-d-X-CDL1_3237je9m.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-d-X-CDL1/BD8q0o-d-X-CDL1_protonated.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-g-i-CDL1/plipfixed.BD8q0o-g-i-CDL1_g4haaybw.pdb	CDL	100	72	28	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C61,C62,C63,C64,C65,C66,C67,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-g-i-CDL1/BD8q0o-g-i-CDL1_protonated.pdb	CDL	100	72	28	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C61,C62,C63,C64,C65,C66,C67,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-h-i-CDL1/plipfixed.BD8q0o-h-i-CDL1_pi0argvt.pdb	CDL	100	72	28	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C61,C62,C63,C64,C65,C66,C67,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-h-i-CDL1/BD8q0o-h-i-CDL1_protonated.pdb	CDL	100	72	28	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C61,C62,C63,C64,C65,C66,C67,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-h-L-CDL1/plipfixed.BD8q0o-h-L-CDL1_c5nudwss.pdb	CDL	100	70	30	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C42,C43,C44,C45,C46,C47,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-h-L-CDL1/BD8q0o-h-L-CDL1_protonated.pdb	CDL	100	70	30	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C42,C43,C44,C45,C46,C47,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-i-i-CDL1/BD8q0o-i-i-CDL1_protonated.pdb	CDL	100	72	28	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C61,C62,C63,C64,C65,C66,C67,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-L-L-CDL1/BD8q0o-L-L-CDL1_protonated.pdb	CDL	100	70	30	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C42,C43,C44,C45,C46,C47,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-M-i-CDL1/plipfixed.BD8q0o-M-i-CDL1_x_150x63.pdb	CDL	100	72	28	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C61,C62,C63,C64,C65,C66,C67,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-M-i-CDL1/BD8q0o-M-i-CDL1_protonated.pdb	CDL	100	72	28	0	C22,C23,C24,C25,C26,C27,C45,C46,C47,C61,C62,C63,C64,C65,C66,C67,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-M-L-CDL1/plipfixed.BD8q0o-M-L-CDL1_8xq1dzku.pdb	CDL	100	70	30	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C42,C43,C44,C45,C46,C47,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-M-L-CDL1/BD8q0o-M-L-CDL1_protonated.pdb	CDL	100	70	30	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C42,C43,C44,C45,C46,C47,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-M-M-CDL1/BD8q0o-M-M-CDL1_protonated.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-M-X-CDL1/plipfixed.BD8q0o-M-X-CDL1_jzjmn62b.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-M-X-CDL1/BD8q0o-M-X-CDL1_protonated.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-N-d-CDL1/plipfixed.BD8q0o-N-d-CDL1_euko8t25.pdb	CDL	100	65	35	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-N-d-CDL1/BD8q0o-N-d-CDL1_protonated.pdb	CDL	100	65	35	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-N-M-CDL1/plipfixed.BD8q0o-N-M-CDL1_mc0hpt9b.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-N-M-CDL1/BD8q0o-N-M-CDL1_protonated.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-N-N-CDL1/BD8q0o-N-N-CDL1_protonated.pdb	CDL	100	84	16	0	C41,C42,C43,C44,C45,C46,C47,C64,C65,C66,C67,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-N-X-CDL1/plipfixed.BD8q0o-N-X-CDL1_z1bfx8qv.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-N-X-CDL1/BD8q0o-N-X-CDL1_protonated.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-O-M-CDL1/plipfixed.BD8q0o-O-M-CDL1_7721jczl.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-O-M-CDL1/BD8q0o-O-M-CDL1_protonated.pdb	CDL	100	100	0	0		
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-O-N-CDL1/plipfixed.BD8q0o-O-N-CDL1_5bjmlio_.pdb	CDL	100	84	16	0	C41,C42,C43,C44,C45,C46,C47,C64,C65,C66,C67,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-O-N-CDL1/BD8q0o-O-N-CDL1_protonated.pdb	CDL	100	84	16	0	C41,C42,C43,C44,C45,C46,C47,C64,C65,C66,C67,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-q-q-CDL1/BD8q0o-q-q-CDL1_protonated.pdb	CDL	100	58	42	0	C23,C24,C25,C26,C27,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-r-q-CDL1/plipfixed.BD8q0o-r-q-CDL1_hziusei2.pdb	CDL	100	58	42	0	C23,C24,C25,C26,C27,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-r-q-CDL1/BD8q0o-r-q-CDL1_protonated.pdb	CDL	100	58	42	0	C23,C24,C25,C26,C27,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0o-X-X-CDL1/BD8q0o-X-X-CDL1_protonated.pdb	CDL	100	86	14	0	C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0q-d-d-CDL1/BD8q0q-d-d-CDL1_protonated.pdb	CDL	100	65	35	0	C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0q-d-X-CDL1/plipfixed.BD8q0q-d-X-CDL1_tprazdd9.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0q-d-X-CDL1/BD8q0q-d-X-CDL1_protonated.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0q-M-X-CDL1/plipfixed.BD8q0q-M-X-CDL1_yacjuq0f.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
/Volumes/GigiMurin/plip/fatty_glycerophospholipids/BD8q0q-M-X-CDL1/BD8q0q-M-X-CDL1_protonated.pdb	CDL	100	79	21	0	C25,C26,C27,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C81,C82,C83,C84,C85,C86,C87	
