class	GO_CC	ratio
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	0.8711247353285085
Sterol	respiratory chain complex IV [GO:0045277]	0.8711247353285085
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	0.8711247353285085
Sterol	respiratory chain complex IV [GO:0045277]	0.8711247353285085
Sterol	cytosol [GO:0005829]	0.37820676021745314
Sterol	nucleoplasm [GO:0005654]	0.37820676021745314
Sterol	cytoskeleton [GO:0005856]	0.37820676021745314
Sterol	nucleus [GO:0005634]	0.37820676021745314
Sterol	cytoplasm [GO:0005737]	0.37820676021745314
Sterol	cytosol [GO:0005829]	0.585078961699038
Sterol	nucleoplasm [GO:0005654]	0.585078961699038
Sterol	endoplasmic reticulum membrane [GO:0005789]	0.585078961699038
Sterol	receptor complex [GO:0043235]	0.585078961699038
Sterol	chromatin [GO:0000785]	0.585078961699038
Sterol	cytoplasm [GO:0005737]	1.8968674098524008
Sterol	membrane [GO:0016020]	2.4582901310208314
Sterol	intracellular membrane-bounded organelle [GO:0043231]	2.4582901310208314
Sterol	endoplasmic reticulum membrane [GO:0005789]	2.4582901310208314
Sterol	collagen-containing extracellular matrix [GO:0062023]	1.5033402571155898
Sterol	secretory granule lumen [GO:0034774]	1.5033402571155898
Sterol	azurophil granule lumen [GO:0035578]	1.5033402571155898
Sterol	extracellular exosome [GO:0070062]	1.5033402571155898
Sterol	blood microparticle [GO:0072562]	1.5033402571155898
Sterol	platelet alpha granule lumen [GO:0031093]	1.5033402571155898
Sterol	extracellular region [GO:0005576]	1.5033402571155898
Sterol	extracellular space [GO:0005615]	1.5033402571155898
Sterol	nucleus [GO:0005634]	1.5033402571155898
Sterol	respiratory chain complex IV [GO:0045277]	1.023835659400972
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	1.023835659400972
Sterol	respiratory chain complex IV [GO:0045277]	1.023835659400972
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	1.023835659400972
Sterol	membrane [GO:0016020]	0.861102094829093
Sterol	proton-transporting V-type ATPase complex [GO:0033176]	0.861102094829093
Sterol	vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]	0.861102094829093
Sterol	transmembrane transporter complex [GO:1902495]	0.861102094829093
Sterol	synaptic vesicle membrane [GO:0030672]	0.861102094829093
Sterol	synaptic vesicle [GO:0008021]	0.861102094829093
Sterol	clathrin-coated vesicle membrane [GO:0030665]	0.861102094829093
Sterol	recycling endosome [GO:0055037]	0.8593610918801305
Sterol	endosome [GO:0005768]	0.8593610918801305
Sterol	Golgi membrane [GO:0000139]	0.8593610918801305
Sterol	plasma membrane [GO:0005886]	0.8593610918801305
Sterol	endoplasmic reticulum membrane [GO:0005789]	0.8593610918801305
Sterol	mitochondrion [GO:0005739]	0.8593610918801305
Sterol	external side of plasma membrane [GO:0009897]	0.8593610918801305
Sterol	Golgi apparatus [GO:0005794]	0.8593610918801305
Sterol	postsynaptic membrane [GO:0045211]	0.9534103447499381
Sterol	acetylcholine-gated channel complex [GO:0005892]	0.9534103447499381
Sterol	postsynaptic membrane [GO:0045211]	0.7431192660550457
Sterol	acetylcholine-gated channel complex [GO:0005892]	0.7431192660550457
Sterol	mitochondrial inner membrane [GO:0005743]	2.346672466289691
Sterol	respiratory chain complex IV [GO:0045277]	2.346672466289691
Sterol	endoplasmic reticulum membrane [GO:0005789]	0.5980243661508068
Sterol	membrane [GO:0016020]	0.31561550256631565
Sterol	membrane [GO:0016020]	1.3982469940442745
Sterol	proton-transporting V-type ATPase complex [GO:0033176]	1.3982469940442745
Sterol	vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]	1.3982469940442745
Sterol	transmembrane transporter complex [GO:1902495]	1.3982469940442745
Sterol	synaptic vesicle membrane [GO:0030672]	1.3982469940442745
Sterol	synaptic vesicle [GO:0008021]	1.3982469940442745
Sterol	clathrin-coated vesicle membrane [GO:0030665]	1.3982469940442745
Sterol	recycling endosome [GO:0055037]	0.400957810718358
Sterol	endosome [GO:0005768]	0.400957810718358
Sterol	clathrin-coated pit [GO:0005905]	0.400957810718358
Sterol	early endosome [GO:0005769]	0.400957810718358
Sterol	intracellular membrane-bounded organelle [GO:0043231]	0.400957810718358
Sterol	plasma membrane [GO:0005886]	0.400957810718358
Sterol	external side of plasma membrane [GO:0009897]	0.400957810718358
Sterol	cell surface [GO:0009986]	0.400957810718358
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	2.079025266941537
Sterol	respiratory chain complex IV [GO:0045277]	2.079025266941537
Sterol	membrane [GO:0016020]	0.7068873692507616
Sterol	Golgi cisterna membrane [GO:0032580]	0.7068873692507616
Sterol	plasma membrane [GO:0005886]	0.7068873692507616
Sterol	presynaptic membrane [GO:0042734]	0.7068873692507616
Sterol	gamma-secretase complex [GO:0070765]	0.7068873692507616
Sterol	endoplasmic reticulum membrane [GO:0005789]	0.7068873692507616
Sterol	early endosome [GO:0005769]	0.7068873692507616
Sterol	Golgi apparatus [GO:0005794]	0.7068873692507616
Sterol	Golgi membrane [GO:0000139]	0.7068873692507616
Sterol	endosome membrane [GO:0010008]	0.7068873692507616
Sterol	synaptic vesicle [GO:0008021]	0.7068873692507616
Sterol	endoplasmic reticulum [GO:0005783]	0.7068873692507616
Sterol	postsynaptic membrane [GO:0045211]	0.5661084215748328
Sterol	acetylcholine-gated channel complex [GO:0005892]	0.5661084215748328
Sterol	mitochondrial inner membrane [GO:0005743]	0.7679966420259776
Sterol	respiratory chain complex IV [GO:0045277]	0.7679966420259776
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	2.314159292035398
Sterol	respiratory chain complex IV [GO:0045277]	2.314159292035398
Sterol	plasma membrane [GO:0005886]	0.4155608591885442
Sterol	membrane [GO:0016020]	0.4155608591885442
Sterol	lysosome [GO:0005764]	0.4155608591885442
Sterol	plasma membrane [GO:0005886]	0.9466932944158538
Sterol	membrane [GO:0016020]	0.9466932944158538
Sterol	lysosome [GO:0005764]	0.9466932944158538
Sterol	respiratory chain complex IV [GO:0045277]	1.261089218955239
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	1.261089218955239
Sterol	dendrite [GO:0030425]	0.848796241926013
Sterol	dendritic shaft [GO:0043198]	0.848796241926013
Sterol	glutamatergic synapse [GO:0098978]	0.848796241926013
Sterol	postsynaptic membrane [GO:0045211]	0.848796241926013
Sterol	synapse [GO:0045202]	0.848796241926013
Sterol	AMPA glutamate receptor complex [GO:0032281]	0.848796241926013
Sterol	varicosity [GO:0043196]	0.955487336914812
Sterol	ruffle [GO:0001726]	0.955487336914812
Sterol	plasma membrane [GO:0005886]	0.955487336914812
Sterol	synaptic vesicle membrane [GO:0030672]	0.955487336914812
Sterol	neuronal cell body [GO:0043025]	0.955487336914812
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	1.0460276918940719
Sterol	respiratory chain complex IV [GO:0045277]	1.0460276918940719
Sterol	plasma membrane [GO:0005886]	0.43086846288244024
Sterol	membrane [GO:0016020]	0.43086846288244024
Sterol	dendrite [GO:0030425]	0.5813292354975029
Sterol	dendritic shaft [GO:0043198]	0.5813292354975029
Sterol	glutamatergic synapse [GO:0098978]	0.5813292354975029
Sterol	postsynaptic membrane [GO:0045211]	0.5813292354975029
Sterol	synapse [GO:0045202]	0.5813292354975029
Sterol	AMPA glutamate receptor complex [GO:0032281]	0.5813292354975029
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	2.885345717234262
Sterol	respiratory chain complex IV [GO:0045277]	2.885345717234262
Sterol	mitochondrion [GO:0005739]	2.885345717234262
Sterol	mitochondrial respirasome [GO:0005746]	2.885345717234262
Sterol	apical plasma membrane [GO:0016324]	1.6284161180929582
Sterol	extracellular exosome [GO:0070062]	1.6284161180929582
Sterol	brush border membrane [GO:0031526]	1.6284161180929582
Sterol	gamma-delta T cell receptor complex [GO:0042106]	0.5289532082772225
