class	GO_CC	ratio
Glycerolipid	spine apparatus [GO:0097444]	0.339851992748239
Glycerolipid	G protein-coupled serotonin receptor complex [GO:0098666]	0.7742151147242873
Glycerolipid	dendrite [GO:0030425]	0.7742151147242873
Glycerolipid	cytoplasm [GO:0005737]	0.7742151147242873
Glycerolipid	plasma membrane [GO:0005886]	0.7742151147242873
Glycerolipid	nucleoplasm [GO:0005654]	0.7742151147242873
Glycerolipid	synapse [GO:0045202]	0.7742151147242873
Glycerolipid	G protein-coupled serotonin receptor complex [GO:0098666]	3.8484330484330487
Glycerolipid	dendrite [GO:0030425]	3.8484330484330487
Glycerolipid	cytoplasm [GO:0005737]	3.8484330484330487
Glycerolipid	plasma membrane [GO:0005886]	3.8484330484330487
Glycerolipid	nucleoplasm [GO:0005654]	3.8484330484330487
Glycerolipid	synapse [GO:0045202]	3.8484330484330487
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	0.7137724644843464
Glycerolipid	respiratory chain complex IV [GO:0045277]	0.7137724644843464
Glycerolipid	G protein-coupled serotonin receptor complex [GO:0098666]	0.34234162095794796
Glycerolipid	dendrite [GO:0030425]	0.34234162095794796
Glycerolipid	cytoplasm [GO:0005737]	0.34234162095794796
Glycerolipid	plasma membrane [GO:0005886]	0.34234162095794796
Glycerolipid	nucleoplasm [GO:0005654]	0.34234162095794796
Glycerolipid	synapse [GO:0045202]	0.34234162095794796
Glycerolipid	G protein-coupled serotonin receptor complex [GO:0098666]	2.545903045903046
Glycerolipid	dendrite [GO:0030425]	2.545903045903046
Glycerolipid	cytoplasm [GO:0005737]	2.545903045903046
Glycerolipid	plasma membrane [GO:0005886]	2.545903045903046
Glycerolipid	nucleoplasm [GO:0005654]	2.545903045903046
Glycerolipid	synapse [GO:0045202]	2.545903045903046
Glycerolipid	G protein-coupled serotonin receptor complex [GO:0098666]	0.7145757941294734
Glycerolipid	dendrite [GO:0030425]	0.7145757941294734
Glycerolipid	cytoplasm [GO:0005737]	0.7145757941294734
Glycerolipid	plasma membrane [GO:0005886]	0.7145757941294734
Glycerolipid	nucleoplasm [GO:0005654]	0.7145757941294734
Glycerolipid	synapse [GO:0045202]	0.7145757941294734
Glycerolipid	G protein-coupled serotonin receptor complex [GO:0098666]	0.26942071542979174
Glycerolipid	dendrite [GO:0030425]	0.26942071542979174
Glycerolipid	cytoplasm [GO:0005737]	0.26942071542979174
Glycerolipid	plasma membrane [GO:0005886]	0.26942071542979174
Glycerolipid	nucleoplasm [GO:0005654]	0.26942071542979174
Glycerolipid	synapse [GO:0045202]	0.26942071542979174
Glycerolipid	periplasmic space [GO:0042597]	1.1023108548745333
Glycerolipid	periplasmic space [GO:0042597]	0.6665718864705578
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	0.44228256858775544
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	13.717599752551811
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	7.334534079059627
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.478378296361485
Glycerolipid	respiratory chain complex IV [GO:0045277]	1.6852742037760549
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	1.6852742037760549
Glycerolipid	intracellular membrane-bounded organelle [GO:0043231]	5.924043715846994
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	5.924043715846994
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	0.5481021804734986
Glycerolipid	intracellular membrane-bounded organelle [GO:0043231]	0.5481021804734986
Glycerolipid	periplasmic space [GO:0042597]	0.3324148474720899
Glycerolipid	periplasmic space [GO:0042597]	0.5412431941923775
Glycerolipid	periplasmic space [GO:0042597]	0.5152815458723216
Glycerolipid	bicellular tight junction [GO:0005923]	0.35520922414555745
Glycerolipid	plasma membrane [GO:0005886]	0.35520922414555745
Glycerolipid	lateral plasma membrane [GO:0016328]	0.35520922414555745
Glycerolipid	bicellular tight junction [GO:0005923]	0.30687326181962654
Glycerolipid	plasma membrane [GO:0005886]	0.30687326181962654
Glycerolipid	lateral plasma membrane [GO:0016328]	0.30687326181962654
Glycerolipid	photosystem II [GO:0009523]	2.305190275660733
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.305190275660733
Glycerolipid	photosystem II [GO:0009523]	2.305190275660733
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.305190275660733
Glycerolipid	photosystem II [GO:0009523]	0.8045753910980608
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	0.8045753910980608
Glycerolipid	photosystem II [GO:0009523]	0.8045753910980608
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	0.8045753910980608
Glycerolipid	photosystem II [GO:0009523]	1.5391427695138784
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.5391427695138784
Glycerolipid	photosystem II [GO:0009523]	1.5391427695138784
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.5391427695138784
Glycerolipid	respiratory chain complex IV [GO:0045277]	0.8888240961411693
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	0.8888240961411693
Glycerolipid	photosystem II [GO:0009523]	1.1371434958365156
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.1371434958365156
Glycerolipid	photosystem II [GO:0009523]	1.1371434958365156
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.1371434958365156
Glycerolipid	photosystem II [GO:0009523]	3.689902793589632
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	3.689902793589632
Glycerolipid	photosystem II [GO:0009523]	2.3843962008141117
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	2.3843962008141117
Glycerolipid	photosystem II [GO:0009523]	1.297504159733777
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.297504159733777
Glycerolipid	photosystem II [GO:0009523]	1.297504159733777
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	1.297504159733777
Glycerolipid	photosystem II [GO:0009523]	0.8555384152306419
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	0.8555384152306419
