class	GO_CC	as_max_dst
Sterol	neuron projection [GO:0043005]	17.58
Sterol	membrane [GO:0016020]	17.58
Sterol	endosome [GO:0005768]	17.58
Sterol	plasma membrane [GO:0005886]	17.58
Sterol	voltage-gated potassium channel complex [GO:0008076]	15.65
Sterol	apical plasma membrane [GO:0016324]	15.65
Sterol	postsynaptic membrane [GO:0045211]	15.65
Sterol	membrane [GO:0016020]	15.65
Sterol	caveola [GO:0005901]	15.65
Sterol	plasma membrane [GO:0005886]	15.65
Sterol	lysosomal lumen [GO:0043202]	17.93
Sterol	cytosol [GO:0005829]	17.93
Sterol	extracellular exosome [GO:0070062]	17.93
Sterol	blood microparticle [GO:0072562]	17.93
Sterol	extracellular region [GO:0005576]	17.93
Sterol	extracellular space [GO:0005615]	17.93
Sterol	cytoplasm [GO:0005737]	17.93
Sterol	apical plasma membrane [GO:0016324]	15.05
Sterol	extracellular exosome [GO:0070062]	15.05
Sterol	brush border membrane [GO:0031526]	15.05
Sterol	mitochondrial matrix [GO:0005759]	20.63
Sterol	mitochondrion [GO:0005739]	20.63
Sterol	mitochondrial inner membrane [GO:0005743]	20.63
Sterol	fungal-type vacuole [GO:0000324]	18.23
Sterol	fungal-type vacuole lumen [GO:0000328]	18.23
Sterol	organelle membrane [GO:0031090]	13.9
Sterol	basolateral plasma membrane [GO:0016323]	13.9
Sterol	apical plasma membrane [GO:0016324]	13.9
Sterol	T-tubule [GO:0030315]	13.9
Sterol	sperm flagellum [GO:0036126]	13.9
Sterol	lateral plasma membrane [GO:0016328]	13.9
Sterol	intercalated disc [GO:0014704]	13.9
Sterol	sodium:potassium-exchanging ATPase complex [GO:0005890]	13.9
Sterol	respiratory chain complex IV [GO:0045277]	8.99
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	8.99
Sterol	membrane [GO:0016020]	25.36
Sterol	cell surface [GO:0009986]	15.44
Sterol	apical plasma membrane [GO:0016324]	15.44
Sterol	external side of apical plasma membrane [GO:0098591]	15.44
Sterol	extracellular exosome [GO:0070062]	15.44
Sterol	plasma membrane [GO:0005886]	15.44
Sterol	membrane [GO:0016020]	15.44
Sterol	cytoplasm [GO:0005737]	15.44
Sterol	cytosol [GO:0005829]	17.24
Sterol	nucleoplasm [GO:0005654]	17.24
Sterol	receptor complex [GO:0043235]	17.24
Sterol	RNA polymerase II transcription regulator complex [GO:0090575]	17.24
Sterol	chromatin [GO:0000785]	17.24
Sterol	nucleus [GO:0005634]	17.24
Sterol	apical plasma membrane [GO:0016324]	19.89
Sterol	extracellular exosome [GO:0070062]	19.89
Sterol	brush border membrane [GO:0031526]	19.89
Sterol	Golgi apparatus [GO:0005794]	24.02
Sterol	endosome membrane [GO:0010008]	24.02
Sterol	lysosome [GO:0005764]	24.02
Sterol	endosome [GO:0005768]	24.02
Sterol	apical plasma membrane [GO:0016324]	24.02
Sterol	early endosome [GO:0005769]	24.02
Sterol	neuronal dense core vesicle [GO:0098992]	24.02
Sterol	plasma membrane [GO:0005886]	24.02
Sterol	membrane [GO:0016020]	24.02
Sterol	receptor complex [GO:0043235]	24.02
Sterol	nucleus [GO:0005634]	24.02
Sterol	clathrin-coated endocytic vesicle membrane [GO:0030669]	24.02
Sterol	host cell cytoplasm [GO:0030430]	24.02
Sterol	protein-containing complex [GO:0032991]	11.61
Sterol	cytosol [GO:0005829]	11.61
Sterol	nucleoplasm [GO:0005654]	11.61
Sterol	membrane [GO:0016020]	11.61
Sterol	synapse [GO:0045202]	11.61
Sterol	nuclear speck [GO:0016607]	11.61
Sterol	spindle [GO:0005819]	11.61
Sterol	chromatin [GO:0000785]	11.61
Sterol	mitochondrial matrix [GO:0005759]	11.61
Sterol	nucleus [GO:0005634]	11.61
Sterol	cytoplasm [GO:0005737]	11.61
Sterol	microtubule organizing center [GO:0005815]	11.61
Sterol	respiratory chain complex IV [GO:0045277]	4.32
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	4.32
Sterol	membrane [GO:0016020]	5.24
Sterol	plasma membrane [GO:0005886]	17.16
Sterol	lysosome [GO:0005764]	17.16
Sterol	mitochondrion [GO:0005739]	-1.0
