class	GO_CC	as_max_dst
Prenol	photosystem II [GO:0009523]	29.41
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	29.41
Prenol	photosystem II [GO:0009523]	29.41
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	29.41
Prenol	organelle inner membrane [GO:0019866]	7.73
Prenol	plasma membrane [GO:0005886]	7.73
Prenol	plasma membrane light-harvesting complex [GO:0030077]	7.73
Prenol	organelle inner membrane [GO:0019866]	7.73
Prenol	plasma membrane [GO:0005886]	7.73
Prenol	plasma membrane light-harvesting complex [GO:0030077]	7.73
Prenol	photosystem II [GO:0009523]	31.36
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	31.36
Prenol	photosystem II [GO:0009523]	31.36
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	31.36
Prenol	plasma membrane [GO:0005886]	26.54
Prenol	photosystem I [GO:0009522]	26.54
Prenol	plasma membrane-derived thylakoid membrane [GO:0031676]	18.95
Prenol	plasma membrane-derived photosystem I [GO:0030094]	18.95
Prenol	plasma membrane [GO:0005886]	5.31
Prenol	organelle inner membrane [GO:0019866]	5.31
Prenol	plasma membrane light-harvesting complex [GO:0030077]	5.31
Prenol	photosystem II [GO:0009523]	30.91
Prenol	chloroplast thylakoid membrane [GO:0009535]	30.91
Prenol	photosystem II [GO:0009523]	30.91
Prenol	chloroplast thylakoid membrane [GO:0009535]	30.91
Prenol	extracellular space [GO:0005615]	17.8
Prenol	extracellular region [GO:0005576]	17.8
Prenol	extracellular exosome [GO:0070062]	17.8
