class	GO_CC	as_max_dst
Glycerolipid	photosystem II reaction center [GO:0009539]	4.04
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	4.04
Glycerolipid	photosystem II reaction center [GO:0009539]	3.96
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	3.96
Glycerolipid	photosystem II reaction center [GO:0009539]	3.96
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	3.96
Glycerolipid	photosystem II reaction center [GO:0009539]	14.78
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	14.78
Glycerolipid	photosystem II reaction center [GO:0009539]	14.78
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	14.78
Glycerolipid	photosystem II reaction center [GO:0009539]	15.68
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	15.68
Glycerolipid	photosystem II reaction center [GO:0009539]	17.28
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	17.28
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	6.96
Glycerolipid	plasma membrane-derived thylakoid membrane [GO:0031676]	21.75
Glycerolipid	intracellular membrane-bounded organelle [GO:0043231]	21.75
Glycerolipid	periplasmic space [GO:0042597]	18.0
Glycerolipid	periplasmic space [GO:0042597]	16.77
Glycerolipid	periplasmic space [GO:0042597]	15.24
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	21.51
Glycerolipid	respiratory chain complex IV [GO:0045277]	21.51
Glycerolipid	periplasmic space [GO:0042597]	17.01
Glycerolipid	periplasmic space [GO:0042597]	18.43
Glycerolipid	plasma membrane [GO:0005886]	2.2
Glycerolipid	membrane [GO:0016020]	2.2
Glycerolipid	plasma membrane [GO:0005886]	17.23
Glycerolipid	membrane [GO:0016020]	17.23
Glycerolipid	plasma membrane [GO:0005886]	21.96
Glycerolipid	membrane [GO:0016020]	21.96
Glycerolipid	plasma membrane [GO:0005886]	8.39
Glycerolipid	membrane [GO:0016020]	8.39
Glycerolipid	plasma membrane [GO:0005886]	10.06
Glycerolipid	membrane [GO:0016020]	10.06
Glycerolipid	plasma membrane [GO:0005886]	3.72
Glycerolipid	membrane [GO:0016020]	3.72
Glycerolipid	plasma membrane [GO:0005886]	10.5
Glycerolipid	membrane [GO:0016020]	10.5
Glycerolipid	plasma membrane [GO:0005886]	19.98
Glycerolipid	membrane [GO:0016020]	19.98
Glycerolipid	respiratory chain complex IV [GO:0045277]	19.98
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	19.98
Glycerolipid	plasma membrane [GO:0005886]	11.3
Glycerolipid	membrane [GO:0016020]	11.3
Glycerolipid	respiratory chain complex IV [GO:0045277]	13.61
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	13.61
Glycerolipid	membrane [GO:0016020]	15.19
Glycerolipid	membrane [GO:0016020]	19.44
Glycerolipid	membrane [GO:0016020]	19.73
Glycerolipid	nucleoplasm [GO:0005654]	26.96
Glycerolipid	respiratory chain complex IV [GO:0045277]	26.96
Glycerolipid	cytosol [GO:0005829]	26.96
Glycerolipid	mitochondrial respiratory chain complex IV [GO:0005751]	26.96
Glycerolipid	membrane [GO:0016020]	2.67
Glycerolipid	membrane [GO:0016020]	22.61
