LeidenCluster	LC00	LC01	LC02	LC03	LC04	LC05	LC06	LC07	LC08	LC09	LC10	LC11	LC12	LC13	LC14	LC15	LC16	LC17	LC18	LC19	LC20	LC21	LC22	LC23	LC24	LC25	LC26	LC27	LC28	LC29	LC30	LC31	LC32	LC33	LC34	LC35	LC36	LC37	LC38	LC39	LC40	LC41	LC42	LC43	LC44	LC45	LC46	LC47	LC48	LC49	LC50	LC51	LC52	LC53	LC54	LC55	LC56	LC57	LC58	LC59	LC60	LC61
LC30	0.006482190591889387	0.000102194584790776	0.004935366345765838	0.038374532613211464	0.000134899731817636	0.008615621217903288	0.0003707417906921805	0.3510432058129425	0.006666391883322765	0.007831859939759036	0.1448743838097488	0.020994707104279187	0.0005712778119778384	0.0	0.0003998530708198648	0.0	0.009805140562248996	0.0	0.0	0.007287914489817678	0.0038719575549906043	0.002059945906073273	0.0	0.0	0.038259720989220036	0.0021588142041851616	0.06032424044002095	0.013506766155531215	0.0	0.00544824727481354	0.8980746116998113	0.0016942168674698795	0.11403196583803568	0.0	0.0022329077504046036	0.002151807228915663	0.0060965284868286715	0.0	0.0	0.04610094495629577	0.0	0.001200722891566265	0.013919985825655564	0.0	0.748668373493976	0.0055572836801752465	0.7493228915662651	0.7214843373493977	0.7574295180722892	0.7247626506024096	0.765430421686747	0.7497948795180723	0.7451168674698796	0.7373349397590361	0.7590183734939759	0.7773864457831327	0.7591524096385542	0.0	0.0	0.7411960311835578	0.7569039156626506	0.0
LC31	0.007027884095634096	0.0036425	0.001608172846889952	0.0	0.03713010797342193	0.0009746266968325793	0.0008187683823529411	0.0	0.0052586842105263164	0.014224890625	0.0	0.011271327586206897	0.01783057208029197	0.0	0.0028941056910569106	0.047324088114754095	0.004340958333333334	0.0	0.0	0.01809929203539823	0.0	0.0025243341836734693	0.0	0.0002492783505154639	0.0012259421052631578	0.004877368421052631	0.0	0.008125241477272727	0.031265926470588234	0.004805177083333333	0.0	0.8893225625	0.002989018987341772	0.0	0.011566641791044777	0.0110858984375	0.014826779661016948	0.1664136574074074	0.011428912037037036	0.0	0.034279583333333336	0.020650666666666668	0.01145033088235294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002182	0.0	0.0	0.0	0.0
LC32	0.006142177162556909	1.1041241322988976e-05	0.0005674853128217553	0.0	0.0	4.840483418294289e-05	0.0	0.00014179825133759624	0.005452305870160634	7.935917721518987e-05	0.0	0.023212824094281975	7.738335027256768e-05	0.0	0.004917464237933519	0.00016500311267897904	0.053354198312236284	0.0	0.0	0.0015764310518651284	0.027670177679711996	0.0021795660036166365	0.0	0.005564622210622472	0.1619705529646902	0.0	0.2403993670886076	0.0004672612197928653	0.009754728220402084	0.00017362869198312236	0.0186991001982614	0.0	0.40608774234898254	0.0	0.0	0.0039711431962025315	0.0031017592791246513	0.004379906235349273	0.0	0.11134668652271035	0.01185245253164557	0.0	0.0	0.0	0.0	0.0	0.005588607594936709	0.0	0.0	0.010206962025316456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030850745428973276	0.0	0.0	0.0027772151898734177	0.0
LC33	0.007259034874527832	0.12279126457670757	0.045298524159309926	0.037740637555741974	0.03156410088437602	0.004735982410298898	0.17873581193040597	0.0	0.12790520550201798	0.06622581866197183	5.219552609776305e-05	0.0014126177756192326	0.012030698056954867	0.0	0.0	0.0	0.01555362676056338	0.0	0.0	0.08527377539573726	0.0	5.5375107789594705e-05	0.0	0.0	0.0	0.004362075611564121	0.0	0.00018735595390524968	0.0	0.004784741784037558	0.0	0.012715211267605634	0.0	0.9970187859551675	0.002017616144628968	0.01603356073943662	0.06013798042492241	0.0	0.1420806468440271	0.0	0.0	0.0	0.02734308202154101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04838802816901409	0.0	0.0	0.04301088348271447
LC34	0.0034602077450584913	0.0019557502808537955	0.0021714703992001716	0.0027503766434286247	0.011103847870283136	0.006073647599108529	0.020343744512730466	0.0061487090321587935	0.006922230950510605	0.0066121529850746265	0.0031612915813091407	0.022249900154400412	0.010043632203943786	0.0	0.0	0.0	0.013529203980099503	0.0	0.0	0.03593759080702681	0.0038757907709160615	0.010603670423393238	0.0	0.0	0.004583424980361351	0.026527351139041633	0.0	0.01419742198100407	0.0	0.004067181947405827	0.0018557813342923934	0.003764626865671642	0.0	0.0	0.8805385386500334	0.003983465485074627	0.010098659246142172	0.0	0.002427805417357656	0.0	0.0	0.0021544278606965175	0.2712933274802458	0.05476764179104478	0.0	0.840052170963365	0.0	0.0018507462686567163	0.003222649253731343	0.003634328358208955	0.0	0.0018298507462686567	0.0	0.0	0.0030025373134328357	0.0	0.004497313432835821	0.0	0.0	0.0015731343283582088	0.0	0.0
LC35	0.004356320328742204	0.002039163306451613	0.006011845843301436	0.0	0.0005057360880398671	0.0007020149886877828	0.0004782781862745098	0.0	0.004016758040935673	0.0036665234375000003	0.0006558006535947713	0.013476077586206897	0.001747776003649635	0.0	0.0005086128048780488	0.0	0.004346380208333334	0.0	0.0	0.005559375	0.021490625	0.34536066645408164	0.0	0.0	0.018054638157894737	0.00597827302631579	0.1044047214673913	0.4393621981534091	0.00016455882352941177	0.011962834821428571	0.008385203313253013	0.01237375	0.06308945806962026	0.0008935519366197183	0.006740741604477612	0.7723817138671875	0.00737125529661017	0.0	0.008790740740740741	0.0077637561274509805	0.0	0.0	0.03511438419117647	0.0	0.00307328125	0.002008167613636364	0.001250546875	0.0	0.019989453125	0.0	0.00292875	0.0031021875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC36	0.008968786602769653	0.0	0.010135889222285298	0.0	0.0014693282279407622	0.0011698213053148248	0.009490744433366567	0.0003057137864756247	0.6332933392804043	0.0035921822033898308	0.0006111665004985044	0.004461075394506137	0.008310862303600149	0.0	0.0	6.03500972492359e-05	0.029461836158192093	0.0	0.0	0.004673316334183291	0.0027466645933758357	0.0021524558976132825	0.0	0.04429800803774244	0.029517520071364853	0.008298251561106156	0.12505794030950626	0.014354372110939907	0.0045114057826520435	0.0009090799031476999	0.0008550745354298549	0.00504542372881356	0.03535777730100837	0.0011120792551921699	0.005107614470022768	0.007273622881355932	0.7403670209709854	0.011786220966729441	0.0	0.016697341309405117	0.042909180790960455	0.0	0.01936739780658026	0.0	0.006633050847457627	0.008404930662557781	0.03577288135593221	0.019647457627118645	0.036325423728813554	0.010572881355932201	0.02079661016949152	0.0	0.021213559322033903	0.017369491525423726	0.021556779661016944	0.04849830508474576	0.020898305084745758	0.0	0.0	0.03585762711864407	0.0	0.0
LC37	0.011877536382536382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05145212219518789	0.0	0.0008958295694068051	0.010063706739526411	0.0019305401234567903	0.0	0.0	0.0	0.0	0.0	0.0	0.04728724704085529	0.0003261208576998051	0.0	0.0	0.0	0.02351171677559913	0.0	0.0	0.13221039351851852	0.0015698077824660105	0.0	0.0	0.0	0.00024193345888261144	0.4574614231824417	0.0	0.0	0.0808721836419753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC38	0.012496092246092246	0.02587241736360016	0.021807531454899873	0.04000073145245559	0.045681087732250526	0.008680894922071393	0.004163834422657952	0.010771210385643375	0.015503411306042884	0.04572969907407408	0.00013885257806826436	0.048711941251596426	0.0026956609894566103	0.0	0.0	0.0	0.04701313271604938	0.00011400759734093069	0.0	0.012844723041625697	0.0	0.010632142857142857	0.0	0.0	8.485380116959065e-05	0.012220896686159844	0.0	0.024844507575757575	0.0	0.0026673721340388008	0.0011899821508255244	0.0031683101851851855	0.0	0.20719976525821593	0.021991265892758433	0.06957309027777778	0.029762303829252983	0.0	1.0001590534979423	0.0	0.0	0.10517876543209877	0.06729580610021786	0.0	0.0	0.019035606060606062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017505050505050507
LC39	0.002262345603522074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08901476884331715	0.0	0.0	0.0	0.039817750257997934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03375788036733681	0.0	0.0	0.0	0.0	0.0	0.0	0.996558861976163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21291960784313727	0.0	0.0	0.0	0.0
LC40	0.019822498700623702	0.0	0.0	0.0	0.0	0.0	0.0	0.0033571198453608247	0.0	0.0	0.0	0.0	0.043429069343065695	0.0	7.991192411924119e-05	0.0028881830601092894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09800371563573883	0.03422938596491228	0.0	0.0	0.0	0.02899889705882353	0.0	0.0	0.0	0.0037626582278481014	0.0	0.0	0.0	0.013064830508474576	0.09970343364197531	0.0	0.008485212418300653	0.8887474826388888	0.002563333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12342534722222222	0.0	0.0	0.0	0.0
LC41	0.0051249087549087545	0.048350900836320196	0.007286889952153109	0.03828788575409265	0.0	0.0017446254399195575	0.006935468409586056	0.0017497021764032073	0.02836506822612086	0.07390523611111112	0.0009381554103122732	0.012351386973180075	0.002031078669910787	0.0	0.0	0.0	0.0006047962962962962	0.0	0.0	0.6619222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020909803921568626	0.006078121693121694	0.0	0.034854500000000004	0.00679324894514768	0.0	0.06617456053067994	0.010417222222222222	0.014703427495291901	0.0	0.0022629629629629627	0.0	0.023459074074074073	0.9691298765432099	0.020978692810457517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020156790123456787	0.0	0.0	0.0	0.0
LC42	0.003818796624678978	0.0002774762808349146	0.03271594427244582	0.00014976950027659967	0.0015603478600742624	0.004192946499866915	0.0010873125720876585	0.0002777319587628866	0.01936339869281046	0.0015171139705882353	0.0	0.010797849898580122	0.0004337483898668956	0.0	0.0	0.0	0.007724926470588235	0.0	0.0	0.009274492451847997	0.00027075013491635185	0.006837785114045618	0.0	0.0	0.007119009287925697	0.03425193188854489	0.0	0.01569038770053476	0.0	0.02885483193277311	0.0006669737774627923	0.0	8.049143708116157e-05	0.0	0.14861470588235293	0.032440487132352945	0.024508723828514458	0.0	0.0	0.0	0.0	0.0	0.4755096020761246	0.0	0.018964705882352943	0.10523034759358288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC43	0.019228259875259876	7.123440860215053e-05	0.002140133971291866	0.01597241379310345	0.0	0.007308868778280543	0.0005495294117647059	0.0004189690721649485	0.00034042105263157904	0.0007611749999999999	0.0003690588235294118	0.0009911558620689655	0.004848175182481752	0.0	0.0	0.0	0.0	0.0	0.0	0.0006962831858407079	0.0	0.003858612244897959	0.0	0.0	0.0	0.0	0.0	0.002850909090909091	0.0	0.0010336190476190475	0.0	0.0	0.0	0.0	0.03137008955223881	0.007476625	0.0022888813559322034	0.0	0.0	0.0	0.0	0.0	0.0	1.0000112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC44	0.01303932345807346	0.0	0.007770275119617225	0.0009177899686520378	0.0016187707641196014	0.004979185520361991	0.0	0.42264961340206186	0.010175438596491228	0.0029512500000000003	0.21849531590413943	0.008858689655172414	0.0	0.0	0.0	0.0	0.009641666666666666	0.0	0.0	0.005011504424778762	0.020011009174311926	0.0	0.0	0.0	0.06144065789473684	0.0036665789473684213	0.18590978260869565	0.00729090909090909	0.0048494117647058825	0.0005839285714285715	0.7522213855421688	0.0	0.14943955696202532	0.0	0.0	0.039191796875	0.006896610169491526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.001	0.0	0.8581	0.8027000000000001	0.9917000000000001	0.8058	0.9955999999999999	0.9879999999999999	0.8404000000000001	0.8375999999999998	0.8732000000000001	0.9787000000000002	0.8713187499999999	0.0	0.0	0.84	0.9985	0.0
LC45	0.001293101493101493	0.0	0.0016770226185297958	0.002620148190367626	0.0	0.0	0.0	0.026179076850984064	0.007229824561403509	0.0009247727272727272	0.0	0.0014653918495297804	0.0	0.0	0.0	0.0	0.01513636363636364	0.0004115384615384615	0.0	0.0	0.0019527105921601335	0.0010711502782931354	0.0	0.002100468603561387	0.000681244019138756	0.0311666028708134	0.0	0.012754907024793389	0.0	0.0014399891774891775	0.00516013143483023	0.0	0.0	0.0	0.8369814789687925	0.0026546164772727272	0.01294668721109399	0.0	0.0	0.0	0.0	0.0	0.14271002673796793	0.0	0.0	1.00151652892562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC46	0.015268840956340957	0.0007193978494623656	0.009387224880382775	0.0	0.0033766445182724252	0.014699547511312217	0.0	0.4378684278350516	0.005522222222222223	0.0025075	0.2169374183006536	0.0	0.0	0.0	0.0	0.0	0.022135416666666664	0.0	0.0	0.03418119469026548	0.014516513761467892	0.0	0.0	0.0	0.11816894736842105	0.01379178947368421	0.24581440217391304	0.0	0.006082352941176471	0.0009666666666666666	0.7514518072289158	0.0	0.22519145569620252	0.0	0.01910597014925373	0.029153125000000002	0.04436864406779661	0.0	0.0	0.0	0.0	0.0	0.00375	0.0	0.8581	0.0	1.001	0.9448000000000001	0.8747	0.9505000000000001	0.8648	0.8452	0.9902	0.99	0.9839	0.917	0.9854	0.0	0.0	0.9879	0.8591999999999999	0.0
LC47	0.0173260395010395	0.001910537634408602	0.015232595693779905	0.0	0.0007840531561461794	0.01133710407239819	0.0	0.39023311855670106	0.019997748538011697	0.00430375	0.18675339869281046	0.006133620689655173	0.0	0.0	0.0	0.0	0.031156250000000003	0.0	0.0	0.0058509734513274335	0.006113761467889908	0.0	0.0	0.0	0.1241578947368421	0.0014178947368421052	0.18856195652173913	0.00885625	0.0028376470588235294	0.0022470238095238094	0.7240460843373493	0.0	0.2356506329113924	0.0	0.0023186567164179108	0.023453125	0.056357627118644074	0.0	0.0	0.0	0.0	0.0	0.017051470588235293	0.0	0.8027000000000001	0.0	0.9448000000000001	1.001	0.7825	0.9971	0.8177999999999999	0.7908937500000001	0.9625999999999999	0.9595	0.9163	0.8227	0.9158	0.0	0.0	0.9681999999999998	0.8077500000000001	0.0
LC48	0.012923009355509354	0.0022419354838709676	0.0016490430622009568	0.0	0.0	0.0023748868778280543	0.0011323529411764706	0.3820618556701031	0.007509239766081871	0.0052135	0.25891356209150324	0.009453637931034483	0.0	0.0	0.0	0.0	0.030024166666666668	0.0	0.0	0.017715929203539822	0.04609311926605504	0.0	0.0	0.0	0.09225052631578948	0.005649473684210526	0.16469619565217392	0.014317897727272728	0.006555294117647059	0.0	0.7580313253012048	0.0	0.1069246835443038	0.0	0.0	0.0022875	0.03648661016949153	0.0	0.0	0.0	0.0	0.046239999999999996	0.0429610294117647	0.0	0.9917000000000001	0.0	0.8747	0.7825	1.001	0.7886	0.99	0.9911	0.849	0.8472	0.892	0.9829000000000001	0.893	0.0	0.0	0.8422499999999999	0.9963	0.0
LC49	0.015757302494802495	0.0	0.002020633971291866	0.10303130094043886	0.012459302325581395	0.010737556561085973	0.0024627450980392153	0.4920123711340206	0.0499827485380117	0.003326875	0.39217843137254904	0.015622758620689656	0.0	0.0	0.0	0.0	0.043107458333333334	0.0	0.0	0.0011369026548672567	0.012972018348623854	0.0	0.0	0.0	0.09365652631578947	0.0	0.17311929347826086	0.013937499999999997	0.004639411764705883	0.005520238095238095	0.7254036144578313	0.0	0.20777151898734178	0.0	0.0	0.0	0.04543262711864407	0.0	0.0	0.0	0.0	0.0	0.030101470588235296	0.0	0.8058	0.0	0.9505000000000001	0.9971	0.7886	1.001	0.8191	0.793925	0.9665000000000001	0.9652375000000001	0.9213000000000001	0.8297000000000001	0.9204000000000001	0.0	0.0	0.9728000000000001	0.8110875	0.0
LC50	0.012889449064449063	0.0	0.0007698564593301434	0.0023796865203761755	0.000774750830564784	0.0	0.003266323529411765	0.4448144329896907	0.0065213450292397656	0.002074375	0.23597254901960785	0.00894291379310345	0.0	0.0	0.0	0.0	0.022492166666666667	0.0	0.0	0.0	0.037464220183486246	0.007413061224489796	0.0	0.0	0.09733421052631579	0.0031468421052631575	0.19238695652173912	0.0	0.005863529411764706	0.008618452380952381	0.7683828313253012	0.0	0.13236113924050633	0.0	0.0	0.0146046875	0.034505084745762714	0.0	0.0	0.0	0.0	0.04730666666666667	0.03285882352941177	0.0	0.9955999999999999	0.0	0.8648	0.8181	0.99	0.8191	1.001	0.9864	0.8484	0.8457000000000001	0.8773	0.9879999999999999	0.8751999999999999	0.0	0.0	0.8483	0.9958	0.0
LC51	0.010381548856548855	0.0	0.008082583732057416	0.0	0.00040033222591362124	0.010037556561085974	0.0	0.42878247422680416	0.0	0.00179234375	0.23251307189542483	0.005271758620689655	0.0	0.0	0.0	0.0	0.014074583333333331	0.0	0.0	0.048136283185840706	0.07975045871559633	0.0	0.0	0.0	0.11034315789473684	0.013407368421052631	0.1811991847826087	0.0	0.005501176470588236	0.01086547619047619	0.7540509036144578	0.0	0.22065063291139242	0.0	0.0016634328358208956	0.0057203125	0.009427118644067797	0.0	0.0	0.0	0.0	0.0	0.004238235294117647	0.0	0.9879999999999999	0.0	0.8452	0.7909124999999999	0.9911	0.793925	0.9864	1.001	0.8282	0.8288	0.8564	0.9791000000000001	0.85495	0.0	0.0	0.8280999999999998	0.9879	0.0
LC52	0.014857338877338876	0.0	0.005764892344497607	0.0	0.009797923588039869	0.003083710407239819	0.0	0.4209755154639175	0.004424561403508772	0.001101875	0.12530676470588237	0.003276379310344828	0.0	0.0	0.0	0.0	0.02243125	0.0	0.0	0.019350442477876106	0.0	0.0	0.0	0.0	0.1384107894736842	0.008841052631578947	0.19292499999999999	0.0	0.005425882352941176	0.005707142857142857	0.7461876506024097	0.0	0.25937753164556965	0.0	0.0	0.0008750000000000001	0.06660338983050848	0.0	0.0	0.0	0.0	0.0	0.034979411764705884	0.0	0.8404000000000001	0.0	0.9902	0.9625999999999999	0.849	0.9665000000000001	0.8484	0.8282	1.001	0.9993000000000001	0.9689	0.8904	0.969	0.0	0.0	0.9983000000000001	0.8423999999999999	0.0
LC53	0.01986577442827443	0.0007760215053763441	0.006249401913875598	0.0	0.006064800664451827	0.006537556561085972	0.002245196078431372	0.4354034793814433	0.013994152046783625	0.0026637500000000003	0.14104411764705885	0.0	0.0	0.0	0.0	0.0	0.02140833333333333	0.0	0.0	0.02272654867256637	0.0031376146788990823	0.010861224489795918	0.0	0.0	0.11136947368421053	0.007053052631578948	0.1993217391304348	0.013474999999999997	0.006056470588235294	0.00435	0.7401340361445783	0.0	0.2251032911392405	0.0	0.0	0.007353203125000001	0.059533898305084744	0.0	0.0	0.0	0.0	0.0	0.04350588235294117	0.0	0.8375999999999999	0.0	0.99	0.9602	0.8472	0.9652375	0.8457000000000001	0.8288	0.9993000000000001	1.001	0.9681	0.8887	0.9684000000000001	0.0	0.0	0.9966999999999999	0.8398999999999999	0.0
LC54	0.01105831600831601	0.0	0.018967990430622007	0.0	0.003434485049833887	0.002236425339366516	0.0	0.4045860824742268	0.0029328947368421053	0.0032868749999999994	0.21228676470588237	0.0017875862068965516	0.0	0.0	0.0	0.0	0.008588333333333333	0.0	0.0	0.001795575221238938	0.03388761467889908	0.0	0.0	0.0	0.11047178947368422	0.0049499999999999995	0.1470483695652174	0.0	0.0	0.0076788095238095235	0.7616234939759037	0.0	0.1123506329113924	0.0	0.0	0.005151171875000001	0.031157627118644067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8732000000000001	0.0	0.9839	0.9163	0.892	0.9213000000000001	0.8773	0.8564	0.9689	0.9681	1.001	0.9305	0.9991	0.0	0.0	0.9659000000000001	0.8744	0.0
LC55	0.010567281704781707	0.0	0.010685645933014354	0.009349529780564263	0.002712624584717608	0.0031977375565610867	0.0022960784313725492	0.44020193298969074	0.0	0.0031304687500000004	0.3832312091503268	0.0016082758620689654	0.0	0.0	0.0	0.0	0.012943958333333335	0.0	0.0	0.007207699115044248	0.004219266055045872	0.0013724489795918368	0.0	0.0	0.0922957894736842	0.007058157894736843	0.17049347826086955	0.0	0.006501176470588235	0.0	0.7796084337349398	0.0	0.20733810126582278	0.0	0.0	0.0	0.029337288135593213	0.0	0.0	0.0	0.0	0.0	0.031211764705882356	0.0	0.9787000000000001	0.0	0.917	0.8227	0.9829000000000001	0.8297000000000001	0.9879999999999999	0.9791000000000001	0.8904	0.8887	0.9305	1.001	0.93	0.0	0.0	0.885	0.9806000000000001	0.0
LC56	0.012616782744282745	0.0	0.009626076555023923	0.011062570532915362	0.0	0.005430995475113122	0.006436274509803922	0.4239912371134021	0.0010935672514619883	0.005573125	0.2506083333333333	0.018714172413793105	0.0	0.0	0.0	0.0	0.004359166666666667	0.0	0.0	0.013859513274336283	0.03767981651376147	0.0	0.0	0.0	0.05542342105263158	0.012098947368421053	0.14065135869565218	0.009272727272727273	0.0	0.013306666666666666	0.761232530120482	0.0	0.12988278481012658	0.0	0.0	0.013339062500000002	0.050101694915254236	0.0	0.0	0.0	0.0	0.0	0.0018985294117647058	0.0	0.87131875	0.0	0.9854	0.9158	0.893	0.9204000000000001	0.8751999999999999	0.8549125	0.969	0.9684000000000001	0.9991	0.93	1.001	0.0	0.0	0.9658000000000001	0.8728999999999999	0.0
LC57	0.007868351235851237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003244322789943228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10163510882016037	0.0	0.0	0.0	0.0	0.000844248366013072	0.0	0.0	0.0	0.011024036568213783	0.0	0.0	0.0	0.0	0.0	0.0	0.20076525054466232	0.14077395833333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.001762962962963	0.0	0.0	0.0	0.0
LC58	0.005556075306075306	0.8395245400238949	0.0069893009037745885	0.0	0.12063512366186785	0.00020852187028657615	0.6954525599128539	0.0	0.017632456140350874	0.5018785069444445	0.0	0.0025186590038314177	0.0	0.0	0.0	0.0	0.014143055555555555	0.0	0.0	0.3254699115044248	0.0	0.003049319727891156	0.0	0.0	0.0	0.0	0.0	0.014297979797979797	0.0	0.0	0.0	0.08740284722222222	0.0	0.1959335680751174	0.021308540630182424	0.02572777777777778	0.0	0.0	0.006922530864197532	0.0	0.0	0.05360530864197531	0.0	0.010122666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0012888888888887	0.0	0.0	1.0003888888888888
LC59	0.015373957441604502	0.00033075268817204297	0.007590669856459329	0.0	0.006147606019151847	0.003993558690444504	0.0	0.438020648878108	0.009534915720674234	0.0022825000000000002	0.1512643598615917	0.0015379310344827586	0.0	0.0	0.0	0.0	0.023897500000000002	0.0	0.0	0.029134565330557	0.008755963302752292	0.0	0.0	0.0	0.11205238390092878	0.00598421052631579	0.1913900895140665	0.0	0.005790588235294118	0.004101190476190476	0.7414334514528703	0.0	0.24694400595681312	0.0	0.0	0.01345203125	0.051466001994017956	0.0	0.0	0.0	0.0	0.0	0.048614705882352935	0.0	0.84	0.0	0.9879	0.9682	0.8422499999999999	0.9728000000000001	0.8483	0.8280999999999998	0.9983	0.9960000000000001	0.9658999999999999	0.885	0.9658000000000001	0.0	0.0	1.001	0.842125	0.0
LC60	0.015823024948024948	0.0	0.02029029605263158	0.0	0.002806312292358804	0.0068147058823529415	0.0	0.44498427835051546	0.02565204678362573	0.0026340624999999997	0.1928294117647059	0.011866862068965518	0.0	0.0	0.0	0.0	0.013812208333333334	0.0	0.0	0.008028761061946903	0.02965412844036697	0.0	0.0	0.0	0.10664776315789473	0.01778873684210526	0.18918478260869567	0.0143	0.006011764705882353	0.0	0.7618710843373493	0.0	0.13803227848101265	0.0	0.0	0.0300571875	0.02180254237288136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9985	0.0	0.8591937499999999	0.80775	0.9963	0.8110750000000001	0.9958	0.9879	0.8424125	0.8398999999999999	0.8744	0.9806000000000001	0.8728999999999999	0.0	0.0	0.8421249999999999	1.001	0.0
LC61	0.005064647514647514	0.840245650048876	0.014505002174858634	0.0	0.056507429779522805	0.0022932949403537644	0.7219758021390373	0.0	0.03313795853269537	0.5048905113636363	0.0	0.029835548589341697	0.0	0.0	0.0	0.0	0.015348333333333332	0.0	0.0	0.4380019308125503	0.0	0.0034580705009276433	0.0	0.0	0.0	0.0038342583732057416	0.0	0.028626446280991733	0.0	0.0	0.0	0.05559443181818182	0.0	0.2648857874519846	0.0	0.03275724431818182	0.021789830508474578	0.0	0.04492575757575757	0.0	0.0	0.3983266666666667	0.0	0.018927272727272723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0003888888888888	0.0	0.0	1.003
