LeidenCluster	LC00	LC01	LC02	LC03	LC04	LC05	LC06	LC07	LC08	LC09	LC10	LC11	LC12	LC13	LC14	LC15	LC16	LC17	LC18	LC19	LC20	LC21	LC22	LC23	LC24	LC25	LC26	LC27	LC28	LC29	LC30	LC31	LC32	LC33	LC34	LC35	LC36	LC37	LC38	LC39	LC40	LC41	LC42	LC43	LC44	LC45	LC46	LC47	LC48	LC49	LC50	LC51	LC52	LC53	LC54	LC55	LC56	LC57	LC58	LC59	LC60	LC61
LC20	0.0009200080108336989	1.4578277596922166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004912179689971528	0.0	0.0	0.0	0.0	0.062349908256880734	0.0	0.0	0.0013886741901437038	0.9876504839659961	0.0001290207826249766	0.0	0.0	0.07291110574601642	0.0	0.09494638013562026	0.0	8.349703184025903e-05	0.0	0.0	0.0	0.04527335965625363	0.0	0.0	0.0014402092889908256	0.0	0.0	0.0	0.22972912394315526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001436697247706422	0.0	0.0	0.0	0.0	0.0	0.0013165137614678899	0.0	0.0	0.0	0.0	0.0	0.005464220183486239	0.0
LC21	0.005901731193516908	0.012090830370858022	0.003610198466946587	0.007322736869042288	0.030089743033425993	0.0016536245267337703	0.021159288715486196	0.004340737428992215	0.0023268367346938774	0.015549568239795919	0.01279298319327731	0.02013330541871921	0.002728891702666468	0.0	0.0	0.0007579792572766812	0.008728969387755102	2.6085818942961796e-05	0.0	0.013250614050930105	0.0003631061598951507	0.7496786651395251	0.0	0.0	0.010265349087003222	0.01676609022556391	0.010545119787045252	0.7300565166975881	0.0	0.009266574344023323	0.007563653798868945	0.01602408163265306	0.020074709377421857	0.00017980741592411612	0.032147238805970146	0.31418058035714286	0.0038660152196471806	0.0003943310657596372	0.007690306122448979	0.02564545818327331	0.0	0.007515714285714286	0.026802530012004805	0.029432391836734694	0.009589030612244897	0.008038775510204082	0.01609765306122449	0.011674081632653061	0.001113265306122449	0.0	0.0	0.0007424489795918368	0.004572857142857142	0.011241938775510205	0.0014544897959183675	0.022584285714285713	0.01317112244897959	0.0	0.0	0.007213091236494599	0.010510102040816326	0.0
LC22	2.3871398871398874e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0058825650950034	0.0	0.0	0.0	0.9629528738025822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC23	0.011032106650663351	0.0	0.0	0.0	0.0	3.890469748565564e-05	0.0	0.005981879051971517	0.00035582685235425337	0.0	0.0	0.0	0.00700488373843028	0.0	0.0018468862626770596	0.00011910596586107827	0.0	0.0	0.0	0.00036325152814524226	0.0	0.0	0.0	0.8924946753108726	0.0020186109603906673	0.0	0.0	0.0	0.003634093389933293	0.0	0.0	0.0	0.0017235286441341512	0.0	0.0	0.0	0.00858738423903547	0.011671554028255059	0.0	0.0044690519506771775	0.07956219931271478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07466008018327606	0.0	0.0	0.0	0.0
LC24	0.010053429696903381	6.434182229767968e-05	0.005410221606648199	0.0	0.0	0.0002507978090021434	0.0	0.0	0.0	0.00018025	0.0	0.0	8.503265462927392e-05	0.0	0.0	0.0	0.05609664912280702	0.0	0.0	0.011850628784350255	0.06913645581844519	0.0017570676691729325	0.0	0.008470482908301682	0.7397756121883656	0.0	0.06738618993135012	0.0	0.007467560371517028	0.005227493734335839	0.0005440329740012683	0.0	0.14883577614923385	0.0	0.0	0.00034416118421052634	0.00029477252453166816	0.0020685185185185186	0.0	0.08400732714138287	0.04023350877192983	0.0	0.001541609907120743	0.0	0.0	0.0	0.0	0.0	0.0024010526315789474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LC25	0.0020792031950979317	8.18788907753254e-06	0.00246202216066482	0.0	9.826892813428921e-06	0.001326625386996904	6.305985552115584e-05	7.80249593054802e-06	0.007176509695290859	0.00010631578947368421	8.414172686618509e-05	0.038109584029038114	0.0008760507107184018	0.0	0.0	0.0	0.0009134991228070175	0.0	0.0	0.00031492314857941314	4.482858522452921e-05	0.0043615961331901175	0.0	0.0	6.938504155124653e-05	0.8059537617728532	0.0	0.007213777511961723	0.0	0.0008370551378446114	0.0003506277742549144	0.002053394736842105	0.0	0.00047750926612305413	0.010750510604870384	0.0002924671052631579	0.0009208920606601248	0.0	0.0009421052631578947	0.0	0.0	0.0008909005847953217	0.023700712074303406	0.0	0.0019531315789473687	0.0	0.0006468421052631579	0.0	0.0	0.005413684210526315	0.004447368421052632	0.00116	0.0003671052631578948	0.0037873684210526317	0.001128421052631579	0.001488421052631579	0.0010003157894736842	0.0	0.0	0.0047831578947368425	0.0029278947368421055	0.0
LC26	0.006055776010123836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019611873887617594	0.0	0.0	0.03661990254872564	0.0	0.0	0.0	0.0	0.04538531702898551	0.0	0.0	0.01721322624086187	0.1448318009573195	0.0020881211180124224	0.0	0.0	0.14393597254004578	0.0	1.001069825141777	0.00038321393280632413	0.0	0.0	0.000625261917234154	0.0	0.2782051320858558	0.0	0.0	0.010195499320652173	0.002210943257184967	0.0	0.0	0.011133653026427963	0.0	0.0	0.0	0.0	0.0	0.0	0.1301054347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0020010869565217394	0.0	0.0	0.0	0.0	0.0	0.12277173913043478	0.021190217391304347	0.0
LC27	0.006137119282744283	0.009551123411534702	0.0031309373640713354	0.0038091835280706756	0.04173176155240109	0.001724642122583299	0.0193461876114082	0.0029198336457357077	0.001311661350345561	0.0049423579545454545	0.005277615864527629	0.035441226489028206	0.0007938619774386198	0.0	0.0	0.0	0.008034895833333333	0.0	0.0	0.021819127111826226	5.3065054211843206e-05	0.728771927179963	0.0	0.0	0.012131016746411484	0.015291696172248804	0.08598181818181817	0.9397408316115702	0.0	0.016314715909090907	0.004385147864184009	0.012296875	0.031467045454545456	0.0	0.030356970827679783	0.4010278409090909	0.02160097842835131	0.0	0.01680747053872054	0.056045008912655965	0.0	0.0	0.05806001336898395	0.04598895	0.01620659090909091	0.00870294421487603	0.004499318181818182	0.03541977272727273	0.0	0.0031068181818181815	0.0	0.006940909090909091	0.01630272727272727	0.0046425	0.0	0.008774999999999998	0.0016431818181818182	0.0	0.0	0.004604545454545455	0.020527954545454544	0.0
LC28	0.006041942888589948	0.002113386464263125	0.0	0.0	0.0	0.0	0.0	0.00020525166767738023	0.0	6.733823529411764e-05	0.0	0.0	0.055799750966079864	0.0	0.33403951219512196	0.021633143683702987	0.0018854019607843137	0.0	0.0	0.0	0.0	0.0	0.0	0.01406879320800485	0.002770222910216718	0.0	0.0	0.0	0.5997153356401383	0.0	0.0	0.0037672647058823536	0.007357200297840655	0.0	0.0	0.0	0.0	0.019378997821350764	0.0	0.0	0.024479901960784315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007673529411764706	0.0	0.0	0.0	0.0
LC29	0.002340852885852886	0.0003431899641577061	0.0049316074276600595	0.0	0.0027168367346938776	0.0019226459814695109	9.26704014939309e-06	0.000506308296514482	0.006105623781676413	0.0013751711309523808	0.0024393471833177712	0.003753505747126437	0.003328241223496698	0.0	0.0	0.0	0.0008333928571428573	1.9884004884004884e-05	0.0	0.0010481984829329963	0.0	0.0011233491253644316	0.0	3.675748649975454e-05	0.0051180952380952376	0.0012985087719298246	0.0	0.0064491910173160175	0.0	0.6704386337868481	0.001969053356282272	0.00851721875	0.0	0.0016381623071763916	0.0014102345415778251	0.01691806175595238	0.007326765536723164	5.0352733686067014e-05	0.00013855820105820104	0.0	0.00010228174603174603	0.003079629629629629	0.028623844537815128	0.0019082380952380952	0.0	0.0	0.002935714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020365079365079366	0.0	0.0	0.0	0.0
