StruCluster	SC02	SC03	SC04	SC05	SC06	SC07	SC08	SC09	SC10	SC11	SC12	SC15	SC16	SC17	SC18	SC20	SC21	SC22	SC23	SC24	SC25	SC26	SC27	SC28	SC29	SC30	SC33	SC34	SC35	SC36	SC37	SC38	SC39	SC42	SC43	SC44	SC45	SC46	SC47	SC48	SC49	SC50	SC51	SC52	SC53	SC54	SC55	SC56	SC57	SC58	SC59
SC25	0.008869398907103825	0.08855314963376351	0.011188365943945002	0.008176796973518285	0.03213249342238413	0.034885539515537065	0.04218535308953342	0.03256974664679583	0.009124795081967212	0.008046782027929569	0.023919611414693384	0.00814	0.02294918032786885	0.021111475409836065	0.028067572970811673	0.0	0.0	0.0	0.01790103685021718	0.024830993467274742	0.20586733136253693	0.008117818959372773	0.030987230242231465	0.014018688524590164	0.05479970575872215	0.007612563961862954	0.006819861286254728	0.0	0.0	0.0	0.02671332492643968	0.02849485428051002	0.00611191633691351	0.05233454332552693	0.01597454194792671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041456563162970105	0.03040324056423942	0.012818428961748634	0.01924235049642115	0.01783232359230221	0.028876370830977955
SC26	0.0	0.02351038544557509	0.0012302244039270687	0.00471505016722408	0.017034573268921094	0.005788548561540125	0.012996247491638796	0.0018284584980237154	0.002552608695652174	0.00731183574879227	0.0006182501341921631	0.012017391304347825	0.01118550724637681	0.0031072463768115942	0.027317688229056204	0.0	0.0	0.0	0.003308071348940914	0.012513151356652503	0.006887241625089095	0.4304282230623819	0.0031356294613887085	0.0013428571428571428	0.014928762541806022	0.0033481699108604697	0.0022294314381270906	0.0	0.0	0.0	0.005551356373095504	0.007178840579710145	0.00017910044977511243	0.015920652173913044	0.01549524296675192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006474127877237852	0.049235915065722946	0.033680594202898546	0.002416056338028169	0.003231039697542533	0.01878940779610195
SC27	0.01817555970149254	0.0349188064994178	0.1020007908040443	0.01790577497129736	0.04420711258522204	0.0753802736318408	0.007985284156142363	0.04466465400271371	0.031258973880597014	0.0038726464897733555	0.005941514648977336	0.008345910447761194	0.0177136815920398	0.0035134328358208955	0.014748873316345104	0.0	0.0	0.0	0.07318473019517796	0.014520302435192459	0.031510154147296306	0.002795324464633355	0.15963114335041212	0.0005437420042643924	0.11443823191733639	0.030290798413788796	0.013161567164179103	0.0	0.0	0.0	0.07785746906493175	0.1068627736318408	0.01028533710756562	0.04093720682302772	0.027178182616330114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07931874714661984	0.00971454356126345	0.0019251368159203981	0.01327793462266134	0.025609662556781314	0.008828950077200207
SC28	0.002626190476190476	0.014422857142857144	0.008523179723502304	0.01219010989010989	0.007886596119929453	0.006962963752665244	0.05216624175824176	0.008896103896103897	0.002757339285714286	0.005464285714285714	0.0031252204585537923	0.025197142857142855	0.0	0.017719047619047617	0.01923257839721254	0.0	0.0	0.0	0.00248998778998779	0.007050408163265305	0.012300468384074944	0.013122981366459629	0.0005381663113006396	0.4705244897959183	0.012126776556776558	0.004284913329348476	0.0017040659340659338	0.0	0.0	0.0	0.0027924297924297923	0.006566666666666667	0.0016751724137931035	0.02553775510204082	0.00463109243697479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037394957983193275	0.01675843853820598	0.03137509523809524	0.009516498993963783	0.006299937888198758	0.015458702791461412
SC29	0.016025854700854703	0.039363433351518456	0.013891976840363937	0.014308678500986192	0.06635349794238683	0.11690270442658503	0.02594210256410256	0.0641320745920746	0.015019070512820512	0.011820151946818612	0.0059011396011396005	0.014579487179487179	0.025948290598290596	0.012417094017094015	0.028035578486554098	0.0	0.0	0.0	0.08281731317115933	0.028089712743396954	0.06050163934426229	0.016180501672240805	0.10723441637964026	0.00610989010989011	0.24521025641025643	0.01648357686943461	0.007688067061143984	0.0	0.0	0.0	0.10920797720797722	0.03582029202279202	0.003949690539345712	0.06863521978021977	0.012633936651583709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11263788838612368	0.014898807394156232	0.00994777777777778	0.00976093535572409	0.02835104793756968	0.029841227527262006
SC30	0.006728451882845188	0.011180242143683789	0.029692193953300042	0.028617328612809786	0.010760772767188388	0.0160202695726389	0.013679158995815899	0.02276115252947889	0.011913242677824268	0.0038798713776538045	0.011478051552249598	0.012448794979079497	0.0067395397489539745	0.000298089260808926	0.011273204408613124	0.0	0.0	0.0	0.013718188320280371	0.031517164249535976	0.005186567665820701	0.0038058504638893943	0.03620003590832449	0.0026435863717872085	0.01266520759575153	0.46222618459060594	0.01758246540070808	0.0	0.0	0.0	0.01786373779637378	0.016386610878661088	0.0364389522435435	0.010991912731619844	0.018657174501599805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014674620723603248	0.005625926826895009	0.0019446931659693166	0.01937721256408745	0.024544516099690737	0.005391954022988506
SC33	0.042704487179487174	0.015848513366066557	0.04052150744416874	0.0021989349112426036	0.01504392212725546	0.018282809031764255	0.011782130177514793	0.01175944055944056	0.002043125	0.003035327635327635	0.01439539411206078	0.0031538461538461538	0.010726923076923077	0.008733333333333334	0.01697862101313321	0.0	0.0	0.0	0.014869950690335308	0.01597171775592828	0.011116960907944515	0.004392140468227425	0.020152973593570607	0.002697527472527473	0.009355128205128205	0.036500225297714836	0.42908387573964496	0.0	0.0	0.0	0.014904779750164366	0.006487179487179487	0.020541936339522546	0.006694780219780219	0.0015608597285067872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013498552036199095	0.005230044722719141	0.0006047115384615385	0.022060276273022754	0.14927842809364547	0.0026832073386383734
SC34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC37	0.0156002849002849	0.014230503727950535	0.007357003032809484	0.002451216305062459	0.10652364672364671	0.1683119419994047	0.006549466798159106	0.059860303030303035	0.015472948717948718	0.008468217790440012	0.0029197425345573493	0.0019685470085470083	0.04559735042735043	0.0	0.016535167813216595	0.0	0.0	0.0	0.13706574914164657	0.011519658119658119	0.020632786885245905	0.007435079895949461	0.06969002168643959	0.0008318681318681318	0.0992580758273066	0.013470722025533741	0.006583142669296515	0.0	0.0	0.0	0.2637615092409964	0.03655660018993352	0.0016831063955201888	0.09044322344322343	0.028002714932126697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14110418300653593	0.006913158417809581	0.006163782051282052	0.009339130853497052	0.023304591230026015	0.0033505383632969838
SC38	0.00670787037037037	0.11923778762805358	0.01936451612903226	0.06334893162393163	0.043331481481481485	0.04324000967385296	0.044993536324786323	0.020825	0.07989413194444445	0.004080349794238682	0.005062654320987655	0.06168222222222222	0.0149	0.0019259259259259258	0.03296878726287263	0.0	0.0	0.0	0.06314425451092118	0.019352199248120303	0.027041165755919853	0.00717756038647343	0.10119058043117744	0.007900793650793651	0.03506994301994302	0.015173728498372849	0.009858333333333334	0.0	0.0	0.0	0.0476732905982906	0.3413369598765432	0.002771781609195402	0.02277738095238095	0.08818513071895424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03999912091503268	0.025091731266149872	0.007141458333333333	0.012340293427230047	0.008639124396135267	0.018400095785440614
SC39	0.006431091954022988	0.0060093396918562	0.009427408231368188	0.008965145888594164	0.0033580613026819926	0.006235395436610053	0.005284212201591512	0.02103278996865204	0.0009883534482758622	0.003478045977011494	0.004954079182630907	0.006457241379310344	0.017162758620689656	0.0006839080459770115	0.005929959629941127	0.0	0.0	0.0	0.008122334217506631	0.058003792584910556	0.005989643866591295	0.00022947526236881556	0.015346555326814205	0.0008547783251231527	0.0057037312113174185	0.047977501082094934	0.015310583554376658	0.0	0.0	0.0	0.0023905452402004125	0.0034999616858237548	0.6117688038049941	0.0066069950738916255	0.002652442190669371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011376097363083164	0.008609125902165195	0.000224683908045977	0.012819934919864011	0.004136995502248876	0.0022602770511296077
SC42	0.009344047619047618	0.03621790780141844	0.0031785714285714286	0.005025274725274725	0.05613434744268077	0.07461414356787491	0.03320146703296704	0.04099025974025974	0.01023232142857143	0.006766931216931217	0.0013185185185185186	0.009411428571428572	0.03700238095238095	0.003752380952380952	0.016046689895470385	0.0	0.0	0.0	0.07430653235653237	0.019944360902255636	0.04679695550351288	0.01628447204968944	0.03513656716417911	0.028698979591836735	0.061827655677655684	0.00768160191273162	0.0035203296703296702	0.0	0.0	0.0	0.08745793650793651	0.021851190476190475	0.005357142857142857	0.17304795918367347	0.027018067226890756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08515243697478991	0.010333936877076412	0.0027252380952380952	0.010252917505030181	0.011588043478260868	0.021119466338259445
SC43	0.0008745098039215686	0.030842407175636213	0.002517931688804554	0.016619004524886877	0.013341031227305738	0.013199619549312262	0.042758823529411766	0.025585026737967913	0.04271323529411765	0.0023374727668845317	0.001949092229484386	0.023717647058823527	0.0018303921568627451	0.006325490196078431	0.01559497847919656	0.0	0.0	0.0	0.015410809451985922	0.016337063246351174	0.015614850530376083	0.018904092071611252	0.028191834942932398	0.0023546218487394957	0.010707239819004524	0.01322426778242678	0.0003266968325791855	0.0	0.0	0.0	0.03149653092006033	0.10634934640522875	0.0019595131845841786	0.02087563025210084	0.35458200692041525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052530519031141865	0.011189329685362518	0.0005834803921568627	0.005054846727423364	0.004804347826086956	0.007326382691007438
SC44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SC48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
