class	saltbridge_distance
Spingo lipid	4.28
Spingo lipid	4.71
Spingo lipid	4.77
Spingo lipid	5.43
Spingo lipid	4.32
Spingo lipid	5.16
Spingo lipid	4.74
Spingo lipid	4.99
Spingo lipid	4.08
Spingo lipid	5.0
Spingo lipid	4.47
Spingo lipid	5.3
Spingo lipid	4.72
Spingo lipid	4.48
Spingo lipid	4.56
Spingo lipid	4.71
Fatty Acyl	4.43
Fatty Acyl	4.75
Fatty Acyl	3.67
Fatty Acyl	4.5
Fatty Acyl	4.11
Fatty Acyl	3.97
Fatty Acyl	3.86
Fatty Acyl	4.4
Fatty Acyl	4.83
Fatty Acyl	3.71
Fatty Acyl	4.79
Fatty Acyl	4.0
Fatty Acyl	4.88
Fatty Acyl	4.66
Fatty Acyl	4.63
Fatty Acyl	4.63
Fatty Acyl	4.17
Fatty Acyl	3.31
Fatty Acyl	3.44
Fatty Acyl	5.45
Fatty Acyl	4.4
Fatty Acyl	3.71
Fatty Acyl	5.49
Fatty Acyl	4.79
Fatty Acyl	5.08
Fatty Acyl	3.51
Fatty Acyl	3.76
Fatty Acyl	4.93
Fatty Acyl	4.74
Fatty Acyl	4.73
Fatty Acyl	5.16
Fatty Acyl	5.09
Fatty Acyl	5.11
Fatty Acyl	3.76
Fatty Acyl	4.58
Fatty Acyl	3.67
Fatty Acyl	3.73
Fatty Acyl	4.88
Fatty Acyl	4.83
Fatty Acyl	3.64
Fatty Acyl	4.49
Fatty Acyl	3.46
Fatty Acyl	3.93
Fatty Acyl	4.96
Fatty Acyl	3.29
Fatty Acyl	3.61
Fatty Acyl	4.62
Fatty Acyl	3.32
Fatty Acyl	4.08
Fatty Acyl	4.77
Fatty Acyl	3.55
Fatty Acyl	4.48
Fatty Acyl	3.45
Fatty Acyl	4.33
Fatty Acyl	5.23
Fatty Acyl	4.33
Fatty Acyl	3.57
Fatty Acyl	4.71
Fatty Acyl	4.82
Fatty Acyl	5.3
Fatty Acyl	4.23
Fatty Acyl	4.55
Fatty Acyl	4.4
Fatty Acyl	5.14
Fatty Acyl	4.45
Fatty Acyl	3.39
Fatty Acyl	4.01
Fatty Acyl	5.24
Fatty Acyl	4.01
Fatty Acyl	5.24
Fatty Acyl	4.45
Fatty Acyl	4.62
Fatty Acyl	4.43
Fatty Acyl	4.32
Fatty Acyl	4.1
Fatty Acyl	4.15
Fatty Acyl	4.07
Fatty Acyl	4.25
Fatty Acyl	3.36
Fatty Acyl	4.86
Fatty Acyl	4.09
Fatty Acyl	5.44
Fatty Acyl	5.02
Fatty Acyl	3.51
Fatty Acyl	3.55
Fatty Acyl	3.79
Fatty Acyl	4.18
Fatty Acyl	2.99
Fatty Acyl	5.46
Fatty Acyl	5.21
Fatty Acyl	4.23
Fatty Acyl	3.78
Fatty Acyl	3.69
Fatty Acyl	3.84
Fatty Acyl	3.76
Fatty Acyl	5.06
Fatty Acyl	4.04
Fatty Acyl	5.2
Fatty Acyl	3.58
Fatty Acyl	4.16
Fatty Acyl	5.18
Fatty Acyl	3.94
Fatty Acyl	4.6
Fatty Acyl	4.14
Fatty Acyl	3.66
Fatty Acyl	5.06
Fatty Acyl	3.82
Fatty Acyl	5.26
Fatty Acyl	3.7
Fatty Acyl	4.18
Fatty Acyl	5.06
Fatty Acyl	4.7
Fatty Acyl	4.38
Fatty Acyl	5.41
Fatty Acyl	5.44
Fatty Acyl	2.81
Fatty Acyl	5.05
Fatty Acyl	3.7
Fatty Acyl	3.54
Fatty Acyl	5.11
Fatty Acyl	3.66
Fatty Acyl	3.32
Fatty Acyl	2.8
Fatty Acyl	4.52
Fatty Acyl	4.68
Fatty Acyl	4.24
Fatty Acyl	4.17
Fatty Acyl	3.09
Fatty Acyl	4.88
Fatty Acyl	3.35
Fatty Acyl	5.14
Fatty Acyl	3.31
Fatty Acyl	4.44
Fatty Acyl	4.92
Fatty Acyl	4.38
Fatty Acyl	4.25
Fatty Acyl	3.31
Fatty Acyl	5.03
Fatty Acyl	3.37
Fatty Acyl	5.03
Fatty Acyl	3.25
Fatty Acyl	4.32
Fatty Acyl	4.75
Fatty Acyl	4.29
Fatty Acyl	4.0
Fatty Acyl	3.26
Fatty Acyl	2.83
Fatty Acyl	5.23
Fatty Acyl	4.96
Fatty Acyl	3.88
Fatty Acyl	3.4
Fatty Acyl	4.61
Fatty Acyl	4.02
Fatty Acyl	4.42
Fatty Acyl	5.33
Fatty Acyl	4.24
Fatty Acyl	4.47
Fatty Acyl	4.39
Fatty Acyl	3.79
Fatty Acyl	5.31
Fatty Acyl	4.71
Fatty Acyl	3.92
Fatty Acyl	4.4
Fatty Acyl	4.87
Fatty Acyl	3.2
Fatty Acyl	3.56
Fatty Acyl	4.56
Fatty Acyl	3.79
Fatty Acyl	4.28
Fatty Acyl	4.66
Fatty Acyl	3.96
Fatty Acyl	4.11
Fatty Acyl	4.29
Fatty Acyl	3.24
Fatty Acyl	3.53
Fatty Acyl	4.47
Fatty Acyl	3.46
Fatty Acyl	4.08
Fatty Acyl	4.74
Fatty Acyl	3.94
Fatty Acyl	3.89
Fatty Acyl	4.73
Fatty Acyl	3.54
Fatty Acyl	4.14
Fatty Acyl	4.81
Fatty Acyl	3.32
Fatty Acyl	4.18
Fatty Acyl	4.6
Fatty Acyl	3.38
Fatty Acyl	4.09
Fatty Acyl	5.09
Fatty Acyl	5.32
Fatty Acyl	3.44
Fatty Acyl	4.18
Fatty Acyl	4.74
Fatty Acyl	3.55
Fatty Acyl	4.3
Fatty Acyl	3.56
Fatty Acyl	3.84
Fatty Acyl	4.61
Fatty Acyl	4.39
Fatty Acyl	5.46
Fatty Acyl	3.86
Fatty Acyl	3.84
Fatty Acyl	4.61
Fatty Acyl	4.39
Fatty Acyl	5.46
Fatty Acyl	3.86
Fatty Acyl	3.84
Fatty Acyl	4.61
Fatty Acyl	4.39
Fatty Acyl	5.46
Fatty Acyl	3.86
Fatty Acyl	3.84
Fatty Acyl	4.61
Fatty Acyl	5.46
Fatty Acyl	4.39
Fatty Acyl	3.86
Fatty Acyl	4.87
Fatty Acyl	4.86
Fatty Acyl	4.48
Fatty Acyl	4.36
Fatty Acyl	3.97
Fatty Acyl	4.07
Fatty Acyl	5.26
Fatty Acyl	5.2
Fatty Acyl	4.94
Fatty Acyl	4.46
Fatty Acyl	5.11
Fatty Acyl	3.74
Fatty Acyl	3.71
Fatty Acyl	3.83
Fatty Acyl	5.34
Fatty Acyl	5.31
Fatty Acyl	4.55
Fatty Acyl	4.74
Fatty Acyl	3.54
Fatty Acyl	3.93
Fatty Acyl	4.55
Fatty Acyl	4.5
Fatty Acyl	5.27
Fatty Acyl	3.96
Fatty Acyl	5.15
Fatty Acyl	4.03
Fatty Acyl	4.68
Fatty Acyl	4.33
Fatty Acyl	4.75
Fatty Acyl	4.03
Fatty Acyl	5.19
Fatty Acyl	2.83
Fatty Acyl	4.9
Fatty Acyl	2.88
Fatty Acyl	4.97
Fatty Acyl	2.95
Fatty Acyl	4.47
Fatty Acyl	4.33
Fatty Acyl	4.95
Fatty Acyl	4.3
Fatty Acyl	3.98
Fatty Acyl	5.42
Fatty Acyl	4.08
Fatty Acyl	3.35
Fatty Acyl	5.42
Fatty Acyl	5.42
Fatty Acyl	5.42
Fatty Acyl	5.42
Fatty Acyl	5.42
Fatty Acyl	5.42
Fatty Acyl	5.42
Fatty Acyl	5.42
Fatty Acyl	5.44
Fatty Acyl	5.25
Fatty Acyl	5.37
Fatty Acyl	5.14
Fatty Acyl	5.49
Fatty Acyl	5.29
Fatty Acyl	5.42
Fatty Acyl	5.11
Fatty Acyl	3.78
Fatty Acyl	4.99
Fatty Acyl	3.71
Fatty Acyl	5.08
Fatty Acyl	3.91
Fatty Acyl	3.83
Fatty Acyl	5.09
Fatty Acyl	3.99
Fatty Acyl	3.65
Fatty Acyl	3.98
Fatty Acyl	4.82
Fatty Acyl	3.83
Fatty Acyl	5.24
Fatty Acyl	5.22
Fatty Acyl	5.17
Fatty Acyl	5.1
Fatty Acyl	5.0
Fatty Acyl	5.48
Fatty Acyl	4.7
Fatty Acyl	5.25
Fatty Acyl	4.87
Fatty Acyl	4.49
Fatty Acyl	5.2
Fatty Acyl	4.85
Fatty Acyl	5.21
Fatty Acyl	5.13
Fatty Acyl	4.02
Fatty Acyl	4.83
Fatty Acyl	4.73
Fatty Acyl	4.11
Fatty Acyl	3.04
Fatty Acyl	3.05
Fatty Acyl	2.98
Fatty Acyl	2.84
Fatty Acyl	3.58
Fatty Acyl	3.85
Fatty Acyl	5.05
Fatty Acyl	5.0
Fatty Acyl	3.77
Fatty Acyl	3.83
Fatty Acyl	3.73
Fatty Acyl	3.82
Fatty Acyl	4.46
Fatty Acyl	4.98
Fatty Acyl	4.05
Fatty Acyl	4.77
Fatty Acyl	4.51
Fatty Acyl	4.88
Fatty Acyl	5.22
Fatty Acyl	4.58
Fatty Acyl	4.3
Fatty Acyl	4.64
Fatty Acyl	5.08
Fatty Acyl	3.85
Fatty Acyl	4.49
Fatty Acyl	3.82
Fatty Acyl	4.08
Fatty Acyl	3.55
Fatty Acyl	4.52
Fatty Acyl	3.15
Fatty Acyl	4.71
Fatty Acyl	4.24
Fatty Acyl	3.23
Fatty Acyl	4.88
Fatty Acyl	4.34
Fatty Acyl	3.58
Fatty Acyl	4.56
Fatty Acyl	4.53
Fatty Acyl	5.4
Fatty Acyl	3.15
Fatty Acyl	4.84
Fatty Acyl	4.21
Fatty Acyl	3.52
Fatty Acyl	4.03
Fatty Acyl	5.3
Fatty Acyl	3.0
Fatty Acyl	4.82
Fatty Acyl	4.96
Fatty Acyl	4.2
Fatty Acyl	4.78
Fatty Acyl	4.52
Fatty Acyl	4.79
Fatty Acyl	2.83
Fatty Acyl	4.7
Fatty Acyl	4.8
Fatty Acyl	3.75
Fatty Acyl	5.08
Fatty Acyl	4.71
Fatty Acyl	5.41
Fatty Acyl	4.49
Fatty Acyl	3.38
Fatty Acyl	4.02
Fatty Acyl	3.57
Fatty Acyl	3.54
Fatty Acyl	5.16
Fatty Acyl	4.55
Fatty Acyl	3.4
Fatty Acyl	3.8
Fatty Acyl	3.53
Fatty Acyl	4.25
Fatty Acyl	3.65
Fatty Acyl	4.66
Fatty Acyl	3.92
Fatty Acyl	4.99
Fatty Acyl	3.46
Fatty Acyl	4.98
Fatty Acyl	4.55
Fatty Acyl	5.19
Fatty Acyl	4.2
Fatty Acyl	3.99
Fatty Acyl	4.28
Fatty Acyl	4.09
Fatty Acyl	4.42
Fatty Acyl	4.14
Fatty Acyl	4.31
Fatty Acyl	4.17
Fatty Acyl	4.21
Fatty Acyl	4.43
Fatty Acyl	3.95
Fatty Acyl	4.7
Fatty Acyl	3.64
Fatty Acyl	3.63
Fatty Acyl	4.54
Fatty Acyl	4.36
Fatty Acyl	4.03
Fatty Acyl	4.06
Fatty Acyl	4.73
Fatty Acyl	3.65
Fatty Acyl	4.05
Fatty Acyl	4.38
Fatty Acyl	3.91
Fatty Acyl	5.34
Fatty Acyl	4.49
Fatty Acyl	3.34
Fatty Acyl	4.0
Fatty Acyl	5.17
Fatty Acyl	4.45
Fatty Acyl	3.91
Fatty Acyl	3.6
Fatty Acyl	5.1
Fatty Acyl	4.58
Fatty Acyl	3.24
Fatty Acyl	3.92
Fatty Acyl	5.39
Fatty Acyl	5.27
Fatty Acyl	3.82
Fatty Acyl	3.54
Fatty Acyl	4.1
Fatty Acyl	5.01
Fatty Acyl	5.13
Fatty Acyl	5.09
Fatty Acyl	5.19
Fatty Acyl	4.48
Fatty Acyl	4.84
Fatty Acyl	3.58
Fatty Acyl	5.02
Fatty Acyl	3.81
Fatty Acyl	4.7
Fatty Acyl	4.9
Fatty Acyl	3.9
Fatty Acyl	4.47
Fatty Acyl	3.42
Fatty Acyl	3.97
Fatty Acyl	5.34
Fatty Acyl	3.45
Fatty Acyl	3.62
Fatty Acyl	3.86
Fatty Acyl	4.38
Fatty Acyl	3.6
Fatty Acyl	3.88
Fatty Acyl	5.48
Fatty Acyl	3.11
Fatty Acyl	5.07
Fatty Acyl	4.18
Fatty Acyl	4.44
Fatty Acyl	4.36
Fatty Acyl	4.34
Fatty Acyl	4.39
Fatty Acyl	5.02
Fatty Acyl	4.07
Fatty Acyl	3.97
Fatty Acyl	5.22
Fatty Acyl	4.19
Fatty Acyl	5.27
Fatty Acyl	4.27
Fatty Acyl	4.16
Fatty Acyl	4.49
Fatty Acyl	4.17
Fatty Acyl	4.86
Fatty Acyl	4.15
Fatty Acyl	4.35
Fatty Acyl	3.95
Fatty Acyl	3.94
Fatty Acyl	4.49
Fatty Acyl	5.24
Fatty Acyl	5.15
Fatty Acyl	5.25
Fatty Acyl	3.21
Fatty Acyl	4.57
Fatty Acyl	5.01
Fatty Acyl	4.57
Fatty Acyl	5.0
Fatty Acyl	4.77
Fatty Acyl	4.85
Fatty Acyl	4.66
Fatty Acyl	3.4
Fatty Acyl	4.04
Fatty Acyl	3.59
Fatty Acyl	3.83
Fatty Acyl	5.0
Fatty Acyl	4.67
Fatty Acyl	5.07
Fatty Acyl	4.38
Fatty Acyl	4.21
Fatty Acyl	4.7
Fatty Acyl	3.88
Fatty Acyl	4.42
Fatty Acyl	3.45
Fatty Acyl	3.68
Fatty Acyl	3.69
Fatty Acyl	3.61
Fatty Acyl	4.33
Fatty Acyl	3.48
Fatty Acyl	5.11
Fatty Acyl	4.49
Fatty Acyl	4.23
Fatty Acyl	4.46
Fatty Acyl	5.22
Fatty Acyl	4.38
Fatty Acyl	4.61
Fatty Acyl	4.36
Fatty Acyl	4.48
Fatty Acyl	4.06
Fatty Acyl	5.02
Fatty Acyl	4.13
Fatty Acyl	4.78
Fatty Acyl	3.78
Fatty Acyl	5.13
Fatty Acyl	3.15
Fatty Acyl	5.09
Fatty Acyl	4.56
Fatty Acyl	4.74
Fatty Acyl	3.17
Fatty Acyl	5.05
Fatty Acyl	4.94
Fatty Acyl	4.18
Fatty Acyl	4.6
Fatty Acyl	4.36
Fatty Acyl	4.56
Fatty Acyl	2.98
Fatty Acyl	4.79
Fatty Acyl	4.78
Fatty Acyl	3.78
Fatty Acyl	3.93
Fatty Acyl	4.81
Fatty Acyl	3.11
Fatty Acyl	4.81
Fatty Acyl	4.86
Fatty Acyl	4.11
Fatty Acyl	4.77
Fatty Acyl	4.48
Fatty Acyl	4.51
Fatty Acyl	2.88
Fatty Acyl	4.71
Fatty Acyl	4.73
Fatty Acyl	3.68
Fatty Acyl	5.09
Fatty Acyl	4.51
Fatty Acyl	4.93
Fatty Acyl	4.63
Fatty Acyl	4.66
Fatty Acyl	4.75
Fatty Acyl	4.88
Fatty Acyl	3.54
Fatty Acyl	5.17
Fatty Acyl	5.03
Fatty Acyl	4.36
Fatty Acyl	3.85
Fatty Acyl	5.47
Fatty Acyl	5.22
Fatty Acyl	5.41
Fatty Acyl	3.69
Fatty Acyl	3.61
Fatty Acyl	3.98
Fatty Acyl	3.97
Fatty Acyl	3.63
Fatty Acyl	4.01
Fatty Acyl	3.51
Fatty Acyl	4.04
Fatty Acyl	4.57
Fatty Acyl	4.15
Fatty Acyl	4.11
Fatty Acyl	4.43
Fatty Acyl	4.7
Fatty Acyl	3.75
Fatty Acyl	5.14
Fatty Acyl	4.15
Fatty Acyl	3.99
Fatty Acyl	5.41
Fatty Acyl	4.86
Fatty Acyl	4.9
Fatty Acyl	5.06
Fatty Acyl	3.7
Fatty Acyl	4.26
Fatty Acyl	4.59
Fatty Acyl	3.86
Fatty Acyl	4.4
Fatty Acyl	4.66
Fatty Acyl	3.41
Fatty Acyl	4.82
Fatty Acyl	4.31
Fatty Acyl	4.37
Fatty Acyl	4.57
Fatty Acyl	4.96
Fatty Acyl	3.7
Fatty Acyl	3.71
Fatty Acyl	4.68
Fatty Acyl	3.69
Fatty Acyl	4.14
Fatty Acyl	5.4
Fatty Acyl	4.64
Fatty Acyl	4.12
Fatty Acyl	4.78
Fatty Acyl	5.34
Fatty Acyl	4.33
Fatty Acyl	4.96
Fatty Acyl	5.23
Fatty Acyl	5.3
Fatty Acyl	5.19
Fatty Acyl	5.35
Fatty Acyl	5.1
Fatty Acyl	5.03
Fatty Acyl	3.83
Fatty Acyl	3.53
Fatty Acyl	3.89
Fatty Acyl	5.33
Fatty Acyl	3.71
Fatty Acyl	3.93
Fatty Acyl	4.94
Fatty Acyl	4.56
Fatty Acyl	4.92
Fatty Acyl	4.6
Fatty Acyl	3.99
Fatty Acyl	5.27
Fatty Acyl	5.06
Fatty Acyl	4.8
Fatty Acyl	3.74
Fatty Acyl	5.01
Fatty Acyl	3.67
Fatty Acyl	4.77
Fatty Acyl	3.45
Fatty Acyl	3.1
Fatty Acyl	3.38
Fatty Acyl	2.86
Fatty Acyl	4.45
Fatty Acyl	4.32
Fatty Acyl	2.86
Fatty Acyl	4.25
Fatty Acyl	4.51
Fatty Acyl	4.19
Fatty Acyl	3.89
Fatty Acyl	5.47
Fatty Acyl	4.69
Fatty Acyl	4.59
Fatty Acyl	5.13
Fatty Acyl	4.72
Fatty Acyl	4.18
Fatty Acyl	3.8
Fatty Acyl	4.42
Fatty Acyl	3.36
Fatty Acyl	4.88
Fatty Acyl	4.07
Fatty Acyl	3.77
Fatty Acyl	3.86
Fatty Acyl	4.48
Fatty Acyl	4.84
Fatty Acyl	4.54
Fatty Acyl	3.31
Fatty Acyl	4.24
Fatty Acyl	5.33
Fatty Acyl	5.44
Fatty Acyl	5.1
Fatty Acyl	5.49
Fatty Acyl	4.41
Fatty Acyl	4.99
Fatty Acyl	3.73
Fatty Acyl	4.55
Fatty Acyl	5.25
Fatty Acyl	3.41
Fatty Acyl	3.46
Fatty Acyl	3.43
Fatty Acyl	3.46
Fatty Acyl	3.3
Fatty Acyl	3.31
Fatty Acyl	3.28
Fatty Acyl	3.43
Fatty Acyl	3.36
Fatty Acyl	4.98
Fatty Acyl	3.25
Fatty Acyl	3.56
Fatty Acyl	3.51
Fatty Acyl	5.42
Fatty Acyl	4.32
Fatty Acyl	3.26
Fatty Acyl	2.71
Fatty Acyl	5.24
Fatty Acyl	4.31
Fatty Acyl	4.57
Fatty Acyl	4.41
Fatty Acyl	3.87
Fatty Acyl	4.0
Fatty Acyl	4.2
Fatty Acyl	4.17
Fatty Acyl	3.67
Fatty Acyl	3.85
Fatty Acyl	5.2
Fatty Acyl	3.38
Fatty Acyl	3.07
Fatty Acyl	4.52
Fatty Acyl	5.46
Fatty Acyl	4.85
Fatty Acyl	4.7
Fatty Acyl	3.83
Fatty Acyl	3.87
Fatty Acyl	5.14
Fatty Acyl	3.92
Fatty Acyl	4.2
Fatty Acyl	5.37
Fatty Acyl	4.81
Fatty Acyl	4.84
Fatty Acyl	4.93
Fatty Acyl	5.45
Fatty Acyl	4.18
Fatty Acyl	4.6
Fatty Acyl	4.61
Fatty Acyl	5.37
Fatty Acyl	4.8
Fatty Acyl	4.17
Fatty Acyl	4.89
Fatty Acyl	4.65
Fatty Acyl	5.12
Fatty Acyl	5.27
Fatty Acyl	5.2
Fatty Acyl	3.96
Fatty Acyl	5.5
Fatty Acyl	4.97
Fatty Acyl	3.62
Fatty Acyl	5.06
Fatty Acyl	4.35
Fatty Acyl	4.12
Fatty Acyl	4.26
Fatty Acyl	4.17
Fatty Acyl	3.36
Fatty Acyl	3.44
Fatty Acyl	3.62
Fatty Acyl	4.83
Fatty Acyl	5.19
Fatty Acyl	5.02
Fatty Acyl	4.56
Fatty Acyl	3.52
Fatty Acyl	4.67
Fatty Acyl	4.44
Fatty Acyl	3.99
Fatty Acyl	4.64
Fatty Acyl	4.48
Fatty Acyl	3.79
Fatty Acyl	3.92
Fatty Acyl	3.4
Fatty Acyl	4.16
Fatty Acyl	4.1
Fatty Acyl	5.41
Fatty Acyl	5.4
Fatty Acyl	4.06
Fatty Acyl	4.15
Fatty Acyl	4.16
Fatty Acyl	4.92
Fatty Acyl	4.4
Fatty Acyl	3.45
Fatty Acyl	4.07
Fatty Acyl	5.45
Fatty Acyl	5.13
Fatty Acyl	4.07
Fatty Acyl	3.38
Fatty Acyl	4.42
Fatty Acyl	3.48
Fatty Acyl	3.56
Fatty Acyl	4.43
Fatty Acyl	4.34
Fatty Acyl	3.63
Fatty Acyl	5.37
Fatty Acyl	3.95
Fatty Acyl	3.92
Fatty Acyl	4.92
Fatty Acyl	4.25
Fatty Acyl	3.71
Fatty Acyl	4.61
Fatty Acyl	3.22
Fatty Acyl	3.66
Fatty Acyl	4.38
Fatty Acyl	3.56
Fatty Acyl	4.41
Fatty Acyl	4.28
Fatty Acyl	4.23
Fatty Acyl	4.93
Fatty Acyl	4.55
Fatty Acyl	4.38
Fatty Acyl	5.05
Fatty Acyl	4.8
Fatty Acyl	5.43
Fatty Acyl	4.09
Fatty Acyl	3.73
Fatty Acyl	3.97
Fatty Acyl	4.26
Fatty Acyl	3.22
Fatty Acyl	5.27
Fatty Acyl	3.86
Fatty Acyl	4.51
Fatty Acyl	4.13
Fatty Acyl	4.21
Fatty Acyl	4.75
Fatty Acyl	4.78
Fatty Acyl	4.85
Fatty Acyl	3.46
Fatty Acyl	3.01
Fatty Acyl	5.12
Fatty Acyl	5.15
Fatty Acyl	5.17
Fatty Acyl	4.52
Fatty Acyl	4.77
Fatty Acyl	4.93
Fatty Acyl	4.61
Fatty Acyl	5.17
Fatty Acyl	3.56
Fatty Acyl	3.47
Fatty Acyl	4.82
Fatty Acyl	4.47
Fatty Acyl	4.02
Fatty Acyl	3.95
Fatty Acyl	3.73
Fatty Acyl	3.56
Fatty Acyl	4.8
Fatty Acyl	5.06
Fatty Acyl	3.53
Fatty Acyl	3.57
Fatty Acyl	4.37
Fatty Acyl	5.15
Fatty Acyl	4.69
Fatty Acyl	4.16
Fatty Acyl	3.75
Fatty Acyl	5.32
Fatty Acyl	3.96
Fatty Acyl	4.01
Fatty Acyl	4.19
Fatty Acyl	3.42
Fatty Acyl	3.47
Fatty Acyl	3.41
Fatty Acyl	3.39
Fatty Acyl	3.96
Fatty Acyl	4.74
Fatty Acyl	5.36
Fatty Acyl	4.93
Fatty Acyl	4.96
Fatty Acyl	5.31
Fatty Acyl	3.51
Fatty Acyl	4.38
Fatty Acyl	4.27
Fatty Acyl	5.01
Fatty Acyl	4.17
Fatty Acyl	5.02
Fatty Acyl	3.57
Fatty Acyl	5.29
Fatty Acyl	4.86
Fatty Acyl	3.32
Fatty Acyl	5.17
Fatty Acyl	4.2
Fatty Acyl	5.25
Fatty Acyl	4.16
Fatty Acyl	4.29
Fatty Acyl	4.43
Fatty Acyl	4.01
Fatty Acyl	4.56
Fatty Acyl	5.06
Fatty Acyl	4.4
Fatty Acyl	3.7
Fatty Acyl	4.38
Fatty Acyl	3.72
Fatty Acyl	3.97
Fatty Acyl	4.48
Fatty Acyl	4.62
Fatty Acyl	4.22
Fatty Acyl	4.22
Fatty Acyl	4.43
Fatty Acyl	5.4
Fatty Acyl	4.25
Fatty Acyl	5.38
Fatty Acyl	4.17
Fatty Acyl	5.45
Fatty Acyl	4.27
Fatty Acyl	5.35
Fatty Acyl	5.33
Fatty Acyl	5.4
Fatty Acyl	5.35
Fatty Acyl	5.43
Fatty Acyl	5.4
Fatty Acyl	5.35
Fatty Acyl	5.25
Fatty Acyl	4.72
Fatty Acyl	5.12
Fatty Acyl	4.83
Fatty Acyl	4.99
Fatty Acyl	3.52
Fatty Acyl	3.65
Fatty Acyl	4.13
Fatty Acyl	5.27
Fatty Acyl	5.13
Fatty Acyl	5.07
Fatty Acyl	3.73
Fatty Acyl	5.22
Fatty Acyl	4.94
Fatty Acyl	5.14
Fatty Acyl	5.46
Fatty Acyl	4.4
Fatty Acyl	5.37
Fatty Acyl	4.67
Fatty Acyl	5.41
Fatty Acyl	4.49
Fatty Acyl	5.06
Fatty Acyl	4.44
Fatty Acyl	3.83
Fatty Acyl	3.26
Fatty Acyl	4.98
Fatty Acyl	4.48
Fatty Acyl	5.35
Fatty Acyl	3.61
Fatty Acyl	4.75
Fatty Acyl	3.96
Fatty Acyl	3.62
Fatty Acyl	4.35
Fatty Acyl	5.1
Fatty Acyl	3.97
Fatty Acyl	3.7
Fatty Acyl	5.41
Fatty Acyl	4.9
Fatty Acyl	3.65
Fatty Acyl	3.79
Fatty Acyl	4.5
Fatty Acyl	4.99
Fatty Acyl	3.97
Fatty Acyl	4.16
Fatty Acyl	4.16
Fatty Acyl	4.98
Fatty Acyl	3.45
Fatty Acyl	3.92
Fatty Acyl	3.48
Fatty Acyl	5.01
Fatty Acyl	4.04
Fatty Acyl	5.14
Fatty Acyl	5.06
Fatty Acyl	4.32
Fatty Acyl	3.49
Fatty Acyl	5.4
Fatty Acyl	3.38
Fatty Acyl	4.18
Fatty Acyl	4.69
Fatty Acyl	4.12
Fatty Acyl	4.69
Fatty Acyl	4.47
Fatty Acyl	4.67
Fatty Acyl	4.21
Fatty Acyl	4.4
Fatty Acyl	4.67
Fatty Acyl	4.95
Fatty Acyl	5.06
Fatty Acyl	4.45
Fatty Acyl	5.39
Fatty Acyl	3.71
Fatty Acyl	4.31
Fatty Acyl	3.93
Fatty Acyl	4.14
Fatty Acyl	4.37
Fatty Acyl	5.33
Fatty Acyl	4.86
Fatty Acyl	3.76
Fatty Acyl	5.19
Fatty Acyl	4.95
Fatty Acyl	3.35
Fatty Acyl	5.36
Fatty Acyl	5.01
Fatty Acyl	3.6
Fatty Acyl	4.3
Fatty Acyl	4.39
Fatty Acyl	4.38
Fatty Acyl	4.45
Fatty Acyl	5.16
Fatty Acyl	3.91
Fatty Acyl	4.9
Fatty Acyl	3.19
Fatty Acyl	3.25
Fatty Acyl	3.23
Fatty Acyl	4.83
Fatty Acyl	3.76
Fatty Acyl	5.13
Fatty Acyl	4.92
Fatty Acyl	3.33
Fatty Acyl	4.24
Fatty Acyl	3.67
Fatty Acyl	3.95
Fatty Acyl	4.42
Fatty Acyl	3.63
Fatty Acyl	5.06
Fatty Acyl	4.88
Fatty Acyl	5.07
Fatty Acyl	3.95
Fatty Acyl	3.69
Fatty Acyl	3.95
Fatty Acyl	3.67
Fatty Acyl	4.77
Fatty Acyl	3.57
Fatty Acyl	4.17
Fatty Acyl	3.68
Fatty Acyl	3.78
Fatty Acyl	4.4
Fatty Acyl	4.87
Fatty Acyl	4.58
Fatty Acyl	3.39
Fatty Acyl	3.39
Fatty Acyl	4.31
Fatty Acyl	4.58
Fatty Acyl	4.69
Fatty Acyl	3.79
Fatty Acyl	3.51
Fatty Acyl	3.33
Fatty Acyl	4.21
Fatty Acyl	4.35
Fatty Acyl	4.18
Fatty Acyl	3.88
Fatty Acyl	4.22
Fatty Acyl	4.26
Fatty Acyl	3.87
Fatty Acyl	3.82
Fatty Acyl	4.32
Fatty Acyl	3.73
Fatty Acyl	4.25
Fatty Acyl	4.51
Fatty Acyl	5.15
Fatty Acyl	4.48
Fatty Acyl	4.74
Fatty Acyl	5.4
Fatty Acyl	5.46
Fatty Acyl	3.93
Fatty Acyl	4.36
Fatty Acyl	5.19
Fatty Acyl	4.71
Fatty Acyl	4.43
Fatty Acyl	3.83
Fatty Acyl	4.5
Fatty Acyl	4.38
Fatty Acyl	2.8
Fatty Acyl	3.69
Fatty Acyl	4.41
Fatty Acyl	2.84
Fatty Acyl	3.52
Fatty Acyl	5.49
Fatty Acyl	4.75
Fatty Acyl	3.6
Fatty Acyl	4.26
Fatty Acyl	4.57
Fatty Acyl	3.58
Fatty Acyl	3.7
Fatty Acyl	4.88
Fatty Acyl	4.44
Fatty Acyl	4.1
Fatty Acyl	5.02
Fatty Acyl	4.92
Fatty Acyl	5.25
Fatty Acyl	4.63
Fatty Acyl	5.19
Fatty Acyl	5.42
Fatty Acyl	5.32
Fatty Acyl	4.21
Fatty Acyl	4.55
Fatty Acyl	4.34
Fatty Acyl	5.08
