class	hydrophobic_distance
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.96
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
Fatty Acyl	3.97
