class	polarity_score
Fatty Acyl	3
Fatty Acyl	10
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	10
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	10
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	12
Fatty Acyl	7
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	12
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	12
Fatty Acyl	3
Fatty Acyl	11
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	9
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	17
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	10
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	17
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	10
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	13
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	10
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	10
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	14
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	14
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	16
Fatty Acyl	16
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	9
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	30
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	9
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	10
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	12
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	14
Fatty Acyl	11
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	12
Fatty Acyl	6
Fatty Acyl	8
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	16
Fatty Acyl	1
Fatty Acyl	12
Fatty Acyl	0
Fatty Acyl	12
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	14
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	10
Fatty Acyl	11
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	10
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	10
Fatty Acyl	11
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	14
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	7
Fatty Acyl	10
Fatty Acyl	10
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	11
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	10
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	10
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	12
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	10
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	12
Fatty Acyl	12
Fatty Acyl	7
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	11
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	17
Fatty Acyl	1
Fatty Acyl	13
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	10
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	7
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	10
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	11
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	21
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	10
Fatty Acyl	8
Fatty Acyl	3
Fatty Acyl	18
Fatty Acyl	15
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	12
Fatty Acyl	10
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	16
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	11
Fatty Acyl	13
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	10
Fatty Acyl	12
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	10
Fatty Acyl	2
Fatty Acyl	14
Fatty Acyl	13
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	14
Fatty Acyl	9
Fatty Acyl	5
Fatty Acyl	16
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	12
Fatty Acyl	6
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	12
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	12
Fatty Acyl	9
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	12
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	12
Fatty Acyl	9
Fatty Acyl	16
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	13
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	11
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	12
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	15
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	12
Fatty Acyl	6
Fatty Acyl	10
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	13
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	10
Fatty Acyl	11
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	10
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	14
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	12
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	12
Fatty Acyl	9
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	16
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	18
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	16
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	15
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	14
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	12
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	11
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	10
Fatty Acyl	5
Fatty Acyl	10
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	10
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	11
Fatty Acyl	1
Fatty Acyl	11
Fatty Acyl	12
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	8
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	9
Fatty Acyl	8
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	13
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	10
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	15
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	13
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	12
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	13
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	31
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	13
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	11
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	19
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	11
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	15
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	15
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	16
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	11
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	10
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	12
Fatty Acyl	10
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	11
Fatty Acyl	9
Fatty Acyl	0
Fatty Acyl	9
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	15
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	11
Fatty Acyl	7
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	15
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	10
Fatty Acyl	13
Fatty Acyl	8
Fatty Acyl	10
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	14
Fatty Acyl	10
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	9
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	9
Fatty Acyl	12
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	13
Fatty Acyl	5
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	28
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	10
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	11
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	11
Fatty Acyl	1
Fatty Acyl	20
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	10
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	14
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	12
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	12
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	19
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	22
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	10
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	15
Fatty Acyl	5
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	3
