class	polarity_score
Sphingolipid	7
Sphingolipid	8
Sphingolipid	12
Sphingolipid	7
Sphingolipid	5
Sphingolipid	8
Sphingolipid	17
Sphingolipid	1
Sphingolipid	0
Sphingolipid	18
Sphingolipid	7
Sphingolipid	8
Sphingolipid	5
Sphingolipid	1
Sphingolipid	8
Sphingolipid	12
Sphingolipid	19
Sphingolipid	2
Sphingolipid	10
Sphingolipid	17
Sphingolipid	5
Sphingolipid	3
Sphingolipid	12
Sphingolipid	7
Sphingolipid	10
Sphingolipid	12
Sphingolipid	16
Sphingolipid	9
Sphingolipid	0
Sphingolipid	1
Sphingolipid	1
Sphingolipid	3
Sphingolipid	13
Sphingolipid	11
Sphingolipid	12
Sphingolipid	14
Sphingolipid	17
Sphingolipid	6
Sphingolipid	12
Sphingolipid	13
Sphingolipid	14
Sphingolipid	5
Sphingolipid	12
Sphingolipid	11
Sphingolipid	10
Sphingolipid	7
Sphingolipid	3
Sphingolipid	3
Sphingolipid	17
Sphingolipid	19
Sphingolipid	8
Sphingolipid	17
Sphingolipid	18
Sphingolipid	17
Sphingolipid	15
Sphingolipid	14
Sphingolipid	5
Sphingolipid	18
Sphingolipid	7
Sphingolipid	0
Sphingolipid	16
Sphingolipid	6
Sphingolipid	10
Sphingolipid	13
Sphingolipid	10
Sphingolipid	6
Sphingolipid	16
Sphingolipid	9
Sphingolipid	6
Sphingolipid	18
Sphingolipid	12
Sphingolipid	13
Sphingolipid	6
Sphingolipid	6
Sphingolipid	4
Sphingolipid	8
Sphingolipid	1
Sphingolipid	16
Sphingolipid	17
Sphingolipid	0
Sphingolipid	3
Sphingolipid	12
Sphingolipid	0
Sphingolipid	3
Sphingolipid	7
Sphingolipid	13
Sphingolipid	3
Sphingolipid	11
Sphingolipid	5
Sphingolipid	11
Sphingolipid	8
Sphingolipid	4
Sphingolipid	7
Sphingolipid	1
Sphingolipid	1
Sphingolipid	0
Sphingolipid	12
Sphingolipid	15
Sphingolipid	17
Sphingolipid	8
Sphingolipid	3
Sphingolipid	5
Sphingolipid	6
Sphingolipid	4
Sphingolipid	1
Sphingolipid	3
Sphingolipid	9
Sphingolipid	5
Sphingolipid	17
Sphingolipid	17
Sphingolipid	6
Sphingolipid	6
Sphingolipid	3
Sphingolipid	0
Sphingolipid	6
Sphingolipid	11
Sphingolipid	10
Sphingolipid	7
Sphingolipid	8
Sphingolipid	6
Sphingolipid	4
Sphingolipid	7
Sphingolipid	17
Sphingolipid	4
Sphingolipid	19
Sphingolipid	13
Sphingolipid	12
Sphingolipid	1
Sphingolipid	5
Sphingolipid	16
Sphingolipid	19
Sphingolipid	20
Sphingolipid	6
Sphingolipid	11
Sphingolipid	7
Sphingolipid	17
Sphingolipid	5
Sphingolipid	13
Sphingolipid	5
Sphingolipid	4
Sphingolipid	1
Sphingolipid	12
Sphingolipid	11
Sphingolipid	8
Sphingolipid	7
Sphingolipid	12
Sphingolipid	8
Sphingolipid	9
Sphingolipid	11
Sphingolipid	5
Sphingolipid	10
Sphingolipid	15
Sphingolipid	11
Sphingolipid	5
Sphingolipid	8
Sphingolipid	12
Sphingolipid	11
Sphingolipid	16
Sphingolipid	4
Sphingolipid	12
Sphingolipid	3
Sphingolipid	18
Sphingolipid	1
Sphingolipid	3
Sphingolipid	15
Sphingolipid	10
Sphingolipid	4
Sphingolipid	13
Sphingolipid	9
Fatty Acyl	4
Fatty Acyl	14
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	9
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	12
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	11
Fatty Acyl	9
Fatty Acyl	10
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	16
Fatty Acyl	15
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	10
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	17
Fatty Acyl	3
Fatty Acyl	10
Fatty Acyl	8
Fatty Acyl	14
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	13
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	12
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	12
Fatty Acyl	13
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	10
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	10
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	12
Fatty Acyl	7
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	11
Fatty Acyl	4
Fatty Acyl	9
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	11
Fatty Acyl	6
Fatty Acyl	6
Fatty Acyl	10
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	19
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	10
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	11
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	15
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	14
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	26
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	9
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	10
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	24
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	9
Fatty Acyl	5
Fatty Acyl	10
Fatty Acyl	10
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	16
Fatty Acyl	4
Fatty Acyl	9
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	13
Fatty Acyl	8
Fatty Acyl	8
Fatty Acyl	6
Fatty Acyl	15
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	16
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	6
Fatty Acyl	12
Fatty Acyl	4
Fatty Acyl	13
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	11
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	26
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	16
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	11
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	18
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	9
Fatty Acyl	1
Fatty Acyl	19
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	9
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	12
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	16
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	11
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	18
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	15
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	10
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	12
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	14
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	22
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	18
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	14
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	6
Fatty Acyl	17
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	14
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	12
Fatty Acyl	16
Fatty Acyl	3
Fatty Acyl	16
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	9
Fatty Acyl	1
Fatty Acyl	14
Fatty Acyl	8
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	11
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	10
Fatty Acyl	9
Fatty Acyl	11
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	9
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	12
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	14
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	11
Fatty Acyl	7
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	10
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	17
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	16
Fatty Acyl	17
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	11
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	11
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	10
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	11
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	20
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	8
Fatty Acyl	15
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	18
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	14
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	3
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	20
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	6
Fatty Acyl	13
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	7
Fatty Acyl	17
Fatty Acyl	19
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	15
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	7
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	11
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	7
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	17
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	14
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	9
Fatty Acyl	17
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	13
Fatty Acyl	10
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	19
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	10
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	12
Fatty Acyl	0
Fatty Acyl	7
Fatty Acyl	17
Fatty Acyl	9
Fatty Acyl	11
Fatty Acyl	7
Fatty Acyl	17
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	10
Fatty Acyl	10
Fatty Acyl	7
Fatty Acyl	10
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	17
Fatty Acyl	5
Fatty Acyl	6
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	8
Fatty Acyl	14
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	12
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	9
Fatty Acyl	10
Fatty Acyl	10
Fatty Acyl	8
Fatty Acyl	9
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	11
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	8
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	11
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	18
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	5
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	7
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	13
Fatty Acyl	10
Fatty Acyl	10
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	8
Fatty Acyl	12
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	9
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	14
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	12
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	1
Fatty Acyl	16
Fatty Acyl	12
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	8
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	21
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	6
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	13
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	1
Fatty Acyl	14
Fatty Acyl	11
Fatty Acyl	31
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	9
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	10
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	15
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	5
Fatty Acyl	17
Fatty Acyl	8
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	8
Fatty Acyl	11
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	1
Fatty Acyl	0
Fatty Acyl	4
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	2
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	18
Fatty Acyl	1
Fatty Acyl	4
Fatty Acyl	0
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	11
Fatty Acyl	4
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	5
Fatty Acyl	4
Fatty Acyl	6
Fatty Acyl	11
Fatty Acyl	3
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	5
Fatty Acyl	1
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	0
Fatty Acyl	8
Fatty Acyl	2
Fatty Acyl	7
Fatty Acyl	3
Fatty Acyl	0
Fatty Acyl	3
Fatty Acyl	13
Fatty Acyl	9
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	0
Fatty Acyl	15
Fatty Acyl	13
Fatty Acyl	2
Fatty Acyl	3
Fatty Acyl	4
Fatty Acyl	3
Fatty Acyl	1
Fatty Acyl	6
Fatty Acyl	1
Fatty Acyl	14
Fatty Acyl	6
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	2
Fatty Acyl	9
Fatty Acyl	2
Fatty Acyl	14
Fatty Acyl	1
Fatty Acyl	15
Fatty Acyl	2
Fatty Acyl	6
Fatty Acyl	6
